Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Wilt Chamberlain,23,PHW,49,270,395,0.684,72,46.4,37.6,27.0,2.3,,,0.461,,0.582,17.0,0.245,1960,mvp
2,Bill Russell,25,BOS,15,186,395,0.471,74,42.5,18.2,24.0,3.7,,,0.467,,0.612,13.8,0.211,1960,mvp
3,Bob Pettit,27,STL,3,106,395,0.268,72,40.2,26.1,17.0,3.6,,,0.438,,0.753,11.5,0.191,1960,mvp
4,Bob Cousy,31,BOS,8,66,395,0.167,75,34.5,19.4,4.7,9.5,,,0.384,,0.792,7.8,0.145,1960,mvp
5,Elgin Baylor,25,MNL,2,40,395,0.101,70,41.0,29.6,16.4,3.5,,,0.424,,0.732,11.5,0.192,1960,mvp
6,Jack Twyman,25,CIN,0,8,395,0.02,75,40.3,31.2,8.9,3.5,,,0.422,,0.785,8.3,0.131,1960,mvp
7,Gene Shue,28,DET,0,7,395,0.018,75,44.5,22.8,5.5,3.9,,,0.413,,0.872,8.5,0.122,1960,mvp
8T,Tom Gola,27,PHW,1,6,395,0.015,75,38.3,15.0,10.4,5.5,,,0.433,,0.794,9.9,0.166,1960,mvp
8T,Dolph Schayes,31,SYR,0,6,395,0.015,75,36.5,22.5,12.8,3.4,,,0.401,,0.893,9.5,0.167,1960,mvp
10,Tom Heinsohn,25,BOS,1,5,395,0.013,75,32.3,21.7,10.6,2.3,,,0.423,,0.733,7.7,0.154,1960,mvp
11,Walter Dukes,29,DET,0,4,395,0.01,66,32.4,15.2,13.4,1.2,,,0.361,,0.74,3.9,0.087,1960,mvp
12T,Richie Guerin,27,NYK,0,3,395,0.008,74,32.8,21.8,6.8,6.3,,,0.42,,0.773,7.4,0.146,1960,mvp
12T,Willie Naulls,25,NYK,0,3,395,0.008,65,34.6,21.4,14.2,2.1,,,0.428,,0.836,5.3,0.113,1960,mvp
14,Cliff Hagan,28,STL,0,1,395,0.003,75,37.3,24.8,10.7,4.0,,,0.464,,0.803,11.8,0.203,1960,mvp
