Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Spencer Haywood,20,DNR,17,97,100,0.97,84,45.3,30.0,19.5,2.3,,,0.493,0.0,0.776,17.1,0.216,1970,abamvp
2,Rick Barry,25,WSA,0,48,100,0.48,52,35.6,27.7,7.0,3.4,,,0.499,0.205,0.864,7.8,0.204,1970,abamvp
3,Mel Daniels,25,INA,1,44,100,0.44,83,36.6,18.7,17.6,1.6,,,0.473,0.0,0.675,8.6,0.135,1970,abamvp
4,Roger Brown,27,INA,2,40,100,0.4,84,41.6,23.0,7.4,4.7,,,0.498,0.333,0.813,13.3,0.183,1970,abamvp
5,Bob Verga,24,CAR,0,16,100,0.16,82,41.6,27.5,5.2,3.5,,,0.437,0.307,0.811,8.2,0.116,1970,abamvp
6,Louie Dampier,25,KEN,0,14,100,0.14,82,40.9,26.0,3.8,5.5,,,0.399,0.361,0.831,8.5,0.122,1970,abamvp
7,Donnie Freeman,25,MMF,0,11,100,0.11,79,40.1,27.4,5.1,3.7,,,0.455,0.263,0.822,9.7,0.147,1970,abamvp
8,Bill Melchionni,25,NYA,0,5,100,0.05,80,39.5,15.2,2.9,5.7,,,0.465,0.179,0.82,6.5,0.098,1970,abamvp
9T,Jimmy Jones,25,NOB,0,4,100,0.04,70,35.9,20.7,4.5,4.9,,,0.497,0.222,0.81,10.5,0.2,1970,abamvp
9T,Doug Moe,31,CAR,0,4,100,0.04,80,33.4,17.3,5.5,5.3,,,0.427,0.235,0.762,5.2,0.093,1970,abamvp
11T,Glen Combs,23,DLC,0,3,100,0.03,84,38.8,22.2,3.4,4.1,,,0.434,0.351,0.836,8.6,0.127,1970,abamvp
11T,Cincy Powell,27,DLC,0,3,100,0.03,76,34.5,20.1,9.0,2.5,,,0.468,0.167,0.775,6.8,0.125,1970,abamvp
11T,Willie Wise,22,LAS,0,3,100,0.03,82,33.0,15.2,11.6,2.5,,,0.476,0.235,0.651,6.7,0.12,1970,abamvp
14T,Larry Brown,29,WSA,0,2,100,0.02,82,33.7,13.7,3.0,7.1,,,0.44,0.256,0.825,5.1,0.088,1970,abamvp
14T,Manny Leaks,24,DLC,0,2,100,0.02,84,36.7,18.8,12.5,1.2,,,0.494,0.0,0.713,7.3,0.114,1970,abamvp
14T,Levern Tart,27,NYA,0,2,100,0.02,80,40.1,24.2,6.8,3.3,,,0.495,0.314,0.783,10.9,0.164,1970,abamvp
17T,Steve Jones,27,NOB,0,1,100,0.01,84,37.1,21.5,4.6,2.3,,,0.442,0.227,0.832,7.1,0.109,1970,abamvp
17T,Bob Netolicky,27,INA,0,1,100,0.01,82,39.3,20.6,10.7,1.5,,,0.483,0.286,0.683,8.2,0.122,1970,abamvp
17T,Red Robbins,25,NOB,0,1,100,0.01,82,39.8,16.4,16.2,2.2,,,0.481,0.304,0.779,10.7,0.157,1970,abamvp
