Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Julius Randle,26,NYK,98,493,500,0.986,71,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,2021,mip
2,Jerami Grant,26,DET,2,140,500,0.28,54,33.9,22.3,4.6,2.8,0.6,1.1,0.429,0.35,0.845,3.2,0.083,2021,mip
3,Michael Porter Jr.,22,DEN,0,138,500,0.276,61,31.3,19.0,7.3,1.1,0.7,0.9,0.542,0.445,0.791,6.9,0.173,2021,mip
4,Christian Wood,25,HOU,0,44,500,0.088,41,32.3,21.0,9.6,1.7,0.8,1.2,0.514,0.374,0.631,2.8,0.1,2021,mip
5,Zach LaVine,25,CHI,0,20,500,0.04,58,35.1,27.4,5.0,4.9,0.8,0.5,0.507,0.419,0.849,5.9,0.138,2021,mip
6T,Chris Boucher,28,TOR,0,10,500,0.02,60,24.2,13.6,6.7,1.1,0.6,1.9,0.514,0.383,0.788,6.1,0.201,2021,mip
6T,Jaylen Brown,24,BOS,0,10,500,0.02,58,34.5,24.7,6.0,3.4,1.2,0.6,0.484,0.397,0.764,4.8,0.115,2021,mip
8,Mikal Bridges,24,PHO,0,8,500,0.016,72,32.6,13.5,4.3,2.1,1.1,0.9,0.543,0.425,0.84,8.0,0.164,2021,mip
9,Zion Williamson,20,NOP,0,6,500,0.012,61,33.2,27.0,7.2,3.7,0.9,0.6,0.611,0.294,0.698,8.7,0.205,2021,mip
10T,Clint Capela,26,ATL,0,3,500,0.006,63,30.1,15.2,14.3,0.8,0.7,2.0,0.594,,0.573,8.2,0.207,2021,mip
10T,Jordan Clarkson,28,UTA,0,3,500,0.006,68,26.7,18.4,4.0,2.5,0.9,0.1,0.425,0.347,0.896,4.2,0.111,2021,mip
10T,Luguentz Dort,21,OKC,0,3,500,0.006,52,29.7,14.0,3.6,1.7,0.9,0.4,0.387,0.343,0.744,0.3,0.011,2021,mip
10T,Darius Garland,21,CLE,0,3,500,0.006,54,33.1,17.4,2.4,6.1,1.2,0.1,0.451,0.395,0.848,1.2,0.033,2021,mip
10T,Jordan Poole,21,GSW,0,3,500,0.006,51,19.4,12.0,1.8,1.9,0.5,0.2,0.432,0.351,0.882,1.9,0.094,2021,mip
10T,Nikola Vučević,30,TOT,0,3,500,0.006,70,33.5,23.4,11.7,3.8,0.9,0.7,0.477,0.4,0.84,6.3,0.129,2021,mip
16T,Kyle Anderson,27,MEM,0,2,500,0.004,69,27.3,12.4,5.7,3.6,1.2,0.8,0.468,0.36,0.783,5.6,0.143,2021,mip
16T,RJ Barrett,20,NYK,0,2,500,0.004,72,34.9,17.6,5.8,3.0,0.7,0.3,0.441,0.401,0.746,4.1,0.078,2021,mip
16T,Miles Bridges,22,CHO,0,2,500,0.004,66,29.3,12.7,6.0,2.2,0.7,0.8,0.503,0.4,0.867,4.2,0.105,2021,mip
19T,Lonzo Ball,23,NOP,0,1,500,0.002,55,31.8,14.6,4.8,5.7,1.5,0.6,0.414,0.378,0.781,3.2,0.089,2021,mip
19T,Bojan Bogdanović,31,UTA,0,1,500,0.002,72,30.8,17.0,3.9,1.9,0.6,0.1,0.439,0.39,0.879,5.2,0.113,2021,mip
19T,Shai Gilgeous-Alexander,22,OKC,0,1,500,0.002,35,33.7,23.7,4.7,5.9,0.8,0.7,0.508,0.418,0.808,3.5,0.143,2021,mip
19T,Richaun Holmes,27,SAC,0,1,500,0.002,61,29.2,14.2,8.3,1.7,0.6,1.6,0.637,0.182,0.794,6.1,0.165,2021,mip
19T,T.J. McConnell,28,IND,0,1,500,0.002,69,26.0,8.6,3.7,6.6,1.9,0.3,0.559,0.313,0.688,4.8,0.128,2021,mip
19T,Terry Rozier,26,CHO,0,1,500,0.002,69,34.5,20.4,4.4,4.2,1.3,0.4,0.45,0.389,0.817,5.2,0.105,2021,mip
19T,Andrew Wiggins,25,GSW,0,1,500,0.002,71,33.3,18.6,4.9,2.4,0.9,1.0,0.477,0.38,0.714,3.9,0.08,2021,mip
