Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Manu Ginóbili,30,SAS,123,615,620,0.992,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,2008,6moy
2,Leandro Barbosa,25,PHO,1,283,620,0.456,82,29.5,15.6,2.8,2.6,0.9,0.2,0.462,0.389,0.822,5.5,0.109,2008,6moy
3,Jason Terry,30,DAL,0,44,620,0.071,82,31.5,15.5,2.5,3.2,1.1,0.2,0.467,0.375,0.857,8.6,0.16,2008,6moy
4,Kyle Korver,26,TOT,0,34,620,0.055,75,23.1,9.9,2.3,1.3,0.6,0.4,0.443,0.375,0.915,4.2,0.116,2008,6moy
5,Ben Gordon,24,CHI,0,27,620,0.044,72,31.8,18.6,3.1,3.0,0.8,0.1,0.434,0.41,0.908,5.1,0.106,2008,6moy
6,Josh Childress,24,ATL,0,23,620,0.037,76,29.9,11.8,4.9,1.5,0.9,0.6,0.571,0.367,0.807,7.6,0.16,2008,6moy
7,J.R. Smith,22,DEN,0,22,620,0.035,74,19.2,12.3,2.1,1.7,0.8,0.2,0.461,0.403,0.719,3.7,0.126,2008,6moy
8,James Posey,31,BOS,0,19,620,0.031,74,24.6,7.4,4.4,1.5,1.0,0.3,0.418,0.38,0.809,6.2,0.164,2008,6moy
9T,Jason Maxiell,24,DET,0,11,620,0.018,82,21.6,7.9,5.3,0.6,0.3,1.1,0.538,0.0,0.633,6.3,0.171,2008,6moy
9T,Travis Outlaw,23,POR,0,11,620,0.018,82,26.7,13.3,4.6,1.3,0.7,0.8,0.433,0.396,0.741,3.2,0.071,2008,6moy
11T,Jordan Farmar,21,LAL,0,5,620,0.008,82,20.6,9.1,2.2,2.7,0.9,0.1,0.461,0.371,0.679,3.9,0.111,2008,6moy
11T,Linas Kleiza,23,DEN,0,5,620,0.008,79,23.9,11.1,4.2,1.2,0.6,0.2,0.472,0.339,0.77,4.7,0.119,2008,6moy
13,Jerry Stackhouse,33,DAL,0,4,620,0.006,58,24.3,10.7,2.3,2.5,0.5,0.2,0.405,0.326,0.892,2.3,0.077,2008,6moy
14T,Jarrett Jack,24,POR,0,3,620,0.005,82,27.2,9.9,2.9,3.8,0.7,0.0,0.431,0.342,0.867,3.2,0.069,2008,6moy
14T,David Lee,24,NYK,0,3,620,0.005,81,29.1,10.8,8.9,1.2,0.7,0.4,0.552,0.0,0.819,7.4,0.151,2008,6moy
14T,Rashad McCants,23,MIN,0,3,620,0.005,75,26.9,14.9,2.7,2.2,0.9,0.2,0.453,0.407,0.748,1.7,0.04,2008,6moy
14T,Lou Williams,21,PHI,0,3,620,0.005,80,23.3,11.5,2.1,3.2,1.0,0.2,0.424,0.359,0.783,4.4,0.112,2008,6moy
18,Andrés Nocioni,28,CHI,0,1,620,0.002,82,24.6,13.2,4.2,1.2,0.3,0.5,0.432,0.364,0.807,3.3,0.077,2008,6moy
