Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Bill Fitch,BOS,37,37,66,0.561,82,61,21,0.744,1980,coy
3,Hubie Brown,ATL,5,5,66,0.076,82,50,32,0.61,1980,coy
4,Lenny Wilkens,SEA,2,2,66,0.03,82,56,26,0.683,1980,coy
5T,Billy Cunningham,PHI,1,1,66,0.015,82,59,23,0.72,1980,coy
5T,John MacLeod,PHO,1,1,66,0.015,82,55,27,0.671,1980,coy
5T,Don Nelson,MIL,1,1,66,0.015,82,49,33,0.598,1980,coy
5T,Jack Ramsay,POR,1,1,66,0.015,82,38,44,0.463,1980,coy
