Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Lamar Odom,31,LAL,96,513,585,0.877,82,32.2,14.4,8.7,3.0,0.6,0.7,0.53,0.382,0.675,10.1,0.184,2011,6moy
2,Jason Terry,33,DAL,13,244,585,0.417,82,31.3,15.8,1.9,4.1,1.1,0.2,0.451,0.362,0.85,5.3,0.1,2011,6moy
3,Thaddeus Young,22,PHI,2,76,585,0.13,82,26.0,12.7,5.3,1.0,1.1,0.3,0.541,0.273,0.707,6.2,0.139,2011,6moy
4,Glen Davis,25,BOS,0,75,585,0.128,78,29.5,11.7,5.4,1.2,1.0,0.4,0.448,0.133,0.736,4.9,0.102,2011,6moy
5,Jamal Crawford,30,ATL,5,51,585,0.087,76,30.2,14.2,1.7,3.2,0.8,0.2,0.421,0.341,0.854,3.4,0.071,2011,6moy
6,Lou Williams,24,PHI,1,26,585,0.044,75,23.3,13.7,2.0,3.4,0.6,0.2,0.406,0.348,0.823,5.1,0.141,2011,6moy
7,James Harden,21,OKC,0,19,585,0.032,82,26.7,12.2,3.1,2.1,1.1,0.3,0.436,0.349,0.843,7.1,0.156,2011,6moy
8,George Hill,24,SAS,0,18,585,0.031,76,28.3,11.6,2.6,2.5,0.9,0.3,0.453,0.377,0.863,6.1,0.136,2011,6moy
9,Marcin Gortat,26,TOT,0,11,585,0.019,80,25.4,10.2,7.9,0.9,0.5,1.1,0.561,0.25,0.725,6.4,0.152,2011,6moy
10,J.R. Smith,25,DEN,0,7,585,0.012,79,24.9,12.3,4.1,2.2,1.2,0.2,0.435,0.39,0.738,5.0,0.121,2011,6moy
11T,Tony Allen,29,MEM,0,3,585,0.005,72,20.8,8.9,2.7,1.4,1.8,0.6,0.51,0.174,0.753,4.7,0.152,2011,6moy
11T,Ty Lawson,23,DEN,0,3,585,0.005,80,26.3,11.7,2.6,4.7,1.0,0.1,0.503,0.404,0.764,6.7,0.153,2011,6moy
11T,O.J. Mayo,23,MEM,0,3,585,0.005,71,26.3,11.3,2.4,2.0,1.0,0.4,0.407,0.364,0.756,2.4,0.062,2011,6moy
14,Toney Douglas,24,NYK,0,2,585,0.003,81,24.3,10.6,3.0,3.0,1.1,0.0,0.416,0.373,0.794,4.2,0.101,2011,6moy
15T,Matt Bonner,30,SAS,0,1,585,0.002,66,21.7,7.3,3.6,0.9,0.4,0.3,0.464,0.457,0.744,4.4,0.147,2011,6moy
15T,JJ Redick,26,ORL,0,1,585,0.002,59,25.6,10.1,1.9,1.7,0.5,0.1,0.441,0.397,0.875,4.5,0.142,2011,6moy
