Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Aaron McKie,28,PHI,57,57,124,0.46,76,31.5,11.6,4.1,5.0,1.4,0.1,0.473,0.312,0.768,5.9,0.118,2001,6moy
2,Tim Thomas,23,MIL,27,27,124,0.218,76,27.4,12.6,4.1,1.8,1.0,0.6,0.43,0.412,0.771,5.5,0.126,2001,6moy
3,LaPhonso Ellis,30,MIN,10,10,124,0.081,82,23.8,9.4,6.0,1.1,0.8,0.9,0.464,0.318,0.79,5.2,0.127,2001,6moy
4,Bobby Jackson,27,SAC,9,9,124,0.073,79,20.9,7.2,3.1,2.0,1.1,0.1,0.439,0.375,0.739,3.1,0.091,2001,6moy
5,Travis Best,28,IND,5,5,124,0.04,77,31.9,11.9,2.9,6.1,1.4,0.1,0.44,0.381,0.827,7.2,0.14,2001,6moy
6T,Ruben Patterson,25,SEA,4,4,124,0.032,76,27.1,13.0,5.0,2.1,1.4,0.6,0.494,0.056,0.681,5.5,0.128,2001,6moy
6T,Rodney Rogers,29,PHO,4,4,124,0.032,82,26.6,12.2,4.4,2.2,1.2,0.6,0.43,0.296,0.761,4.7,0.104,2001,6moy
6T,Steve Smith,31,POR,4,4,124,0.032,81,31.4,13.6,3.4,2.6,0.6,0.3,0.456,0.339,0.89,8.2,0.155,2001,6moy
9,Donyell Marshall,27,UTA,2,2,124,0.016,81,28.7,13.6,7.0,1.6,1.0,1.0,0.503,0.32,0.751,8.5,0.174,2001,6moy
10T,Austin Croshere,25,IND,1,1,124,0.008,81,23.1,10.1,4.8,1.1,0.4,0.6,0.394,0.338,0.866,3.2,0.082,2001,6moy
10T,Tony Delk,27,PHO,1,1,124,0.008,82,27.9,12.3,3.2,2.0,0.9,0.2,0.415,0.321,0.787,4.6,0.096,2001,6moy
