# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,F,Larry Bird,28.0,BOS,156.0,156.0,1.0,78.0,0.0,,80.0,39.5,28.7,10.5,6.6,1.6,1.2,0.522,0.427,0.882,15.7,0.238,1985,all-nba
1st,G,Magic Johnson,25.0,LAL,146.0,156.0,0.936,69.0,8.0,,77.0,36.1,18.3,6.2,12.6,1.5,0.3,0.561,0.189,0.843,12.7,0.22,1985,all-nba
1st,G,Isiah Thomas,23.0,DET,112.0,156.0,0.718,41.0,30.0,,81.0,38.1,21.2,4.5,13.9,2.3,0.3,0.458,0.257,0.809,11.2,0.173,1985,all-nba
1st,C,Moses Malone,29.0,PHI,110.0,156.0,0.705,40.0,30.0,,79.0,37.4,24.6,13.1,1.6,0.8,1.6,0.469,0.0,0.815,11.9,0.193,1985,all-nba
1st,F,Bernard King,28.0,NYK,107.0,156.0,0.686,40.0,27.0,,55.0,37.5,32.9,5.8,3.7,1.3,0.3,0.53,0.1,0.772,7.1,0.166,1985,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1985,all-nba
2nd,C,Kareem Abdul-Jabbar,37.0,LAL,107.0,156.0,0.686,37.0,33.0,,79.0,33.3,22.0,7.9,3.2,0.8,2.1,0.599,0.0,0.732,11.2,0.204,1985,all-nba
2nd,G,Michael Jordan,21.0,CHI,91.0,156.0,0.583,27.0,37.0,,82.0,38.3,28.2,6.5,5.9,2.4,0.8,0.515,0.173,0.845,14.0,0.213,1985,all-nba
2nd,F,Terry Cummings,23.0,MIL,74.0,156.0,0.474,18.0,38.0,,79.0,34.5,23.6,9.1,2.9,1.5,0.8,0.495,0.0,0.741,10.7,0.189,1985,all-nba
2nd,G,Sidney Moncrief,27.0,MIL,68.0,156.0,0.436,15.0,38.0,,73.0,37.5,21.7,5.4,5.2,1.6,0.5,0.483,0.273,0.828,11.2,0.197,1985,all-nba
2nd,F,Ralph Sampson,24.0,HOU,57.0,156.0,0.365,14.0,29.0,,82.0,37.6,22.1,10.4,2.7,1.0,2.0,0.502,0.0,0.676,6.2,0.096,1985,all-nba
