Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1,David Robinson,26,SAS,46,46,96,0.479,68,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26,6.9,4.6,94,1992,dpoy
2,Dennis Rodman,30,DET,39,39,96,0.406,82,40.3,9.8,18.7,2.3,0.8,0.9,0.539,0.317,0.6,12.6,0.183,7.0,0.9,99,1992,dpoy
3T,Michael Jordan,28,CHI,3,3,96,0.031,80,38.8,30.1,6.4,6.1,2.3,0.9,0.519,0.27,0.832,17.7,0.274,5.6,2.5,102,1992,dpoy
3T,Scottie Pippen,26,CHI,3,3,96,0.031,82,38.6,21.0,7.7,7.0,1.9,1.1,0.506,0.2,0.76,12.7,0.192,5.5,2.0,102,1992,dpoy
5,Joe Dumars,28,DET,2,2,96,0.021,82,38.9,19.9,2.3,4.6,0.9,0.1,0.448,0.408,0.867,8.2,0.123,2.5,-0.5,110,1992,dpoy
6T,Karl Malone,28,UTA,1,1,96,0.01,81,37.7,28.0,11.2,3.0,1.3,0.6,0.526,0.176,0.778,15.1,0.237,5.2,0.6,103,1992,dpoy
6T,Hakeem Olajuwon,29,HOU,1,1,96,0.01,70,37.7,21.6,12.1,2.2,1.8,4.3,0.502,0.0,0.766,9.8,0.178,5.6,3.0,99,1992,dpoy
6T,Buck Williams,31,POR,1,1,96,0.01,80,31.5,11.3,8.8,1.4,0.8,0.5,0.604,0.0,0.754,9.2,0.175,3.8,0.5,104,1992,dpoy
