Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Kareem Abdul-Jabbar,26,MIL,74,528,905,0.583,81,43.8,27.0,14.5,4.8,1.4,3.5,0.539,,0.702,18.4,0.25,1974,nbamvp
2,Bob McAdoo,22,BUF,60,451,905,0.498,74,43.0,30.6,15.1,2.3,1.2,3.3,0.547,,0.793,15.3,0.231,1974,nbamvp
3,Bob Lanier,25,DET,37,395,905,0.436,81,37.6,22.5,13.3,4.2,1.4,3.0,0.504,,0.797,14.4,0.227,1974,nbamvp
4,Dave Cowens,25,BOS,3,91,905,0.101,80,41.9,19.0,15.7,4.4,1.2,1.3,0.437,,0.832,9.3,0.134,1974,nbamvp
5,Elvin Hayes,28,CAP,4,74,905,0.082,81,44.5,21.4,18.1,2.0,1.1,3.0,0.423,,0.721,10.6,0.142,1974,nbamvp
6,Walt Frazier,28,NYK,2,24,905,0.027,80,41.7,20.5,6.7,6.9,2.0,0.2,0.472,,0.838,10.9,0.157,1974,nbamvp
7,Rick Barry,29,GSW,0,10,905,0.011,80,36.5,25.1,6.8,6.1,2.1,0.5,0.456,,0.899,10.4,0.172,1974,nbamvp
8,Nate Thurmond,32,GSW,1,8,905,0.009,62,39.7,13.0,14.2,2.7,0.7,2.9,0.444,,0.666,6.0,0.117,1974,nbamvp
9T,John Havlicek,33,BOS,0,5,905,0.006,76,40.7,22.6,6.4,5.9,1.3,0.4,0.456,,0.832,9.7,0.151,1974,nbamvp
9T,Norm Van Lier,26,CHI,0,5,905,0.006,80,35.8,14.3,4.7,6.9,2.0,0.1,0.406,,0.778,5.2,0.087,1974,nbamvp
11T,Dave Bing,30,DET,0,3,905,0.003,81,38.6,18.8,3.5,6.9,1.3,0.2,0.436,,0.813,7.3,0.113,1974,nbamvp
11T,Phil Chenier,23,CAP,0,3,905,0.003,76,38.7,21.9,5.1,3.1,2.0,0.9,0.434,,0.82,7.4,0.121,1974,nbamvp
11T,Dave DeBusschere,33,NYK,0,3,905,0.003,71,38.0,18.1,10.7,3.6,0.9,0.5,0.461,,0.756,7.0,0.125,1974,nbamvp
11T,Clifford Ray,25,CHI,0,3,905,0.003,80,32.9,9.3,12.2,3.1,0.7,2.2,0.511,,0.608,8.2,0.15,1974,nbamvp
15T,Lucius Allen,26,MIL,0,2,905,0.002,72,33.2,17.6,4.0,5.2,1.9,0.3,0.495,,0.788,8.2,0.164,1974,nbamvp
15T,Bob Love,31,CHI,0,2,905,0.002,82,40.1,21.8,6.0,1.6,1.0,0.3,0.417,,0.818,5.8,0.084,1974,nbamvp
17T,Spencer Haywood,24,SEA,0,1,905,0.001,75,40.5,23.5,13.4,3.2,0.9,1.4,0.457,,0.814,9.7,0.153,1974,nbamvp
17T,Clyde Lee,29,GSW,0,1,905,0.001,54,30.4,5.9,11.1,1.3,0.5,0.3,0.454,,0.579,2.6,0.076,1974,nbamvp
17T,Pete Maravich,26,ATL,0,1,905,0.001,76,38.2,27.7,4.9,5.2,1.5,0.2,0.457,,0.826,7.6,0.125,1974,nbamvp
17T,Rudy Tomjanovich,25,HOU,0,1,905,0.001,80,40.3,24.5,9.0,3.1,1.1,0.8,0.536,,0.848,12.8,0.191,1974,nbamvp
