Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Alan Henderson,25,ATL,33,33,116,0.284,69,29.0,14.3,6.4,1.1,0.6,0.5,0.485,0.5,0.652,6.0,0.144,1998,mip
2,Corliss Williamson,24,SAC,25,25,116,0.216,79,35.7,17.7,5.6,2.9,1.0,0.6,0.495,0.0,0.63,4.4,0.076,1998,mip
3,Donyell Marshall,24,GSW,24,24,116,0.207,73,35.8,15.4,8.6,2.2,1.3,1.0,0.414,0.313,0.731,4.2,0.078,1998,mip
4T,Nick Anderson,30,ORL,6,6,116,0.052,58,29.3,15.3,5.1,2.1,1.2,0.4,0.455,0.36,0.638,5.3,0.149,1998,mip
4T,Michael Finley,24,DAL,6,6,116,0.052,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106,1998,mip
6,Theo Ratliff,24,TOT,5,5,116,0.043,82,29.8,9.9,6.7,0.7,0.6,3.1,0.513,,0.701,6.7,0.132,1998,mip
7,Kobe Bryant,19,LAL,3,3,116,0.026,79,26.0,15.4,3.1,2.5,0.9,0.5,0.428,0.341,0.794,6.3,0.147,1998,mip
8T,Vin Baker,26,SEA,2,2,116,0.017,82,35.9,19.2,8.0,1.9,1.1,1.0,0.542,0.143,0.591,10.4,0.169,1998,mip
8T,Lamond Murray,24,LAC,2,2,116,0.017,79,32.6,15.4,6.1,1.8,1.5,0.7,0.481,0.353,0.748,4.9,0.092,1998,mip
8T,Bo Outlaw,26,ORL,2,2,116,0.017,82,36.0,9.5,7.8,2.6,1.3,2.2,0.554,0.25,0.575,7.6,0.124,1998,mip
8T,Antoine Walker,21,BOS,2,2,116,0.017,82,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07,1998,mip
8T,John Wallace,23,TOR,2,2,116,0.017,82,28.8,14.0,4.5,1.3,0.8,1.2,0.478,0.5,0.717,1.5,0.031,1998,mip
13T,Matt Geiger,28,CHH,1,1,116,0.009,78,23.6,11.3,6.7,1.0,0.9,1.1,0.505,0.091,0.712,5.9,0.154,1998,mip
13T,Karl Malone,34,UTA,1,1,116,0.009,81,37.4,27.0,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259,1998,mip
13T,Jalen Rose,25,IND,1,1,116,0.009,82,20.8,9.4,2.4,1.9,0.7,0.2,0.478,0.342,0.728,3.3,0.092,1998,mip
13T,Rod Strickland,31,WAS,1,1,116,0.009,76,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129,1998,mip
