Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Lou Williams,31,LAC,97,495,505,0.98,79,32.8,22.6,2.5,5.3,1.1,0.2,0.435,0.359,0.88,6.7,0.125,2018,6moy
2,Eric Gordon,29,HOU,3,246,505,0.487,69,31.2,18.0,2.5,2.2,0.6,0.4,0.428,0.359,0.809,4.7,0.105,2018,6moy
3,Fred VanVleet,23,TOR,1,64,505,0.127,76,20.0,8.6,2.4,3.2,0.9,0.3,0.426,0.414,0.832,4.7,0.149,2018,6moy
4,Will Barton,27,DEN,0,62,505,0.123,81,33.1,15.7,5.0,4.1,1.0,0.6,0.452,0.37,0.805,6.2,0.111,2018,6moy
5,Wayne Ellington,30,MIA,0,9,505,0.018,77,26.5,11.2,2.8,1.0,0.7,0.1,0.407,0.392,0.859,4.5,0.105,2018,6moy
6,Kelly Olynyk,26,MIA,0,7,505,0.014,76,23.4,11.5,5.7,2.7,0.8,0.5,0.497,0.379,0.77,5.5,0.148,2018,6moy
7T,Jordan Clarkson,25,TOT,0,5,505,0.01,81,23.3,13.9,2.7,2.7,0.7,0.1,0.451,0.352,0.8,3.0,0.077,2018,6moy
7T,Nikola Mirotić,26,TOT,0,5,505,0.01,55,27.2,15.6,7.4,1.5,0.8,0.7,0.447,0.377,0.818,4.0,0.128,2018,6moy
9,Kyle Kuzma,22,LAL,0,4,505,0.008,77,31.2,16.1,6.3,1.8,0.6,0.4,0.45,0.366,0.707,3.8,0.077,2018,6moy
10T,Terry Rozier,23,BOS,0,3,505,0.006,80,25.9,11.3,4.7,2.9,1.0,0.2,0.395,0.381,0.772,5.6,0.13,2018,6moy
10T,Dwyane Wade,36,TOT,0,3,505,0.006,67,22.9,11.4,3.8,3.4,0.9,0.7,0.438,0.288,0.714,1.1,0.036,2018,6moy
12T,J.J. Barea,33,DAL,0,1,505,0.002,69,23.2,11.6,2.9,6.3,0.5,0.0,0.439,0.367,0.784,3.3,0.098,2018,6moy
12T,Marco Belinelli,31,TOT,0,1,505,0.002,80,24.3,12.1,1.9,1.9,0.8,0.2,0.441,0.377,0.908,3.7,0.092,2018,6moy
12T,Rodney Hood,25,TOT,0,1,505,0.002,60,26.9,14.7,2.8,1.6,0.8,0.2,0.429,0.381,0.86,2.7,0.081,2018,6moy
12T,Luc Mbah a Moute,31,HOU,0,1,505,0.002,61,25.6,7.5,3.0,0.9,1.2,0.4,0.481,0.364,0.684,2.8,0.087,2018,6moy
12T,Jakob Poeltl,22,TOR,0,1,505,0.002,82,18.6,6.9,4.8,0.7,0.5,1.2,0.659,0.5,0.594,5.6,0.175,2018,6moy
12T,Tomáš Satoranský,26,WAS,0,1,505,0.002,73,22.5,7.2,3.2,3.9,0.7,0.2,0.523,0.465,0.781,5.0,0.145,2018,6moy
