# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Paolo Banchero,20.0,ORL,200.0,200.0,1.0,100.0,0.0,72.0,33.8,20.0,6.9,3.7,0.8,0.5,0.427,0.298,0.738,2.4,0.047,2023,all-rookie
1st,Jalen Williams,21.0,OKC,199.0,200.0,0.995,99.0,1.0,75.0,30.3,14.1,4.5,3.3,1.4,0.5,0.521,0.356,0.812,5.6,0.119,2023,all-rookie
1st,Walker Kessler,21.0,UTA,195.0,200.0,0.975,95.0,5.0,74.0,23.0,9.2,8.4,0.9,0.4,2.3,0.72,0.333,0.516,7.1,0.2,2023,all-rookie
1st,Keegan Murray,22.0,SAC,185.0,200.0,0.925,88.0,9.0,80.0,29.8,12.2,4.6,1.2,0.8,0.5,0.453,0.411,0.765,4.3,0.087,2023,all-rookie
1st,Bennedict Mathurin,20.0,IND,170.0,200.0,0.85,71.0,28.0,78.0,28.5,16.7,4.1,1.5,0.6,0.2,0.434,0.323,0.828,1.8,0.038,2023,all-rookie
,,,,,,,,,,,,,,,,,,,,,2023,all-rookie
2nd,Jaden Ivey,20.0,DET,142.0,200.0,0.71,43.0,56.0,74.0,31.1,16.3,3.9,5.2,0.8,0.2,0.416,0.343,0.747,0.0,-0.001,2023,all-rookie
2nd,Jalen Duren,19.0,DET,85.0,200.0,0.425,0.0,85.0,67.0,24.9,9.1,8.9,1.1,0.7,0.9,0.648,0.0,0.611,4.5,0.129,2023,all-rookie
2nd,Jabari Smith Jr.,19.0,HOU,72.0,200.0,0.36,1.0,70.0,79.0,31.0,12.8,7.2,1.3,0.5,0.9,0.408,0.307,0.786,1.9,0.037,2023,all-rookie
2nd,Jeremy Sochan,19.0,SAS,66.0,200.0,0.33,0.0,66.0,56.0,26.0,11.0,5.3,2.5,0.8,0.4,0.453,0.246,0.698,0.2,0.005,2023,all-rookie
2nd,Tari Eason,21.0,HOU,47.0,200.0,0.235,2.0,43.0,82.0,21.5,9.3,6.0,1.1,1.2,0.6,0.448,0.343,0.752,2.6,0.07,2023,all-rookie
,,,,,,,,,,,,,,,,,,,,,2023,all-rookie
ORV,Andrew Nembhard,23.0,IND,46.0,200.0,0.23,0.0,46.0,75.0,27.6,9.5,2.7,4.5,0.9,0.2,0.441,0.35,0.79,1.2,0.029,2023,all-rookie
ORV,Shaedon Sharpe,19.0,POR,36.0,200.0,0.18,0.0,36.0,80.0,22.2,9.9,3.0,1.2,0.5,0.3,0.472,0.36,0.714,1.2,0.032,2023,all-rookie
ORV,AJ Griffin,19.0,ATL,26.0,200.0,0.13,0.0,26.0,72.0,19.5,8.9,2.1,1.0,0.6,0.2,0.465,0.39,0.894,2.2,0.075,2023,all-rookie
ORV,Christian Braun,21.0,DEN,12.0,200.0,0.06,0.0,12.0,76.0,15.5,4.7,2.4,0.8,0.5,0.2,0.495,0.354,0.625,1.9,0.079,2023,all-rookie
ORV,Jaylin Williams,20.0,OKC,7.0,200.0,0.035,1.0,5.0,49.0,18.7,5.9,4.9,1.6,0.6,0.2,0.436,0.407,0.704,1.9,0.099,2023,all-rookie
ORV,Jaden Hardy,20.0,DAL,4.0,200.0,0.02,0.0,4.0,48.0,14.8,8.8,1.9,1.4,0.4,0.1,0.438,0.404,0.823,0.7,0.048,2023,all-rookie
ORV,Mark Williams,21.0,CHO,2.0,200.0,0.01,0.0,2.0,43.0,19.3,9.0,7.1,0.4,0.7,1.0,0.637,,0.691,2.8,0.163,2023,all-rookie
ORV,MarJon Beauchamp,22.0,MIL,1.0,200.0,0.005,0.0,1.0,52.0,13.5,5.1,2.2,0.7,0.4,0.1,0.395,0.331,0.73,0.4,0.027,2023,all-rookie
ORV,Malaki Branham,19.0,SAS,0.0,200.0,0.0,0.0,3.0,66.0,23.5,10.2,2.7,1.9,0.5,0.1,0.44,0.302,0.829,-0.1,-0.004,2023,all-rookie
ORV,Dyson Daniels,19.0,NOP,0.0,200.0,0.0,0.0,2.0,59.0,17.7,3.8,3.2,2.3,0.7,0.2,0.418,0.314,0.65,1.3,0.061,2023,all-rookie
