Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Mike Fratello,ATL,60,60,78,0.769,82,50,32,0.61,1986,coy
2,K.C. Jones,BOS,10,10,78,0.128,82,67,15,0.817,1986,coy
3,Don Nelson,MIL,6,6,78,0.077,82,57,25,0.695,1986,coy
4T,Phil Johnson,SAC,1,1,78,0.013,82,37,45,0.451,1986,coy
4T,Doug Moe,DEN,1,1,78,0.013,82,47,35,0.573,1986,coy
