Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Dell Curry,29,CHH,46,46,101,0.455,82,26.5,16.3,3.2,2.7,1.2,0.3,0.455,0.402,0.873,5.0,0.11,1994,6moy
2,Nate McMillan,29,SEA,37,37,101,0.366,73,25.8,6.0,3.9,5.3,3.0,0.3,0.447,0.391,0.564,6.0,0.154,1994,6moy
3,Craig Ehlo,32,ATL,7,7,101,0.069,82,26.2,10.0,3.4,3.3,1.7,0.3,0.446,0.348,0.727,5.9,0.132,1994,6moy
4,Ricky Pierce,34,SEA,3,3,101,0.03,51,20.0,14.5,1.6,1.8,0.8,0.1,0.471,0.188,0.896,4.0,0.188,1994,6moy
5,Armen Gilliam,29,NJN,2,2,101,0.02,82,24.0,11.8,6.1,0.8,0.5,0.7,0.51,0.0,0.759,6.8,0.166,1994,6moy
6T,Mario Elie,30,HOU,1,1,101,0.01,67,24.0,9.3,2.7,3.1,0.7,0.1,0.446,0.335,0.86,4.2,0.125,1994,6moy
6T,Steve Kerr,28,CHI,1,1,101,0.01,82,24.8,8.6,1.6,2.6,0.9,0.0,0.497,0.419,0.856,6.1,0.145,1994,6moy
6T,Anthony Mason,27,NYK,1,1,101,0.01,73,26.1,7.2,5.8,2.1,0.4,0.1,0.476,0.0,0.72,4.9,0.123,1994,6moy
6T,Johnny Newman,30,TOT,1,1,101,0.01,81,21.0,10.3,2.2,0.9,0.9,0.3,0.471,0.267,0.809,3.7,0.106,1994,6moy
6T,Dennis Rodman,32,SAS,1,1,101,0.01,79,37.8,4.7,17.3,2.3,0.7,0.4,0.534,0.208,0.52,8.7,0.14,1994,6moy
6T,Orlando Woolridge,34,PHI,1,1,101,0.01,74,26.4,12.7,4.0,1.9,0.6,0.8,0.471,0.071,0.689,1.5,0.036,1994,6moy
