TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Los Angeles Lakers,81,487,5.4,0.6,312,53,124,42.7,48.4,24.6,50.7,3.9,0.8,34.1,100.0
Dallas Mavericks,82,451,4.9,0.6,283,54,123,43.9,48.8,24.2,50.1,2.9,1.6,33.7,96.6
Minnesota Timberwolves,82,459,5.2,0.6,278,45,121,37.2,42.1,25.3,48.6,2.0,0.2,33.1,89.7
Memphis Grizzlies,82,528,5.8,0.5,278,53,136,39.0,43.0,21.0,54.4,3.6,1.1,28.2,55.2
Phoenix Suns,81,536,6.0,0.5,277,41,89,46.1,48.9,22.9,61.0,3.0,0.6,28.0,41.4
Miami Heat,82,483,5.5,0.6,275,48,114,42.1,45.6,23.2,54.5,3.5,1.2,30.8,79.3
Philadelphia 76ers,82,491,5.4,0.6,272,56,136,41.2,46.3,20.0,53.2,3.5,0.8,29.7,65.5
Golden State Warriors,82,526,5.6,0.5,272,55,122,45.1,53.3,18.4,59.7,3.0,1.3,26.6,44.8
Boston Celtics,81,428,4.8,0.6,260,48,104,46.2,51.4,22.0,54.0,2.6,0.2,32.2,93.1
Brooklyn Nets,82,458,5.1,0.6,260,49,115,42.6,47.0,24.0,51.3,2.8,0.4,31.7,75.9
Denver Nuggets,82,515,5.8,0.5,258,35,119,29.4,34.0,22.1,55.1,1.9,0.4,27.4,24.1
Indiana Pacers,81,468,5.1,0.5,256,55,135,40.7,44.1,19.7,53.0,3.8,1.5,28.4,58.6
Utah Jazz,82,545,5.8,0.5,255,40,104,38.5,43.3,19.3,62.0,2.2,0.4,25.5,13.8
Orlando Magic,82,462,5.2,0.6,254,42,114,36.8,40.4,23.6,52.4,3.0,0.6,31.4,62.1
Milwaukee Bucks,81,445,5.0,0.6,249,39,90,43.3,45.6,24.9,55.7,3.1,0.9,31.7,72.4
Washington Wizards,82,470,5.1,0.5,247,62,155,40.0,43.5,15.5,51.7,2.6,0.2,27.7,51.7
Houston Rockets,82,471,5.1,0.5,245,52,148,35.1,38.2,20.8,48.6,3.2,0.8,28.5,48.3
Toronto Raptors,82,467,5.1,0.5,239,47,108,43.5,46.3,19.9,57.4,3.0,0.4,28.3,37.9
Cleveland Cavaliers,82,465,5.2,0.5,236,47,112,42.0,46.4,20.9,55.3,1.1,0.2,28.0,31.0
New York Knicks,81,422,4.7,0.6,234,51,107,47.7,50.0,21.6,53.8,2.8,0.7,30.8,69.0
Atlanta Hawks,82,451,4.8,0.5,228,49,125,39.2,46.0,17.1,55.4,1.6,0.2,26.6,27.6
New Orleans Pelicans,81,473,5.3,0.5,226,50,124,40.3,43.1,16.5,57.7,4.2,0.4,25.6,17.2
Oklahoma City Thunder,82,380,4.2,0.6,223,49,104,47.1,50.5,20.0,52.9,3.4,0.3,31.6,86.2
Chicago Bulls,82,381,4.2,0.6,223,38,92,41.3,44.6,25.5,51.7,3.1,1.3,33.3,82.8
Portland Trail Blazers,82,468,5.1,0.5,218,47,118,39.8,44.5,16.2,59.4,4.1,0.9,24.6,10.3
Sacramento Kings,81,416,4.6,0.5,212,37,98,37.8,40.3,22.8,54.1,3.8,0.5,29.3,34.5
Detroit Pistons,82,471,5.1,0.4,206,48,127,37.8,40.2,15.1,58.8,2.1,0.8,22.9,6.9
LA Clippers,82,418,4.7,0.5,200,27,87,31.0,34.5,20.6,59.1,2.4,0.5,25.6,20.7
Charlotte Hornets,82,445,5.0,0.4,192,43,124,34.7,37.1,15.1,57.5,2.5,0.4,23.1,3.4
San Antonio Spurs,82,505,5.4,0.4,185,44,132,33.3,36.0,11.7,62.4,2.0,0.2,19.8,0.0
