TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Golden State Warriors,82,911,9.8,1.1,1016,356,820,43.4,57.7,5.2,6.6,5.2,1.8,42.4,93.1
Utah Jazz,82,631,6.7,1.0,632,218,534,40.8,51.3,8.6,9.4,7.8,2.5,40.4,51.7
Washington Wizards,82,439,4.7,1.1,466,168,381,44.1,54.6,6.8,7.7,6.4,1.4,43.3,72.4
Charlotte Hornets,82,409,4.6,1.1,447,163,368,44.3,55.6,6.1,5.4,5.9,1.5,44.5,89.7
Denver Nuggets,82,401,4.5,1.1,436,168,364,46.2,56.3,5.5,6.0,5.0,2.2,44.9,86.2
Minnesota Timberwolves,82,423,4.8,1.0,430,152,354,42.9,53.7,7.1,10.6,7.1,1.4,41.4,58.6
Atlanta Hawks,82,388,4.1,1.0,394,140,344,40.7,49.7,10.3,4.4,9.5,3.4,42.8,55.2
LA Clippers,82,352,4.0,1.0,365,138,321,43.0,51.1,6.8,4.0,6.3,2.0,44.0,65.5
Toronto Raptors,82,368,4.0,1.0,360,136,324,42.0,50.5,6.3,7.1,5.4,1.4,41.6,44.8
Boston Celtics,81,294,3.3,1.2,350,122,271,45.0,59.6,6.1,3.1,6.1,1.4,46.3,100.0
New Orleans Pelicans,81,318,3.6,1.1,342,121,274,44.2,53.6,9.4,5.3,8.2,0.9,46.5,79.3
Miami Heat,82,279,3.2,1.1,312,115,244,47.1,57.4,7.5,7.9,7.2,2.9,45.5,96.6
Memphis Grizzlies,82,323,3.5,1.0,309,106,281,37.7,50.0,5.9,7.7,5.9,0.6,37.8,31.0
Portland Trail Blazers,82,323,3.5,0.9,306,107,272,39.3,48.3,9.3,9.0,8.7,2.5,39.6,20.7
Phoenix Suns,81,310,3.5,1.0,302,126,268,47.0,50.7,6.1,8.4,4.8,1.0,45.8,37.9
Cleveland Cavaliers,82,340,3.8,0.9,292,105,313,33.5,45.0,2.1,6.5,1.5,0.6,32.4,0.0
Detroit Pistons,82,299,3.3,1.0,285,99,251,39.4,49.2,8.4,8.7,6.7,1.0,40.5,24.1
Dallas Mavericks,82,296,3.2,0.9,260,99,270,36.7,45.2,3.4,6.1,2.7,0.7,36.1,3.4
New York Knicks,81,244,2.7,1.0,256,88,216,40.7,53.7,5.3,7.0,4.5,0.8,40.6,69.0
Philadelphia 76ers,82,262,2.9,1.0,250,90,235,38.3,48.7,5.7,5.7,4.2,1.1,38.2,27.6
Oklahoma City Thunder,82,232,2.6,1.1,248,85,201,42.3,53.0,9.5,5.6,9.5,1.7,44.4,75.9
Brooklyn Nets,82,247,2.7,1.0,239,87,221,39.4,48.9,4.9,6.5,4.0,0.8,39.3,34.5
San Antonio Spurs,82,218,2.3,1.1,236,85,192,44.3,55.2,6.9,5.5,6.9,0.5,45.4,82.8
Indiana Pacers,81,235,2.6,1.0,233,83,205,40.5,50.5,7.2,8.1,6.8,2.6,40.0,48.3
Houston Rockets,82,249,2.7,0.9,231,83,224,37.1,46.2,6.8,4.0,6.0,0.8,39.0,17.2
Orlando Magic,82,227,2.5,0.9,207,71,187,38.0,44.9,9.7,8.8,8.8,0.9,40.1,6.9
Los Angeles Lakers,81,187,2.1,1.0,192,70,159,44.0,53.8,7.0,9.1,5.9,1.1,43.3,62.1
Milwaukee Bucks,81,204,2.3,0.9,189,66,182,36.3,47.0,4.9,6.4,4.9,0.5,36.8,13.8
Sacramento Kings,81,185,2.0,0.9,169,60,166,36.1,47.6,4.3,6.5,4.3,0.5,35.7,10.3
Chicago Bulls,82,136,1.5,1.0,133,47,116,40.5,47.8,10.3,5.9,8.8,1.5,42.6,41.4
