TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Golden State Warriors,82,979,10.5,1.3,1270,547,816,67.0,67.0,14.3,6.2,14.1,3.9,65.7,37.9
Cleveland Cavaliers,82,854,9.6,1.3,1142,480,712,67.4,67.4,15.3,4.9,14.6,3.6,66.9,65.5
Denver Nuggets,82,798,8.9,1.4,1082,477,696,68.5,68.5,14.5,4.0,14.0,5.8,67.8,79.3
Orlando Magic,82,766,8.6,1.4,1040,439,628,69.9,69.9,17.1,6.7,15.9,5.7,68.0,82.8
Toronto Raptors,82,762,8.3,1.3,1008,435,647,67.2,67.2,14.3,5.1,14.2,4.3,66.5,58.6
San Antonio Spurs,82,743,8.0,1.3,972,415,622,66.7,66.7,14.0,6.1,12.9,3.8,65.8,48.3
Sacramento Kings,81,726,8.0,1.3,927,390,590,66.1,66.1,16.1,6.5,15.8,3.9,64.5,34.5
Los Angeles Lakers,81,645,7.2,1.4,901,389,537,72.4,72.4,14.9,6.0,14.1,4.2,70.4,96.6
Indiana Pacers,81,633,6.9,1.4,885,373,525,71.0,71.0,16.6,4.6,16.3,4.1,70.6,100.0
Utah Jazz,82,669,7.1,1.3,869,377,564,66.8,66.8,13.0,6.0,12.6,3.3,65.5,41.4
Miami Heat,82,694,7.9,1.2,866,378,595,63.5,63.5,12.4,5.3,11.8,3.5,62.7,17.2
LA Clippers,82,635,7.2,1.4,858,364,532,68.4,68.4,14.3,5.2,13.7,3.3,67.6,72.4
Phoenix Suns,81,619,6.9,1.4,852,357,501,71.3,71.3,17.0,6.1,16.5,4.0,69.6,86.2
Oklahoma City Thunder,82,614,6.8,1.4,829,352,509,69.2,69.2,14.2,5.5,13.8,2.6,68.6,69.0
Atlanta Hawks,82,620,6.6,1.3,787,329,514,64.0,64.0,17.3,4.7,17.1,4.8,63.9,24.1
Washington Wizards,82,595,6.4,1.3,759,319,504,63.3,63.3,13.9,4.9,13.8,3.5,64.0,31.0
Milwaukee Bucks,81,545,6.1,1.4,758,336,470,71.5,71.5,11.6,5.5,11.0,3.3,69.4,93.1
Philadelphia 76ers,82,611,6.7,1.2,757,307,504,60.9,60.9,17.7,4.4,17.3,4.6,62.4,10.3
Detroit Pistons,82,574,6.3,1.3,750,319,473,67.4,67.4,14.3,6.6,13.4,3.3,65.5,44.8
New Orleans Pelicans,81,532,6.0,1.3,709,306,444,68.9,68.9,13.5,6.4,12.8,3.4,67.5,62.1
Boston Celtics,81,513,5.8,1.4,707,299,429,69.7,69.7,15.4,4.1,15.4,3.1,70.0,89.7
Charlotte Hornets,82,537,6.1,1.3,706,301,447,67.3,67.3,15.5,6.0,14.9,4.7,65.9,55.2
New York Knicks,81,541,6.1,1.3,687,289,450,64.2,64.2,15.2,5.4,14.8,3.7,64.3,27.6
Minnesota Timberwolves,82,542,6.1,1.3,686,290,425,68.2,68.2,16.6,9.4,15.9,4.4,64.8,20.7
Dallas Mavericks,82,503,5.5,1.4,680,296,421,70.3,70.3,14.5,5.6,14.1,3.8,68.4,75.9
Brooklyn Nets,82,557,6.2,1.2,675,299,474,63.1,63.1,13.3,5.6,12.7,3.9,61.4,3.4
Houston Rockets,82,532,5.7,1.2,648,271,442,61.3,61.3,15.8,4.9,15.2,3.8,62.0,6.9
Memphis Grizzlies,82,500,5.5,1.2,620,268,418,64.1,64.1,13.2,5.8,12.6,2.6,63.2,13.8
Portland Trail Blazers,82,483,5.2,1.2,581,251,414,60.6,60.6,12.4,5.8,12.4,3.9,59.8,0.0
Chicago Bulls,82,398,4.4,1.3,521,219,332,66.0,66.0,15.3,4.8,15.3,3.5,66.1,51.7
