TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
LA Clippers,82,1062,12.0,1.1,1116,382,859,44.5,50.4,13.2,8.2,11.8,2.3,46.7,96.6
Dallas Mavericks,82,962,10.5,1.1,1011,356,800,44.5,51.4,13.6,5.9,12.5,2.7,47.1,100.0
Boston Celtics,81,800,9.0,1.0,807,285,651,43.8,50.7,12.0,8.9,11.1,2.3,45.0,82.8
Philadelphia 76ers,82,832,9.2,0.9,787,297,705,42.1,45.5,11.8,6.9,11.3,3.4,43.9,55.2
Oklahoma City Thunder,82,743,8.2,1.0,751,267,580,46.0,49.4,15.5,9.3,12.8,2.8,48.2,86.2
Phoenix Suns,81,743,8.3,1.0,708,271,607,44.6,46.5,12.1,9.4,10.6,3.2,45.2,62.1
New Orleans Pelicans,81,687,7.7,1.0,686,259,536,48.3,49.8,16.7,10.0,15.7,4.8,48.9,79.3
Milwaukee Bucks,81,683,7.6,1.0,655,226,529,42.7,46.2,16.4,9.1,14.3,2.9,45.7,65.5
Brooklyn Nets,82,695,7.7,0.9,615,216,554,39.0,42.8,12.2,9.5,11.4,1.4,41.6,34.5
Minnesota Timberwolves,82,657,7.4,0.9,609,224,513,43.7,47.1,12.8,11.1,11.7,2.0,44.4,48.3
Atlanta Hawks,82,628,6.6,1.0,606,235,511,46.0,50.8,9.2,11.1,8.1,1.8,44.4,69.0
Miami Heat,82,562,6.4,1.0,569,202,433,46.7,49.0,17.6,9.4,16.9,4.1,49.1,89.7
New York Knicks,81,638,7.2,0.9,559,206,515,40.0,43.6,11.8,10.3,11.1,2.8,40.8,24.1
Orlando Magic,82,590,6.6,0.9,558,208,451,46.1,49.0,13.6,12.0,12.7,2.0,46.1,51.7
Los Angeles Lakers,81,615,6.8,0.9,557,198,499,39.7,43.5,14.3,7.6,13.2,3.1,42.6,44.8
Utah Jazz,82,582,6.2,0.9,514,171,450,38.0,41.3,15.3,10.3,13.4,2.9,41.6,27.6
Houston Rockets,82,629,6.8,0.8,502,178,496,35.9,39.1,13.4,11.3,11.8,3.5,37.8,3.4
Portland Trail Blazers,82,631,6.8,0.8,490,176,504,34.9,38.2,11.1,10.8,9.4,1.7,36.9,0.0
Chicago Bulls,82,486,5.4,1.0,474,167,382,43.7,46.3,15.6,9.1,14.4,3.3,46.7,72.4
Golden State Warriors,82,459,4.9,1.0,472,173,393,44.0,50.4,11.1,6.8,10.7,3.5,45.3,93.1
Washington Wizards,82,531,5.7,0.9,470,165,434,38.0,43.0,13.7,8.7,13.0,4.1,40.3,37.9
Memphis Grizzlies,82,506,5.5,0.9,443,160,387,41.3,42.8,14.8,10.7,13.4,2.0,44.1,20.7
Denver Nuggets,82,492,5.5,0.9,419,166,413,40.2,42.6,11.0,7.1,10.2,2.0,41.3,10.3
Sacramento Kings,81,457,5.0,0.9,409,151,371,40.7,44.6,13.6,9.4,12.3,4.2,41.1,41.4
Cleveland Cavaliers,82,470,5.3,0.9,408,147,381,38.6,42.9,11.9,9.1,11.5,2.1,40.6,17.2
Charlotte Hornets,82,469,5.3,0.9,400,152,382,39.8,42.5,11.1,10.7,10.2,3.2,40.3,13.8
Indiana Pacers,81,401,4.4,1.0,396,149,328,45.4,49.8,12.2,9.0,11.5,3.0,45.9,75.9
Detroit Pistons,82,439,4.8,0.9,388,134,344,39.0,42.7,14.8,9.1,13.9,2.3,42.4,31.0
Toronto Raptors,82,427,4.6,0.8,348,130,332,39.2,40.5,11.7,12.6,10.1,2.1,40.0,6.9
San Antonio Spurs,82,354,3.8,0.9,336,121,293,41.3,46.1,12.4,7.3,11.0,2.5,43.5,58.6
