TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
San Antonio Spurs,23,23,37.7,326,680,47.9,50.1,32.2,296,581,50.9,5.5,30,99,30.3
Miami Heat,20,20,36.8,268,513,52.2,56.0,30.1,229,419,54.7,6.7,39,94,41.5
Oklahoma City Thunder,19,19,30.0,231,460,50.2,51.3,27.5,221,422,52.4,2.5,10,38,26.3
Indiana Pacers,19,19,30.3,193,419,46.1,48.4,25.5,173,352,49.1,4.9,20,67,29.9
Los Angeles Clippers,13,13,36.7,183,367,49.9,52.2,29.6,166,296,56.1,7.1,17,71,23.9
Portland Trail Blazers,11,11,34.3,157,318,49.4,51.4,29.9,144,277,52.0,4.4,13,41,31.7
Brooklyn Nets,12,12,37.5,165,313,52.7,55.3,32.2,149,269,55.4,5.3,16,44,36.4
Washington Wizards,11,11,32.2,129,251,51.4,53.0,29.5,121,230,52.6,2.7,8,21,38.1
Memphis Grizzlies,7,7,42.5,108,240,45.0,47.9,32.4,94,183,51.4,10.1,14,57,24.6
Toronto Raptors,7,7,36.1,99,182,54.4,56.3,31.5,92,159,57.9,4.6,7,23,30.4
Golden State Warriors,7,7,33.1,86,180,47.8,51.7,26.3,72,143,50.3,6.8,14,37,37.8
Houston Rockets,6,6,36.0,89,179,49.7,52.5,30.2,79,150,52.7,5.8,10,29,34.5
Dallas Mavericks,7,7,31.7,94,163,57.7,60.1,28.8,86,148,58.1,2.9,8,15,53.3
Atlanta Hawks,7,7,27.0,66,136,48.5,50.7,23.8,60,120,50.0,3.2,6,16,37.5
Chicago Bulls,5,5,31.7,54,120,45.0,45.8,29.1,52,110,47.3,2.6,2,10,20.0
Charlotte Bobcats,4,4,32.9,51,94,54.3,56.9,28.0,46,80,57.5,4.9,5,14,35.7
