TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
San Antonio Spurs,23,23,20.6,184,372,49.5,50.3,19.3,178,348,51.1,1.3,6,24,25.0
Oklahoma City Thunder,19,19,17.4,145,267,54.3,54.3,17.3,145,265,54.7,0.1,0,2,0.0
Miami Heat,20,20,19.2,144,267,53.9,54.7,18.1,140,252,55.6,1.1,4,15,26.7
Indiana Pacers,19,19,15.4,119,213,55.9,56.6,15.2,116,210,55.2,0.2,3,3,100
Portland Trail Blazers,11,11,21.3,113,197,57.4,57.9,20.5,111,190,58.4,0.8,2,7,28.6
Los Angeles Clippers,13,13,19.5,106,195,54.4,55.6,18.0,101,180,56.1,1.5,5,15,33.3
Brooklyn Nets,12,12,18.7,83,156,53.2,53.5,17.8,82,149,55.0,0.8,1,7,14.3
Washington Wizards,11,11,17.1,67,133,50.4,50.4,16.9,67,132,50.8,0.1,0,1,0.0
Memphis Grizzlies,7,7,17.5,50,99,50.5,52.0,16.1,47,91,51.6,1.4,3,8,37.5
Atlanta Hawks,7,7,19.0,53,96,55.2,55.7,18.5,52,93,55.9,0.6,1,3,33.3
Golden State Warriors,7,7,16.9,55,92,59.8,59.8,16.2,55,88,62.5,0.7,0,4,0.0
Toronto Raptors,7,7,18.3,50,92,54.3,54.9,17.9,49,90,54.4,0.4,1,2,50.0
Dallas Mavericks,7,7,17.7,59,91,64.8,64.8,17.3,59,89,66.3,0.4,0,2,0.0
Houston Rockets,6,6,13.9,40,69,58.0,60.1,12.9,37,64,57.8,1.0,3,5,60.0
Chicago Bulls,5,5,15.1,34,57,59.6,59.6,15.1,34,57,59.6,0.0,0,0,-
Charlotte Bobcats,4,4,17.1,32,49,65.3,65.3,16.8,32,48,66.7,0.3,0,1,0.0
