TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Dallas Mavericks,82,1064,12.2,1.02,1083,356,842,42.3,48.5,16.9,7.0,15.0,3.1,46.6,82.8
Philadelphia 76ers,82,1035,11.8,1.04,1074,357,801,44.6,48.9,17.2,8.8,16.4,3.4,48.0,89.7
Brooklyn Nets,82,823,9.4,1.07,883,324,659,49.2,53.2,14.5,10.0,13.7,4.5,49.2,96.6
New York Knicks,82,847,9.2,0.99,843,300,668,44.9,49.4,15.5,9.9,14.3,4.4,46.2,79.3
Oklahoma City Thunder,82,748,7.9,0.98,737,257,577,44.5,46.7,16.2,9.0,14.8,2.3,48.1,75.9
Portland Trail Blazers,82,742,8.3,0.97,723,246,576,42.7,46.4,16.3,9.7,14.7,3.8,45.6,72.4
Los Angeles Lakers,82,807,8.7,0.86,694,259,657,39.4,42.0,13.3,8.4,11.5,3.1,41.4,20.7
LA Clippers,82,776,8.6,0.89,692,268,634,42.3,45.0,11.0,9.5,9.9,2.3,43.0,27.6
Atlanta Hawks,82,691,7.4,0.96,663,239,554,43.1,47.2,12.4,10.0,11.3,2.6,44.3,62.1
Boston Celtics,82,723,8.0,0.91,659,226,576,39.2,44.4,12.4,9.7,12.0,1.8,41.6,48.3
Chicago Bulls,82,572,6.4,1.08,617,214,450,47.6,50.7,19.1,7.7,18.7,5.4,50.9,100.0
Houston Rockets,82,631,6.7,0.96,609,212,504,42.1,47.7,13.8,9.4,12.4,3.2,44.2,65.5
Toronto Raptors,82,710,7.7,0.85,605,233,567,41.1,42.8,11.4,10.7,9.9,2.0,41.8,17.2
Miami Heat,82,602,6.8,0.97,584,207,477,43.4,46.5,15.9,8.0,15.8,3.3,46.2,69.0
Minnesota Timberwolves,82,645,7.0,0.89,576,225,537,41.9,46.9,8.2,10.4,7.4,1.9,40.6,34.5
Washington Wizards,82,579,6.4,0.93,539,199,456,43.6,47.6,12.3,12.1,11.1,3.1,43.4,58.6
Utah Jazz,82,519,5.5,1.04,538,195,403,48.4,52.5,15.4,11.0,13.9,4.0,48.6,86.2
Cleveland Cavaliers,82,574,6.5,0.92,528,183,457,40.0,46.2,13.4,10.5,12.2,3.5,41.1,55.2
Detroit Pistons,82,605,6.6,0.84,507,176,464,37.9,40.9,15.2,10.7,13.4,2.6,40.3,10.3
Milwaukee Bucks,82,588,6.3,0.8,471,179,466,38.4,40.8,11.9,10.9,11.2,2.4,39.6,3.4
Orlando Magic,82,563,6.2,0.81,459,165,426,38.7,40.6,15.3,11.7,14.7,2.8,41.0,6.9
Sacramento Kings,82,440,4.8,1.04,457,163,336,48.5,51.5,18.4,9.3,17.0,4.1,50.2,93.1
Denver Nuggets,82,492,5.5,0.92,452,166,385,43.1,48.3,12.4,11.8,11.6,2.6,42.7,51.7
New Orleans Pelicans,82,503,5.5,0.89,448,162,378,42.9,44.2,15.3,12.5,13.3,3.0,43.7,24.1
Phoenix Suns,82,416,4.5,0.89,371,131,332,39.5,42.6,12.7,9.4,11.3,1.9,42.3,31.0
Indiana Pacers,82,412,4.4,0.89,368,130,340,38.2,43.2,11.4,8.5,10.4,2.7,40.3,37.9
Memphis Grizzlies,82,425,4.5,0.84,357,126,324,38.9,40.6,18.4,10.8,16.5,5.4,41.4,13.8
Golden State Warriors,82,381,4.1,0.9,341,126,303,41.6,46.9,10.0,12.9,8.9,2.4,40.2,41.4
Charlotte Hornets,82,378,4.0,0.9,340,126,298,42.3,46.1,13.5,10.3,12.7,2.9,43.4,44.8
San Antonio Spurs,82,309,3.2,0.73,225,81,235,34.5,36.0,13.3,12.9,13.3,2.3,36.6,0.0
