TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Atlanta Hawks,82,2006,21.4,0.93,1867,706,1584,44.6,48.6,9.7,13.1,7.6,1.7,43.1,55.2
Chicago Bulls,82,1858,20.8,0.94,1747,693,1468,47.2,49.8,10.7,13.1,10.0,2.9,44.8,72.4
Cleveland Cavaliers,82,1727,19.6,0.98,1691,627,1347,46.5,52.9,10.0,13.5,8.4,1.6,44.3,93.1
Portland Trail Blazers,82,1593,17.8,0.99,1584,543,1216,44.7,51.9,12.4,12.8,10.3,1.9,44.3,96.6
Oklahoma City Thunder,82,1734,18.4,0.91,1578,615,1344,45.8,47.9,11.5,13.7,10.7,2.8,44.0,48.3
Houston Rockets,82,1839,19.5,0.84,1549,546,1353,40.4,45.2,12.1,16.5,11.0,2.4,38.9,10.3
Detroit Pistons,82,1867,20.2,0.83,1542,577,1442,40.0,44.0,9.5,14.9,8.4,1.9,38.2,3.4
Orlando Magic,82,1696,18.6,0.91,1540,605,1281,47.2,50.6,10.0,16.3,9.1,1.8,43.6,44.8
New York Knicks,82,1627,17.7,0.94,1525,558,1272,43.9,47.9,13.6,11.4,12.6,3.3,44.2,69.0
Memphis Grizzlies,82,1713,18.2,0.88,1508,590,1364,43.3,46.4,10.3,12.3,9.6,2.5,42.1,24.1
Indiana Pacers,82,1646,17.7,0.91,1499,583,1306,44.6,49.5,9.5,14.2,8.6,3.0,41.5,51.7
LA Clippers,82,1574,17.5,0.95,1492,545,1194,45.6,50.0,12.0,14.4,10.5,2.4,43.8,79.3
Phoenix Suns,82,1631,17.7,0.89,1446,561,1298,43.2,46.8,9.6,12.4,7.7,1.8,42.0,27.6
Charlotte Hornets,82,1760,18.8,0.81,1425,544,1393,39.1,43.6,8.6,14.2,7.4,1.9,37.3,0.0
Miami Heat,82,1497,17.0,0.94,1399,514,1151,44.7,50.5,10.2,15.1,8.9,2.3,42.2,62.1
Los Angeles Lakers,82,1577,16.9,0.88,1388,516,1157,44.6,48.1,11.9,17.1,10.8,2.6,41.9,20.7
Boston Celtics,82,1446,16.0,0.96,1383,483,1113,43.4,51.0,11.2,14.0,10.1,2.2,42.1,82.8
Utah Jazz,82,1545,16.4,0.89,1376,502,1146,43.8,48.9,10.6,16.9,9.6,1.7,41.0,34.5
Dallas Mavericks,82,1338,15.3,1.03,1375,511,1030,49.6,55.9,12.9,13.4,11.7,3.3,47.1,100.0
San Antonio Spurs,82,1589,16.7,0.86,1368,545,1260,43.3,46.0,9.6,13.2,8.3,2.1,41.3,13.8
Washington Wizards,82,1501,16.7,0.89,1331,547,1192,45.9,49.6,7.7,15.3,7.4,2.4,41.2,31.0
Minnesota Timberwolves,82,1407,15.3,0.94,1318,487,1086,44.8,50.4,10.9,14.4,9.4,2.5,42.8,65.5
Milwaukee Bucks,82,1368,14.7,0.93,1275,482,1048,46.0,52.5,9.1,15.9,7.7,1.6,42.0,58.6
New Orleans Pelicans,82,1412,15.4,0.9,1271,488,1084,45.0,48.0,11.8,14.0,10.7,2.6,43.4,37.9
Toronto Raptors,82,1453,15.7,0.87,1265,458,1157,39.6,44.2,10.6,11.8,9.4,2.1,39.8,17.2
Brooklyn Nets,82,1323,15.1,0.94,1247,449,1021,44.0,49.2,12.0,14.0,10.8,3.2,42.3,75.9
Golden State Warriors,82,1269,13.5,0.96,1216,429,972,44.1,52.5,9.7,16.0,8.8,2.4,41.0,86.2
Philadelphia 76ers,82,1277,14.5,0.9,1155,423,974,43.4,48.6,10.5,15.1,9.6,2.0,41.3,41.4
Sacramento Kings,82,1203,13.1,0.96,1154,433,903,48.0,52.5,11.6,15.4,9.9,2.1,45.1,89.7
Denver Nuggets,82,1199,13.3,0.83,996,392,914,42.9,47.6,7.6,17.4,6.5,1.3,38.7,6.9
