TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Sacramento Kings,82,835,9.1,1.07,897,325,718,45.3,57.2,6.1,8.9,5.7,1.1,43.5,96.6
Golden State Warriors,82,658,7.0,1.01,666,229,556,41.2,53.1,6.8,10.3,6.1,1.7,39.8,75.9
San Antonio Spurs,82,707,7.4,0.91,642,239,601,39.8,46.1,8.5,8.5,8.3,2.0,40.0,27.6
Utah Jazz,82,537,5.7,1.03,556,191,438,43.6,52.7,11.0,9.7,10.2,2.4,43.9,82.8
Portland Trail Blazers,82,509,5.7,1.08,550,183,407,45.0,55.5,10.8,11.0,9.4,1.8,45.0,100.0
Brooklyn Nets,82,490,5.6,1.04,511,190,408,46.6,55.0,8.4,10.8,8.2,2.4,44.5,86.2
Miami Heat,82,573,6.5,0.87,500,178,490,36.3,45.3,5.9,10.3,5.4,1.7,35.1,17.2
New York Knicks,82,488,5.3,0.99,485,171,401,42.6,51.6,10.7,9.4,9.6,2.3,43.0,69.0
Indiana Pacers,82,473,5.1,0.99,469,170,379,44.9,53.7,8.5,13.3,7.6,2.1,42.3,62.1
Houston Rockets,82,514,5.5,0.91,469,173,429,40.3,47.7,8.8,10.3,8.4,2.7,39.5,31.0
Memphis Grizzlies,82,489,5.2,0.95,467,176,413,42.6,49.2,8.2,9.6,8.0,2.2,41.9,48.3
New Orleans Pelicans,82,499,5.4,0.93,465,169,395,42.8,48.9,10.4,13.2,9.8,3.0,41.3,37.9
Charlotte Hornets,82,454,4.9,1.02,462,167,365,45.8,54.7,9.3,12.1,7.7,1.8,43.8,79.3
Orlando Magic,82,522,5.7,0.84,439,162,437,37.1,42.3,8.8,9.6,8.2,2.1,37.5,3.4
Washington Wizards,82,429,4.8,0.98,421,158,339,46.6,53.2,10.3,12.6,10.7,2.6,44.1,58.6
Denver Nuggets,82,485,5.4,0.87,421,164,414,39.6,45.3,6.8,9.1,5.8,1.4,39.0,13.8
Milwaukee Bucks,82,469,5.0,0.89,416,149,381,39.1,46.9,9.2,11.5,8.5,1.9,38.6,24.1
Minnesota Timberwolves,82,400,4.4,0.95,382,143,314,45.5,52.1,9.5,13.0,9.5,1.3,43.3,44.8
Cleveland Cavaliers,82,364,4.1,0.97,353,120,291,41.2,48.8,11.3,10.4,9.6,1.9,41.8,55.2
Phoenix Suns,82,412,4.5,0.85,350,138,334,41.3,45.8,7.0,13.1,5.6,1.2,38.8,6.9
Boston Celtics,82,303,3.3,1.06,321,116,243,47.7,57.0,9.6,13.2,8.6,3.0,44.9,93.1
Oklahoma City Thunder,82,301,3.2,1.05,317,120,253,47.4,55.9,7.6,10.3,7.0,2.0,44.9,89.7
Toronto Raptors,82,312,3.4,0.94,292,111,261,42.5,47.5,9.6,8.3,9.3,1.9,43.3,41.4
Atlanta Hawks,82,285,3.0,0.99,283,101,244,41.4,49.4,8.1,7.0,7.4,1.1,42.5,65.5
Los Angeles Lakers,82,272,2.9,0.97,263,89,223,39.9,48.9,12.1,9.6,12.1,3.7,41.2,51.7
LA Clippers,82,285,3.2,0.88,252,90,234,38.5,45.1,9.1,10.5,9.1,1.8,38.6,20.7
Dallas Mavericks,82,288,3.3,0.85,245,87,215,40.5,47.4,9.7,16.7,8.7,1.0,38.5,10.3
Philadelphia 76ers,82,240,2.7,1.0,240,91,205,44.4,52.0,7.5,8.8,6.3,1.7,43.8,72.4
Detroit Pistons,82,267,2.9,0.82,220,77,198,38.9,45.7,9.7,16.9,9.4,0.7,37.5,0.0
Chicago Bulls,82,165,1.9,0.92,151,57,137,41.6,48.5,6.7,12.1,6.1,1.8,39.4,34.5
