PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%,year
Domantas Sabonis,SAC,27,F-C,79,79,47.5,426.0,690.0,61.7,65.1,-3.4,2023
Evan Mobley,CLE,21,C,79,79,45.0,366.0,637.0,57.5,63.7,-6.3,2023
Nikola Vucevic,CHI,32,C,82,81,45.2,421.0,629.0,66.9,65.2,1.7,2023
Brook Lopez,MIL,35,C,78,78,35.7,325.0,629.0,51.7,64.9,-13.3,2023
Nikola Jokic,DEN,28,C,69,69,42.5,388.0,595.0,65.2,64.7,0.5,2023
Alperen Sengun,HOU,20,C,75,75,47.4,338.0,549.0,61.6,64.8,-3.3,2023
Jakob Poeltl,TOR,27,C,72,72,47.3,326.0,538.0,60.6,64.4,-3.8,2023
Joel Embiid,PHI,29,C-F,66,66,42.3,338.0,535.0,63.2,64.6,-1.4,2023
Nic Claxton,BKN,24,C,76,76,43.9,299.0,533.0,56.1,64.1,-8.0,2023
Kristaps Porzingis,WAS,27,F-C,65,63,46.0,281.0,525.0,53.5,64.6,-11.0,2023
Rudy Gobert,MIN,30,C,70,70,41.2,298.0,525.0,56.8,64.4,-7.7,2023
Scottie Barnes,TOR,21,F,77,77,45.6,326.0,525.0,62.1,64.0,-1.9,2023
Myles Turner,IND,27,C-F,62,62,48.4,300.0,513.0,58.5,65.1,-6.6,2023
Ivica Zubac,LAC,26,C,76,75,37.6,274.0,506.0,54.2,65.2,-11.1,2023
Walker Kessler,UTA,21,C,73,73,45.6,252.0,488.0,51.6,64.6,-13.0,2023
Mason Plumlee,LAC,33,F-C,78,75,43.2,297.0,474.0,62.7,64.7,-2.0,2023
Jabari Smith Jr.,HOU,20,F,79,79,40.8,297.0,472.0,62.9,64.4,-1.5,2023
Drew Eubanks,POR,26,F-C,78,77,49.2,278.0,471.0,59.0,64.1,-5.1,2023
Kelly Olynyk,UTA,32,F-C,68,67,44.9,284.0,468.0,60.7,64.2,-3.5,2023
Jarrett Allen,CLE,25,C,68,68,42.5,256.0,461.0,55.5,64.1,-8.6,2023
Buddy Hield,IND,30,G,80,80,40.0,276.0,460.0,60.0,63.5,-3.5,2023
Jonas Valanciunas,NOP,31,C,78,78,45.4,299.0,458.0,65.3,65.3,0.0,2023
Onyeka Okongwu,ATL,22,F-C,80,78,45.2,274.0,457.0,60.0,63.9,-3.9,2023
Daniel Gafford,WAS,24,F-C,78,78,49.2,251.0,456.0,55.0,65.1,-10.1,2023
Josh Giddey,OKC,20,G,76,76,46.7,269.0,446.0,60.3,64.2,-3.9,2023
Zach Collins,SAS,25,F-C,63,63,48.5,254.0,442.0,57.5,64.7,-7.2,2023
Royce O'Neale,BKN,29,F,76,76,42.1,260.0,438.0,59.4,63.7,-4.3,2023
Derrick White,BOS,28,G,80,80,41.8,238.0,425.0,56.0,62.5,-6.5,2023
John Collins,ATL,25,F-C,71,71,42.7,266.0,423.0,62.9,64.9,-2.0,2023
Kevon Looney,GSW,27,F,82,81,35.6,254.0,421.0,60.3,64.4,-4.1,2023
Dejounte Murray,ATL,26,G,74,73,46.3,271.0,419.0,64.7,63.0,1.7,2023
Jaren Jackson Jr.,MEM,23,F-C,63,62,46.2,210.0,410.0,51.2,64.0,-12.8,2023
Harrison Barnes,SAC,30,F,82,80,36.7,250.0,406.0,61.6,64.4,-2.8,2023
Pascal Siakam,TOR,29,F,71,71,40.1,264.0,404.0,65.3,64.2,1.1,2023
Jaden McDaniels,MIN,22,F,79,77,39.1,226.0,404.0,55.9,63.1,-7.2,2023
Fred VanVleet,TOR,29,G,69,69,38.8,255.0,404.0,63.1,63.0,0.1,2023
P.J. Washington,CHA,24,F,72,72,41.9,242.0,404.0,59.9,64.0,-4.1,2023
Josh Hart,NYK,28,G,76,75,39.8,256.0,398.0,64.3,63.9,0.4,2023
Clint Capela,ATL,28,C,65,65,41.7,234.0,397.0,58.9,65.0,-6.0,2023
Anthony Davis,LAL,30,F-C,56,56,40.8,233.0,395.0,59.0,65.5,-6.5,2023
Paolo Banchero,ORL,20,F,72,72,41.2,241.0,395.0,61.0,64.0,-3.0,2023
Shai Gilgeous-Alexander,OKC,24,G,68,68,39.1,240.0,389.0,61.7,63.0,-1.3,2023
Draymond Green,GSW,33,F,73,72,35.0,204.0,388.0,52.6,64.2,-11.7,2023
Santi Aldama,MEM,22,F-C,77,75,44.1,239.0,386.0,61.9,63.2,-1.2,2023
Julius Randle,NYK,28,F-C,77,76,35.2,252.0,386.0,65.3,63.3,1.9,2023
Luka Doncic,DAL,24,F-G,65,65,41.0,262.0,386.0,67.9,63.6,4.3,2023
Jusuf Nurkic,POR,28,C,52,51,45.5,236.0,383.0,61.6,65.4,-3.7,2023
Bam Adebayo,MIA,25,C-F,75,73,35.2,254.0,379.0,67.0,65.4,1.6,2023
Deni Avdija,WAS,22,F,76,75,38.4,228.0,377.0,60.5,63.9,-3.5,2023
Jalen Duren,DET,19,C,67,67,44.1,222.0,377.0,58.9,64.9,-6.0,2023
Anthony Edwards,MIN,21,G,79,79,38.3,236.0,375.0,62.9,62.5,0.4,2023
Lauri Markkanen,UTA,25,F-C,66,65,42.6,194.0,373.0,52.0,64.2,-12.2,2023
Al Horford,BOS,36,C-F,63,63,35.2,214.0,365.0,58.6,64.1,-5.5,2023
Jarred Vanderbilt,LAL,24,F,78,74,43.0,228.0,362.0,63.0,64.2,-1.2,2023
Killian Hayes,DET,21,G,76,75,41.3,235.0,361.0,65.1,63.7,1.4,2023
Christian Wood,DAL,27,F,67,65,44.0,200.0,359.0,55.7,63.1,-7.4,2023
Jaden Ivey,DET,21,G,74,73,41.6,246.0,359.0,68.5,62.9,5.6,2023
Patrick Williams,CHI,21,F,82,81,39.1,218.0,356.0,61.2,63.7,-2.5,2023
Bennedict Mathurin,IND,20,G-F,78,78,44.0,210.0,355.0,59.2,63.7,-4.5,2023
Trey Murphy III,NOP,22,F,78,77,39.5,235.0,353.0,66.6,63.6,3.0,2023
Wendell Carter Jr.,ORL,24,C-F,57,57,40.4,211.0,352.0,59.9,64.0,-4.1,2023
Immanuel Quickley,NYK,23,G,81,81,36.6,202.0,352.0,57.4,62.3,-4.9,2023
Kevin Huerter,SAC,24,G-F,75,74,39.7,234.0,352.0,66.5,63.4,3.1,2023
Bruce Brown,DEN,26,G-F,80,75,36.6,222.0,351.0,63.2,62.7,0.6,2023
Anfernee Simons,POR,23,G,62,62,40.3,234.0,350.0,66.9,63.3,3.5,2023
Dorian Finney-Smith,BKN,30,F,66,63,40.0,201.0,350.0,57.4,64.5,-7.1,2023
Deandre Ayton,PHX,24,C,67,67,34.7,214.0,347.0,61.7,64.4,-2.7,2023
Dwight Powell,DAL,31,F-C,76,74,41.1,214.0,345.0,62.0,64.3,-2.3,2023
Caleb Martin,MIA,27,F,71,71,37.2,228.0,345.0,66.1,62.8,3.3,2023
Tre Jones,SAS,23,G,68,65,43.2,223.0,344.0,64.8,62.7,2.1,2023
Naz Reid,MIN,23,C-F,68,66,49.2,214.0,343.0,62.4,63.9,-1.5,2023
Jayson Tatum,BOS,25,F-G,74,73,38.9,213.0,341.0,62.5,63.0,-0.6,2023
DeMar DeRozan,CHI,33,G-F,74,72,38.5,223.0,340.0,65.6,64.1,1.4,2023
De'Anthony Melton,PHI,24,G,77,75,35.8,213.0,335.0,63.6,62.3,1.3,2023
Isaiah Hartenstein,NYK,25,C-F,82,79,40.7,192.0,332.0,57.8,64.1,-6.3,2023
CJ McCollum,NOP,31,G,74,74,32.8,233.0,331.0,70.4,63.4,7.0,2023
Spencer Dinwiddie,BKN,30,G,79,77,37.8,200.0,329.0,60.8,63.2,-2.4,2023
Jalen Williams,OKC,22,G-F,75,74,45.2,209.0,329.0,63.5,63.5,0.0,2023
RJ Barrett,NYK,22,F-G,72,71,34.1,185.0,328.0,56.4,62.0,-5.6,2023
Jalen Green,HOU,21,G,76,71,37.5,204.0,327.0,62.4,63.6,-1.3,2023
Jaylen Brown,BOS,26,G-F,67,67,37.8,193.0,326.0,59.2,63.5,-4.2,2023
Keldon Johnson,SAS,23,F-G,63,62,45.2,206.0,324.0,63.6,64.0,-0.4,2023
De'Aaron Fox,SAC,25,G,73,72,33.3,223.0,323.0,69.0,63.1,5.9,2023
Donte DiVincenzo,GSW,26,G,72,68,39.9,195.0,322.0,60.6,62.6,-2.1,2023
Keegan Murray,SAC,22,F,80,79,41.1,201.0,320.0,62.8,63.2,-0.4,2023
Jordan Clarkson,UTA,30,G,61,61,44.4,185.0,317.0,58.4,62.6,-4.2,2023
Nick Richards,CHA,25,C,64,61,46.1,183.0,316.0,57.9,65.7,-7.8,2023
Aaron Nesmith,IND,23,G-F,73,72,42.0,199.0,316.0,63.0,64.7,-1.7,2023
Corey Kispert,WAS,24,F,74,73,41.1,192.0,315.0,61.0,63.0,-2.1,2023
Jrue Holiday,MIL,32,G,67,67,33.8,189.0,314.0,60.2,63.7,-3.5,2023
D'Angelo Russell,LAL,27,G,71,69,39.0,190.0,310.0,61.3,62.0,-0.7,2023
Reggie Bullock,DAL,32,G-F,78,75,39.3,195.0,310.0,62.9,63.7,-0.8,2023
Caris LeVert,CLE,28,G,74,73,38.6,182.0,309.0,58.9,62.7,-3.8,2023
