PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Brook Lopez,MIL,35,C,78,78,100,810,1761,46.0,50.5,-4.5,2023
Domantas Sabonis,SAC,27,F-C,79,79,100,782,1453,53.8,51.1,2.7,2023
Evan Mobley,CLE,21,C,79,79,100,666,1416,47.0,48.8,-1.7,2023
Nikola Jokic,DEN,28,C,69,69,100,712,1399,50.9,50.1,0.8,2023
Nikola Vucevic,CHI,32,C,82,82,100,735,1392,52.8,50.8,2.0,2023
Ivica Zubac,LAC,26,C,76,76,100,632,1346,47.0,50.7,-3.7,2023
Rudy Gobert,MIN,30,C,70,70,100,602,1273,47.3,50.0,-2.7,2023
Joel Embiid,PHI,29,C-F,66,66,100,605,1266,47.8,49.6,-1.8,2023
Nic Claxton,BKN,24,C,76,76,100,544,1213,44.8,49.4,-4.5,2023
Kevon Looney,GSW,27,F,82,82,100,568,1181,48.1,49.8,-1.7,2023
Alperen Sengun,HOU,20,C,75,75,100,584,1159,50.4,50.0,0.4,2023
Jabari Smith Jr.,HOU,20,F,79,79,100,568,1157,49.1,48.1,1.0,2023
Scottie Barnes,TOR,21,F,77,77,100,587,1152,51.0,48.3,2.7,2023
Buddy Hield,IND,30,G,80,80,100,547,1151,47.5,47.1,0.4,2023
Kristaps Porzingis,WAS,27,F-C,65,65,100,502,1142,44.0,49.0,-5.1,2023
Jakob Poeltl,TOR,27,C,72,72,100,594,1138,52.2,49.9,2.3,2023
Draymond Green,GSW,33,F,73,73,100,479,1110,43.2,48.9,-5.7,2023
Harrison Barnes,SAC,30,F,82,82,100,524,1107,47.3,48.1,-0.7,2023
Julius Randle,NYK,28,F-C,77,77,100,534,1098,48.6,47.6,1.0,2023
Mason Plumlee,LAC,33,F-C,78,78,100,561,1096,51.2,50.0,1.2,2023
Jarrett Allen,CLE,25,C,68,68,100,514,1085,47.4,49.6,-2.2,2023
Bam Adebayo,MIA,25,C-F,75,75,100,525,1078,48.7,49.4,-0.7,2023
Walker Kessler,UTA,21,C,73,73,100,508,1071,47.4,50.0,-2.5,2023
Myles Turner,IND,27,C-F,62,62,100,527,1060,49.7,50.5,-0.8,2023
Fred VanVleet,TOR,29,G,69,69,100,518,1042,49.7,47.2,2.5,2023
Kelly Olynyk,UTA,32,F-C,68,68,100,520,1042,49.9,48.9,1.0,2023
Royce O'Neale,BKN,29,F,76,76,100,484,1041,46.5,48.1,-1.6,2023
Al Horford,BOS,36,C-F,63,63,100,469,1036,45.3,48.6,-3.4,2023
Jaden McDaniels,MIN,22,F,79,79,100,476,1034,46.0,47.4,-1.3,2023
Derrick White,BOS,28,G,80,80,100,452,1017,44.4,47.0,-2.5,2023
Onyeka Okongwu,ATL,22,F-C,80,80,100,473,1010,46.8,48.9,-2.1,2023
CJ McCollum,NOP,31,G,74,74,100,481,1010,47.6,46.6,1.1,2023
Jonas Valanciunas,NOP,31,C,78,78,100,520,1009,51.5,51.2,0.3,2023
Pascal Siakam,TOR,29,F,71,71,100,507,1007,50.3,48.2,2.1,2023
Deandre Ayton,PHX,24,C,67,67,100,477,999,47.7,50.3,-2.6,2023
Josh Hart,NYK,28,G,76,76,100,486,999,48.6,48.0,0.6,2023
Shai Gilgeous-Alexander,OKC,24,G,68,68,100,458,995,46.0,46.9,-0.8,2023
John Collins,ATL,25,F-C,71,71,100,492,990,49.7,48.4,1.3,2023
Zach LaVine,CHI,28,G,77,77,100,436,988,44.1,46.3,-2.2,2023
Deni Avdija,WAS,22,F,76,76,100,475,981,48.4,47.6,0.8,2023
Anthony Edwards,MIN,21,G,79,79,100,455,979,46.5,46.8,-0.3,2023
De'Aaron Fox,SAC,25,G,73,73,100,473,970,48.8,46.6,2.2,2023
Anthony Davis,LAL,30,F-C,56,56,100,440,969,45.4,50.5,-5.1,2023
P.J. Washington,CHA,24,F,72,72,100,446,965,46.2,48.0,-1.8,2023
RJ Barrett,NYK,22,F-G,72,72,100,433,963,45.0,46.8,-1.9,2023
Immanuel Quickley,NYK,23,G,81,81,100,424,962,44.1,45.9,-1.8,2023
Bruce Brown,DEN,26,G-F,80,80,100,431,960,44.9,46.5,-1.6,2023
Paolo Banchero,ORL,20,F,72,72,100,453,958,47.3,48.4,-1.1,2023
Drew Eubanks,POR,26,F-C,78,78,100,475,957,49.6,49.5,0.2,2023
Josh Giddey,OKC,20,G,76,76,100,468,955,49.0,47.5,1.5,2023
Clint Capela,ATL,28,C,65,65,100,486,953,51.0,50.3,0.7,2023
Luka Doncic,DAL,24,F-G,65,65,100,453,942,48.1,47.4,0.7,2023
De'Anthony Melton,PHI,24,G,77,77,100,464,935,49.6,46.8,2.9,2023
Jrue Holiday,MIL,32,G,67,67,100,423,930,45.5,47.9,-2.5,2023
Dillon Brooks,MEM,27,G-F,73,73,100,412,930,44.3,47.1,-2.8,2023
Daniel Gafford,WAS,24,F-C,78,78,100,450,927,48.5,50.7,-2.1,2023
Caleb Martin,MIA,27,F,71,71,100,470,927,50.7,46.8,3.9,2023
Luguentz Dort,OKC,24,G,74,74,100,416,916,45.4,46.8,-1.3,2023
Franz Wagner,ORL,21,F,80,80,100,449,912,49.2,47.4,1.8,2023
Zach Collins,SAS,25,F-C,63,63,100,457,911,50.2,50.6,-0.5,2023
Patrick Williams,CHI,21,F,82,82,100,429,910,47.1,47.4,-0.3,2023
Max Strus,MIA,27,G-F,80,80,100,453,910,49.8,46.5,3.3,2023
Dejounte Murray,ATL,26,G,74,74,100,458,905,50.6,47.5,3.1,2023
Trey Murphy III,NOP,22,F,78,78,100,448,894,50.1,47.2,3.0,2023
Jaren Jackson Jr.,MEM,23,F-C,63,63,100,395,888,44.5,49.2,-4.7,2023
Kevin Huerter,SAC,24,G-F,75,75,100,457,887,51.5,46.9,4.6,2023
DeMar DeRozan,CHI,33,G-F,74,74,100,425,884,48.1,47.5,0.6,2023
Kevin Porter Jr.,HOU,23,G-F,59,59,100,438,878,49.9,46.7,3.2,2023
Lauri Markkanen,UTA,25,F-C,66,66,100,400,876,45.7,48.4,-2.8,2023
Santi Aldama,MEM,22,F-C,77,77,100,422,876,48.2,47.7,0.4,2023
Jayson Tatum,BOS,25,F-G,74,74,100,414,876,47.3,46.9,0.3,2023
Killian Hayes,DET,21,G,76,76,100,438,875,50.1,46.9,3.2,2023
Dorian Finney-Smith,BKN,30,F,66,66,100,414,874,47.4,48.5,-1.1,2023
Jalen Green,HOU,21,G,76,76,100,418,873,47.9,46.5,1.4,2023
Wendell Carter Jr.,ORL,24,C-F,57,57,100,446,872,51.1,49.5,1.7,2023
Spencer Dinwiddie,BKN,30,G,79,79,100,436,871,50.1,47.3,2.7,2023
Anfernee Simons,POR,23,G,62,62,100,426,869,49.0,47.2,1.8,2023
Austin Reaves,LAL,24,G,64,64,100,394,866,45.5,46.2,-0.7,2023
Jaden Ivey,DET,21,G,74,74,100,436,863,50.5,46.8,3.7,2023
Jaylen Brown,BOS,26,G-F,67,67,100,399,863,46.2,47.6,-1.4,2023
Troy Brown Jr.,LAL,23,G-F,76,76,100,423,860,49.2,47.1,2.1,2023
Jalen Brunson,NYK,26,G,68,68,100,421,856,49.2,45.6,3.5,2023
Andrew Nembhard,IND,23,G-F,75,75,100,405,855,47.4,46.7,0.7,2023
Jalen Duren,DET,19,C,67,67,100,415,854,48.6,49.2,-0.6,2023
Jarred Vanderbilt,LAL,24,F,78,78,100,431,842,51.2,48.8,2.4,2023
De'Andre Hunter,ATL,25,F-G,67,67,100,392,842,46.6,47.1,-0.5,2023
Jusuf Nurkic,POR,28,C,52,52,100,428,842,50.8,51.1,-0.3,2023
Dwight Powell,DAL,31,F-C,76,76,100,408,840,48.6,49.1,-0.5,2023
Tim Hardaway Jr.,DAL,31,G-F,71,71,100,391,827,47.3,46.9,0.4,2023
Tyler Herro,MIA,23,G,67,67,100,400,826,48.4,46.6,1.8,2023
Jalen McDaniels,PHI,25,F-C,79,79,100,386,825,46.8,47.1,-0.3,2023
Christian Wood,DAL,27,F,67,67,100,395,815,48.5,48.0,0.5,2023
Isaiah Hartenstein,NYK,25,C-F,82,82,100,388,815,47.6,49.6,-2.0,2023
Grant Williams,BOS,24,F,79,79,100,401,814,49.3,47.4,1.9,2023
Quentin Grimes,NYK,23,G,70,70,100,388,813,47.7,46.8,0.9,2023
Donte DiVincenzo,GSW,26,G,72,72,100,399,808,49.4,46.4,3.0,2023
Jamal Murray,DEN,26,G,65,65,100,402,808,49.8,46.5,3.2,2023
Bennedict Mathurin,IND,20,G-F,78,78,100,391,806,48.5,47.1,1.4,2023
Kyrie Irving,DAL,31,G,60,60,100,368,803,45.8,47.0,-1.2,2023
Jordan Poole,GSW,23,G,82,82,100,378,803,47.1,46.5,0.6,2023
Dennis Schroder,LAL,29,G,66,66,100,371,801,46.3,46.3,0.0,2023
Caris LeVert,CLE,28,G,74,74,100,385,800,48.1,46.7,1.4,2023
Tre Jones,SAS,23,G,68,68,100,408,796,51.3,47.4,3.9,2023
D'Angelo Russell,LAL,27,G,71,71,100,367,794,46.2,46.0,0.2,2023
Giannis Antetokounmpo,MIL,28,F,62,62,100,331,789,42.0,48.5,-6.6,2023
Reggie Bullock,DAL,32,G-F,78,78,100,392,788,49.7,47.4,2.3,2023
Torrey Craig,PHX,32,F,79,79,100,347,785,44.2,47.5,-3.3,2023
Trae Young,ATL,24,G,73,73,100,379,783,48.4,45.8,2.7,2023
Kyle Kuzma,WAS,27,F,64,64,100,347,783,44.3,47.6,-3.3,2023
Terry Rozier,CHA,29,G,62,62,100,409,780,52.4,46.9,5.5,2023
Ayo Dosunmu,CHI,23,G,80,80,100,354,780,45.4,46.4,-1.0,2023
Keegan Murray,SAC,22,F,80,80,100,392,779,50.3,47.2,3.1,2023
Tobias Harris,PHI,30,F,74,74,100,358,777,46.1,47.7,-1.6,2023
Mike Conley,MIN,35,G,67,67,100,376,774,48.6,46.8,1.7,2023
Paul George,LAC,33,F,56,56,100,373,773,48.3,48.2,0.1,2023
O.G. Anunoby,TOR,25,F,67,67,100,352,767,45.9,48.6,-2.7,2023
Corey Kispert,WAS,24,F,74,74,100,389,767,50.7,46.3,4.4,2023
Bobby Portis,MIL,28,F,70,70,100,362,760,47.6,48.3,-0.7,2023
Herbert Jones,NOP,24,F,65,65,100,351,759,46.2,47.9,-1.7,2023
Aaron Nesmith,IND,23,G-F,73,73,100,394,752,52.4,48.1,4.3,2023
Aaron Gordon,DEN,27,F,68,68,100,346,751,46.1,48.1,-2.1,2023
Darius Garland,CLE,23,G,69,69,100,357,749,47.7,45.8,1.8,2023
James Harden,PHI,33,G,58,58,100,345,745,46.3,46.9,-0.6,2023
Alex Caruso,CHI,29,G,67,67,100,329,741,44.4,46.9,-2.5,2023
Kyle Anderson,MIN,29,F-G,68,68,100,353,740,47.7,47.6,0.1,2023
Grayson Allen,MIL,27,G,72,72,100,359,734,48.9,46.6,2.3,2023
Isaiah Stewart,DET,21,F-C,50,50,100,358,734,48.8,48.9,-0.1,2023
Coby White,CHI,23,G,74,74,100,353,731,48.3,46.0,2.2,2023
