TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Brooklyn Nets,81,81,9.0,300,639,46.9,47.3,8.9,296,632,46.8,0.1,4,7,57.1
Washington Wizards,81,81,8.4,294,611,48.1,48.3,8.3,292,601,48.6,0.1,2,10,20.0
Los Angeles Lakers,81,81,7.6,293,579,50.6,51.6,7.4,282,559,50.4,0.3,11,20,55.0
Utah Jazz,80,80,7.8,277,571,48.5,48.9,7.7,273,563,48.5,0.1,4,8,50.0
Oklahoma City Thunder,81,81,7.9,282,569,49.6,49.8,7.8,279,560,49.8,0.1,3,9,33.3
Atlanta Hawks,81,79,7.6,278,553,50.3,50.3,7.5,278,547,50.8,0.1,0,6,0.0
Golden State Warriors,80,80,7.5,241,542,44.5,44.8,7.4,237,536,44.2,0.1,4,6,66.7
Minnesota Timberwolves,80,79,7.5,272,531,51.2,51.7,7.2,267,512,52.1,0.3,5,19,26.3
Phoenix Suns,81,81,7.6,257,530,48.5,48.6,7.6,256,529,48.4,0.0,1,1,100.0
Indiana Pacers,81,81,7.3,246,529,46.5,46.9,7.2,242,516,46.9,0.2,4,13,30.8
San Antonio Spurs,78,77,7.5,263,526,50.0,50.2,7.3,261,514,50.8,0.2,2,12,16.7
Houston Rockets,81,81,7.3,268,521,51.4,51.5,7.2,267,513,52.0,0.1,1,8,12.5
Memphis Grizzlies,81,81,7.2,208,521,39.9,40.3,6.9,204,505,40.4,0.2,4,16,25.0
Portland Trail Blazers,79,79,7.5,268,513,52.2,52.2,7.4,268,508,52.8,0.1,0,5,0.0
Sacramento Kings,81,81,7.1,263,509,51.7,52.2,7.0,258,501,51.5,0.1,5,8,62.5
Charlotte Hornets,81,81,7.0,230,506,45.5,45.8,6.8,226,495,45.7,0.2,4,11,36.4
LA Clippers,80,80,7.0,225,495,45.5,46.0,6.8,220,483,45.5,0.2,5,12,41.7
Miami Heat,81,81,7.3,248,494,50.2,50.6,7.1,244,477,51.2,0.3,4,17,23.5
Dallas Mavericks,81,81,6.9,251,483,52.0,52.2,6.8,249,472,52.8,0.2,2,11,18.2
Chicago Bulls,80,80,6.7,197,467,42.2,42.7,6.5,192,454,42.3,0.2,5,13,38.5
Orlando Magic,81,80,6.6,225,464,48.5,48.8,6.4,222,454,48.9,0.1,3,10,30.0
Boston Celtics,81,81,6.3,209,463,45.1,45.2,6.2,208,451,46.1,0.2,1,12,8.3
New York Knicks,81,81,6.5,217,462,47.0,47.2,6.3,215,451,47.7,0.2,2,11,18.2
Denver Nuggets,80,80,6.6,229,461,49.7,49.8,6.5,228,452,50.4,0.1,1,9,11.1
Cleveland Cavaliers,81,81,6.8,195,458,42.6,43.1,6.6,190,446,42.6,0.2,5,12,41.7
Milwaukee Bucks,81,80,6.1,220,457,48.1,48.7,5.9,215,442,48.6,0.2,5,15,33.3
Toronto Raptors,81,81,6.8,230,456,50.4,51.0,6.6,225,442,50.9,0.2,5,14,35.7
New Orleans Pelicans,81,78,6.4,239,450,53.1,53.1,6.4,239,446,53.6,0.1,0,4,0.0
Philadelphia 76ers,81,81,6.1,190,420,45.2,45.5,5.9,188,406,46.3,0.2,2,14,14.3
Detroit Pistons,80,80,5.7,211,403,52.4,52.4,5.7,211,397,53.1,0.1,0,6,0.0
