PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
Jimmer Fredette,SAS,27,G,5,1,14.3,1.0,1.0,100.0,48.8,51.2
Luis Montero,POR,23,G,6,2,22.2,2.0,2.0,100.0,54.1,45.9
Jordan Adams,MEM,21,G,2,1,20.0,1.0,1.0,100.0,55.9,44.1
Tony Wroten,NYK,23,G,8,1,10.0,3.0,3.0,100.0,58.0,42.0
Joe Harris,CLE,24,G,3,2,50.0,3.0,3.0,100.0,61.3,38.7
Duje Dukan,SAC,24,F,1,1,33.3,3.0,3.0,100.0,62.7,37.3
Anthony Bennett,TOR,23,F,12,6,26.7,8.0,8.0,100.0,62.9,37.1
Russ Smith,MEM,25,G,8,3,12.5,3.0,3.0,100.0,63.3,36.7
Elliot Williams,CHA,27,G,5,1,8.3,1.0,1.0,100.0,64.1,35.9
Sonny Weems,PHX,29,G-F,35,22,21.8,23.0,24.0,95.8,60.0,35.8
Phil Pressey,POR,25,G,20,9,18.3,13.0,15.0,86.7,59.4,27.3
Bruno Caboclo,TOR,20,F,1,1,60.0,5.0,6.0,83.3,56.8,26.5
Xavier Munford,MEM,24,G,14,8,19.4,12.0,14.0,85.7,61.2,24.5
Kevin Martin,SAS,33,G,54,35,20.0,48.0,57.0,84.2,60.2,24.0
Branden Dawson,LAC,23,F,5,5,60.0,5.0,6.0,83.3,59.4,24.0
Shabazz Napier,ORL,24,G,46,21,15.5,24.0,29.0,82.8,60.1,22.7
Alan Anderson,WAS,33,F-G,12,8,23.4,12.0,15.0,80.0,57.6,22.4
James Ennis III,NOP,25,F,15,9,15.2,12.0,15.0,80.0,58.3,21.7
Andrew Goudelock,HOU,27,G,4,3,45.5,4.0,5.0,80.0,59.2,20.8
Pablo Prigioni,LAC,39,G,57,35,24.1,50.0,63.0,79.4,59.0,20.4
D.J. Augustin,DEN,28,G,62,38,21.9,58.0,73.0,79.5,59.4,20.1
Troy Daniels,CHA,24,G,36,17,19.1,20.0,26.0,76.9,56.8,20.1
Andre Miller,SAS,40,G,35,19,15.2,20.0,25.0,80.0,59.9,20.1
Jason Terry,HOU,38,G,71,43,21.3,69.0,86.0,80.2,60.3,19.9
Patty Mills,SAS,27,G,81,57,20.9,74.0,96.0,77.1,58.4,18.7
Sean Kilpatrick,BKN,26,G,30,21,30.4,35.0,45.0,77.8,59.2,18.5
Toney Douglas,NOP,30,G,60,40,19.4,54.0,69.0,78.3,60.3,18.0
Marcelo Huertas,LAL,33,G,51,26,19.0,42.0,56.0,75.0,57.3,17.7
Donald Sloan,BKN,28,G,59,48,27.1,92.0,122.0,75.4,58.0,17.4
Jeff Ayres,LAC,29,F-C,15,11,51.2,16.0,22.0,72.7,55.3,17.4
Jordan Hamilton,NOP,25,G-F,11,10,33.6,29.0,38.0,76.3,59.3,17.0
Jameer Nelson,DEN,34,G,39,27,17.3,41.0,54.0,75.9,59.7,16.2
Bojan Bogdanovic,BKN,27,G-F,79,74,29.0,158.0,206.0,76.7,60.6,16.1
Lamar Patterson,ATL,24,G-F,32,19,23.3,23.0,30.0,76.7,60.7,16.0
Tyus Jones,MIN,20,G,36,25,24.3,35.0,46.0,76.1,60.4,15.7
Devin Harris,DAL,33,G,64,44,21.8,60.0,82.0,73.2,57.6,15.6
Henry Sims,BKN,26,C-F,14,14,60.8,58.0,76.0,76.3,60.9,15.4
Bryce Cotton,MEM,23,G,3,2,31.3,4.0,5.0,80.0,64.6,15.4
Briante Weber,MIA,23,G,6,5,19.7,9.0,12.0,75.0,59.8,15.2
Zach LaVine,MIN,21,G,82,56,19.3,101.0,135.0,74.8,59.7,15.1
Deron Williams,DAL,32,G,65,52,19.8,96.0,131.0,73.3,58.1,15.1
Darren Collison,SAC,28,G,73,53,14.9,70.0,93.0,75.3,60.2,15.1
Ty Lawson,IND,28,G,63,49,27.7,83.0,111.0,74.8,59.8,15.0
