PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Brooks,CHI,69,36,33,1108.0,2401,10,1,3,33.300000000000004,0,0,0.0,2,20.0,6,60.0,0,0.0,1,10.0,0,0.0,201166,1610612741
Aaron Gordon,ORL,77,32,45,1857.0,2962,82,17,29,58.599999999999994,14,21,66.7,50,61.0,35,42.699999999999996,5,14.299999999999999,3,3.6999999999999997,11,13.4,203932,1610612753
Aaron Harrison,CHA,21,15,6,93.0,90,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1626151,1610612766
Adreian Payne,MIN,52,18,34,486.0,974,71,6,16,37.5,1,2,50.0,13,18.3,43,60.6,8,18.6,8,11.3,0,0.0,203940,1610612750
Al Horford,ATL,82,48,34,2631.0,5211,382,57,110,51.800000000000004,9,12,75.0,123,32.2,250,65.4,40,16.0,12,3.1,4,1.0,201143,1610612737
Al Jefferson,CHA,47,33,14,1096.0,1338,151,25,55,45.5,5,8,62.5,57,37.7,89,58.9,8,9.0,2,1.3,4,2.6,2744,1610612766
Al-Farouq Aminu,POR,82,44,38,2341.0,2991,79,18,30,60.0,7,10,70.0,45,56.99999999999999,38,48.1,5,13.200000000000001,5,6.3,5,6.3,202329,1610612757
Alan Anderson,WAS,13,8,5,192.0,207,3,0,1,0.0,0,0,0.0,0,0.0,2,66.7,1,50.0,0,0.0,0,0.0,101187,1610612764
Alan Williams,PHX,10,3,7,68.0,117,6,0,0,0.0,0,0,0.0,0,0.0,5,83.3,0,0.0,1,16.7,0,0.0,1626210,1610612756
Alec Burks,UTA,31,13,18,797.0,1499,31,3,14,21.4,0,0,0.0,7,22.6,16,51.6,1,6.3,1,3.2,0,0.0,202692,1610612762
Alex Len,PHX,78,23,55,1821.0,2978,318,49,119,41.199999999999996,21,30,70.0,120,37.7,154,48.4,18,11.700000000000001,22,6.9,14,4.3999999999999995,203458,1610612756
Alex Stepheson,MEM,8,2,6,72.0,93,12,0,4,0.0,0,0,0.0,0,0.0,8,66.7,1,12.5,0,0.0,0,0.0,1627293,1610612763
Alexis Ajinca,NOP,59,20,39,861.0,1485,148,26,62,41.9,7,10,70.0,60,40.5,64,43.2,8,12.5,8,5.4,4,2.7,201582,1610612740
Allen Crabbe,POR,81,43,38,2105.0,2502,40,13,20,65.0,10,10,100.0,36,90.0,12,30.0,2,16.7,3,7.5,4,10.0,203459,1610612757
Alonzo Gee,NOP,73,27,46,1632.0,1554,32,9,11,81.8,2,4,50.0,21,65.60000000000001,16,50.0,3,18.8,2,6.3,1,3.1,202087,1610612740
