PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Aaron Brooks,CHI,46,25,21,793,80,12,15.0,140,57.1,10,61.5,10.7
Aaron Gordon,ORL,77,32,45,1857,352,99,28.1,517,68.1,34,72.9,5.3
Aaron Harrison,CHA,10,6,4,53,11,0,0.0,14,78.6,1,84.6,8.8
Adreian Payne,MIN,37,13,24,418,91,29,31.9,137,66.4,5,68.9,5.2
Al Horford,ATL,82,48,34,2631,448,145,32.4,865,51.8,75,56.7,6.0
Al Jefferson,CHA,47,33,14,1096,244,62,25.4,388,62.9,40,70.1,4.0
Al-Farouq Aminu,POR,82,44,38,2341,401,102,25.4,641,62.6,48,67.6,6.0
Alan Anderson,WAS,11,7,4,173,26,5,19.2,47,55.3,6,63.4,5.7
Alan Williams,PHX,8,3,5,65,24,11,45.8,30,80.0,1,82.8,3.3
Alec Burks,UTA,30,12,18,778,93,20,21.5,174,53.4,12,57.4,7.5
Alex Len,PHX,77,23,54,1819,416,143,34.4,701,59.3,56,64.5,4.2
Alex Stepheson,MEM,6,1,5,69,9,5,55.6,21,42.9,3,50.0,5.2
Alexis Ajinca,NOP,52,19,33,826,194,56,28.9,308,63.0,24,68.3,4.0
Allen Crabbe,POR,73,38,35,1914,189,33,17.5,309,61.2,37,69.5,7.6
Alonzo Gee,NOP,63,25,38,1493,185,52,28.1,305,60.7,22,65.4,7.0
Amar'e Stoudemire,MIA,49,28,21,731,157,40,25.5,303,51.8,27,56.9,4.2
Amir Johnson,BOS,76,43,33,1746,321,135,42.1,589,54.5,60,60.7,4.9
Anderson Varejao,GSW,44,35,9,437,104,31,29.8,161,64.6,12,69.8,4.1
Andre Drummond,DET,81,43,38,2665,803,307,38.2,1133,70.9,76,76.0,3.4
Andre Iguodala,GSW,63,57,6,1684,211,41,19.4,339,62.2,24,67.0,8.4
Andre Miller,SAS,21,11,10,348,39,8,20.5,68,57.4,2,59.1,9.5
Andre Roberson,OKC,68,47,21,1516,172,42,24.4,312,55.1,23,59.5,6.5
Andrea Bargnani,BKN,37,7,30,565,69,22,31.9,135,51.1,6,53.5,5.7
Andrew Bogut,GSW,69,61,8,1434,371,136,36.7,640,58.0,54,63.3,3.9
Andrew Goudelock,HOU,2,1,1,13,1,1,100.0,5,20.0,0,20.0,5.0
Andrew Nicholson,ORL,51,20,31,803,167,60,35.9,251,66.5,12,69.9,4.1
Andrew Wiggins,MIN,75,27,48,2651,186,53,28.5,348,53.4,14,55.7,8.3
Anthony Bennett,TOR,12,7,5,65,17,4,23.5,18,94.4,1,100.0,5.2
Anthony Brown,LAL,24,4,20,581,61,14,23.0,112,54.5,9,59.2,7.2
Anthony Davis,NOP,61,24,37,2164,497,161,32.4,667,74.5,34,78.5,4.9
Anthony Morrow,OKC,35,25,10,596,52,15,28.8,89,58.4,3,60.5,9.3
Anthony Tolliver,DET,65,33,32,1267,190,50,26.3,327,58.1,35,65.1,5.9
Archie Goodwin,PHX,50,12,38,1068,115,25,21.7,194,59.3,18,65.3,6.7
Aron Baynes,DET,77,42,35,1189,244,97,39.8,415,58.8,40,65.1,4.7
Arron Afflalo,NYK,70,27,43,2341,243,27,11.1,418,58.1,34,63.3,8.5
Austin Rivers,LAC,55,35,20,1244,108,10,9.3,227,47.6,17,51.4,8.9
Avery Bradley,BOS,72,43,29,2415,169,16,9.5,336,50.3,25,54.3,7.6
Axel Toupane,DEN,17,6,11,252,23,3,13.0,44,52.3,2,54.8,11.7
Ben McLemore,SAC,56,24,32,1256,111,15,13.5,241,46.1,33,53.4,8.2
Beno Udrih,MEM,30,18,12,542,63,10,15.9,107,58.9,7,63.0,11.2
Bismack Biyombo,TOR,81,55,26,1787,469,173,36.9,775,60.5,65,66.1,3.9
Blake Griffin,LAC,35,22,13,1170,243,79,32.5,412,59.0,23,62.5,5.1
Boban Marjanovic,SAS,40,34,6,475,120,46,38.3,177,67.8,8,71.0,3.7
Bobby Portis,CHI,59,27,32,1079,214,55,25.7,339,63.1,26,68.4,4.6
Bojan Bogdanovic,BKN,77,20,57,2058,219,33,15.1,332,66.0,22,70.6,7.9
Boris Diaw,SAS,71,62,9,1316,175,60,34.3,332,52.7,27,57.4,5.6
