TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Golden State Warriors,21,21,26.3,213,440,48.4,57.2,14.6,136,244,55.7,11.7,77,196,39.3,open,2015
Cleveland Cavaliers,20,20,26.7,159,417,38.1,46.3,12.9,91,201,45.3,13.9,68,216,31.5,open,2015
Houston Rockets,17,17,22.9,136,304,44.7,53.3,11.3,84,150,56.0,11.6,52,154,33.8,open,2015
Atlanta Hawks,16,16,22.1,122,288,42.4,50.2,11.8,77,154,50.0,10.3,45,134,33.6,open,2015
Los Angeles Clippers,14,14,25.0,114,280,40.7,46.6,13.9,81,155,52.3,11.2,33,125,26.4,open,2015
Chicago Bulls,12,12,26.2,97,241,40.2,49.0,14.1,55,130,42.3,12.1,42,111,37.8,open,2015
Washington Wizards,10,10,25.7,97,205,47.3,54.4,16.8,68,134,50.7,8.9,29,71,40.8,open,2015
Memphis Grizzlies,11,11,23.4,90,202,44.6,47.5,18.0,78,155,50.3,5.4,12,47,25.5,open,2015
San Antonio Spurs,7,7,25.6,58,142,40.8,47.9,14.1,38,78,48.7,11.6,20,64,31.3,open,2015
Dallas Mavericks,5,5,30.2,54,131,41.2,46.9,17.7,39,77,50.6,12.4,15,54,27.8,open,2015
Portland Trail Blazers,5,5,32.6,43,126,34.1,40.1,18.6,28,72,38.9,14.0,15,54,27.8,open,2015
Milwaukee Bucks,6,6,23.8,45,116,38.8,42.7,17.2,36,84,42.9,6.6,9,32,28.1,open,2015
Brooklyn Nets,6,6,24.2,50,114,43.9,50.0,15.9,36,75,48.0,8.3,14,39,35.9,open,2015
New Orleans Pelicans,4,4,28.8,38,90,42.2,46.7,18.9,30,59,50.8,9.9,8,31,25.8,open,2015
Boston Celtics,4,4,26.3,29,79,36.7,39.2,17.7,25,53,47.2,8.7,4,26,15.4,open,2015
Toronto Raptors,4,4,22.1,32,72,44.4,50.7,12.9,23,42,54.8,9.2,9,30,30.0,open,2015
Golden State Warriors,21,21,34.4,284,574,49.5,51.7,28.7,259,479,54.1,5.7,25,95,26.3,tight,2015
Cleveland Cavaliers,20,20,33.9,247,529,46.7,49.6,27.8,216,434,49.8,6.1,31,95,32.6,tight,2015
Houston Rockets,17,17,35.6,246,472,52.1,53.9,30.9,229,410,55.9,4.7,17,62,27.4,tight,2015
Atlanta Hawks,16,16,30.4,208,395,52.7,53.7,27.0,200,351,57.0,3.4,8,44,18.2,tight,2015
Los Angeles Clippers,14,14,32.0,194,358,54.2,56.6,26.8,177,300,59.0,5.2,17,58,29.3,tight,2015
Chicago Bulls,12,12,33.3,155,307,50.5,53.1,28.9,139,266,52.3,4.5,16,41,39.0,tight,2015
Memphis Grizzlies,11,11,34.2,147,295,49.8,49.8,33.4,147,288,51.0,0.8,0,7,0.0,tight,2015
Washington Wizards,10,10,31.5,117,251,46.6,48.6,26.7,107,213,50.2,4.8,10,38,26.3,tight,2015
San Antonio Spurs,7,7,34.8,103,193,53.4,55.2,31.2,96,173,55.5,3.6,7,20,35.0,tight,2015
Milwaukee Bucks,6,6,33.5,62,163,38.0,39.3,31.0,58,151,38.4,2.5,4,12,33.3,tight,2015
Dallas Mavericks,5,5,36.9,89,160,55.6,57.2,33.9,84,147,57.1,3.0,5,13,38.5,tight,2015
Brooklyn Nets,6,6,33.5,79,158,50.0,52.2,28.9,72,136,52.9,4.7,7,22,31.8,tight,2015
Toronto Raptors,4,4,44.2,67,144,46.5,47.9,35.6,63,116,54.3,8.6,4,28,14.3,tight,2015
Portland Trail Blazers,5,5,30.2,57,117,48.7,50.4,26.1,53,101,52.5,4.1,4,16,25.0,tight,2015
Boston Celtics,4,4,36.7,55,110,50.0,50.5,33.0,54,99,54.5,3.7,1,11,9.1,tight,2015
New Orleans Pelicans,4,4,33.7,58,105,55.2,55.2,30.4,58,95,61.1,3.2,0,10,0.0,tight,2015
Cleveland Cavaliers,20,20,19.1,164,298,55.0,55.9,18.3,159,285,55.8,0.8,5,13,38.5,very_tight,2015
Houston Rockets,17,17,17.6,115,233,49.4,49.4,17.4,115,230,50.0,0.2,0,3,0.0,very_tight,2015
Atlanta Hawks,16,16,16.8,105,219,47.9,48.2,16.4,104,213,48.8,0.5,1,6,16.7,very_tight,2015
Golden State Warriors,21,21,13.0,109,217,50.2,50.9,12.6,106,210,50.5,0.4,3,7,42.9,very_tight,2015
Los Angeles Clippers,14,14,17.9,115,200,57.5,58.0,17.1,113,191,59.2,0.8,2,9,22.2,very_tight,2015
Memphis Grizzlies,11,11,18.5,75,160,46.9,47.2,18.4,74,159,46.5,0.1,1,1,100,very_tight,2015
Chicago Bulls,12,12,17.3,77,159,48.4,48.4,17.3,77,159,48.4,0.0,0,0,-,very_tight,2015
Washington Wizards,10,10,18.7,75,149,50.3,50.3,18.7,75,149,50.3,0.0,0,0,-,very_tight,2015
Milwaukee Bucks,6,6,19.5,53,95,55.8,55.8,18.9,53,92,57.6,0.6,0,3,0.0,very_tight,2015
Brooklyn Nets,6,6,19.1,45,90,50.0,50.6,18.5,44,87,50.6,0.6,1,3,33.3,very_tight,2015
San Antonio Spurs,7,7,16.1,52,89,58.4,59.6,15.2,50,84,59.5,0.9,2,5,40.0,very_tight,2015
Toronto Raptors,4,4,19.9,25,65,38.5,39.2,18.7,24,61,39.3,1.2,1,4,25.0,very_tight,2015
Portland Trail Blazers,5,5,16.0,31,62,50.0,50.8,15.5,30,60,50.0,0.5,1,2,50.0,very_tight,2015
Dallas Mavericks,5,5,12.7,28,55,50.9,50.9,12.7,28,55,50.9,0.0,0,0,-,very_tight,2015
New Orleans Pelicans,4,4,17.0,24,53,45.3,45.3,16.7,24,52,46.2,0.3,0,1,0.0,very_tight,2015
Boston Celtics,4,4,14.0,24,42,57.1,57.1,13.7,24,41,58.5,0.3,0,1,0.0,very_tight,2015
Golden State Warriors,21,21,26.3,196,440,44.5,59.9,6.0,61,101,60.4,20.3,135,339,39.8,wide_open,2015
Atlanta Hawks,16,16,30.7,155,399,38.8,50.3,10.1,64,131,48.9,20.6,91,268,34.0,wide_open,2015
Houston Rockets,17,17,23.8,138,316,43.7,58.2,5.4,46,71,64.8,18.5,92,245,37.6,wide_open,2015
Cleveland Cavaliers,20,20,20.2,124,315,39.4,53.8,4.6,33,72,45.8,15.6,91,243,37.4,wide_open,2015
Los Angeles Clippers,14,14,25.0,130,280,46.4,58.0,10.9,65,122,53.3,14.1,65,158,41.1,wide_open,2015
Chicago Bulls,12,12,23.2,92,214,43.0,55.1,8.0,40,74,54.1,15.2,52,140,37.1,wide_open,2015
Memphis Grizzlies,11,11,23.9,81,206,39.3,47.8,12.6,46,109,42.2,11.2,35,97,36.1,wide_open,2015
Washington Wizards,10,10,24.1,84,192,43.8,58.1,9.0,29,72,40.3,15.1,55,120,45.8,wide_open,2015
San Antonio Spurs,7,7,23.5,55,130,42.3,56.9,6.9,17,38,44.7,16.6,38,92,41.3,wide_open,2015
Milwaukee Bucks,6,6,23.2,45,113,39.8,48.7,10.5,25,51,49.0,12.7,20,62,32.3,wide_open,2015
Brooklyn Nets,6,6,23.1,43,109,39.4,52.8,7.0,14,33,42.4,16.1,29,76,38.2,wide_open,2015
