PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Aaron Brooks,IND,1,0,1,7,1,0,0.0,1,100.0,0,100.0,2.3
Al Horford,BOS,18,9,9,610,87,27,31.0,175,49.7,15,54.4,5.7
Al-Farouq Aminu,POR,4,0,4,113,21,6,28.6,40,52.5,8,65.6,5.0
Alex Abrines,OKC,4,1,3,76,7,1,14.3,16,43.8,2,50.0,9.0
Allen Crabbe,POR,4,0,4,92,12,2,16.7,18,66.7,1,70.6,6.8
Amir Johnson,BOS,11,3,8,123,13,5,38.5,48,27.1,8,32.5,2.9
Andre Iguodala,GSW,15,14,1,409,56,10,17.9,83,67.5,5,71.8,8.2
Andre Roberson,OKC,5,1,4,185,13,5,38.5,35,37.1,2,39.4,6.3
Andrew Harrison,MEM,5,2,3,111,7,0,0.0,12,58.3,1,63.6,7.3
Anthony Morrow,CHI,2,0,2,25,3,1,33.3,4,75.0,0,75.0,13.0
Austin Rivers,LAC,3,1,2,90,7,1,14.3,16,43.8,3,53.8,8.5
Avery Bradley,BOS,18,9,9,645,53,9,17.0,130,40.8,11,44.5,6.5
Blake Griffin,LAC,3,2,1,99,15,6,40.0,26,57.7,3,65.2,3.7
Bobby Brown,HOU,2,2,0,9,2,0,0.0,2,100.0,0,100.0,8.8
Bobby Portis,CHI,6,2,4,121,31,3,9.7,43,72.1,3,77.5,6.0
Bojan Bogdanovic,WAS,13,7,6,264,46,16,34.8,71,64.8,4,68.7,5.6
Boris Diaw,UTA,9,3,6,173,18,4,22.2,45,40.0,4,43.9,5.3
Bradley Beal,WAS,13,7,6,505,29,3,10.3,66,43.9,3,46.0,10.4
Brandan Wright,MEM,2,0,2,12,1,0,0.0,4,25.0,0,25.0,6.8
Brandon Bass,LAC,1,0,1,4,0,0,0.0,0,0.0,0,0.0,0.0
Brandon Jennings,WAS,9,5,4,123,14,1,7.1,28,50.0,3,56.0,9.8
Bryn Forbes,SAS,5,2,3,67,6,1,16.7,15,40.0,2,46.2,8.7
CJ McCollum,POR,4,0,4,140,16,5,31.3,27,59.3,0,59.3,7.3
CJ Miles,IND,4,0,4,82,4,1,25.0,5,80.0,0,80.0,6.4
Cameron Payne,CHI,1,0,1,4,1,0,0.0,1,100.0,0,100.0,8.7
Channing Frye,CLE,9,8,1,127,22,9,40.9,44,50.0,7,59.5,5.8
Chris Paul,LAC,7,3,4,260,31,1,3.2,53,58.5,4,63.3,8.2
Clint Capela,HOU,11,6,5,286,70,33,47.1,117,59.8,12,66.7,4.2
Cory Joseph,TOR,6,2,4,150,17,5,29.4,28,60.7,1,63.0,7.9
Cristiano Felicio,CHI,6,2,4,82,19,5,26.3,27,70.4,2,76.0,4.5
Dahntay Jones,CLE,5,4,1,23,6,1,16.7,9,66.7,0,66.7,10.3
Damian Jones,GSW,4,4,0,21,2,0,0.0,1,200.0,0,200.0,11.1
Damian Lillard,POR,4,0,4,151,14,2,14.3,25,56.0,1,58.3,8.8
Daniel Ochefu,WAS,1,1,0,1,1,0,0.0,1,100.0,0,100.0,3.0
Danny Green,SAS,16,8,8,436,44,6,13.6,102,43.1,6,45.8,7.0
Dante Exum,UTA,3,1,2,53,4,1,25.0,8,50.0,0,50.0,6.2
David Lee,SAS,14,8,6,243,37,12,32.4,68,54.4,3,56.9,5.4
David West,GSW,16,15,1,207,39,16,41.0,63,61.9,4,66.1,4.5
Davis Bertans,SAS,9,3,6,89,15,4,26.7,26,57.7,2,62.5,5.6
DeAndre Jordan,LAC,7,3,4,264,76,22,28.9,107,71.0,6,75.2,5.6
DeMar DeRozan,TOR,10,4,6,373,45,6,13.3,68,66.2,5,71.4,7.0
DeMarre Carroll,TOR,10,4,6,155,23,3,13.0,37,62.2,2,65.7,6.3
Dejounte Murray,SAS,7,2,5,132,23,4,17.4,43,53.5,3,57.5,4.2
Delon Wright,TOR,5,3,2,67,9,0,0.0,18,50.0,3,60.0,9.5
Dennis Schroder,ATL,6,2,4,211,10,2,20.0,29,34.5,7,45.5,10.8
Denzel Valentine,CHI,2,0,2,20,8,3,37.5,10,80.0,1,88.9,5.7
Deron Williams,CLE,12,8,4,190,20,3,15.0,36,55.6,4,62.5,9.9
Derrick Favors,UTA,11,4,7,225,45,11,24.4,78,57.7,7,63.4,4.2
Derrick Williams,CLE,2,2,0,12,1,0,0.0,1,100.0,0,100.0,2.4
Dewayne Dedmon,SAS,12,6,6,97,26,10,38.5,45,57.8,2,60.5,4.4
Deyonta Davis,MEM,2,1,1,9,3,0,0.0,1,300.0,0,300.0,4.7
Domantas Sabonis,OKC,1,0,1,4,2,0,0.0,2,100.0,0,100.0,7.3
Doug McDermott,OKC,4,1,3,63,5,1,20.0,9,55.6,1,62.5,10.4
Draymond Green,GSW,17,16,1,593,135,45,33.3,237,57.0,18,61.6,4.3
Dwight Howard,ATL,6,2,4,157,46,18,39.1,77,59.7,5,63.9,3.9
Dwyane Wade,CHI,6,2,4,190,24,4,16.7,46,52.2,4,57.1,7.0
Enes Freedom,OKC,4,1,3,42,6,2,33.3,16,37.5,1,40.0,5.8
Eric Gordon,HOU,11,6,5,358,38,4,10.5,85,44.7,7,48.7,7.8
Ersan Ilyasova,ATL,6,2,4,90,17,4,23.5,36,47.2,5,54.8,4.1
Evan Turner,POR,4,0,4,124,20,4,20.0,30,66.7,2,71.4,8.4
Fred VanVleet,TOR,1,0,1,2,1,0,0.0,1,100.0,0,100.0,6.9
George Hill,UTA,8,4,4,281,25,3,12.0,47,53.2,3,56.8,8.6
Gerald Green,BOS,8,5,3,151,18,5,27.8,38,47.4,2,50.0,5.1
Giannis Antetokounmpo,MIL,6,2,4,243,47,14,29.8,76,61.8,6,67.1,6.0
Glenn Robinson III,IND,2,0,2,18,3,0,0.0,6,50.0,1,60.0,4.8
Gordon Hayward,UTA,11,4,7,411,60,9,15.0,81,74.1,5,78.9,7.8
Greg Monroe,MIL,6,2,4,141,27,11,40.7,49,55.1,7,64.3,3.9
Ian Clark,GSW,13,13,0,186,22,4,18.2,32,68.8,1,71.0,7.1
Ian Mahinmi,WAS,4,3,1,52,8,2,25.0,12,66.7,1,72.7,4.1
Iman Shumpert,CLE,13,10,3,229,41,6,14.6,65,63.1,4,67.2,6.5
Isaiah Canaan,CHI,2,0,2,70,4,0,0.0,7,57.1,0,57.1,7.1
Isaiah Taylor,HOU,2,1,1,6,1,0,0.0,1,100.0,0,100.0,9.8
Isaiah Thomas,BOS,15,8,7,521,42,8,19.0,87,48.3,5,51.2,9.2
JJ Redick,LAC,6,3,3,164,12,2,16.7,15,80.0,1,85.7,6.7
JR Smith,CLE,16,12,4,440,37,3,8.1,60,61.7,4,66.1,9.2
JaMychal Green,MEM,6,2,4,118,17,4,23.5,30,56.7,7,73.9,4.4
JaVale McGee,GSW,15,14,1,139,26,9,34.6,57,45.6,10,55.3,3.9
Jae Crowder,BOS,18,9,9,596,95,21,22.1,146,65.1,9,69.3,6.2
Jake Layman,POR,1,0,1,10,1,0,0.0,6,16.7,1,20.0,3.5
Jakob Poeltl,TOR,4,1,3,23,6,1,16.7,8,75.0,1,85.7,3.2
Jamal Crawford,LAC,5,2,3,146,7,1,14.3,14,50.0,0,50.0,9.1
James Ennis III,MEM,6,2,4,159,17,4,23.5,36,47.2,3,51.5,5.4
James Harden,HOU,11,6,5,407,53,12,22.6,111,47.7,8,51.5,6.6
James Jones,CLE,3,2,1,21,3,0,0.0,7,42.9,1,50.0,8.0
James Michael McAdoo,GSW,5,5,0,40,8,4,50.0,19,42.1,0,42.1,6.1
James Young,BOS,4,1,3,28,6,0,0.0,8,75.0,1,85.7,5.3
Jarell Martin,MEM,2,0,2,8,2,1,50.0,2,100.0,0,100.0,4.3
Jason Smith,WAS,13,7,6,157,19,8,42.1,40,47.5,1,48.7,5.1
Jason Terry,MIL,5,2,3,63,6,0,0.0,12,50.0,2,60.0,10.4
Jaylen Brown,BOS,13,6,7,184,24,4,16.7,37,64.9,3,70.6,6.8
Jeff Teague,IND,4,0,4,142,13,2,15.4,24,54.2,0,54.2,7.1
Jeff Withey,UTA,2,1,1,18,1,0,0.0,6,16.7,1,20.0,5.1
Jerami Grant,OKC,5,1,4,111,12,4,33.3,20,60.0,2,66.7,6.6
Jerian Grant,CHI,2,1,1,36,3,0,0.0,6,50.0,0,50.0,8.9
Jimmy Butler,CHI,6,2,4,239,35,8,22.9,65,53.8,10,63.6,6.4
Joe Ingles,UTA,11,4,7,333,39,5,12.8,57,68.4,1,69.6,9.3
Joe Johnson,UTA,10,4,6,296,35,3,8.6,57,61.4,2,63.6,6.5
Joel Anthony,SAS,2,0,2,13,2,0,0.0,4,50.0,0,50.0,4.9
Joel Bolomboy,UTA,2,0,2,9,2,0,0.0,2,100.0,0,100.0,4.7
Joffrey Lauvergne,CHI,3,0,3,26,4,1,25.0,10,40.0,1,44.4,4.1
John Henson,MIL,1,0,1,9,2,0,0.0,1,200.0,0,200.0,3.4
John Wall,WAS,13,7,6,507,41,5,12.2,77,53.2,2,54.7,10.5
Jonas Jerebko,BOS,9,4,5,109,22,6,27.3,32,68.8,1,71.0,6.4
Jonas Valanciunas,TOR,10,4,6,226,58,25,43.1,91,63.7,5,67.4,3.3
Jonathon Simmons,SAS,10,4,6,218,19,6,31.6,39,48.7,2,51.4,5.3
Jordan Mickey,BOS,1,0,1,10,5,0,0.0,7,71.4,1,83.3,4.1
Jose Calderon,ATL,5,2,3,67,6,2,33.3,13,46.2,0,46.2,7.9
Jusuf Nurkic,POR,1,0,1,17,11,5,45.5,12,91.7,0,91.7,3.2
Kawhi Leonard,SAS,12,7,5,429,74,21,28.4,100,74.0,5,77.9,6.7
Kelly Olynyk,BOS,15,8,7,300,43,9,20.9,87,49.4,9,55.1,5.5
Kelly Oubre Jr.,WAS,10,5,5,179,19,4,21.1,33,57.6,1,59.4,5.2
Kent Bazemore,ATL,6,2,4,150,19,4,21.1,31,61.3,1,63.3,7.0
Kevin Durant,GSW,15,14,1,533,103,35,34.0,152,67.8,11,73.0,5.9
Kevin Love,CLE,18,13,5,578,155,59,38.1,244,63.5,13,67.1,4.5
Kevin Seraphin,IND,4,0,4,59,6,1,16.7,17,35.3,2,40.0,3.9
Khris Middleton,MIL,6,2,4,231,28,2,7.1,55,50.9,7,58.3,7.5
Klay Thompson,GSW,17,16,1,596,55,8,14.5,118,46.6,16,53.9,7.6
Kyle Anderson,SAS,13,5,8,186,34,3,8.8,51,66.7,0,66.7,7.9
Kyle Korver,CLE,14,11,3,251,28,7,25.0,63,44.4,6,49.1,6.9
Kyle Lowry,TOR,8,4,4,300,22,5,22.7,47,46.8,4,51.2,6.8
Kyle Singler,OKC,1,0,1,10,1,0,0.0,2,50.0,1,100.0,3.7
Kyrie Irving,CLE,17,12,5,623,38,8,21.1,103,36.9,6,39.2,9.1
LaMarcus Aldridge,SAS,16,8,8,537,76,16,21.1,116,65.5,8,70.4,7.1
Lance Stephenson,IND,4,0,4,107,20,3,15.0,26,76.9,1,80.0,5.6
Lavoy Allen,IND,2,0,2,10,2,1,50.0,3,66.7,0,66.7,4.4
LeBron James,CLE,18,13,5,744,145,28,19.3,223,65.0,15,69.7,5.9
Lou Williams,HOU,9,6,3,233,23,3,13.0,38,60.5,4,67.6,11.3
Luc Mbah a Moute,LAC,7,3,4,224,24,5,20.8,42,57.1,2,60.0,10.3
Lucas Nogueira,TOR,2,1,1,3,3,0,0.0,3,100.0,0,100.0,4.9
Malcolm Brogdon,MIL,6,2,4,183,23,2,8.7,40,57.5,3,62.2,9.2
Malcolm Delaney,ATL,1,1,0,3,1,1,100.0,1,100.0,0,100.0,14.3
Manu Ginobili,SAS,15,8,7,279,29,5,17.2,47,61.7,5,69.0,7.0
Marc Gasol,MEM,6,2,4,240,32,10,31.3,60,53.3,5,58.2,4.9
Marcin Gortat,WAS,13,7,6,409,91,24,26.4,154,59.1,11,63.6,4.5
Marcus Smart,BOS,17,9,8,498,62,22,35.5,112,55.4,15,63.9,6.8
Markieff Morris,WAS,13,7,6,373,65,25,38.5,109,59.6,12,67.0,5.8
Marreese Speights,LAC,7,3,4,98,16,4,25.0,37,43.2,4,48.5,4.7
Matt Barnes,GSW,5,4,1,45,9,3,33.3,18,50.0,2,56.3,3.9
Matthew Dellavedova,MIL,6,2,4,159,11,3,27.3,25,44.0,0,44.0,11.8
Maurice Harkless,POR,4,0,4,99,6,2,33.3,22,27.3,1,28.6,6.3
Meyers Leonard,POR,3,0,3,30,6,1,16.7,13,46.2,1,50.0,6.3
Michael Beasley,MIL,3,2,1,41,7,0,0.0,12,58.3,1,63.6,4.1
Michael Carter-Williams,CHI,1,0,1,23,3,0,0.0,6,50.0,0,50.0,8.4
Mike Conley,MEM,6,2,4,224,19,3,15.8,38,50.0,1,51.4,9.1
Mike Dunleavy,ATL,4,2,2,46,4,2,50.0,10,40.0,1,44.4,17.0
Mike Muscala,ATL,5,1,4,73,10,3,30.0,25,40.0,2,43.5,4.6
Mirza Teletovic,MIL,2,0,2,21,3,1,33.3,5,60.0,0,60.0,4.2
Monta Ellis,IND,4,0,4,76,7,0,0.0,9,77.8,0,77.8,22.1
Montrezl Harrell,HOU,4,2,2,19,5,1,20.0,10,50.0,0,50.0,5.0
Myles Turner,IND,4,0,4,133,21,6,28.6,49,42.9,6,48.8,4.6
Nene,HOU,8,5,3,160,31,16,51.6,57,54.4,7,62.0,3.8
Nikola Mirotic,CHI,6,2,4,162,26,7,26.9,54,48.1,4,52.0,4.6
Noah Vonleh,POR,4,0,4,100,20,7,35.0,36,55.6,2,58.8,5.5
Norman Powell,TOR,8,3,5,221,23,1,4.3,39,59.0,2,62.2,8.0
Norris Cole,OKC,1,0,1,9,1,0,0.0,5,20.0,1,25.0,6.5
Otto Porter Jr.,WAS,13,7,6,428,75,13,17.3,126,59.5,15,67.6,5.1
P.J. Tucker,TOR,10,4,6,251,42,7,16.7,51,82.4,4,89.4,5.4
Pascal Siakam,TOR,2,0,2,10,1,0,0.0,1,100.0,0,100.0,5.0
Pat Connaughton,POR,2,0,2,20,6,1,16.7,9,66.7,1,75.0,5.7
Patrick Beverley,HOU,10,5,5,297,40,7,17.5,74,54.1,10,62.5,8.5
Patrick McCaw,GSW,11,10,1,171,23,5,21.7,47,48.9,8,59.0,8.5
Patrick Patterson,TOR,9,3,6,170,19,2,10.5,30,63.3,2,67.9,6.0
Patty Mills,SAS,16,8,8,416,29,2,6.9,51,56.9,4,61.7,11.0
Pau Gasol,SAS,16,8,8,365,75,22,29.3,141,53.2,10,57.3,4.2
Paul George,IND,4,0,4,172,30,2,6.7,45,66.7,3,71.4,6.5
Paul Millsap,ATL,6,2,4,219,47,17,36.2,72,65.3,2,67.1,4.0
Paul Pierce,LAC,6,2,4,92,12,3,25.0,20,60.0,1,63.2,5.6
Paul Zipser,CHI,6,2,4,136,18,5,27.8,32,56.3,3,62.1,5.9
Rajon Rondo,CHI,2,2,0,67,10,3,30.0,12,83.3,0,83.3,7.1
Raul Neto,UTA,3,2,1,28,7,3,42.9,12,58.3,1,63.6,8.3
Raymond Felton,LAC,6,2,4,113,8,2,25.0,15,53.3,2,61.5,9.8
Richard Jefferson,CLE,11,6,5,163,15,6,40.0,34,44.1,4,50.0,9.2
Robin Lopez,CHI,6,2,4,162,15,4,26.7,32,46.9,2,50.0,7.3
Rodney Hood,UTA,10,4,6,257,29,6,20.7,50,58.0,4,63.0,6.4
Rudy Gobert,UTA,8,3,5,246,67,11,16.4,106,63.2,9,69.1,4.1
Russell Westbrook,OKC,5,1,4,194,49,16,32.7,67,73.1,1,74.2,6.4
Ryan Anderson,HOU,11,6,5,336,42,15,35.7,99,42.4,11,47.7,6.3
Sam Dekker,HOU,3,2,1,27,5,2,40.0,10,50.0,1,55.6,6.7
Semaj Christon,OKC,2,0,2,21,3,0,0.0,3,100.0,0,100.0,11.9
Serge Ibaka,TOR,10,4,6,306,56,21,37.5,96,58.3,5,61.5,3.7
Shabazz Napier,POR,2,0,2,32,3,0,0.0,6,50.0,0,50.0,6.7
Shaun Livingston,GSW,11,10,1,185,19,2,10.5,41,46.3,6,54.3,8.4
Sheldon Mac,WAS,2,1,1,7,2,0,0.0,2,100.0,0,100.0,3.3
Shelvin Mack,UTA,7,1,6,146,22,0,0.0,31,71.0,0,71.0,9.3
Spencer Hawes,MIL,3,2,1,17,2,0,0.0,4,50.0,0,50.0,4.2
Stephen Curry,GSW,17,16,1,601,84,11,13.1,157,53.5,8,56.4,10.4
Steven Adams,OKC,5,1,4,157,17,4,23.5,48,35.4,1,36.2,5.7
Taj Gibson,OKC,5,1,4,118,15,3,20.0,26,57.7,2,62.5,6.9
Taurean Prince,ATL,6,2,4,187,25,5,20.0,42,59.5,2,62.5,9.0
Terry Rozier,BOS,15,9,6,261,32,10,31.3,64,50.0,4,53.3,7.1
Thaddeus Young,IND,4,0,4,140,14,1,7.1,27,51.9,2,56.0,5.6
Thon Maker,MIL,6,2,4,116,11,4,36.4,38,28.9,6,34.4,6.9
Tim Hardaway Jr.,ATL,6,2,4,200,13,4,30.8,21,61.9,2,68.4,9.2
Tomas Satoransky,WAS,3,2,1,27,4,0,0.0,7,57.1,1,66.7,8.6
Tony Parker,SAS,8,5,3,211,18,0,0.0,35,51.4,2,54.5,12.0
Tony Snell,MIL,5,2,3,149,12,1,8.3,22,54.5,2,60.0,10.3
Trevor Ariza,HOU,11,6,5,413,48,14,29.2,91,52.7,8,57.8,7.0
Trey Lyles,UTA,2,0,2,9,2,0,0.0,4,50.0,2,100.0,6.0
Tristan Thompson,CLE,18,13,5,562,81,31,38.3,160,50.6,12,54.7,6.4
Troy Daniels,MEM,3,1,2,46,4,2,50.0,10,40.0,1,44.4,6.3
Troy Williams,HOU,4,2,2,16,5,0,0.0,6,83.3,0,83.3,7.5
Tyler Zeller,BOS,8,3,5,65,11,3,27.3,18,61.1,1,64.7,4.5
Victor Oladipo,OKC,5,1,4,181,26,6,23.1,44,59.1,3,63.4,6.5
Vince Carter,MEM,5,2,3,161,16,3,18.8,31,51.6,3,57.1,8.6
Wade Baldwin IV,MEM,3,1,2,12,3,0,0.0,1,300.0,0,300.0,5.6
Wayne Selden,MEM,4,2,2,88,6,2,33.3,11,54.5,0,54.5,11.5
Wesley Johnson,LAC,2,1,1,7,2,0,0.0,2,100.0,0,100.0,9.6
Zach Randolph,MEM,6,2,4,191,40,11,27.5,59,67.8,3,71.4,4.8
Zaza Pachulia,GSW,15,14,1,212,39,13,33.3,83,47.0,10,53.4,4.0
