PLAYER,TEAM,GP,W,L,MIN,PTS,DrivePTS,DriveFG%,C&SPTS,C&SFG%,Pull UpPTS,Pull UpFG%,PaintTouch PTS,PaintTouch FG%,PostTouch PTS,PostTouch FG%,ElbowTouch PTS,ElbowTouch FG%,eFG%
Evan Turner,POR,4,0,4,124,41,8,33.3,12,28.6,11,50.0,3,100.0,4,100.0,0,0.0,43.9
Fred VanVleet,TOR,7,1,6,29,14,4,100.0,6,40.0,0,0.0,0,0.0,0,0.0,0,0.0,77.8
George Hill,UTA,8,4,4,281,125,39,48.4,29,43.5,41,43.2,10,66.7,0,0.0,0,0.0,53.1
Gerald Green,BOS,13,7,6,192,97,6,42.9,60,50.0,15,28.6,1,0.0,0,0.0,2,50.0,61.8
Giannis Antetokounmpo,MIL,6,2,4,243,149,38,60.7,9,33.3,23,42.3,24,43.5,12,100.0,5,33.3,55.4
Glenn Robinson III,IND,3,0,3,31,15,2,100.0,6,100.0,2,100.0,3,100.0,0,0.0,2,100.0,116.7
Gordon Hayward,UTA,11,4,7,411,265,65,43.5,69,44.6,77,37.0,15,75.0,6,50.0,17,75.0,51.6
Greg Monroe,MIL,6,2,4,141,79,6,60.0,4,50.0,0,0.0,52,63.3,15,40.0,11,57.1,52.9
Ian Clark,GSW,16,15,1,219,109,15,77.8,35,40.0,14,35.3,17,60.0,0,0.0,9,75.0,58.9
Ian Mahinmi,WAS,5,3,2,63,14,0,0.0,0,0.0,0,0.0,6,42.9,2,50.0,2,50.0,55.6
Iman Shumpert,CLE,17,12,5,275,74,11,36.4,24,38.1,22,47.6,2,25.0,0,0.0,0,0.0,50.0
Isaiah Canaan,CHI,3,0,3,95,35,14,62.5,12,30.8,5,66.7,2,100.0,0,0.0,0,0.0,59.6
Isaiah Taylor,HOU,3,1,2,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Isaiah Thomas,BOS,15,8,7,521,349,129,46.7,41,38.9,113,37.2,0,0.0,0,0.0,2,50.0,49.4
JJ Redick,LAC,7,3,4,206,64,20,53.8,21,28.0,10,33.3,4,100.0,0,0.0,2,100.0,47.0
JR Smith,CLE,18,13,5,487,145,5,14.3,103,56.5,27,35.7,8,80.0,3,100.0,5,100.0,70.7
JaMychal Green,MEM,6,2,4,118,44,3,50.0,21,33.3,4,66.7,6,42.9,0,0.0,4,50.0,56.9
JaVale McGee,GSW,16,15,1,149,95,0,0.0,2,100.0,0,0.0,75,75.6,3,0.0,9,80.0,73.2
Jae Crowder,BOS,18,9,9,596,245,24,28.6,88,34.5,19,23.5,62,69.2,9,80.0,17,58.3,51.3
Jake Layman,POR,2,0,2,16,6,2,50.0,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,62.5
Jakob Poeltl,TOR,6,2,4,26,10,0,0.0,0,0.0,0,0.0,10,62.5,0,0.0,0,0.0,45.5
Jamal Crawford,LAC,7,3,4,196,88,31,50.0,9,27.3,39,36.7,2,100.0,0,0.0,4,100.0,45.8
James Ennis III,MEM,6,2,4,159,50,7,50.0,15,29.4,3,25.0,7,60.0,4,100.0,0,0.0,50.0
James Harden,HOU,11,6,5,407,313,130,54.5,9,23.1,105,31.4,10,83.3,6,50.0,2,50.0,48.6
James Jones,CLE,8,6,2,30,2,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,20.0
James Michael McAdoo,GSW,13,12,1,56,24,4,50.0,8,37.5,0,0.0,10,83.3,0,0.0,2,100.0,58.8
James Young,BOS,10,5,5,39,15,0,0.0,15,35.7,0,0.0,0,0.0,0,0.0,0,0.0,50.0
Jarell Martin,MEM,3,1,2,10,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,33.3
Jason Smith,WAS,13,7,6,157,51,4,33.3,15,31.6,0,0.0,22,83.3,0,0.0,12,71.4,52.6
Jason Terry,MIL,6,2,4,68,15,4,66.7,6,18.2,2,33.3,0,0.0,0,0.0,0,0.0,38.9
Jaylen Brown,BOS,17,8,9,215,85,29,64.7,15,21.7,4,13.3,19,81.8,4,42.9,4,100.0,51.4
Jeff Teague,IND,4,0,4,142,68,23,50.0,9,50.0,28,45.8,0,0.0,1,0.0,2,100.0,58.9
Jeff Withey,UTA,3,2,1,21,5,2,100.0,2,100.0,0,0.0,1,0.0,0,0.0,1,0.0,50.0
Jerami Grant,OKC,5,1,4,111,46,14,83.3,6,28.6,2,33.3,14,77.8,0,0.0,4,50.0,64.5
Jerian Grant,CHI,5,2,3,52,16,5,40.0,3,16.7,2,11.1,0,0.0,0,0.0,0,0.0,28.3
Jimmy Butler,CHI,6,2,4,239,136,41,48.4,18,36.8,30,35.0,20,69.2,9,33.3,8,60.0,45.4
Joe Ingles,UTA,11,4,7,333,71,18,50.0,42,46.7,3,7.1,4,100.0,0,0.0,2,100.0,52.4
Joe Johnson,UTA,11,4,7,326,142,55,46.3,38,41.9,35,30.8,0,0.0,2,33.3,4,100.0,49.2
Joel Anthony,SAS,3,1,2,15,6,0,0.0,0,0.0,0,0.0,6,75.0,0,0.0,0,0.0,75.0
Joel Bolomboy,UTA,2,0,2,9,4,0,0.0,0,0.0,0,0.0,4,66.7,0,0.0,0,0.0,66.7
Joffrey Lauvergne,CHI,3,0,3,26,14,2,50.0,0,0.0,0,0.0,8,40.0,6,100.0,0,0.0,36.4
John Henson,MIL,2,0,2,12,3,0,0.0,0,0.0,0,0.0,3,25.0,0,0.0,0,0.0,25.0
John Wall,WAS,13,7,6,507,353,114,45.3,42,40.0,99,37.4,8,66.7,0,0.0,4,25.0,48.9
Jonas Jerebko,BOS,12,6,6,128,43,4,28.6,14,33.3,3,100.0,16,100.0,0,0.0,2,100.0,56.5
Jonas Valanciunas,TOR,10,4,6,226,112,9,57.1,8,33.3,2,100.0,56,56.8,22,47.4,20,56.3,54.3
Jonathon Simmons,SAS,15,7,8,306,158,57,46.9,31,34.4,52,52.2,15,54.5,2,100.0,4,100.0,50.4
Jordan Mickey,BOS,2,0,2,18,4,2,50.0,0,0.0,0,0.0,0,0.0,2,100.0,2,100.0,40.0
Jose Calderon,ATL,6,2,4,75,26,4,50.0,12,36.4,4,50.0,2,100.0,0,0.0,0,0.0,56.5
Jusuf Nurkic,POR,1,0,1,17,2,0,0.0,0,0.0,0,0.0,2,100.0,2,50.0,2,100.0,33.3
Kawhi Leonard,SAS,12,7,5,429,332,108,51.3,49,54.8,106,49.5,31,85.7,13,50.0,9,66.7,58.7
Kelly Olynyk,BOS,18,9,9,346,165,32,84.6,50,36.0,11,33.3,51,56.1,7,42.9,19,66.7,57.2
Kelly Oubre Jr.,WAS,12,6,6,184,70,7,50.0,32,37.9,7,42.9,15,50.0,0,0.0,6,50.0,51.6
Kent Bazemore,ATL,6,2,4,150,59,16,41.7,9,20.0,20,50.0,8,66.7,0,0.0,0,0.0,46.2
Kevin Durant,GSW,15,14,1,533,428,64,51.2,92,46.6,112,51.0,48,70.0,38,70.8,20,61.5,62.7
Kevin Love,CLE,18,13,5,578,303,10,25.0,143,45.9,25,25.7,60,46.5,50,42.5,13,66.7,55.0
Kevin Seraphin,IND,4,0,4,59,29,0,0.0,4,40.0,2,33.3,15,60.0,4,100.0,6,33.3,46.2
Khris Middleton,MIL,6,2,4,231,87,14,37.5,26,45.5,29,32.6,2,25.0,10,60.0,4,40.0,44.2
Klay Thompson,GSW,17,16,1,596,255,22,34.8,126,38.0,55,38.7,25,50.0,21,52.9,20,52.9,48.3
Kris Humphries,ATL,1,1,0,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Kyle Anderson,SAS,15,7,8,195,83,23,64.7,8,23.1,7,33.3,28,64.7,1,0.0,9,80.0,58.6
Kyle Korver,CLE,18,13,5,326,105,0,0.0,83,40.3,8,50.0,2,100.0,0,0.0,2,100.0,59.4
Kyle Lowry,TOR,8,4,4,300,126,54,56.4,15,55.6,36,35.0,3,50.0,0,0.0,0,0.0,53.2
Kyle Singler,OKC,1,0,1,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Kyle Wiltjer,HOU,1,1,0,5,3,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,150.0
Kyrie Irving,CLE,18,13,5,653,466,140,49.2,64,57.5,150,35.6,16,56.3,0,0.0,16,80.0,52.7
LaMarcus Aldridge,SAS,16,8,8,537,264,12,62.5,38,29.5,56,37.8,101,67.6,112,49.5,15,41.2,46.3
Lance Stephenson,IND,4,0,4,107,64,23,55.0,18,46.2,19,42.9,0,0.0,2,100.0,2,100.0,57.5
Lavoy Allen,IND,3,0,3,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
LeBron James,CLE,18,13,5,744,591,159,55.9,71,48.1,125,39.7,63,77.1,29,70.0,25,68.8,62.2
Lou Williams,HOU,11,6,5,272,138,45,51.3,18,40.0,36,30.6,8,100.0,0,0.0,0,0.0,47.5
Luc Mbah a Moute,LAC,7,3,4,224,53,5,0.0,25,38.5,0,0.0,12,66.7,0,0.0,1,0.0,45.3
Lucas Nogueira,TOR,3,1,2,7,3,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,2,100.0,50.0
Malcolm Brogdon,MIL,6,2,4,183,54,14,33.3,24,53.3,12,26.3,2,50.0,0,0.0,2,100.0,49.1
Malcolm Delaney,ATL,1,1,0,3,8,0,0.0,0,0.0,7,100.0,0,0.0,0,0.0,0,0.0,116.7
Manu Ginobili,SAS,16,8,8,284,106,49,55.6,24,23.5,11,31.3,6,75.0,0,0.0,2,100.0,45.9
Marc Gasol,MEM,6,2,4,240,116,16,33.3,37,68.2,14,28.0,9,30.0,25,30.0,21,53.3,51.2
Marcin Gortat,WAS,13,7,6,409,105,0,0.0,6,21.4,0,0.0,90,53.4,11,41.7,21,56.3,50.5
Marcus Smart,BOS,18,9,9,538,155,25,28.6,72,40.0,21,27.6,17,42.9,4,0.0,4,66.7,45.9
Markieff Morris,WAS,13,7,6,373,157,14,40.0,52,38.5,26,40.0,34,50.0,25,36.0,16,41.2,45.5
Marreese Speights,LAC,7,3,4,98,46,5,33.3,23,38.1,4,33.3,11,83.3,6,75.0,2,0.0,52.7
Matt Barnes,GSW,12,11,1,61,9,2,100.0,3,11.1,2,50.0,4,66.7,0,0.0,2,0.0,30.0
Matthew Dellavedova,MIL,6,2,4,159,46,13,26.7,20,36.8,10,62.5,1,0.0,0,0.0,0,0.0,46.3
Maurice Harkless,POR,4,0,4,99,29,2,0.0,6,16.7,0,0.0,16,40.0,0,0.0,4,100.0,32.4
Meyers Leonard,POR,3,0,3,31,2,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,2,100.0,20.0
Michael Beasley,MIL,4,2,2,48,17,2,12.5,9,50.0,4,40.0,2,33.3,0,0.0,2,50.0,42.5
Michael Carter-Williams,CHI,5,1,4,53,14,7,37.5,0,0.0,4,66.7,3,100.0,0,0.0,1,0.0,40.0
Mike Conley,MEM,6,2,4,224,148,60,62.5,15,38.5,54,42.0,0,0.0,0,0.0,2,50.0,56.8
Mike Dunleavy,ATL,6,2,4,53,12,0,0.0,6,40.0,0,0.0,4,100.0,0,0.0,0,0.0,57.1
Mike Muscala,ATL,6,2,4,81,17,2,50.0,2,12.5,0,0.0,11,33.3,0,0.0,2,0.0,27.8
Mirza Teletovic,MIL,3,1,2,27,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,25.0
Monta Ellis,IND,4,0,4,76,22,10,50.0,5,25.0,5,40.0,0,0.0,0,0.0,2,100.0,45.0
Montrezl Harrell,HOU,5,3,2,21,5,1,0.0,2,50.0,0,0.0,1,0.0,1,0.0,1,0.0,33.3
Myles Turner,IND,4,0,4,133,43,2,0.0,18,42.9,2,100.0,18,50.0,1,0.0,10,41.7,43.2
Nene,HOU,9,6,3,161,90,6,100.0,6,42.9,0,0.0,43,76.0,6,50.0,29,81.3,70.6
Nikola Mirotic,CHI,6,2,4,162,52,9,60.0,27,30.0,3,10.0,6,75.0,4,50.0,2,100.0,44.0
Noah Vonleh,POR,4,0,4,100,18,0,0.0,2,20.0,0,0.0,15,63.6,1,0.0,3,50.0,44.4
Norman Powell,TOR,9,3,6,227,105,27,45.8,44,50.0,5,18.2,6,40.0,0,0.0,2,100.0,51.8
Norris Cole,OKC,4,1,3,25,5,0,0.0,3,33.3,0,0.0,0,0.0,0,0.0,0,0.0,31.3
Otto Porter Jr.,WAS,13,7,6,428,158,6,75.0,43,30.8,26,61.9,28,55.6,10,60.0,16,66.7,58.3
P.J. Tucker,TOR,10,4,6,251,50,3,50.0,32,40.0,3,25.0,8,33.3,0,0.0,0,0.0,45.9
Pascal Siakam,TOR,2,0,2,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Pat Connaughton,POR,3,0,3,24,7,2,50.0,0,0.0,2,25.0,0,0.0,0,0.0,0,0.0,22.2
Patrick Beverley,HOU,11,6,5,325,122,27,28.2,54,42.9,17,36.8,13,83.3,0,0.0,0,0.0,50.9
Patrick McCaw,GSW,15,14,1,181,61,21,66.7,23,44.4,5,20.0,6,50.0,0,0.0,4,100.0,52.1
Patrick Patterson,TOR,10,4,6,185,34,0,0.0,26,29.0,0,0.0,4,0.0,0,0.0,0,0.0,38.9
Patty Mills,SAS,16,8,8,416,165,24,61.1,80,40.9,38,31.4,2,0.0,2,0.0,0,0.0,52.1
Pau Gasol,SAS,16,8,8,365,123,8,40.0,28,34.4,4,22.2,72,62.0,10,23.8,20,57.1,46.5
Paul George,IND,4,0,4,172,112,19,30.8,32,37.9,42,40.5,2,25.0,4,33.3,2,50.0,48.9
Paul Millsap,ATL,6,2,4,219,146,46,60.9,9,23.5,26,44.4,30,87.5,31,59.1,6,28.6,52.0
Paul Pierce,LAC,7,3,4,101,21,4,100.0,12,36.4,2,25.0,0,0.0,0,0.0,0,0.0,55.6
Paul Zipser,CHI,6,2,4,136,44,10,60.0,20,38.9,4,33.3,2,100.0,0,0.0,2,100.0,54.5
Rajon Rondo,CHI,2,2,0,67,23,16,72.7,0,0.0,4,40.0,2,20.0,0,0.0,2,100.0,42.3
Rashad Vaughn,MIL,3,2,1,10,6,0,0.0,6,100.0,0,0.0,0,0.0,0,0.0,0,0.0,75.0
Raul Neto,UTA,9,3,6,60,23,4,66.7,9,60.0,0,0.0,4,100.0,0,0.0,0,0.0,73.1
Raymond Felton,LAC,7,3,4,127,39,14,58.3,12,66.7,6,25.0,0,0.0,0,0.0,0,0.0,53.1
Richard Jefferson,CLE,14,9,5,179,55,11,57.1,9,18.8,8,42.9,10,75.0,2,100.0,1,0.0,48.7
Robin Lopez,CHI,6,2,4,162,76,0,0.0,18,60.0,0,0.0,48,67.7,18,88.9,2,50.0,65.4
Rodney Hood,UTA,11,4,7,277,98,33,50.0,37,30.2,10,13.3,5,100.0,0,0.0,4,66.7,41.4
Rudy Gobert,UTA,9,4,5,246,104,4,50.0,2,33.3,0,0.0,69,63.0,0,0.0,23,57.1,63.5
Russell Westbrook,OKC,5,1,4,194,187,53,38.5,11,20.0,82,39.6,10,80.0,2,0.0,0,0.0,43.1
Ryan Anderson,HOU,11,6,5,336,103,14,50.0,42,26.4,21,50.0,24,76.9,0,0.0,0,0.0,48.4
Sam Dekker,HOU,4,2,2,31,9,1,0.0,9,50.0,0,0.0,0,0.0,0,0.0,0,0.0,37.5
Semaj Christon,OKC,2,0,2,21,5,0,0.0,3,33.3,2,50.0,0,0.0,0,0.0,0,0.0,50.0
Serge Ibaka,TOR,10,4,6,307,143,8,57.1,65,36.5,13,37.5,49,70.0,7,27.3,19,61.5,50.8
Shabazz Napier,POR,4,0,4,47,27,7,33.3,3,25.0,14,50.0,0,0.0,0,0.0,0,0.0,55.3
Shaun Livingston,GSW,14,13,1,220,73,9,50.0,2,33.3,26,43.3,18,75.0,14,53.8,6,50.0,57.6
Sheldon Mac,WAS,7,3,4,17,14,2,100.0,6,33.3,2,100.0,0,0.0,0,0.0,0,0.0,66.7
Shelvin Mack,UTA,9,3,6,155,54,24,37.0,3,14.3,20,41.2,0,0.0,0,0.0,0,0.0,41.8
Spencer Hawes,MIL,3,2,1,17,5,0,0.0,3,50.0,0,0.0,2,50.0,0,0.0,0,0.0,50.0
Stephen Curry,GSW,17,16,1,601,477,91,58.3,102,49.3,180,43.2,16,45.5,3,0.0,12,60.0,59.9
Steven Adams,OKC,5,1,4,157,40,0,0.0,0,0.0,0,0.0,27,76.5,6,37.5,10,83.3,64.3
Taj Gibson,OKC,5,1,4,118,49,2,100.0,12,66.7,0,0.0,14,70.0,12,30.8,4,66.7,60.0
Taurean Prince,ATL,6,2,4,187,67,10,30.8,9,25.0,13,60.0,14,87.5,0,0.0,4,100.0,59.6
Terry Rozier,BOS,17,9,8,277,96,21,38.9,36,41.4,14,30.0,10,71.4,0,0.0,2,25.0,48.8
Thabo Sefolosha,ATL,4,2,2,9,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Thaddeus Young,IND,4,0,4,140,48,0,0.0,5,33.3,0,0.0,28,56.5,2,50.0,14,87.5,55.1
Thon Maker,MIL,6,2,4,116,35,4,0.0,8,27.3,0,0.0,21,60.0,0,0.0,4,66.7,41.9
Tim Hardaway Jr.,ATL,6,2,4,200,77,21,40.0,26,25.0,17,30.4,4,100.0,0,0.0,3,100.0,39.6
Tim Quarterman,POR,2,0,2,7,3,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,75.0
Tomas Satoransky,WAS,10,5,5,36,8,4,50.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,50.0
Tony Parker,SAS,8,5,3,211,127,53,46.7,37,56.5,36,56.3,0,0.0,0,0.0,0,0.0,58.2
Tony Snell,MIL,6,2,4,185,60,4,50.0,45,50.0,7,37.5,4,50.0,0,0.0,0,0.0,68.2
Trevor Ariza,HOU,11,6,5,413,118,29,48.0,48,35.6,21,43.8,5,40.0,0,0.0,4,100.0,54.1
Trey Burke,WAS,3,2,1,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Trey Lyles,UTA,2,0,2,10,7,4,66.7,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0
Tristan Thompson,CLE,18,13,5,562,148,8,75.0,2,100.0,2,100.0,102,60.7,5,50.0,36,59.1,58.7
Troy Daniels,MEM,6,2,4,68,9,0,0.0,9,50.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0
Troy Williams,HOU,5,3,2,19,1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Tyler Zeller,BOS,11,3,8,78,32,2,100.0,4,33.3,0,0.0,17,60.0,0,0.0,2,50.0,52.0
Victor Oladipo,OKC,5,1,4,181,54,6,14.3,15,20.8,17,47.1,2,100.0,0,0.0,0,0.0,39.3
Vince Carter,MEM,6,2,4,195,55,6,25.0,24,38.1,4,66.7,10,71.4,2,25.0,8,75.0,57.1
Wade Baldwin IV,MEM,3,1,2,12,2,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Wayne Selden,MEM,6,2,4,106,23,9,42.9,6,18.2,4,100.0,0,0.0,0,0.0,0,0.0,38.5
Wesley Johnson,LAC,3,1,2,11,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Zach Randolph,MEM,6,2,4,191,79,2,16.7,13,27.3,4,22.2,33,51.9,33,59.1,8,36.4,42.8
Zaza Pachulia,GSW,15,14,1,212,77,2,0.0,6,18.8,2,50.0,39,66.7,11,42.9,16,57.1,53.3
