PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Aaron Brooks,IND,1,0,1,7,0,0,0.0,1,0.0,0,0.0,0.0
Al Horford,BOS,18,9,9,610,31,16,51.6,75,41.3,2,42.5,6.4
Al-Farouq Aminu,POR,4,0,4,113,5,2,40.0,14,35.7,1,38.5,6.6
Alex Abrines,OKC,4,1,3,76,2,2,100.0,9,22.2,0,22.2,4.0
Allen Crabbe,POR,4,0,4,92,0,0,0.0,7,0.0,0,0.0,0.0
Amir Johnson,BOS,11,3,8,123,17,12,70.6,32,53.1,0,53.1,3.4
Andre Iguodala,GSW,15,14,1,409,9,3,33.3,31,29.0,3,32.1,14.3
Andre Roberson,OKC,5,1,4,185,18,7,38.9,34,52.9,1,54.5,7.6
Andrew Harrison,MEM,5,2,3,111,4,0,0.0,8,50.0,1,57.1,13.3
Anthony Morrow,CHI,2,0,2,25,0,0,0.0,1,0.0,0,0.0,0.0
Austin Rivers,LAC,3,1,2,90,1,0,0.0,7,14.3,0,14.3,32.7
Avery Bradley,BOS,18,9,9,645,18,9,50.0,60,30.0,2,31.0,11.8
Blake Griffin,LAC,3,2,1,99,3,2,66.7,13,23.1,0,23.1,21.9
Bobby Brown,HOU,2,2,0,9,0,0,0.0,0,0.0,0,0.0,0.0
Bobby Portis,CHI,6,2,4,121,5,4,80.0,12,41.7,0,41.7,3.3
Bojan Bogdanovic,WAS,13,7,6,264,10,5,50.0,20,50.0,0,50.0,10.9
Boris Diaw,UTA,9,3,6,173,3,1,33.3,21,14.3,0,14.3,14.1
Bradley Beal,WAS,13,7,6,505,15,7,46.7,51,29.4,2,30.6,8.0
Brandan Wright,MEM,2,0,2,12,1,0,0.0,2,50.0,1,100.0,12.4
Brandon Bass,LAC,1,0,1,4,1,0,0.0,2,50.0,0,50.0,4.0
Brandon Jennings,WAS,9,5,4,123,5,3,60.0,10,50.0,1,55.6,9.3
Bryn Forbes,SAS,5,2,3,67,0,0,0.0,1,0.0,0,0.0,0.0
CJ McCollum,POR,4,0,4,140,8,1,12.5,23,34.8,0,34.8,11.2
CJ Miles,IND,4,0,4,82,4,4,100.0,6,66.7,0,66.7,5.3
Cameron Payne,CHI,1,0,1,4,0,0,0.0,0,0.0,0,0.0,0.0
Channing Frye,CLE,9,8,1,127,0,0,0.0,8,0.0,1,0.0,0.0
Chris Paul,LAC,7,3,4,260,4,0,0.0,19,21.1,0,21.1,23.0
Clint Capela,HOU,11,6,5,286,26,20,76.9,80,32.5,3,33.8,6.3
Cory Joseph,TOR,6,2,4,150,4,2,50.0,10,40.0,0,40.0,9.4
Cristiano Felicio,CHI,6,2,4,82,7,5,71.4,21,33.3,0,33.3,4.8
Dahntay Jones,CLE,5,4,1,23,1,0,0.0,3,33.3,0,33.3,40.2
Damian Jones,GSW,4,4,0,21,4,4,100.0,6,66.7,0,66.7,5.5
Damian Lillard,POR,4,0,4,151,4,0,0.0,19,21.1,0,21.1,7.9
Daniel Ochefu,WAS,1,1,0,1,0,0,0.0,0,0.0,0,0.0,0.0
Danny Green,SAS,16,8,8,436,13,5,38.5,36,36.1,0,36.1,14.0
Dante Exum,UTA,3,1,2,53,2,2,100.0,5,40.0,0,40.0,3.1
David Lee,SAS,14,8,6,243,20,14,70.0,48,41.7,3,44.4,6.4
David West,GSW,16,15,1,207,7,4,57.1,25,28.0,2,30.4,10.8
Davis Bertans,SAS,9,3,6,89,5,2,40.0,9,55.6,0,55.6,10.8
DeAndre Jordan,LAC,7,3,4,264,25,18,72.0,65,38.5,1,39.1,3.9
DeMar DeRozan,TOR,10,4,6,373,4,3,75.0,32,12.5,2,13.3,6.1
DeMarre Carroll,TOR,10,4,6,155,4,2,50.0,13,30.8,1,33.3,6.7
Dejounte Murray,SAS,7,2,5,132,4,3,75.0,22,18.2,4,22.2,3.3
Delon Wright,TOR,5,3,2,67,4,3,75.0,6,66.7,0,66.7,6.1
Dennis Schroder,ATL,6,2,4,211,4,0,0.0,21,19.0,1,20.0,7.6
Denzel Valentine,CHI,2,0,2,20,0,0,0.0,1,0.0,0,0.0,0.0
Deron Williams,CLE,12,8,4,190,3,3,100.0,15,20.0,2,23.1,11.3
Derrick Favors,UTA,11,4,7,225,15,12,80.0,49,30.6,0,30.6,3.9
Derrick Williams,CLE,2,2,0,12,1,0,0.0,1,100.0,0,100.0,15.9
Dewayne Dedmon,SAS,12,6,6,97,21,12,57.1,28,75.0,0,75.0,6.5
Deyonta Davis,MEM,2,1,1,9,2,2,100.0,6,33.3,2,50.0,2.1
Domantas Sabonis,OKC,1,0,1,4,0,0,0.0,1,0.0,0,0.0,0.0
Doug McDermott,OKC,4,1,3,63,0,0,0.0,4,0.0,0,0.0,0.0
Draymond Green,GSW,17,16,1,593,20,12,60.0,58,34.5,1,35.1,6.4
Dwight Howard,ATL,6,2,4,157,18,14,77.8,43,41.9,1,42.9,5.1
Dwyane Wade,CHI,6,2,4,190,6,1,16.7,17,35.3,2,40.0,11.5
Enes Freedom,OKC,4,1,3,42,3,2,66.7,10,30.0,0,30.0,2.8
Eric Gordon,HOU,11,6,5,358,5,2,40.0,28,17.9,1,18.5,12.2
Ersan Ilyasova,ATL,6,2,4,90,14,9,64.3,30,46.7,1,48.3,6.9
Evan Turner,POR,4,0,4,124,3,1,33.3,17,17.6,0,17.6,15.2
Fred VanVleet,TOR,1,0,1,2,0,0,0.0,0,0.0,0,0.0,0.0
George Hill,UTA,8,4,4,281,8,4,50.0,22,36.4,0,36.4,10.8
Gerald Green,BOS,8,5,3,151,2,1,50.0,8,25.0,0,25.0,17.5
Giannis Antetokounmpo,MIL,6,2,4,243,10,7,70.0,34,29.4,1,30.3,8.1
Glenn Robinson III,IND,2,0,2,18,0,0,0.0,1,0.0,0,0.0,0.0
Gordon Hayward,UTA,11,4,7,411,7,2,28.6,31,22.6,2,24.1,8.8
Greg Monroe,MIL,6,2,4,141,17,12,70.6,38,44.7,0,44.7,4.1
Ian Clark,GSW,13,13,0,186,4,2,50.0,18,22.2,0,22.2,10.7
Ian Mahinmi,WAS,4,3,1,52,3,2,66.7,10,30.0,0,30.0,8.7
Iman Shumpert,CLE,13,10,3,229,6,1,16.7,16,37.5,0,37.5,5.7
Isaiah Canaan,CHI,2,0,2,70,0,0,0.0,2,0.0,0,0.0,0.0
Isaiah Taylor,HOU,2,1,1,6,1,1,100.0,2,50.0,0,50.0,3.4
Isaiah Thomas,BOS,15,8,7,521,5,3,60.0,43,11.6,1,11.9,14.1
JJ Redick,LAC,6,3,3,164,0,0,0.0,7,0.0,0,0.0,0.0
JR Smith,CLE,16,12,4,440,5,1,20.0,14,35.7,0,35.7,13.7
JaMychal Green,MEM,6,2,4,118,3,1,33.3,16,18.8,0,18.8,5.5
