PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS
P.J. Washington,DAL,12,425.0,33,78,42.3,33.0,78.0,42.3,63.5,99
Paolo Banchero,ORL,7,262.0,12,23,52.2,12.0,21.0,57.099999999999994,78.3,36
Pascal Siakam,IND,14,496.0,24,54,44.4,12.0,36.0,33.300000000000004,55.60000000000001,60
Pat Connaughton,MIL,6,124.0,3,9,33.300000000000004,3.0,9.0,33.300000000000004,50.0,9
Patrick Beverley,MIL,6,210.0,4,8,50.0,4.0,7.0,57.099999999999994,75.0,12
Patty Mills,MIA,3,52.0,3,10,30.0,3.0,10.0,30.0,45.0,9
Paul George,LAC,6,222.0,12,26,46.2,10.0,23.0,43.5,65.4,34
Paul Reed,PHI,6,43.0,0,1,0.0,,,,0.0,0
Payton Pritchard,BOS,11,251.0,13,33,39.4,13.0,31.0,41.9,59.099999999999994,39
Peyton Watson,DEN,10,90.0,3,13,23.1,3.0,12.0,25.0,34.599999999999994,9
Precious Achiuwa,NYK,9,184.0,0,4,0.0,0.0,3.0,0.0,0.0,0
Reggie Jackson,DEN,12,117.0,5,16,31.3,5.0,16.0,31.3,46.9,15
Royce O'Neale,PHX,4,104.0,5,14,35.699999999999996,5.0,14.0,35.699999999999996,53.6,15
Rudy Gobert,MIN,10,343.0,3,4,75.0,,,,75.0,6
Rui Hachimura,LAL,5,152.0,5,14,35.699999999999996,5.0,14.0,35.699999999999996,53.6,15
Russell Westbrook,LAC,6,114.0,4,16,25.0,4.0,16.0,25.0,37.5,12
Sam Hauser,BOS,11,155.0,13,33,39.4,13.0,32.0,40.6,59.099999999999994,39
Sam Merrill,CLE,10,125.0,8,20,40.0,8.0,20.0,40.0,60.0,24
Shai Gilgeous-Alexander,OKC,10,399.0,2,9,22.2,2.0,9.0,22.2,33.300000000000004,6
Shake Milton,NYK,4,22.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Spencer Dinwiddie,LAL,5,73.0,2,7,28.599999999999998,2.0,7.0,28.599999999999998,42.9,6
Svi Mykhailiuk,BOS,4,17.0,0,2,0.0,0.0,2.0,0.0,0.0,0
T.J. McConnell,IND,14,277.0,5,16,31.3,2.0,10.0,20.0,37.5,12
T.J. Warren,MIN,3,11.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Taurean Prince,LAL,5,111.0,4,11,36.4,3.0,10.0,30.0,50.0,11
Terance Mann,LAC,6,187.0,8,16,50.0,8.0,16.0,50.0,75.0,24
Thaddeus Young,PHX,1,4.0,0,0,,,,,,0
Thanasis Antetokounmpo,MIL,2,5.0,0,0,,,,,,0
Thomas Bryant,MIA,2,18.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Tim Hardaway Jr.,DAL,8,114.0,3,14,21.4,3.0,14.0,21.4,32.1,9
Tobias Harris,PHI,6,218.0,6,17,35.3,6.0,17.0,35.3,52.900000000000006,18
Trey Murphy III,NOP,4,168.0,8,19,42.1,8.0,19.0,42.1,63.2,24
Tristan Thompson,CLE,10,87.0,0,0,,,,,,0
Tyler Herro,MIA,5,185.0,7,22,31.8,7.0,21.0,33.300000000000004,47.699999999999996,21
Tyrese Haliburton,IND,14,494.0,20,47,42.6,20.0,47.0,42.6,63.800000000000004,60
Tyrese Maxey,PHI,6,267.0,11,22,50.0,11.0,22.0,50.0,75.0,33
Wendell Carter Jr.,ORL,7,185.0,9,28,32.1,7.0,24.0,29.2,44.6,25
Wendell Moore Jr.,MIN,5,15.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Xavier Tillman,BOS,3,25.0,0,0,,,,,,0
Zeke Nnaji,DEN,3,14.0,0,0,,,,,,0
