TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Indiana Pacers,48,1085,19.8,1.17,1273,459,862,53.2,62.4,12.8,10.2,12.4,2.5,52.2,93.1
Memphis Grizzlies,46,1051,19.5,1.12,1180,445,845,52.7,59.9,12.9,10.5,12.0,3.9,50.4,41.4
Toronto Raptors,48,1038,19.1,1.12,1166,409,781,52.4,58.3,16.8,10.7,15.0,2.7,52.9,48.3
Oklahoma City Thunder,47,1033,19.0,1.12,1160,423,800,52.9,58.9,14.3,10.9,13.6,2.7,52.2,44.8
Los Angeles Lakers,47,1014,19.0,1.12,1134,424,760,55.8,60.3,16.0,12.7,14.1,3.7,53.4,31.0
Sacramento Kings,45,1018,20.2,1.08,1101,405,800,50.6,57.6,12.8,11.8,11.8,3.3,48.6,6.9
Minnesota Timberwolves,48,962,18.0,1.14,1095,414,745,55.6,60.5,14.6,12.2,13.6,4.2,52.9,65.5
Denver Nuggets,47,866,16.8,1.24,1071,404,682,59.2,67.5,12.7,11.9,11.3,3.3,55.7,100.0
Boston Celtics,47,919,17.6,1.16,1062,384,697,55.1,62.6,14.1,13.2,13.4,3.2,52.3,82.8
Brooklyn Nets,46,913,18.7,1.14,1044,387,724,53.5,62.2,11.5,11.2,11.1,2.3,50.7,79.3
Golden State Warriors,47,908,16.9,1.12,1020,376,712,52.8,61.6,10.7,13.3,9.6,2.5,49.3,51.7
LA Clippers,49,892,16.6,1.13,1009,352,669,52.6,61.4,15.8,12.0,14.3,3.0,51.5,58.6
Utah Jazz,49,875,15.7,1.14,1000,371,681,54.5,62.6,12.1,13.3,11.2,3.2,50.9,75.9
New Orleans Pelicans,47,873,16.3,1.14,993,375,693,54.1,60.8,12.3,11.2,10.9,2.9,52.0,62.1
Charlotte Hornets,47,906,16.7,1.09,985,373,724,51.5,56.5,13.7,10.0,12.1,3.6,50.9,13.8
Detroit Pistons,48,878,16.1,1.12,982,351,637,55.1,62.0,16.5,13.4,15.0,2.7,52.8,34.5
Atlanta Hawks,47,837,15.7,1.17,976,369,663,55.7,61.9,13.7,10.8,11.9,3.8,53.6,86.2
San Antonio Spurs,46,855,16.2,1.13,962,369,682,54.1,60.9,13.0,11.5,11.6,4.2,51.1,55.2
New York Knicks,48,853,15.7,1.11,943,334,645,51.8,57.9,16.3,10.7,15.5,3.0,51.5,24.1
Chicago Bulls,45,841,17.0,1.11,937,344,645,53.3,59.1,14.1,11.5,13.3,2.5,52.0,27.6
Milwaukee Bucks,46,857,16.4,1.08,922,324,657,49.3,57.8,15.2,11.7,14.2,3.5,48.1,3.4
Washington Wizards,46,786,15.5,1.17,917,351,623,56.3,63.7,11.8,11.6,10.7,2.7,53.1,89.7
Cleveland Cavaliers,48,785,15.2,1.14,896,348,608,57.2,62.7,12.6,12.2,11.5,2.7,53.2,72.4
Orlando Magic,46,811,16.0,1.1,892,326,629,51.8,57.7,14.4,11.6,13.6,3.8,50.4,20.7
Miami Heat,48,775,14.9,1.14,883,324,615,52.7,59.5,13.2,10.7,12.0,3.2,51.4,69.0
Philadelphia 76ers,46,739,14.9,1.18,872,325,582,55.8,62.6,14.6,11.2,14.1,4.6,53.6,96.6
Portland Trail Blazers,46,737,14.6,1.12,825,306,562,54.4,60.3,14.8,12.2,14.2,3.7,52.1,37.9
Phoenix Suns,48,717,13.3,1.09,781,274,555,49.4,58.0,13.0,11.2,10.6,1.8,49.0,17.2
Dallas Mavericks,48,698,13.7,1.08,755,270,557,48.5,55.5,14.2,9.2,13.8,3.4,48.4,10.3
Houston Rockets,46,719,13.6,1.04,745,285,554,51.4,56.1,13.2,13.4,12.0,3.6,48.4,0.0
