TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Milwaukee Bucks,6,6,14.3,35,75,46.7,46.7,13.9,35,73,47.9,0.4,0,2,0.0,very_tight,3,2019
Portland Trail Blazers,4,4,17.2,24,60,40.0,41.7,15.2,22,53,41.5,2.0,2,7,28.6,very_tight,3,2019
Toronto Raptors,6,6,11.3,23,59,39.0,39.0,10.5,23,55,41.8,0.8,0,4,0.0,very_tight,3,2019
Golden State Warriors,4,4,14.9,23,52,44.2,46.2,13.2,21,46,45.7,1.7,2,6,33.3,very_tight,3,2019
Toronto Raptors,6,6,33.4,80,175,45.7,48.6,28.1,70,147,47.6,5.3,10,28,35.7,tight,3,2019
Milwaukee Bucks,6,6,32.1,79,168,47.0,48.2,27.9,75,146,51.4,4.2,4,22,18.2,tight,3,2019
Golden State Warriors,4,4,35.8,61,125,48.8,52.4,26.4,52,92,56.5,9.5,9,33,27.3,tight,3,2019
Portland Trail Blazers,4,4,33.2,46,116,39.7,42.7,26.6,39,93,41.9,6.6,7,23,30.4,tight,3,2019
Toronto Raptors,6,6,24.4,51,128,39.8,48.0,13.5,30,71,42.3,10.9,21,57,36.8,open,3,2019
Milwaukee Bucks,6,6,23.7,54,124,43.5,52.0,11.3,33,59,55.9,12.4,21,65,32.3,open,3,2019
Portland Trail Blazers,4,4,29.8,46,104,44.2,52.4,14.3,29,50,58.0,15.5,17,54,31.5,open,3,2019
Golden State Warriors,4,4,27.8,51,97,52.6,60.8,16.3,35,57,61.4,11.5,16,40,40.0,open,3,2019
Toronto Raptors,6,6,30.9,64,162,39.5,56.5,4.0,9,21,42.9,26.9,55,141,39.0,wide_open,3,2019
Milwaukee Bucks,6,6,30.0,55,157,35.0,49.7,3.2,9,17,52.9,26.7,46,140,32.9,wide_open,3,2019
Golden State Warriors,4,4,21.5,36,75,48.0,60.7,7.7,17,27,63.0,13.8,19,48,39.6,wide_open,3,2019
Portland Trail Blazers,4,4,19.8,32,69,46.4,65.2,2.9,6,10,60.0,16.9,26,59,44.1,wide_open,3,2019
