TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Dallas Mavericks,63,841,12.6,1.03,868,285,656,43.4,49.5,17.7,7.5,15.6,3.3,47.4,86.2
Philadelphia 76ers,60,756,11.7,1.02,769,247,576,42.9,47.5,17.9,9.1,16.8,3.2,47.0,82.8
Brooklyn Nets,61,637,9.8,1.09,695,257,507,50.7,54.5,14.3,10.7,13.3,4.6,50.1,100.0
New York Knicks,63,665,9.4,1.0,665,237,525,45.1,49.5,15.5,9.8,14.4,4.2,46.6,75.9
Portland Trail Blazers,61,584,8.8,1.01,591,204,447,45.6,49.9,15.6,11.0,13.9,3.3,47.1,79.3
Atlanta Hawks,62,556,7.9,0.98,543,200,449,44.5,48.7,12.1,10.3,11.2,3.1,45.0,69.0
Oklahoma City Thunder,61,546,7.8,0.98,537,181,415,43.6,46.1,17.2,9.2,16.1,2.4,47.8,72.4
Los Angeles Lakers,62,624,8.8,0.86,534,205,521,39.3,41.8,12.2,7.7,10.3,3.4,40.9,24.1
LA Clippers,64,597,8.5,0.89,531,206,490,42.0,44.7,10.7,9.4,9.5,2.3,42.7,31.0
Boston Celtics,62,536,7.8,0.93,497,167,427,39.1,44.0,13.6,8.8,13.1,2.1,42.4,48.3
Toronto Raptors,63,576,8.1,0.82,475,182,456,39.9,41.6,11.6,11.1,10.1,1.9,40.8,6.9
Minnesota Timberwolves,64,500,7.0,0.94,469,182,412,44.2,49.4,9.0,10.6,8.2,2.0,42.8,55.2
Chicago Bulls,62,413,6.1,1.06,439,150,319,47.0,49.5,20.1,8.2,19.6,5.6,50.6,96.6
Miami Heat,62,460,6.8,0.94,434,154,360,42.8,45.6,15.2,8.7,15.4,2.4,45.4,58.6
Houston Rockets,61,457,6.5,0.94,432,143,352,40.6,45.9,16.4,10.7,14.4,4.2,43.5,62.1
Utah Jazz,63,406,5.6,1.05,425,149,306,48.7,53.6,16.3,12.1,14.5,3.7,49.0,89.7
Cleveland Cavaliers,64,422,6.2,0.97,410,138,330,41.8,49.7,13.7,11.4,12.3,3.3,42.7,65.5
Washington Wizards,61,433,6.5,0.92,396,145,341,42.5,46.2,12.9,11.8,11.3,3.5,42.7,37.9
Detroit Pistons,62,470,6.7,0.84,394,133,354,37.6,40.8,15.5,11.5,13.4,2.3,40.4,17.2
Orlando Magic,62,434,6.3,0.85,371,137,334,41.0,43.0,15.0,11.1,14.3,3.2,42.6,20.7
Milwaukee Bucks,61,445,6.4,0.81,360,133,351,37.9,40.2,13.0,10.1,12.4,2.5,40.2,3.4
Denver Nuggets,63,376,5.4,0.93,348,125,295,42.4,48.1,12.2,11.4,11.2,2.1,42.6,44.8
New Orleans Pelicans,62,380,5.4,0.9,343,125,287,43.6,45.1,14.5,12.6,12.1,2.6,44.2,34.5
Sacramento Kings,61,316,4.6,1.06,335,117,239,49.0,51.9,19.6,9.5,17.7,4.7,51.6,93.1
Indiana Pacers,63,318,4.5,0.93,297,105,262,40.1,45.4,11.6,8.5,10.7,2.8,41.8,51.7
Charlotte Hornets,63,315,4.3,0.89,280,104,249,41.8,45.4,13.7,10.5,12.7,3.2,42.9,27.6
Memphis Grizzlies,60,320,4.6,0.83,266,93,241,38.6,40.0,19.1,10.3,16.9,4.7,41.9,13.8
Golden State Warriors,62,284,4.0,0.92,260,97,228,42.5,47.8,9.5,13.0,8.8,2.8,40.5,41.4
Phoenix Suns,62,286,4.1,0.82,236,85,230,37.0,40.0,11.5,10.5,10.1,2.4,38.8,10.3
San Antonio Spurs,62,225,3.1,0.76,170,59,168,35.1,36.6,14.7,12.4,14.7,1.8,38.7,0.0
