TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Boston Celtics,63,1872,27.0,1.11,2088,718,1698,42.3,57.2,5.1,5.3,5.0,1.2,42.0,93.1
Dallas Mavericks,64,1824,26.9,1.08,1970,665,1661,40.0,55.6,4.4,5.7,4.1,1.2,39.6,82.8
Minnesota Timberwolves,64,1811,25.3,1.06,1922,687,1591,43.2,55.7,6.0,8.0,5.6,1.8,41.8,69.0
LA Clippers,65,1693,23.7,1.13,1905,647,1543,41.9,56.9,5.8,4.2,5.6,1.2,42.7,100.0
Phoenix Suns,63,1763,24.9,1.06,1869,639,1586,40.3,54.7,5.3,5.9,5.0,1.1,40.2,65.5
New York Knicks,64,1814,25.2,1.02,1855,640,1641,39.0,52.4,4.9,5.7,4.8,1.2,39.0,44.8
Oklahoma City Thunder,62,1838,25.7,1.0,1842,637,1630,39.1,52.2,5.1,7.0,4.9,0.9,38.8,34.5
Philadelphia 76ers,62,1611,24.2,1.12,1802,622,1477,42.1,57.0,4.7,5.0,4.7,1.4,41.8,96.6
Milwaukee Bucks,62,1670,23.6,1.06,1768,623,1520,41.0,55.7,3.4,6.2,3.1,0.6,39.8,62.1
Chicago Bulls,63,1680,24.4,1.04,1747,600,1479,40.6,54.4,5.0,7.6,4.8,0.7,40.0,55.2
San Antonio Spurs,63,1742,23.9,0.99,1726,616,1560,39.5,50.9,5.9,6.4,5.7,1.8,39.3,24.1
Utah Jazz,63,1643,22.8,1.05,1722,588,1462,40.2,54.2,5.3,6.9,4.9,1.2,39.8,58.6
Brooklyn Nets,62,1554,23.6,1.1,1705,597,1387,43.0,56.6,5.5,6.4,5.0,1.2,42.5,89.7
Sacramento Kings,61,1584,23.1,1.08,1704,572,1388,41.2,55.4,6.9,6.7,6.6,1.3,41.4,75.9
Indiana Pacers,64,1721,23.8,0.99,1703,586,1524,38.5,50.9,5.5,7.0,5.3,1.0,38.3,17.2
Washington Wizards,62,1639,24.2,1.04,1700,586,1481,39.6,52.8,5.1,5.4,4.6,0.9,39.9,51.7
Golden State Warriors,63,1537,21.4,1.08,1660,572,1388,41.2,56.4,4.2,6.7,3.8,1.2,40.1,79.3
New Orleans Pelicans,63,1619,22.8,1.01,1640,565,1457,38.8,51.4,5.9,5.2,5.7,1.1,39.3,41.4
Detroit Pistons,63,1631,22.9,1.0,1639,562,1446,38.9,51.8,6.3,6.4,5.8,1.4,39.1,37.9
Charlotte Hornets,64,1722,23.3,0.95,1636,585,1548,37.8,49.0,4.9,6.3,4.8,1.2,37.4,0.0
Portland Trail Blazers,62,1521,22.5,1.06,1618,554,1376,40.3,54.9,4.7,6.0,4.3,1.2,39.8,72.4
Houston Rockets,62,1632,22.9,0.98,1604,544,1431,38.0,50.5,6.6,6.9,6.1,1.2,38.4,6.9
Toronto Raptors,64,1595,22.1,0.98,1569,546,1467,37.2,50.1,4.2,4.8,4.1,0.9,37.4,13.8
Los Angeles Lakers,63,1503,20.9,1.02,1539,520,1368,38.0,52.3,5.0,5.2,4.7,1.2,38.2,48.3
Orlando Magic,63,1555,22.3,0.98,1522,524,1375,38.1,50.7,5.7,7.1,5.5,1.4,37.9,3.4
Denver Nuggets,63,1386,20.0,1.09,1511,532,1267,42.0,57.1,3.3,5.9,3.1,0.7,40.8,86.2
Memphis Grizzlies,61,1521,21.5,0.99,1506,528,1347,39.2,51.4,5.2,7.0,4.8,0.8,38.7,20.7
Cleveland Cavaliers,65,1502,21.6,1.0,1502,525,1361,38.6,51.5,4.5,6.0,4.3,1.1,38.3,31.0
Atlanta Hawks,62,1524,21.6,0.98,1499,532,1381,38.5,50.4,4.8,5.2,4.5,0.7,38.8,10.3
Miami Heat,63,1471,21.6,0.99,1462,494,1334,37.0,50.4,4.8,5.4,4.5,1.0,37.3,27.6
