TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
San Antonio Spurs,6,6,17.2,37,84,44.0,44.0,16.8,37,82,45.1,0.4,0,2,0.0,very_tight,2,2016
Oklahoma City Thunder,6,6,18.0,50,82,61.0,61.0,18.0,50,82,61.0,0.0,0,0,-,very_tight,2,2016
Miami Heat,7,7,14.4,38,77,49.4,50.0,13.9,37,74,50.0,0.6,1,3,33.3,very_tight,2,2016
Toronto Raptors,7,7,14.0,38,77,49.4,49.4,13.8,38,76,50.0,0.2,0,1,0.0,very_tight,2,2016
Golden State Warriors,5,5,15.0,40,64,62.5,64.1,14.3,38,61,62.3,0.7,2,3,66.7,very_tight,2,2016
Cleveland Cavaliers,4,4,14.7,18,47,38.3,39.4,13.8,17,44,38.6,0.9,1,3,33.3,very_tight,2,2016
Portland Trail Blazers,5,5,9.6,19,41,46.3,47.6,9.4,18,40,45.0,0.2,1,1,100,very_tight,2,2016
Atlanta Hawks,4,4,10.7,20,33,60.6,60.6,10.7,20,33,60.6,0.0,0,0,-,very_tight,2,2016
Toronto Raptors,7,7,44.6,122,246,49.6,51.6,39.4,112,217,51.6,5.3,10,29,34.5,tight,2,2016
Miami Heat,7,7,46.1,120,246,48.8,49.6,41.4,116,221,52.5,4.7,4,25,16.0,tight,2,2016
Oklahoma City Thunder,6,6,34.9,73,159,45.9,47.2,30.3,69,138,50.0,4.6,4,21,19.0,tight,2,2016
Golden State Warriors,5,5,37.0,77,158,48.7,51.3,31.4,69,134,51.5,5.6,8,24,33.3,tight,2,2016
Portland Trail Blazers,5,5,36.7,71,156,45.5,49.0,29.6,60,126,47.6,7.1,11,30,36.7,tight,2,2016
San Antonio Spurs,6,6,31.3,83,153,54.2,54.6,29.0,82,142,57.7,2.2,1,11,9.1,tight,2,2016
Atlanta Hawks,4,4,30.4,48,94,51.1,52.7,27.8,45,86,52.3,2.6,3,8,37.5,tight,2,2016
Cleveland Cavaliers,4,4,26.3,42,84,50.0,54.2,21.6,35,69,50.7,4.7,7,15,46.7,tight,2,2016
Toronto Raptors,7,7,31.4,69,173,39.9,46.0,20.1,48,111,43.2,11.3,21,62,33.9,open,2,2016
San Antonio Spurs,6,6,28.2,65,138,47.1,51.8,22.3,52,109,47.7,5.9,13,29,44.8,open,2,2016
Portland Trail Blazers,5,5,31.8,53,135,39.3,47.4,17.4,31,74,41.9,14.4,22,61,36.1,open,2,2016
Miami Heat,7,7,24.9,63,133,47.4,52.3,16.5,50,88,56.8,8.4,13,45,28.9,open,2,2016
Oklahoma City Thunder,6,6,26.6,62,121,51.2,57.0,17.8,48,81,59.3,8.8,14,40,35.0,open,2,2016
Golden State Warriors,5,5,25.1,46,107,43.0,52.8,11.5,25,49,51.0,13.6,21,58,36.2,open,2,2016
Cleveland Cavaliers,4,4,29.2,49,93,52.7,66.1,15.0,24,48,50.0,14.1,25,45,55.6,open,2,2016
Atlanta Hawks,4,4,23.6,33,73,45.2,54.1,13.3,20,41,48.8,10.4,13,32,40.6,open,2,2016
San Antonio Spurs,6,6,23.3,54,114,47.4,59.2,11.0,27,54,50.0,12.3,27,60,45.0,wide_open,2,2016
Atlanta Hawks,4,4,35.3,43,109,39.4,53.7,7.8,12,24,50.0,27.5,31,85,36.5,wide_open,2,2016
Golden State Warriors,5,5,23.0,51,98,52.0,68.9,6.3,18,27,66.7,16.6,33,71,46.5,wide_open,2,2016
Cleveland Cavaliers,4,4,29.8,49,95,51.6,74.7,2.8,5,9,55.6,27.0,44,86,51.2,wide_open,2,2016
Portland Trail Blazers,5,5,21.9,53,93,57.0,76.9,5.2,16,22,72.7,16.7,37,71,52.1,wide_open,2,2016
Oklahoma City Thunder,6,6,20.4,36,93,38.7,52.2,4.0,11,18,61.1,16.5,25,75,33.3,wide_open,2,2016
Miami Heat,7,7,14.6,30,78,38.5,51.3,4.9,10,26,38.5,9.7,20,52,38.5,wide_open,2,2016
Toronto Raptors,7,7,10.0,24,55,43.6,54.5,3.4,12,19,63.2,6.5,12,36,33.3,wide_open,2,2016
