Player,Salary,Team,Year
Eddie Jones,"$2,500,000",CHA,2000
Dale Ellis,"$2,095,250",CHA,2000
Eldridge Recasner,"$1,100,000",CHA,2000
Ricky Davis,"$878,160",CHA,2000
Eddie Robinson,"$600,000",CHA,2000
Chucky Brown,"$510,000",CHA,2000
Todd Fuller,"$485,000",CHA,2000
Michael Hawkins,"$465,029",CHA,2000
Brad Miller,"$385,000",CHA,2000
Derek Hood,"$49,721",CHA,2000
Tyrone Grant,"$37,290",CHA,2000
Jason Miskiri,"$15,982",CHA,2000
Totals,"$38,619,012",CHA,2000
Elden Campbell,"$8,050,000",CHA,2001
Derrick Coleman,"$8,000,000",CHA,2001
Jamal Mashburn,"$6,200,000",CHA,2001
PJ Brown,"$5,740,000",CHA,2001
Bobby Phills,"$4,640,000",CHA,2001
Baron Davis,"$2,916,000",CHA,2001
David Wesley,"$2,880,000",CHA,2001
Otis Thorpe,"$2,200,000",CHA,2001
Eldridge Recasner,"$1,200,000",CHA,2001
Hersey Hawkins,"$1,200,000",CHA,2001
Jamaal Magloire,"$975,000",CHA,2001
Tim James,"$783,120",CHA,2001
Eddie Robinson,"$600,000",CHA,2001
Rodney Buford,"$423,500",CHA,2001
Lee Nailon,"$316,969",CHA,2001
Terrance Roberson,"$316,969",CHA,2001
Totals,"$46,441,558",CHA,2001
Elden Campbell,"$7,975,000",CHA,2002
Jamal Mashburn,"$6,975,000",CHA,2002
PJ Brown,"$6,404,800",CHA,2002
Bobby Phills,"$5,220,000",CHA,2002
David Wesley,"$3,240,000",CHA,2002
Baron Davis,"$3,119,400",CHA,2002
Robert Traylor,"$2,793,505",CHA,2002
George Lynch,"$2,400,000",CHA,2002
Stacey Augmon,"$2,400,000",CHA,2002
Jerome Moiso,"$1,571,640",CHA,2002
Bryce Drew,"$1,300,000",CHA,2002
Matt Bullard,"$1,300,000",CHA,2002
Eldridge Recasner,"$1,300,000",CHA,2002
Kirk Haston,"$1,182,600",CHA,2002
Jamaal Magloire,"$1,048,080",CHA,2002
Tim James,"$837,720",CHA,2002
Lee Nailon,"$465,850",CHA,2002
Chris Porter,"$465,850",CHA,2002
Totals,"$49,999,445",CHA,2002
Jahidi White,"$6,166,466",CHA,2005
Emeka Okafor,"$3,739,680",CHA,2005
Melvin Ely,"$1,742,400",CHA,2005
Gerald Wallace,"$1,652,453",CHA,2005
Primoz Brezec,"$1,554,326",CHA,2005
Jason Hart,"$1,400,000",CHA,2005
Kareem Rush,"$1,174,200",CHA,2005
Steve Smith,"$1,100,000",CHA,2005
Brevin Knight,"$932,546",CHA,2005
Eddie House,"$825,000",CHA,2005
Jamal Sampson,"$695,046",CHA,2005
Tamar Slay,"$695,046",CHA,2005
Jason Kapono,"$620,046",CHA,2005
Keith Bogans,"$620,046",CHA,2005
Theron Smith,"$620,046",CHA,2005
Bernard Robinson,"$385,277",CHA,2005
Totals,"$23,922,578",CHA,2005
Gerald Wallace,"$5,000,000",CHA,2006
Brevin Knight,"$4,600,000",CHA,2006
Emeka Okafor,"$4,020,120",CHA,2006
Kareem Rush,"$3,000,000",CHA,2006
Raymond Felton,"$2,847,360",CHA,2006
Primoz Brezec,"$2,750,000",CHA,2006
Melvin Ely,"$2,401,027",CHA,2006
Jake Voskuhl,"$1,937,500",CHA,2006
Jumaine Jones,"$1,875,000",CHA,2006
Sean May,"$1,619,280",CHA,2006
Matt Carroll,"$1,100,000",CHA,2006
Keith Bogans,"$869,373",CHA,2006
Bernard Robinson,"$641,748",CHA,2006
Alan Anderson,"$398,762",CHA,2006
Kevin Burleson,"$398,762",CHA,2006
Totals,"$33,458,932",CHA,2006
Gerald Wallace,"$5,525,000",CHA,2007
Brevin Knight,"$4,400,000",CHA,2007
Emeka Okafor,"$4,300,560",CHA,2007
Eric Williams,"$4,296,000",CHA,2007
Adam Morrison,"$3,616,680",CHA,2007
Jeff McInnis,"$3,600,000",CHA,2007
Raymond Felton,"$3,060,840",CHA,2007
Primoz Brezec,"$2,750,000",CHA,2007
Othella Harrington,"$2,200,000",CHA,2007
Jake Voskuhl,"$2,000,000",CHA,2007
Walter Herrmann,"$1,800,000",CHA,2007
Sean May,"$1,740,720",CHA,2007
Matt Carroll,"$1,188,000",CHA,2007
Derek Anderson,"$901,397",CHA,2007
Ryan Hollins,"$412,718",CHA,2007
Alan Anderson,"$102,131",CHA,2007
Kevin Burleson,"$70,000",CHA,2007
Totals,"$41,964,046",CHA,2007
Jason Richardson,"$11,111,110",CHA,2008
Gerald Wallace,"$9,500,000",CHA,2008
Nazr Mohammed,"$5,632,200",CHA,2008
Matt Carroll,"$5,450,000",CHA,2008
Emeka Okafor,"$5,427,307",CHA,2008
Adam Morrison,"$3,887,880",CHA,2008
Raymond Felton,"$3,274,440",CHA,2008
Othella Harrington,"$2,376,000",CHA,2008
Sean May,"$1,862,160",CHA,2008
Derek Anderson,"$1,219,590",CHA,2008
Jeff McInnis,"$1,219,590",CHA,2008
Jared Dudley,"$1,137,000",CHA,2008
Ryan Hollins,"$687,456",CHA,2008
Earl Boykins,"$533,572",CHA,2008
Jermareo Davidson,"$427,163",CHA,2008
Totals,"$53,745,468",CHA,2008
Emeka Okafor,"$9,537,500",CHA,2009
Gerald Wallace,"$9,500,000",CHA,2009
Boris Diaw,"$9,000,000",CHA,2009
Nazr Mohammed,"$6,049,400",CHA,2009
Vladimir Radmanovic,"$6,049,400",CHA,2009
DeSagana Diop,"$5,585,000",CHA,2009
Raja Bell,"$5,000,000",CHA,2009
Raymond Felton,"$4,148,716",CHA,2009
Sean May,"$2,661,027",CHA,2009
DJ Augustin,"$2,208,960",CHA,2009
Alexis Ajinca,"$1,276,320",CHA,2009
Juwan Howard,"$928,143",CHA,2009
Sean Singletary,"$442,114",CHA,2009
Cartier Martin,"$200,252",CHA,2009
Linton Johnson,"$125,374",CHA,2009
Andre Brown,"$107,908",CHA,2009
Dwayne Jones,"$46,812",CHA,2009
Totals,"$62,866,926",CHA,2009
Tyson Chandler,"$11,850,000",CHA,2010
Gerald Wallace,"$9,075,000",CHA,2010
Boris Diaw,"$9,000,000",CHA,2010
Stephen Jackson,"$7,650,000",CHA,2010
Nazr Mohammed,"$6,466,600",CHA,2010
DeSagana Diop,"$6,031,800",CHA,2010
Raymond Felton,"$5,501,196",CHA,2010
Tyrus Thomas,"$4,743,598",CHA,2010
DJ Augustin,"$2,385,480",CHA,2010
Gerald Henderson,"$1,957,080",CHA,2010
Alexis Ajinca,"$1,372,080",CHA,2010
Theo Ratliff,"$1,306,455",CHA,2010
Stephen Graham,"$884,881",CHA,2010
Derrick Brown,"$457,588",CHA,2010
Totals,"$68,681,758",CHA,2010
Boris Diaw,"$9,000,000",CHA,2011
Stephen Jackson,"$8,453,250",CHA,2011
Joel Przybilla,"$7,405,300",CHA,2011
Morris Peterson,"$6,665,000",CHA,2011
Tyrus Thomas,"$6,611,570",CHA,2011
DeSagana Diop,"$6,478,600",CHA,2011
Matt Carroll,"$4,300,000",CHA,2011
Shaun Livingston,"$3,500,000",CHA,2011
Eduardo Najera,"$3,000,000",CHA,2011
DJ Augustin,"$2,540,400",CHA,2011
Gerald Henderson,"$2,103,840",CHA,2011
Sean Marks,"$1,264,687",CHA,2011
Kwame Brown,"$1,229,255",CHA,2011
DJ White,"$1,108,680",CHA,2011
Dominic McGuire,"$884,120",CHA,2011
Dante Cunningham,"$762,195",CHA,2011
Derrick Brown,"$762,195",CHA,2011
Sherron Collins,"$473,604",CHA,2011
Totals,"$66,542,696",CHA,2011
Corey Maggette,"$10,262,069",CHA,2012
Boris Diaw,"$9,000,000",CHA,2012
Tyrus Thomas,"$7,305,765",CHA,2012
DeSagana Diop,"$6,925,400",CHA,2012
Matt Carroll,"$3,900,000",CHA,2012
DJ Augustin,"$3,236,470",CHA,2012
Bismack Biyombo,"$2,798,040",CHA,2012
Eduardo Najera,"$2,750,000",CHA,2012
Reggie Williams,"$2,500,000",CHA,2012
Kemba Walker,"$2,356,320",CHA,2012
Gerald Henderson,"$2,250,600",CHA,2012
DJ White,"$2,001,167",CHA,2012
BJ Mullens,"$1,288,200",CHA,2012
Derrick Brown,"$854,389",CHA,2012
Cory Higgins,"$473,604",CHA,2012
Totals,"$57,902,024",CHA,2012
Ben Gordon,"$12,400,000",CHA,2013
Tyrus Thomas,"$8,000,000",CHA,2013
DeSagana Diop,"$7,372,200",CHA,2013
Ramon Sessions,"$5,000,000",CHA,2013
Michael Kidd-Gilchrist,"$4,602,720",CHA,2013
Josh McRoberts,"$3,135,000",CHA,2013
Gerald Henderson,"$3,101,326",CHA,2013
Bismack Biyombo,"$3,007,920",CHA,2013
Kemba Walker,"$2,532,960",CHA,2013
Reggie Williams,"$2,500,000",CHA,2013
BJ Mullens,"$2,253,061",CHA,2013
Brendan Haywood,"$2,000,000",CHA,2013
Cory Higgins,"$762,195",CHA,2013
Jeff Adrien,"$653,356",CHA,2013
Jeffery Taylor,"$550,000",CHA,2013
Jannero Pargo,"$251,828",CHA,2013
Totals,"$58,122,566",CHA,2013
Al Jefferson,"$13,500,000",CHA,2014
Ben Gordon,"$13,200,000",CHA,2014
Tyrus Thomas,"$8,694,215",CHA,2014
Gerald Henderson,"$6,000,000",CHA,2014
Michael Kidd-Gilchrist,"$4,809,840",CHA,2014
Luke Ridnour,"$4,320,000",CHA,2014
Cody Zeller,"$3,857,040",CHA,2014
Gary Neal,"$3,250,000",CHA,2014
Bismack Biyombo,"$3,217,680",CHA,2014
Kemba Walker,"$2,709,720",CHA,2014
Josh McRoberts,"$2,652,000",CHA,2014
Jannero Pargo,"$1,399,507",CHA,2014
Jeffery Taylor,"$788,872",CHA,2014
Chris Douglas-Roberts,"$535,288",CHA,2014
James Southerland,"$126,870",CHA,2014
Justin Hamilton,"$28,834",CHA,2014
Totals,"$60,395,651",CHA,2014
Al Jefferson,"$13,500,000",CHA,2015
Tyrus Thomas,"$9,388,430",CHA,2015
Lance Stephenson,"$9,000,000",CHA,2015
Marvin Williams,"$7,000,000",CHA,2015
Gerald Henderson,"$6,000,000",CHA,2015
Michael Kidd-Gilchrist,"$5,016,960",CHA,2015
Bismack Biyombo,"$4,086,453",CHA,2015
Cody Zeller,"$4,030,560",CHA,2015
Maurice Williams,"$3,750,000",CHA,2015
Kemba Walker,"$3,452,183",CHA,2015
Brian Roberts,"$2,732,000",CHA,2015
Noah Vonleh,"$2,524,200",CHA,2015
Jannero Pargo,"$1,448,490",CHA,2015
Jason Maxiell,"$1,316,809",CHA,2015
PJ Hairston,"$1,149,720",CHA,2015
Jeffery Taylor,"$915,243",CHA,2015
Troy Daniels,"$816,482",CHA,2015
Elliot Williams,"$53,837",CHA,2015
Totals,"$66,792,937",CHA,2015
Al Jefferson,"$13,500,000",CHA,2016
Kemba Walker,"$12,000,000",CHA,2016
Nicolas Batum,"$11,860,750",CHA,2016
Marvin Williams,"$7,000,000",CHA,2016
Michael Kidd-Gilchrist,"$6,331,403",CHA,2016
Courtney Lee,"$5,675,000",CHA,2016
Spencer Hawes,"$5,543,725",CHA,2016
Cody Zeller,"$4,204,200",CHA,2016
Jeremy Lamb,"$3,034,356",CHA,2016
Frank Kaminsky,"$2,612,520",CHA,2016
Jeremy Lin,"$2,139,000",CHA,2016
Tyler Hansbrough,"$1,185,784",CHA,2016
Troy Daniels,"$947,276",CHA,2016
Aaron Harrison,"$525,093",CHA,2016
Jorge Gutierrez,"$300,899",CHA,2016
Totals,"$76,860,006",CHA,2016
Nicolas Batum,"$20,869,566",CHA,2017
Michael Kidd-Gilchrist,"$13,000,000",CHA,2017
Miles Plumlee,"$12,400,000",CHA,2017
Marvin Williams,"$12,250,000",CHA,2017
Kemba Walker,"$12,000,000",CHA,2017
Jeremy Lamb,"$7,000,000",CHA,2017
Marco Belinelli,"$6,333,333",CHA,2017
Ramon Sessions,"$6,000,000",CHA,2017
Cody Zeller,"$5,318,313",CHA,2017
Frank Kaminsky,"$2,730,000",CHA,2017
Chris Andersen,"$1,551,659",CHA,2017
Brian Roberts,"$1,050,961",CHA,2017
Christian Wood,"$874,636",CHA,2017
Treveon Graham,"$543,471",CHA,2017
Aaron Harrison,"$365,289",CHA,2017
Johnny O'Bryant,"$276,825",CHA,2017
Briante Weber,"$231,521",CHA,2017
Mike Tobey,"$138,937",CHA,2017
Ray McCallum,"$119,493",CHA,2017
Totals,"$103,054,004",CHA,2017
Dwight Howard,"$23,500,000",CHA,2018
Nicolas Batum,"$22,434,783",CHA,2018
Marvin Williams,"$13,168,750",CHA,2018
Michael Kidd-Gilchrist,"$13,000,000",CHA,2018
Cody Zeller,"$12,584,270",CHA,2018
Kemba Walker,"$12,000,000",CHA,2018
Jeremy Lamb,"$7,000,000",CHA,2018
Malik Monk,"$2,904,480",CHA,2018
Frank Kaminsky,"$2,847,600",CHA,2018
Michael Carter-Williams,"$2,700,000",CHA,2018
Julyan Stone,"$1,524,305",CHA,2018
Willy Hernangomez,"$1,435,750",CHA,2018
Treveon Graham,"$1,312,611",CHA,2018
Dwayne Bacon,"$815,615",CHA,2018
Mangok Mathiang,"$77,250",CHA,2018
Marcus Paige,"$77,250",CHA,2018
Totals,"$117,382,664",CHA,2018
Nicolas Batum,"$24,000,000",CHA,2019
Bismack Biyombo,"$17,000,000",CHA,2019
Marvin Williams,"$14,087,500",CHA,2019
Cody Zeller,"$13,528,090",CHA,2019
Michael Kidd-Gilchrist,"$13,000,000",CHA,2019
Kemba Walker,"$12,000,000",CHA,2019
Jeremy Lamb,"$7,000,000",CHA,2019
Tony Parker,"$5,000,000",CHA,2019
Frank Kaminsky,"$3,627,842",CHA,2019
Malik Monk,"$3,447,480",CHA,2019
Miles Bridges,"$3,206,640",CHA,2019
Shelvin Mack,"$1,512,601",CHA,2019
Willy Hernangomez,"$1,496,500",CHA,2019
Dwayne Bacon,"$1,378,242",CHA,2019
Devonte Graham,"$988,464",CHA,2019
Joe Chealey,"$77,250",CHA,2019
JP Macura,"$77,250",CHA,2019
Totals,"$121,427,859",CHA,2019
Nicolas Batum,"$25,565,217",CHA,2020
Terry Rozier,"$19,894,737",CHA,2020
Bismack Biyombo,"$17,000,000",CHA,2020
Cody Zeller,"$14,471,910",CHA,2020
Malik Monk,"$4,028,400",CHA,2020
PJ Washington,"$3,831,840",CHA,2020
Miles Bridges,"$3,755,400",CHA,2020
Willy Hernangomez,"$1,676,735",CHA,2020
Dwayne Bacon,"$1,618,520",CHA,2020
Devonte Graham,"$1,416,852",CHA,2020
Cody Martin,"$1,173,310",CHA,2020
Jalen McDaniels,"$898,310",CHA,2020
Caleb Martin,"$898,310",CHA,2020
Joe Chealey,"$163,356",CHA,2020
Raymond Spalding,"$79,568",CHA,2020
Kobi Simmons,"$79,568",CHA,2020
Totals,"$96,552,033",CHA,2020
Gordon Hayward,"$28,500,000",CHA,2021
Terry Rozier,"$18,900,000",CHA,2021
Cody Zeller,"$15,415,730",CHA,2021
Nicolas Batum,"$9,043,478",CHA,2021
LaMelo Ball,"$7,839,960",CHA,2021
Malik Monk,"$5,345,687",CHA,2021
PJ Washington,"$4,023,600",CHA,2021
Miles Bridges,"$3,934,320",CHA,2021
Bismack Biyombo,"$3,500,000",CHA,2021
Brad Wanamaker,"$2,250,000",CHA,2021
Devonte Graham,"$1,663,861",CHA,2021
Cody Martin,"$1,517,981",CHA,2021
Caleb Martin,"$1,517,981",CHA,2021
Jalen McDaniels,"$1,517,981",CHA,2021
Vernon Carey,"$1,350,000",CHA,2021
Nick Richards,"$1,000,000",CHA,2021
Grant Riller,"$449,115",CHA,2021
Nate Darling,"$449,115",CHA,2021
Totals,"$108,218,809",CHA,2021
Gordon Hayward,"$29,925,000",CHA,2022
Terry Rozier,"$17,905,263",CHA,2022
Kelly Oubre,"$12,000,000",CHA,2022
Montrezl Harrell,"$9,720,900",CHA,2022
Mason Plumlee,"$9,248,333",CHA,2022
Nicolas Batum,"$8,856,969",CHA,2022
LaMelo Ball,"$8,231,760",CHA,2022
Miles Bridges,"$5,421,493",CHA,2022
PJ Washington,"$4,215,120",CHA,2022
James Bouknight,"$4,154,400",CHA,2022
Kai Jones,"$2,770,560",CHA,2022
Wesley Iwundu,"$1,824,003",CHA,2022
Jalen McDaniels,"$1,782,621",CHA,2022
Cody Martin,"$1,782,621",CHA,2022
Nick Richards,"$1,517,981",CHA,2022
JT Thor,"$1,250,000",CHA,2022
Isaiah Thomas,"$607,284",CHA,2022
Scottie Lewis,"$462,629",CHA,2022
Arnoldas Kulboka,"$462,629",CHA,2022
Totals,"$122,139,566",CHA,2022
Gordon Hayward,"$30,075,000",CHA,2023
Terry Rozier,"$21,486,316",CHA,2023
Kelly Oubre,"$12,600,000",CHA,2023
Reggie Jackson,"$10,876,844",CHA,2023
Nicolas Batum,"$8,856,969",CHA,2023
LaMelo Ball,"$8,623,920",CHA,2023
Cody Martin,"$7,000,000",CHA,2023
PJ Washington,"$5,808,435",CHA,2023
James Bouknight,"$4,362,240",CHA,2023
Mark Williams,"$3,722,040",CHA,2023
Kai Jones,"$2,909,040",CHA,2023
Dennis Smith,"$2,133,278",CHA,2023
Sviatoslav Mykhailiuk,"$1,968,175",CHA,2023
Nick Richards,"$1,782,621",CHA,2023
JT Thor,"$1,563,518",CHA,2023
Bryce McGowens,"$1,461,055",CHA,2023
Theo Maledon,"$508,891",CHA,2023
Xavier Sneed,"$102,910",CHA,2023
Kobi Simmons,"$32,795",CHA,2023
Totals,"$125,874,047",CHA,2023
Kyle Lowry,"$28,543,576",CHA,2024
Davis Bertans,"$17,000,000",CHA,2024
Grant Williams,"$12,405,000",CHA,2024
LaMelo Ball,"$10,900,635",CHA,2024
Brandon Miller,"$10,880,364",CHA,2024
Miles Bridges,"$7,921,300",CHA,2024
Vasilije Micic,"$7,723,000",CHA,2024
Cody Martin,"$7,560,000",CHA,2024
Nick Richards,"$5,000,000",CHA,2024
James Bouknight,"$4,570,080",CHA,2024
Seth Curry,"$4,000,000",CHA,2024
Mark Williams,"$3,908,160",CHA,2024
Ishmael Smith,"$3,196,448",CHA,2024
Tre Mann,"$3,191,400",CHA,2024
Kai Jones,"$3,047,880",CHA,2024
Frank Ntilikina,"$2,528,233",CHA,2024
Nick Smith,"$2,463,912",CHA,2024
JT Thor,"$1,836,096",CHA,2024
Bryce McGowens,"$1,719,864",CHA,2024
Aleksej Pokusevski,"$565,176",CHA,2024
Amari Bailey,"$559,782",CHA,2024
Leaky Black,"$559,782",CHA,2024
Nathan Mensah,"$395,708",CHA,2024
Marques Bolden,"$257,629",CHA,2024
Edmond Sumner,"$40,459",CHA,2024
Totals,"$135,774,484",CHA,2024
Michael Jordan,"$2,500,000",CHI,1991
Bill Cartwright,"$1,100,000",CHI,1991
Horace Grant,"$1,000,000",CHI,1991
Stacey King,"$1,000,000",CHI,1991
Dennis Hopson,"$915,000",CHI,1991
Scottie Pippen,"$765,000",CHI,1991
Cliff Levingston,"$750,000",CHI,1991
Craig Hodges,"$600,000",CHI,1991
Will Perdue,"$450,000",CHI,1991
BJ Armstrong,"$425,000",CHI,1991
John Paxson,"$385,000",CHI,1991
Scott Williams,"$150,000",CHI,1991
Totals,"$10,040,000",CHI,1991
Michael Jordan,"$3,250,000",CHI,1992
Scottie Pippen,"$2,770,000",CHI,1992
Bill Cartwright,"$2,000,000",CHI,1992
Horace Grant,"$1,750,000",CHI,1992
John Paxson,"$1,600,000",CHI,1992
Cliff Levingston,"$1,350,000",CHI,1992
Stacey King,"$1,100,000",CHI,1992
Craig Hodges,"$700,000",CHI,1992
Bob Hansen,"$600,000",CHI,1992
Will Perdue,"$500,000",CHI,1992
BJ Armstrong,"$435,000",CHI,1992
Scott Williams,"$350,000",CHI,1992
Mark Randall,"$180,000",CHI,1992
Rory Sparrow,"$126,000",CHI,1992
Chuck Nevitt,"$118,000",CHI,1992
Totals,"$16,829,000",CHI,1992
Michael Jordan,"$4,000,000",CHI,1993
Scottie Pippen,"$3,425,000",CHI,1993
Bill Cartwright,"$2,200,000",CHI,1993
Horace Grant,"$1,900,000",CHI,1993
Stacey King,"$1,400,000",CHI,1993
John Paxson,"$1,200,000",CHI,1993
Rodney McCray,"$1,075,000",CHI,1993
Will Perdue,"$625,000",CHI,1993
Scott Williams,"$613,000",CHI,1993
Bob Hansen,"$600,000",CHI,1993
BJ Armstrong,"$540,000",CHI,1993
Craig Hodges,"$400,000",CHI,1993
Trent Tucker,"$350,000",CHI,1993
Corey Williams,"$200,000",CHI,1993
Ricky Blanton,"$8,000",CHI,1993
Totals,"$18,536,000",CHI,1993
Michael Jordan,"$4,000,000",CHI,1994
Scottie Pippen,"$3,075,000",CHI,1994
Bill Cartwright,"$2,400,000",CHI,1994
Horace Grant,"$1,950,000",CHI,1994
Stacey King,"$1,600,000",CHI,1994
Will Perdue,"$1,200,000",CHI,1994
Toni Kukoc,"$1,025,000",CHI,1994
John Paxson,"$800,000",CHI,1994
Scott Williams,"$641,000",CHI,1994
Corie Blount,"$620,000",CHI,1994
BJ Armstrong,"$620,000",CHI,1994
Steve Kerr,"$150,000",CHI,1994
Bill Wennington,"$150,000",CHI,1994
Pete Myers,"$150,000",CHI,1994
A.J. English,"$150,000",CHI,1994
Totals,"$18,531,000",CHI,1994
Michael Jordan,"$3,850,000",CHI,1995
Toni Kukoc,"$3,260,000",CHI,1995
BJ Armstrong,"$2,800,000",CHI,1995
Ron Harper,"$2,400,000",CHI,1995
Scottie Pippen,"$2,225,000",CHI,1995
Luc Longley,"$1,590,000",CHI,1995
Will Perdue,"$1,056,225",CHI,1995
Bill Wennington,"$1,000,000",CHI,1995
Corie Blount,"$845,000",CHI,1995
Dickey Simpkins,"$650,000",CHI,1995
Steve Kerr,"$620,000",CHI,1995
Pete Myers,"$545,000",CHI,1995
Larry Krystkowiak,"$515,000",CHI,1995
John Paxson,"$400,000",CHI,1995
Jud Buechler,"$150,000",CHI,1995
Greg Foster,"$80,500",CHI,1995
Jo Jo English,"$50,000",CHI,1995
Kevin Rankin,"$11,404",CHI,1995
Kenny Harris,"$5,000",CHI,1995
Totals,"$22,053,129",CHI,1995
Michael Jordan,"$3,850,000",CHI,1996
Toni Kukoc,"$3,560,000",CHI,1996
Ron Harper,"$3,120,000",CHI,1996
Scottie Pippen,"$2,925,000",CHI,1996
Dennis Rodman,"$2,500,000",CHI,1996
Luc Longley,"$2,300,000",CHI,1996
Bill Wennington,"$1,000,000",CHI,1996
Randy Brown,"$900,000",CHI,1996
Dickey Simpkins,"$845,000",CHI,1996
Steve Kerr,"$800,000",CHI,1996
Jason Caffey,"$627,000",CHI,1996
Larry Krystkowiak,"$335,000",CHI,1996
Jud Buechler,"$300,000",CHI,1996
Jack Haley,"$225,000",CHI,1996
James Edwards,"$225,000",CHI,1996
Totals,"$23,512,000",CHI,1996
Michael Jordan,"$30,140,000",CHI,1997
Dennis Rodman,"$9,000,000",CHI,1997
Toni Kukoc,"$3,960,000",CHI,1997
Ron Harper,"$3,840,000",CHI,1997
Luc Longley,"$2,790,000",CHI,1997
Scottie Pippen,"$2,250,000",CHI,1997
Randy Brown,"$1,300,000",CHI,1997
Dickey Simpkins,"$1,040,000",CHI,1997
Bill Wennington,"$1,000,000",CHI,1997
Robert Parish,"$1,000,000",CHI,1997
Steve Kerr,"$750,000",CHI,1997
Jason Caffey,"$700,000",CHI,1997
Jud Buechler,"$500,000",CHI,1997
Totals,"$58,270,000",CHI,1997
Michael Jordan,"$33,140,000",CHI,1998
Ron Harper,"$4,560,000",CHI,1998
Toni Kukoc,"$4,560,000",CHI,1998
Dennis Rodman,"$4,500,000",CHI,1998
Luc Longley,"$3,184,900",CHI,1998
Scottie Pippen,"$2,775,000",CHI,1998
Bill Wennington,"$1,800,000",CHI,1998
Scott Burrell,"$1,430,000",CHI,1998
Randy Brown,"$1,260,000",CHI,1998
Robert Parish,"$1,150,000",CHI,1998
Jason Caffey,"$850,920",CHI,1998
Steve Kerr,"$750,000",CHI,1998
Keith Booth,"$597,600",CHI,1998
Jud Buechler,"$500,000",CHI,1998
Joe Kleine,"$272,250",CHI,1998
Totals,"$61,330,670",CHI,1998
Ron Harper,"$5,280,000",CHI,1999
Toni Kukoc,"$4,610,000",CHI,1999
Brent Barry,"$3,600,000",CHI,1999
Andrew Lang,"$3,068,000",CHI,1999
Chuck Person,"$2,860,000",CHI,1999
Mark Bryant,"$2,050,000",CHI,1999
Randy Brown,"$1,320,000",CHI,1999
Bill Wennington,"$1,000,000",CHI,1999
Roy Rogers,"$862,560",CHI,1999
Martin Muursepp,"$763,200",CHI,1999
Keith Booth,"$687,240",CHI,1999
Corey Benjamin,"$540,000",CHI,1999
Jeff Sanders,"$475,000",CHI,1999
Rusty Larue,"$350,000",CHI,1999
Bubba Wells,"$312,000",CHI,1999
Kornel David,"$287,500",CHI,1999
Charles Jones,"$287,500",CHI,1999
Cory Carr,"$287,500",CHI,1999
Dickey Simpkins,,CHI,1999
Totals,"$28,640,500",CHI,1999
Will Perdue,"$5,300,000",CHI,2000
Hersey Hawkins,"$4,164,100",CHI,2000
John Starks,"$4,000,000",CHI,2000
Elton Brand,"$3,375,960",CHI,2000
Dickey Simpkins,"$1,500,000",CHI,2000
Randy Brown,"$1,200,000",CHI,2000
Chris Anstey,"$1,113,720",CHI,2000
Metta World Peace,"$1,079,760",CHI,2000
Fred Hoiberg,"$800,000",CHI,2000
Keith Booth,"$776,880",CHI,2000
Corey Benjamin,"$696,000",CHI,2000
Matt Maloney,"$600,000",CHI,2000
Bruce Bowen,"$510,000",CHI,2000
BJ Armstrong,"$510,000",CHI,2000
James Cotton,"$460,000",CHI,2000
Michael Ruffin,"$401,875",CHI,2000
Kornel David,"$175,882",CHI,2000
Dedric Willoughby,"$134,956",CHI,2000
Lari Ketner,"$92,338",CHI,2000
Rusty Larue,"$40,588",CHI,2000
Khalid Reeves,"$30,309",CHI,2000
Chris Carr,"$30,000",CHI,2000
Maceo Baston,"$20,000",CHI,2000
Brett Robisch,"$20,000",CHI,2000
Totals,"$27,032,368",CHI,2000
Ron Mercer,"$5,520,000",CHI,2001
Brad Miller,"$4,000,000",CHI,2001
Elton Brand,"$3,629,160",CHI,2001
Hersey Hawkins,"$3,560,000",CHI,2001
Marcus Fizer,"$2,562,000",CHI,2001
Dragan Tarlac,"$2,500,000",CHI,2001
Jamal Crawford,"$1,762,320",CHI,2001
Bryce Drew,"$1,182,600",CHI,2001
Metta World Peace,"$1,160,760",CHI,2001
Fred Hoiberg,"$880,000",CHI,2001
Dalibor Bagaric,"$795,000",CHI,2001
Corey Benjamin,"$749,160",CHI,2001
Michael Ruffin,"$440,000",CHI,2001
AJ Guyton,"$316,969",CHI,2001
Jake Voskuhl,"$316,969",CHI,2001
Khalid El-Amin,"$316,969",CHI,2001
Totals,"$29,691,907",CHI,2001
Ron Mercer,"$6,750,000",CHI,2002
Charles Oakley,"$6,545,000",CHI,2002
Eddie Robinson,"$5,170,000",CHI,2002
Brad Miller,"$4,400,000",CHI,2002
Tyson Chandler,"$3,308,160",CHI,2002
Greg Anthony,"$3,000,000",CHI,2002
Marcus Fizer,"$2,754,120",CHI,2002
Eddy Curry,"$2,678,400",CHI,2002
Jamal Crawford,"$1,894,560",CHI,2002
Fred Hoiberg,"$1,600,000",CHI,2002
Metta World Peace,"$1,241,760",CHI,2002
Dalibor Bagaric,"$854,640",CHI,2002
Kevin Ollie,"$590,850",CHI,2002
Michael Ruffin,"$540,850",CHI,2002
AJ Guyton,"$465,850",CHI,2002
Soumaila Samake,"$465,850",CHI,2002
Trenton Hassell,"$332,817",CHI,2002
Totals,"$42,592,857",CHI,2002
Jalen Rose,"$12,072,500",CHI,2003
Eddie Robinson,"$5,687,000",CHI,2003
Donyell Marshall,"$4,186,542",CHI,2003
Tyson Chandler,"$3,556,200",CHI,2003
