Team,GP,POSS,FREQ%,PPP,Points,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE,year,playtype,full_name
CHA,4,28,7.2,1.2,33.0,11,21,52.4,57.1,21.4,7.1,17.9,4.0,57.1,13.3,2014,pr_roll,Charlotte Bobcats
GSW,7,41,5.3,0.9,37.0,14,31,45.2,46.8,17.1,9.8,12.2,2.0,48.8,80.0,2014,pr_roll,Golden State Warriors
MEM,7,40,5.2,1.0,40.0,17,34,50.0,50.0,10.0,7.5,10.0,2.0,50.0,46.2,2014,pr_roll,Memphis Grizzlies
TOR,7,46,6.6,1.0,46.0,18,38,47.4,50.0,10.9,4.3,13.0,2.0,47.8,46.2,2014,pr_roll,Toronto Raptors
ATL,7,46,6.5,1.1,49.0,21,40,52.5,57.5,6.5,6.5,6.5,0.0,50.0,26.7,2014,pr_roll,Atlanta Hawks
HOU,6,59,8.8,0.9,53.0,21,51,41.2,41.2,16.9,1.7,16.9,5.0,45.8,93.3,2014,pr_roll,Houston Rockets
POR,11,56,4.5,1.0,56.0,24,52,46.2,47.1,12.5,1.8,10.7,7.0,48.2,46.2,2014,pr_roll,Portland Trail Blazers
DAL,7,55,7.8,1.3,73.0,28,45,62.2,64.4,20.0,1.8,20.0,4.0,67.3,0.0,2014,pr_roll,Dallas Mavericks
WAS,11,105,9.7,0.8,88.0,36,87,41.4,42.0,8.6,9.5,7.6,1.0,41.0,100.0,2014,pr_roll,Washington Wizards
LAC,13,95,6.6,1.0,92.0,36,76,47.4,50.7,11.6,10.5,10.5,2.0,47.4,66.7,2014,pr_roll,Los Angeles Clippers
BKN,12,76,6.6,1.2,93.0,39,56,69.6,72.3,13.2,14.5,11.8,1.0,63.2,6.7,2014,pr_roll,Brooklyn Nets
MIA,20,122,6.3,1.0,121.0,49,98,50.0,53.1,9.0,13.1,9.0,2.0,46.7,60.0,2014,pr_roll,Miami Heat
OKC,19,116,5.6,1.2,134.0,54,95,56.8,56.8,17.2,2.6,15.5,3.0,60.3,20.0,2014,pr_roll,Oklahoma City Thunder
IND,19,182,9.7,1.0,174.0,67,154,43.5,48.7,9.9,7.7,9.3,3.0,44.0,73.3,2014,pr_roll,Indiana Pacers
SAS,23,171,7.1,1.0,177.0,73,144,50.7,51.4,14.0,4.1,14.0,2.0,52.6,33.3,2014,pr_roll,San Antonio Spurs
CHA,4,4,1.0,0.5,2.0,1,3,33.3,33.3,0.0,25.0,0.0,0.0,25.0,0.0,2014,hand_off,Charlotte Bobcats
MEM,7,19,2.5,0.4,8.0,4,15,26.7,26.7,0.0,21.0,0.0,0.0,21.0,100.0,2014,hand_off,Memphis Grizzlies
HOU,6,12,1.8,0.8,9.0,3,10,30.0,40.0,8.0,8.0,8.0,0.0,33.0,83.3,2014,hand_off,Houston Rockets
ATL,7,13,1.8,0.8,10.0,3,11,27.3,31.8,15.0,0.0,15.0,0.0,38.0,61.5,2014,hand_off,Atlanta Hawks
TOR,7,8,1.1,1.4,11.0,5,7,71.4,78.6,0.0,12.0,0.0,0.0,62.0,0.0,2014,hand_off,Toronto Raptors
LAC,13,11,0.8,1.1,12.0,5,9,55.6,55.6,9.0,9.0,9.0,0.0,55.0,7.7,2014,hand_off,Los Angeles Clippers
CHI,5,27,5.4,0.7,19.0,9,23,39.1,39.1,4.0,15.0,4.0,4.0,33.0,92.3,2014,hand_off,Chicago Bulls
DAL,7,25,3.5,0.9,22.0,10,21,47.6,52.4,0.0,16.0,0.0,0.0,40.0,53.8,2014,hand_off,Dallas Mavericks
GSW,7,26,3.4,0.9,23.0,7,18,38.9,44.4,12.0,19.0,8.0,0.0,38.0,46.2,2014,hand_off,Golden State Warriors
BKN,12,31,2.7,0.9,29.0,8,25,32.0,36.0,23.0,3.0,19.0,6.0,42.0,30.8,2014,hand_off,Brooklyn Nets
WAS,11,54,5.0,0.8,41.0,15,51,29.4,36.3,4.0,2.0,4.0,0.0,31.0,69.2,2014,hand_off,Washington Wizards
MIA,20,53,2.7,0.9,48.0,19,44,43.2,47.7,9.0,11.0,9.0,4.0,42.0,38.5,2014,hand_off,Miami Heat
SAS,23,64,2.7,0.8,48.0,20,53,37.7,40.6,6.0,16.0,6.0,5.0,33.0,83.3,2014,hand_off,San Antonio Spurs
POR,11,59,4.8,1.0,57.0,22,51,43.1,47.1,8.0,5.0,7.0,0.0,46.0,23.1,2014,hand_off,Portland Trail Blazers
IND,19,70,3.7,1.0,73.0,28,56,50.0,58.9,4.0,13.0,7.0,0.0,44.0,15.4,2014,hand_off,Indiana Pacers
OKC,19,92,4.4,1.2,110.0,46,80,57.5,63.1,5.0,8.0,5.0,0.0,54.0,0.0,2014,hand_off,Oklahoma City Thunder
CHA,4,26,6.7,1.3,33.0,13,20,65.0,65.0,19.2,3.8,15.4,0.0,69.2,26.7,2014,cut,Charlotte Bobcats
MEM,7,35,4.5,1.3,45.0,20,27,74.0,74.0,11.4,17.1,11.4,6.0,62.9,20.0,2014,cut,Memphis Grizzlies
HOU,6,37,5.5,1.3,48.0,19,30,63.0,63.0,18.9,2.7,16.2,3.0,64.9,13.3,2014,cut,Houston Rockets
GSW,7,39,5.1,1.3,52.0,21,25,84.0,84.0,28.2,12.8,28.2,5.0,69.2,6.7,2014,cut,Golden State Warriors
CHI,5,53,10.6,1.0,52.0,18,41,44.0,44.0,20.8,1.9,18.9,0.0,52.8,100.0,2014,cut,Chicago Bulls
ATL,7,58,8.2,1.2,69.0,29,48,60.0,60.0,13.8,3.4,10.3,0.0,62.1,60.0,2014,cut,Atlanta Hawks
TOR,7,57,8.2,1.2,70.0,24,40,60.0,60.0,24.6,5.3,22.8,2.0,64.9,46.7,2014,cut,Toronto Raptors
DAL,7,60,8.5,1.3,76.0,31,50,62.0,62.0,16.7,1.7,16.7,2.0,65.0,33.3,2014,cut,Dallas Mavericks
POR,11,73,5.9,1.1,77.0,30,55,55.0,55.0,19.2,6.8,19.2,1.0,56.2,93.3,2014,cut,Portland Trail Blazers
BKN,12,74,6.4,1.4,100.0,35,56,62.0,62.0,28.4,1.4,25.7,5.0,68.9,0.0,2014,cut,Brooklyn Nets
WAS,11,86,7.9,1.2,104.0,42,64,66.0,66.0,19.8,10.5,19.8,6.0,59.3,53.3,2014,cut,Washington Wizards
IND,19,120,6.4,1.1,130.0,56,97,58.0,58.0,12.5,7.5,10.8,1.0,55.8,86.7,2014,cut,Indiana Pacers
SAS,23,140,5.8,1.2,161.0,66,114,58.0,58.0,19.3,6.4,18.6,7.0,57.1,66.7,2014,cut,San Antonio Spurs
OKC,19,159,7.7,1.1,181.0,76,129,59.0,59.0,15.1,7.5,14.5,4.0,58.5,73.3,2014,cut,Oklahoma City Thunder
LAC,13,149,10.4,1.2,183.0,80,119,67.0,67.0,13.4,8.1,14.1,2.0,63.1,40.0,2014,cut,Los Angeles Clippers
MIA,20,181,9.4,1.1,206.0,84,148,57.0,57.0,16.0,6.1,14.9,4.0,58.0,80.0,2014,cut,Miami Heat
CHI,5,14,2.8,0.9,12.0,4,12,33.3,45.8,7.1,7.1,0.0,0.0,35.7,93.3,2014,off_screen,Chicago Bulls
DAL,7,21,3.0,1.0,22.0,9,17,52.9,64.7,0.0,19.0,0.0,0.0,42.9,40.0,2014,off_screen,Dallas Mavericks
CHA,4,34,8.8,0.8,27.0,9,27,33.3,35.2,11.8,8.8,12.0,0.0,38.2,100.0,2014,off_screen,Charlotte Bobcats
TOR,7,36,5.2,0.9,31.0,14,35,40.0,42.9,2.8,0.0,6.0,3.0,38.9,86.7,2014,off_screen,Toronto Raptors
HOU,6,30,4.5,1.3,38.0,13,25,52.0,64.0,13.3,6.7,7.0,3.0,53.3,6.7,2014,off_screen,Houston Rockets
MEM,7,45,5.8,1.0,43.0,16,41,39.0,48.8,4.4,4.4,4.0,0.0,40.0,66.7,2014,off_screen,Memphis Grizzlies
GSW,7,37,4.8,1.2,44.0,16,31,51.6,61.3,8.1,8.1,5.0,0.0,51.4,13.3,2014,off_screen,Golden State Warriors
ATL,7,47,6.7,1.0,45.0,17,44,38.6,47.7,6.4,0.0,4.0,0.0,40.4,60.0,2014,off_screen,Atlanta Hawks
BKN,12,56,4.8,1.1,61.0,19,42,45.2,58.3,12.5,14.3,11.0,2.0,44.6,33.3,2014,off_screen,Brooklyn Nets
WAS,11,66,6.1,1.0,67.0,24,59,40.7,52.5,7.6,7.6,8.0,5.0,39.4,53.3,2014,off_screen,Washington Wizards
POR,11,46,3.7,1.5,70.0,25,41,61.0,76.8,6.5,4.3,7.0,0.0,60.9,0.0,2014,off_screen,Portland Trail Blazers
LAC,13,66,4.6,1.1,73.0,28,57,49.1,58.8,4.5,9.1,5.0,0.0,47.0,26.7,2014,off_screen,Los Angeles Clippers
OKC,19,106,5.1,0.9,93.0,39,100,39.0,43.5,2.8,3.8,3.0,1.0,38.7,80.0,2014,off_screen,Oklahoma City Thunder
MIA,20,82,4.2,1.2,97.0,36,65,55.4,70.0,6.1,17.1,5.0,2.0,47.6,20.0,2014,off_screen,Miami Heat
IND,19,109,5.8,1.0,114.0,41,97,42.3,53.6,7.3,7.3,7.0,4.0,40.4,46.7,2014,off_screen,Indiana Pacers
SAS,23,126,5.2,0.9,117.0,45,111,40.5,47.3,6.3,6.3,6.0,1.0,41.3,73.3,2014,off_screen,San Antonio Spurs
CHA,4,10,2.6,1.6,16.0,8,9,88.9,88.9,10.0,0.0,10.0,0.0,80.0,0.0,2014,oreb,Charlotte Bobcats
CHI,5,17,3.4,1.4,23.0,11,16,68.8,68.8,6.0,6.0,6.0,6.0,65.0,6.7,2014,oreb,Chicago Bulls
DAL,7,23,3.2,1.3,30.0,14,19,73.7,73.7,9.0,9.0,9.0,0.0,65.0,13.3,2014,oreb,Dallas Mavericks
TOR,7,33,4.7,1.0,34.0,16,29,55.2,55.2,3.0,9.0,3.0,0.0,52.0,60.0,2014,oreb,Toronto Raptors
GSW,7,40,5.2,1.0,39.0,14,32,43.8,45.3,18.0,8.0,18.0,5.0,48.0,86.7,2014,oreb,Golden State Warriors
ATL,7,38,5.4,1.1,42.0,16,30,53.3,55.0,18.0,5.0,16.0,3.0,55.0,46.7,2014,oreb,Atlanta Hawks
MEM,7,52,6.8,0.9,47.0,21,44,47.7,47.7,6.0,10.0,4.0,0.0,46.0,100.0,2014,oreb,Memphis Grizzlies
HOU,6,49,7.3,1.0,51.0,22,43,51.2,52.3,8.0,6.0,4.0,2.0,51.0,53.3,2014,oreb,Houston Rockets
BKN,12,54,4.7,1.0,54.0,25,47,53.2,53.2,7.0,9.0,7.0,4.0,50.0,73.3,2014,oreb,Brooklyn Nets
WAS,11,53,4.9,1.2,65.0,27,42,64.3,64.3,19.0,8.0,13.0,6.0,62.0,26.7,2014,oreb,Washington Wizards
POR,11,71,5.7,1.1,81.0,35,59,59.3,59.3,13.0,7.0,10.0,3.0,58.0,40.0,2014,oreb,Portland Trail Blazers
LAC,13,91,6.4,1.0,89.0,34,73,46.6,48.6,14.0,8.0,11.0,2.0,49.0,80.0,2014,oreb,Los Angeles Clippers
MIA,20,87,4.5,1.2,107.0,41,69,59.4,59.4,20.0,5.0,17.0,5.0,62.0,20.0,2014,oreb,Miami Heat
OKC,19,117,5.6,0.9,107.0,46,97,47.4,47.9,10.0,9.0,10.0,3.0,44.0,93.3,2014,oreb,Oklahoma City Thunder
IND,19,92,4.9,1.2,112.0,42,72,58.3,59.0,17.0,5.0,13.0,1.0,62.0,33.3,2014,oreb,Indiana Pacers
SAS,23,110,4.6,1.0,112.0,47,86,54.7,55.2,14.0,9.0,9.0,1.0,54.0,66.7,2014,oreb,San Antonio Spurs
CHI,5,75,14.9,1.1,83.0,32,73,43.8,55.5,4.0,2.7,4.0,4.0,42.7,13.3,2014,spot,Chicago Bulls
HOU,6,109,16.3,0.9,98.0,34,99,34.3,44.9,6.0,2.8,6.0,0.0,36.7,86.7,2014,spot,Houston Rockets
DAL,7,97,13.7,1.1,105.0,35,85,41.2,56.5,6.0,7.2,6.0,1.0,41.2,26.7,2014,spot,Dallas Mavericks
GSW,7,121,15.7,1.0,123.0,46,114,40.4,53.1,1.0,5.0,1.0,0.0,38.8,33.3,2014,spot,Golden State Warriors
CHA,4,108,27.8,1.2,128.0,46,99,46.5,60.1,6.0,3.7,6.0,2.0,47.2,6.7,2014,spot,Charlotte Bobcats
ATL,7,148,21.0,1.0,147.0,57,136,41.9,52.9,1.0,7.4,1.0,1.0,39.2,46.7,2014,spot,Atlanta Hawks
MEM,7,129,16.8,1.2,155.0,53,114,46.5,59.2,9.0,4.7,9.0,2.0,48.1,0.0,2014,spot,Memphis Grizzlies
TOR,7,167,24.0,0.9,158.0,56,149,37.6,47.3,10.0,5.4,8.0,4.0,38.9,73.3,2014,spot,Toronto Raptors
POR,11,167,13.5,1.0,167.0,56,146,38.4,49.7,8.0,4.8,8.0,0.0,40.7,40.0,2014,spot,Portland Trail Blazers
WAS,11,175,16.1,1.0,172.0,68,163,41.7,49.7,5.0,3.4,5.0,1.0,42.3,53.3,2014,spot,Washington Wizards
LAC,13,242,16.9,0.8,198.0,69,222,31.1,42.3,3.0,5.8,2.0,0.0,31.0,100.0,2014,spot,Los Angeles Clippers
BKN,12,260,22.5,1.0,251.0,89,235,37.9,48.7,5.0,5.4,4.0,0.0,38.5,66.7,2014,spot,Brooklyn Nets
IND,19,316,16.8,0.8,268.0,96,288,33.3,44.6,3.0,6.3,3.0,0.0,32.6,93.3,2014,spot,Indiana Pacers
SAS,23,404,16.7,0.9,379.0,134,364,36.8,47.8,5.0,5.7,5.0,1.0,37.1,80.0,2014,spot,San Antonio Spurs
OKC,19,414,19.9,1.0,400.0,148,382,38.7,49.6,4.0,4.6,3.0,1.0,38.4,60.0,2014,spot,Oklahoma City Thunder
MIA,20,472,24.5,1.1,515.0,183,415,44.1,56.9,7.0,5.9,6.0,1.0,44.7,20.0,2014,spot,Miami Heat
CHA,4,15,3.9,0.6,9.0,1,4,25.0,25.0,20.0,53.3,6.7,0.0,26.7,33.3,2014,misc,Charlotte Bobcats
ATL,7,54,7.7,0.3,18.0,1,7,14.0,14.0,22.0,64.8,1.9,0.0,20.4,100.0,2014,misc,Atlanta Hawks
MEM,7,54,7.0,0.4,19.0,1,14,7.0,7.0,19.0,55.6,1.9,0.0,20.4,93.3,2014,misc,Memphis Grizzlies
DAL,7,48,6.8,0.4,20.0,2,8,25.0,25.0,21.0,62.5,0.0,0.0,25.0,86.7,2014,misc,Dallas Mavericks
HOU,6,46,6.9,0.7,30.0,3,9,33.0,33.0,33.0,47.8,0.0,0.0,37.0,26.7,2014,misc,Houston Rockets
CHI,5,43,8.6,0.8,35.0,5,11,45.0,55.0,40.0,34.9,9.3,0.0,41.9,6.7,2014,misc,Chicago Bulls
POR,11,69,5.6,0.5,36.0,7,19,37.0,42.0,26.0,46.4,0.0,0.0,29.0,66.7,2014,misc,Portland Trail Blazers
GSW,7,55,7.2,0.7,40.0,2,5,40.0,50.0,45.0,45.5,1.8,0.0,41.8,13.3,2014,misc,Golden State Warriors
WAS,11,80,7.4,0.6,44.0,5,21,24.0,24.0,29.0,46.3,2.5,1.0,32.5,60.0,2014,misc,Washington Wizards
TOR,7,55,7.9,0.8,45.0,3,8,38.0,44.0,47.0,38.2,3.6,0.0,47.3,0.0,2014,misc,Toronto Raptors
BKN,12,67,5.8,0.7,48.0,4,13,31.0,31.0,37.0,43.3,3.0,0.0,40.3,20.0,2014,misc,Brooklyn Nets
MIA,20,114,5.9,0.5,57.0,16,26,62.0,67.0,17.0,60.5,1.8,0.0,27.2,80.0,2014,misc,Miami Heat
IND,19,116,6.2,0.6,67.0,7,20,35.0,50.0,26.0,56.9,1.7,0.0,31.0,53.3,2014,misc,Indiana Pacers
OKC,19,117,5.6,0.6,68.0,9,29,31.0,31.0,30.0,46.2,2.6,1.0,34.2,46.7,2014,misc,Oklahoma City Thunder
LAC,13,117,8.2,0.6,70.0,11,27,41.0,43.0,28.0,50.4,3.4,2.0,32.5,40.0,2014,misc,Los Angeles Clippers
SAS,23,152,6.3,0.5,77.0,17,41,41.0,45.0,18.0,55.3,3.3,0.0,27.6,73.3,2014,misc,San Antonio Spurs
TOR,4,20,4.6,0.6,11.0,2,14,14.3,17.9,20.0,15.0,10.0,5.0,25.0,100.0,2015,iso,Toronto Raptors
DAL,5,40,7.0,0.6,25.0,8,31,25.8,30.6,12.0,12.0,10.0,2.0,28.0,93.3,2015,iso,Dallas Mavericks
BKN,6,38,5.9,0.7,26.0,7,27,25.9,25.9,21.0,11.0,13.0,3.0,37.0,86.7,2015,iso,Brooklyn Nets
POR,5,35,6.7,0.8,27.0,10,31,32.3,33.9,9.0,3.0,9.0,0.0,37.0,53.3,2015,iso,Portland Trail Blazers
NOP,4,31,7.0,0.9,28.0,11,26,42.3,44.2,10.0,10.0,10.0,3.0,42.0,6.7,2015,iso,New Orleans Pelicans
MIL,6,49,7.4,0.7,34.0,13,40,32.5,37.5,8.0,10.0,6.0,0.0,31.0,80.0,2015,iso,Milwaukee Bucks
SAS,7,65,8.7,0.9,56.0,24,54,44.4,48.1,3.0,14.0,3.0,0.0,40.0,33.3,2015,iso,San Antonio Spurs
BOS,4,77,17.9,0.9,68.0,27,65,41.5,45.4,9.0,8.0,6.0,1.0,43.0,13.3,2015,iso,Boston Celtics
WAS,10,84,7.7,0.9,74.0,32,74,43.2,43.9,11.0,4.0,11.0,2.0,44.0,20.0,2015,iso,Washington Wizards
MEM,11,97,8.5,0.9,83.0,33,79,41.8,42.4,12.0,10.0,11.0,4.0,42.0,40.0,2015,iso,Memphis Grizzlies
LAC,14,119,7.6,0.8,90.0,32,96,33.3,37.5,10.0,9.0,8.0,0.0,35.0,60.0,2015,iso,Los Angeles Clippers
CHI,12,143,11.3,0.7,101.0,33,112,29.5,31.7,13.0,9.0,12.0,1.0,35.0,73.3,2015,iso,Chicago Bulls
HOU,17,159,8.1,0.8,126.0,51,131,38.9,41.2,8.0,11.0,6.0,2.0,38.0,46.7,2015,iso,Houston Rockets
CLE,20,165,7.9,1.0,157.0,57,142,40.1,44.0,10.0,4.0,9.0,0.0,44.0,0.0,2015,iso,Cleveland Cavaliers
