Team,Opponent,team_has_hca,games_played,hca_wins,hca_losses,win_in_4,win_in_5,win_in_6,win_in_7,loss_in_4,loss_in_5,loss_in_6,loss_in_7,series_win_prob
ATL,BOS,0,0,0,0,0.00382,0.00898,0.02365,0.0283,0.31471,0.33495,0.18148,0.10411,0.06474999999999997
ATL,CLE,0,0,0,0,0.01341,0.02854,0.07708,0.06278,0.16139,0.28636,0.18618,0.18426,0.18181000000000003
ATL,DEN,0,0,0,0,0.012070000000000001,0.0256,0.06395,0.05829,0.18659,0.29374,0.19237,0.16739,0.15990999999999989
ATL,DET,0,0,0,0,0.03173,0.06037,0.13261,0.10241,0.09593,0.21199,0.16296,0.202,0.32711999999999997
ATL,HOU,0,0,0,0,0.0204,0.04281,0.10363,0.0809,0.12541,0.25316,0.17661,0.19708,0.24773999999999996
ATL,LAL,0,0,0,0,0.13861,0.19659,0.243,0.14403,0.02067,0.06274,0.07143,0.12293,0.7222299999999999
ATL,MIN,0,0,0,0,0.03227,0.06048,0.13653,0.10148,0.09138,0.20909,0.16053,0.20824,0.33075999999999994
ATL,NYK,0,1,0,0,0,0.01568,0.05728,0.05955,0.20427,0.32539,0.17603,0.1618,0.1325099999999999
ATL,OKC,0,0,0,0,0.00299,0.00721,0.0188,0.02225,0.34816,0.3395,0.17151,0.08958,0.05125000000000002
ATL,ORL,1,0,0,0,0.05699,0.15317,0.13135,0.19653,0.05556,0.09785,0.18178,0.12677,0.53804
ATL,PHI,1,0,0,0,0.06356,0.1656,0.13539,0.20394,0.05039,0.08641,0.17536,0.11935,0.56849
ATL,PHX,1,0,0,0,0.03576,0.10588,0.10009,0.17256,0.08682,0.14009,0.21903,0.13977,0.41429
ATL,POR,1,0,0,0,0.09702,0.2149,0.16415,0.20492,0.03095,0.05904,0.13009,0.09893,0.68099
ATL,SAS,0,0,0,0,0.00619,0.01454,0.03692,0.03673,0.2555,0.33257,0.18539,0.13216,0.09437999999999991
ATL,TOR,0,0,0,0,0.02301,0.0462,0.11065,0.08758,0.1143,0.2429,0.17466,0.2007,0.26744
BOS,ATL,1,0,0,0,0.31471,0.33495,0.18148,0.10411,0.00382,0.00898,0.02365,0.0283,0.93525
BOS,CLE,1,0,0,0,0.10023,0.21855,0.16532,0.20414,0.02931,0.05857,0.12806,0.09582,0.68824
BOS,DEN,1,0,0,0,0.13445,0.24513,0.18772,0.18595,0.02174,0.04439,0.09532,0.0853,0.75325
BOS,DET,0,0,0,0,0.14835,0.20003,0.26431,0.13483,0.01636,0.05779,0.05712,0.12121,0.74752
BOS,HOU,1,0,0,0,0.20781,0.30613,0.19356,0.15673,0.00934,0.02113,0.05308,0.05222,0.86423
BOS,LAL,1,0,0,0,0.40341,0.3391,0.15596,0.06844,0.00164,0.00488,0.0111,0.01547,0.9669099999999999
BOS,MIN,1,0,0,0,0.19345,0.2788,0.20478,0.15843,0.01202,0.02866,0.06033,0.06353,0.83546
BOS,NYK,1,0,0,0,0.10289,0.22189,0.16614,0.20244,0.02792,0.05457,0.12696,0.09719,0.69336
BOS,OKC,0,0,0,0,0.02329,0.04735,0.11196,0.08726,0.1155,0.24013,0.17131,0.2032,0.26986
BOS,ORL,1,0,0,0,0.31411,0.33657,0.1819,0.10386,0.00368,0.00965,0.02304,0.02719,0.9364399999999998
BOS,PHI,1,1,1,0,0.27723,0.33645,0.17577,0.12578,0,0.00946,0.03378,0.04153,0.91523
BOS,PHX,1,0,0,0,0.24294,0.31729,0.19359,0.1373,0.00691,0.01765,0.04073,0.04359,0.89112
BOS,POR,1,0,0,0,0.40487,0.33578,0.15871,0.069,0.00149,0.00454,0.01125,0.01436,0.9683600000000001
BOS,SAS,0,0,0,0,0.06947,0.11351,0.19776,0.13532,0.04717,0.13193,0.11778,0.18706,0.51606
BOS,TOR,1,0,0,0,0.21817,0.29575,0.20244,0.14714,0.00938,0.02356,0.04901,0.05455,0.8635000000000002
CLE,ATL,1,0,0,0,0.16139,0.28636,0.18618,0.18426,0.01341,0.02854,0.07708,0.06278,0.81819
CLE,BOS,0,0,0,0,0.02931,0.05857,0.12806,0.09582,0.10023,0.21855,0.16532,0.20414,0.31176000000000004
