Team,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,year
Orlando Magic,82.0,25.0,57.0,240.6,47.1,8.6,19.1,45.0,4.0,5.3,75.6,22.0,46.6,16.3,34.5,4.5,9.6,3.1,6.6,2.7,5.8,2018
LA Clippers,82.0,48.0,34.0,241.8,47.0,10.2,21.8,46.6,6.1,7.3,83.2,26.9,57.2,17.2,36.7,4.6,9.7,3.1,6.7,3.5,7.5,2019
Orlando Magic,82.0,22.0,60.0,241.2,46.9,9.9,21.8,45.2,5.1,6.4,79.2,25.5,54.4,17.0,36.2,4.0,8.5,3.5,7.5,3.2,6.8,2022
Orlando Magic,82.0,22.0,60.0,241.2,46.9,9.9,21.8,45.2,5.1,6.4,79.2,25.5,54.4,17.0,36.2,4.0,8.5,3.5,7.5,3.2,6.8,2020
New York Knicks,81.0,36.0,45.0,241.2,46.9,9.2,20.7,44.3,5.6,7.2,76.8,24.7,52.8,18.3,39.0,4.6,9.8,3.0,6.3,3.6,7.7,2020
New York Knicks,81.0,36.0,45.0,241.2,46.9,9.2,20.7,44.3,5.6,7.2,76.8,24.7,52.8,18.3,39.0,4.6,9.8,3.0,6.3,3.6,7.7,2022
Dallas Mavericks,82.0,33.0,49.0,241.2,46.9,9.6,19.9,48.2,5.2,7.1,74.0,24.9,53.1,18.9,40.2,4.8,10.3,3.2,6.9,3.5,7.4,2019
Memphis Grizzlies,81.0,55.0,26.0,241.2,46.6,12.1,26.1,46.4,5.3,6.9,77.9,30.3,64.9,13.3,28.5,3.3,7.0,2.9,6.2,3.4,7.4,2022
Boston Celtics,16.0,13.0,3.0,243.1,46.6,10.8,20.4,52.8,6.2,7.6,81.1,28.3,60.7,18.1,38.8,4.3,9.3,2.8,5.9,3.8,8.1,2023
Memphis Grizzlies,81.0,55.0,26.0,241.2,46.6,12.1,26.1,46.4,5.3,6.9,77.9,30.3,64.9,13.3,28.5,3.3,7.0,2.9,6.2,3.4,7.4,2020
Orlando Magic,16.0,5.0,11.0,241.6,46.6,12.3,23.4,52.4,5.9,7.4,79.8,30.9,66.4,13.9,29.8,3.5,7.5,4.0,8.6,3.8,8.2,2023
Toronto Raptors,81.0,50.0,31.0,241.2,46.5,9.9,20.3,48.8,6.1,7.5,81.3,26.4,56.9,14.8,31.9,4.2,9.1,2.6,5.6,3.8,8.2,2017
Atlanta Hawks,72.0,41.0,31.0,241.7,46.4,9.3,20.4,45.5,4.9,5.7,85.7,23.9,51.6,18.7,40.2,5.2,11.1,3.1,6.7,2.9,6.2,2021
Houston Rockets,72.0,17.0,55.0,240.3,46.3,9.8,20.1,48.5,5.3,7.1,74.0,25.5,55.1,17.4,37.7,4.0,8.6,3.7,8.0,3.6,7.7,2021
Brooklyn Nets,81.0,20.0,61.0,240.9,46.3,8.5,18.5,46.1,5.9,7.6,77.3,23.5,50.8,15.5,33.6,3.6,7.8,3.8,8.2,3.9,8.3,2017
Oklahoma City Thunder,81.0,48.0,33.0,242.2,46.3,9.1,19.8,46.3,5.2,7.1,73.6,24.0,51.9,18.4,39.7,5.1,11.0,3.4,7.3,3.5,7.5,2019
Miami Heat,16.0,7.0,9.0,243.1,45.9,9.4,18.8,49.8,6.1,6.9,88.2,25.7,55.9,20.2,43.9,4.4,9.7,2.3,4.9,3.4,7.5,2023
Boston Celtics,72.0,36.0,36.0,241.4,45.9,9.7,20.4,47.6,5.2,6.5,80.9,25.3,55.1,17.5,38.2,4.7,10.3,3.3,7.2,3.2,7.1,2021
Washington Wizards,81.0,31.0,50.0,243.1,45.9,9.8,19.7,49.6,5.9,7.6,77.4,25.8,56.3,17.7,38.6,4.5,9.7,3.3,7.1,3.7,8.0,2019
Boston Celtics,81.0,51.0,30.0,242.8,45.8,9.5,19.4,49.1,6.0,7.1,84.3,25.7,56.2,18.1,39.5,4.5,9.8,3.2,7.0,3.5,7.6,2020
Boston Celtics,81.0,51.0,30.0,242.8,45.8,9.5,19.4,49.1,6.0,7.1,84.3,25.7,56.2,18.1,39.5,4.5,9.8,3.2,7.0,3.5,7.6,2022
Minnesota Timberwolves,72.0,23.0,49.0,241.7,45.7,9.6,21.0,45.9,5.5,6.9,79.6,25.4,55.5,16.2,35.4,4.1,8.9,3.3,7.2,3.5,7.6,2021
Utah Jazz,82.0,40.0,42.0,243.4,45.5,7.6,17.9,42.4,5.1,6.5,79.0,20.8,45.7,15.7,34.6,4.2,9.2,3.3,7.2,3.3,7.2,2016
Houston Rockets,82.0,20.0,62.0,240.9,45.4,9.6,19.8,48.3,5.4,7.5,71.7,25.2,55.5,16.4,36.1,3.7,8.1,3.9,8.6,3.7,8.2,2020
Cleveland Cavaliers,82.0,19.0,63.0,240.9,45.4,9.8,21.8,45.1,5.4,6.6,82.0,25.4,56.0,16.0,35.2,3.5,7.8,3.1,6.9,3.2,7.2,2019
New York Knicks,81.0,17.0,64.0,241.2,45.4,9.3,21.9,42.6,5.7,7.6,74.3,24.7,54.3,15.1,33.3,3.6,7.8,3.5,7.7,3.7,8.2,2019
Houston Rockets,82.0,20.0,62.0,240.9,45.4,9.6,19.8,48.3,5.4,7.5,71.7,25.2,55.5,16.4,36.1,3.7,8.1,3.9,8.6,3.7,8.2,2022
Cleveland Cavaliers,15.0,9.0,6.0,248.3,45.3,10.2,21.4,47.7,5.2,6.5,79.6,26.3,58.2,15.9,35.1,5.3,11.8,3.0,6.6,3.3,7.2,2023
Minnesota Timberwolves,15.0,7.0,8.0,241.7,45.3,10.4,20.9,49.8,6.3,7.8,80.3,27.8,61.3,15.1,33.4,4.1,9.0,3.5,7.8,3.9,8.7,2023
Utah Jazz,82.0,51.0,31.0,240.9,44.9,8.4,18.0,46.6,4.3,5.5,78.5,21.8,48.6,15.5,34.6,4.4,9.7,3.3,7.3,2.8,6.2,2017
Philadelphia 76ers,72.0,49.0,23.0,242.1,44.8,10.4,21.3,48.7,4.7,5.9,78.3,26.0,58.0,16.4,36.7,3.7,8.2,2.9,6.5,3.0,6.6,2021
New Orleans Pelicans,16.0,9.0,7.0,244.7,44.8,9.4,20.1,47.0,5.5,7.3,75.2,25.3,56.6,16.6,37.0,4.9,10.9,3.3,7.4,3.7,8.2,2023
Dallas Mavericks,15.0,9.0,6.0,243.3,44.6,10.9,19.1,57.1,6.3,8.3,76.0,29.7,66.5,16.9,38.0,4.3,9.6,2.8,6.3,4.1,9.3,2023
Los Angeles Lakers,14.0,4.0,10.0,241.8,44.6,8.4,18.4,45.5,4.9,6.1,80.0,22.4,50.3,18.9,42.3,4.4,9.9,3.6,8.0,3.1,6.9,2023
Miami Heat,82.0,48.0,34.0,241.8,44.6,8.2,17.2,47.9,4.5,5.8,77.5,21.4,48.0,16.0,35.8,4.9,11.0,2.8,6.2,2.9,6.6,2016
San Antonio Spurs,82.0,47.0,35.0,240.6,44.6,8.3,18.1,46.0,3.1,4.0,77.4,20.1,45.2,16.4,36.7,4.1,9.2,2.5,5.6,2.1,4.7,2018
Houston Rockets,82.0,53.0,29.0,241.8,44.5,9.8,19.9,49.0,5.4,7.0,78.2,25.7,57.7,16.5,37.1,4.6,10.4,3.1,7.1,3.4,7.6,2019
New Orleans Pelicans,82.0,33.0,49.0,240.9,44.5,10.5,20.8,50.3,4.2,5.8,72.1,25.7,57.8,16.6,37.3,4.5,10.1,2.8,6.3,2.8,6.3,2019
Milwaukee Bucks,81.0,44.0,37.0,241.9,44.2,8.5,17.0,50.0,4.2,5.3,79.1,21.9,49.5,16.0,36.1,4.3,9.7,2.8,6.4,2.7,6.1,2018
Toronto Raptors,82.0,48.0,34.0,242.1,44.1,8.5,18.9,44.9,4.2,5.5,76.5,21.6,49.0,17.9,40.5,3.9,8.9,3.2,7.2,2.7,6.2,2020
Milwaukee Bucks,15.0,11.0,4.0,243.3,44.1,8.1,17.7,45.9,6.2,9.3,66.4,22.9,52.0,17.0,38.5,4.1,9.4,3.6,8.2,4.6,10.4,2023
Toronto Raptors,82.0,48.0,34.0,242.1,44.1,8.5,18.9,44.9,4.2,5.5,76.5,21.6,49.0,17.9,40.5,3.9,8.9,3.2,7.2,2.7,6.2,2022
New Orleans Pelicans,82.0,30.0,52.0,241.2,44.0,8.1,18.2,44.5,4.3,5.4,79.4,21.1,48.1,15.2,34.6,4.4,10.0,2.6,5.9,2.7,6.2,2016
LA Clippers,82.0,42.0,40.0,240.3,43.9,9.4,20.5,45.8,4.8,6.0,81.0,24.1,54.9,12.2,27.7,4.1,9.3,2.6,6.0,3.0,6.9,2018
Cleveland Cavaliers,82.0,44.0,38.0,240.6,43.9,8.5,18.1,47.1,3.4,4.4,78.4,21.0,47.8,18.9,43.1,4.7,10.7,3.2,7.2,2.2,5.0,2020
Cleveland Cavaliers,82.0,44.0,38.0,240.6,43.9,8.5,18.1,47.1,3.4,4.4,78.4,21.0,47.8,18.9,43.1,4.7,10.7,3.2,7.2,2.2,5.0,2022
Atlanta Hawks,82.0,43.0,39.0,240.3,43.7,9.6,20.4,47.1,4.9,5.8,85.1,24.7,56.6,16.3,37.3,4.6,10.5,2.8,6.5,2.9,6.6,2020
Detroit Pistons,82.0,39.0,43.0,241.5,43.7,8.4,19.7,42.6,3.6,4.9,72.5,20.9,47.9,13.6,31.1,4.0,9.1,2.6,6.0,2.5,5.8,2018
Atlanta Hawks,82.0,43.0,39.0,240.3,43.7,9.6,20.4,47.1,4.9,5.8,85.1,24.7,56.6,16.3,37.3,4.6,10.5,2.8,6.5,2.9,6.6,2022
Los Angeles Lakers,82.0,33.0,49.0,243.7,43.6,8.6,17.2,50.3,4.3,5.7,74.3,22.2,50.8,19.2,43.9,4.5,10.3,3.1,7.1,2.9,6.6,2020
Los Angeles Lakers,82.0,33.0,49.0,243.7,43.6,8.6,17.2,50.3,4.3,5.7,74.3,22.2,50.8,19.2,43.9,4.5,10.3,3.1,7.1,2.9,6.6,2022
Phoenix Suns,72.0,51.0,21.0,242.8,43.5,10.0,18.8,53.4,3.7,4.4,84.4,24.2,55.6,18.8,43.1,4.4,10.1,2.7,6.2,2.2,5.0,2021
Orlando Magic,72.0,21.0,51.0,240.7,43.5,9.4,21.4,43.7,4.9,6.3,77.0,24.3,55.9,14.8,34.1,3.1,7.1,2.9,6.6,3.2,7.4,2021
Houston Rockets,82.0,55.0,27.0,241.2,43.2,7.5,16.3,45.9,4.9,6.1,79.6,20.3,47.0,14.7,34.0,5.3,12.2,3.1,7.1,3.1,7.2,2017
New Orleans Pelicans,82.0,45.0,37.0,241.2,42.9,8.2,18.5,44.4,3.8,5.1,73.3,20.7,48.3,13.3,31.1,4.5,10.6,3.1,7.2,2.6,6.0,2015
Atlanta Hawks,82.0,48.0,34.0,241.8,42.9,7.2,16.4,43.9,4.5,5.7,78.0,19.4,45.2,15.5,36.2,4.1,9.5,3.2,7.4,2.9,6.8,2016
Dallas Mavericks,82.0,50.0,32.0,242.4,42.7,7.9,17.6,45.1,3.8,5.1,74.6,20.1,47.0,14.2,33.2,4.4,10.4,3.1,7.3,2.6,6.1,2015
Philadelphia 76ers,82.0,19.0,63.0,242.1,42.6,8.2,20.0,41.1,4.9,6.9,71.0,21.9,51.5,11.7,27.5,3.1,7.2,3.2,7.6,3.5,8.3,2014
Miami Heat,72.0,40.0,32.0,241.4,42.6,7.8,16.4,47.7,4.0,4.8,83.3,20.1,47.2,19.8,46.4,4.8,11.2,2.9,6.8,2.4,5.6,2021
New Orleans Pelicans,82.0,48.0,34.0,243.4,42.6,9.6,18.8,50.9,3.2,4.0,80.1,22.9,53.8,12.9,30.1,4.6,10.8,2.8,6.5,2.1,4.9,2018
Milwaukee Bucks,82.0,51.0,31.0,240.9,42.5,9.1,17.6,51.6,4.5,6.0,75.8,23.2,54.6,17.4,40.9,4.4,10.3,3.1,7.3,3.0,7.1,2020
Milwaukee Bucks,82.0,51.0,31.0,240.9,42.5,9.1,17.6,51.6,4.5,6.0,75.8,23.2,54.6,17.4,40.9,4.4,10.3,3.1,7.3,3.0,7.1,2022
Orlando Magic,82.0,25.0,57.0,240.9,42.5,7.4,18.0,41.2,3.7,5.3,69.4,18.8,44.2,14.0,33.0,3.8,8.9,3.2,7.5,2.7,6.3,2015
Toronto Raptors,16.0,9.0,7.0,240.0,42.3,8.3,18.7,44.1,5.4,6.5,83.7,22.4,52.9,15.8,37.4,3.3,7.8,3.3,7.7,3.3,7.7,2023
LA Clippers,16.0,9.0,7.0,240.0,42.3,9.9,18.6,53.5,4.4,5.9,74.5,24.7,58.3,14.9,35.2,3.8,8.9,3.9,9.3,2.9,6.9,2023
Philadelphia 76ers,15.0,8.0,7.0,240.0,42.1,9.4,20.1,46.8,5.0,6.2,80.6,24.4,57.9,14.6,34.7,3.3,7.8,2.6,6.2,3.2,7.6,2023
San Antonio Spurs,82.0,48.0,34.0,241.5,42.1,9.1,17.9,51.0,4.7,5.7,82.5,23.4,55.6,17.9,42.4,4.6,10.9,2.4,5.7,2.7,6.5,2019
Dallas Mavericks,82.0,24.0,58.0,241.5,42.0,8.1,18.4,43.9,3.4,4.3,79.0,20.0,47.6,12.6,29.9,4.7,11.1,2.6,6.2,2.2,5.3,2018
Phoenix Suns,81.0,63.0,18.0,240.6,42.0,9.7,19.9,48.5,3.5,4.3,82.9,23.4,55.8,16.1,38.3,4.3,10.3,2.8,6.6,2.1,5.1,2020
New Orleans Pelicans,82.0,34.0,48.0,242.1,42.0,8.6,20.1,42.5,4.7,6.4,73.4,22.4,53.3,11.0,26.2,3.9,9.4,2.9,6.9,3.3,7.8,2014
Phoenix Suns,81.0,63.0,18.0,240.6,42.0,9.7,19.9,48.5,3.5,4.3,82.9,23.4,55.8,16.1,38.3,4.3,10.3,2.8,6.6,2.1,5.1,2022
New Orleans Pelicans,81.0,35.0,46.0,240.9,42.0,8.4,17.8,47.2,4.6,5.9,78.0,22.0,52.5,17.2,41.0,4.6,11.0,2.8,6.6,3.0,7.0,2022
New Orleans Pelicans,81.0,35.0,46.0,240.9,42.0,8.4,17.8,47.2,4.6,5.9,78.0,22.0,52.5,17.2,41.0,4.6,11.0,2.8,6.6,3.0,7.0,2020
Atlanta Hawks,82.0,60.0,22.0,240.6,42.0,7.4,16.3,45.4,4.6,5.9,77.4,19.8,47.2,14.4,34.2,4.3,10.3,2.9,6.9,3.0,7.2,2015
Brooklyn Nets,16.0,7.0,9.0,241.6,41.9,9.4,19.1,49.5,5.8,6.9,84.5,25.5,60.9,15.6,37.3,4.1,9.9,2.8,6.7,3.4,8.2,2023
Houston Rockets,82.0,65.0,17.0,240.9,41.9,8.6,17.4,49.6,5.4,6.6,82.4,23.5,56.0,12.5,29.8,4.7,11.1,2.7,6.4,3.3,7.9,2018
Phoenix Suns,80.0,23.0,57.0,241.9,41.9,8.2,18.6,44.2,4.8,5.9,82.2,22.1,52.7,13.1,31.1,3.5,8.3,3.0,7.2,3.0,7.2,2017
Houston Rockets,82.0,54.0,28.0,241.8,41.9,7.5,16.6,44.9,5.4,6.9,78.5,20.8,49.7,13.9,33.2,3.9,9.3,3.0,7.3,3.5,8.3,2014
Chicago Bulls,82.0,27.0,55.0,242.1,41.9,7.5,18.3,41.0,3.3,4.6,71.7,18.8,45.0,13.2,31.5,4.2,10.0,2.7,6.5,2.3,5.5,2018
LA Clippers,72.0,47.0,25.0,240.0,41.9,9.0,18.5,48.7,4.4,5.3,83.1,23.1,55.2,16.9,40.4,4.4,10.5,2.8,6.7,2.6,6.3,2021
Chicago Bulls,16.0,6.0,10.0,240.0,41.9,9.1,18.8,48.5,6.5,7.3,88.9,25.2,60.1,16.1,38.5,3.8,9.1,2.8,6.6,3.6,8.7,2023
Phoenix Suns,82.0,19.0,63.0,242.4,41.8,9.2,20.6,44.8,5.3,6.5,82.6,24.2,57.8,13.5,32.4,3.8,9.0,3.4,8.0,3.1,7.5,2019
