PLAYER,TEAM,AGE,GP,G,FREQ%,FGM,FGA,FG%,EFG%,2FG FREQ%,2FGM,2FGA,2FG%,3FG FREQ%,3PM,3PA,3P%,year,shot_type
James Johnson,TOR,29.0,10,4,25.0,2,6,33.3,33.3,16.7,2,4,50.0,8.3,0,2,0.0,2016,open
Xavier Munford,MEM,24.0,4,4,21.4,2,6,33.3,41.7,7.1,1,2,50.0,14.3,1,4,25.0,2016,open
Luis Scola,TOR,36.0,11,5,21.4,0,6,0.0,0.0,0.0,0,0,-,21.4,0,6,0.0,2016,open
Michael Beasley,HOU,27.0,5,4,11.9,4,5,80.0,80.0,11.9,4,5,80.0,0.0,0,0,-,2016,open
Mike Scott,ATL,27.0,10,4,12.8,4,5,80.0,100.0,5.1,2,2,100,7.7,2,3,66.7,2016,open
Ian Mahinmi,IND,29.0,7,4,12.2,3,5,60.0,60.0,12.2,3,5,60.0,0.0,0,0,-,2016,open
Dorell Wright,MIA,30.0,5,3,55.6,3,5,60.0,80.0,11.1,1,1,100,44.4,2,4,50.0,2016,open
Wesley Johnson,LAC,28.0,6,3,35.7,3,5,60.0,80.0,14.3,1,2,50.0,21.4,2,3,66.7,2016,open
Mason Plumlee,POR,26.0,11,5,8.6,3,5,60.0,60.0,8.6,3,5,60.0,0.0,0,0,-,2016,open
Spencer Hawes,CHA,28.0,5,3,41.7,2,5,40.0,40.0,16.7,2,2,100,25.0,0,3,0.0,2016,open
Josh Smith,HOU,30.0,4,3,38.5,2,5,40.0,60.0,0.0,0,0,-,38.5,2,5,40.0,2016,open
Tim Duncan,SAS,40.0,10,4,11.4,2,5,40.0,40.0,11.4,2,5,40.0,0.0,0,0,-,2016,open
Ian Clark,GSW,25.0,16,3,10.4,2,5,40.0,40.0,6.3,2,3,66.7,4.2,0,2,0.0,2016,open
Brian Roberts,POR,30.0,10,5,55.6,2,5,40.0,40.0,44.4,2,4,50.0,11.1,0,1,0.0,2016,open
Ty Lawson,IND,28.0,7,4,31.3,2,5,40.0,40.0,31.3,2,5,40.0,0.0,0,0,-,2016,open
Jeremy Lamb,CHA,24.0,3,2,62.5,2,5,40.0,50.0,50.0,1,4,25.0,12.5,1,1,100,2016,open
Terry Rozier,BOS,22.0,5,3,21.7,1,5,20.0,20.0,13.0,1,3,33.3,8.7,0,2,0.0,2016,open
Bismack Biyombo,TOR,23.0,20,4,8.1,1,5,20.0,20.0,8.1,1,5,20.0,0.0,0,0,-,2016,open
Paul Pierce,LAC,38.0,5,5,41.7,0,5,0.0,0.0,16.7,0,2,0.0,25.0,0,3,0.0,2016,open
Tyler Johnson,MIA,24.0,5,4,45.5,0,5,0.0,0.0,18.2,0,2,0.0,27.3,0,3,0.0,2016,open
Kyle Anderson,SAS,22.0,10,3,20.8,0,5,0.0,0.0,20.8,0,5,0.0,0.0,0,0,-,2016,open
Reggie Bullock,DET,25.0,2,2,66.7,4,4,100.0,125.0,33.3,2,2,100,33.3,2,2,100,2016,open
Anthony Morrow,OKC,30.0,14,4,16.7,3,4,75.0,87.5,12.5,2,3,66.7,4.2,1,1,100,2016,open
Kyle Singler,OKC,28.0,6,2,44.4,2,4,50.0,75.0,22.2,0,2,0.0,22.2,2,2,100,2016,open
Amar'e Stoudemire,MIA,33.0,9,3,21.1,2,4,50.0,50.0,21.1,2,4,50.0,0.0,0,0,-,2016,open
Mike Muscala,ATL,24.0,9,3,21.1,2,4,50.0,50.0,21.1,2,4,50.0,0.0,0,0,-,2016,open
Kris Humphries,ATL,31.0,4,4,14.3,2,4,50.0,62.5,10.7,1,3,33.3,3.6,1,1,100,2016,open
Dahntay Jones,CLE,35.0,15,4,30.8,2,4,50.0,62.5,23.1,1,3,33.3,7.7,1,1,100,2016,open
Udonis Haslem,MIA,36.0,9,3,28.6,1,4,25.0,25.0,28.6,1,4,25.0,0.0,0,0,-,2016,open
Zaza Pachulia,DAL,32.0,5,3,18.2,1,4,25.0,25.0,18.2,1,4,25.0,0.0,0,0,-,2016,open
Chris Kaman,POR,34.0,4,2,23.5,1,4,25.0,25.0,23.5,1,4,25.0,0.0,0,0,-,2016,open
KJ McDaniels,HOU,23.0,4,3,40.0,1,4,25.0,37.5,10.0,0,1,0.0,30.0,1,3,33.3,2016,open
Cameron Payne,OKC,21.0,10,3,16.7,1,4,25.0,25.0,12.5,1,3,33.3,4.2,0,1,0.0,2016,open
Brandon Rush,GSW,30.0,14,4,20.0,1,4,25.0,25.0,10.0,1,2,50.0,10.0,0,2,0.0,2016,open
Avery Bradley,BOS,25.0,1,1,26.7,1,4,25.0,37.5,13.3,0,2,0.0,13.3,1,2,50.0,2016,open
Kirk Hinrich,ATL,35.0,6,2,57.1,1,4,25.0,25.0,42.9,1,3,33.3,14.3,0,1,0.0,2016,open
Dwight Powell,DAL,24.0,4,2,22.2,1,4,25.0,25.0,16.7,1,3,33.3,5.6,0,1,0.0,2016,open
Charlie Villanueva,DAL,31.0,4,3,33.3,0,4,0.0,0.0,0.0,0,0,-,33.3,0,4,0.0,2016,open
Chris Andersen,MEM,37.0,4,3,33.3,0,4,0.0,0.0,33.3,0,4,0.0,0.0,0,0,-,2016,open
Ed Davis,POR,27.0,11,3,8.8,3,3,100.0,100.0,8.8,3,3,100,0.0,0,0,-,2016,open
Josh McRoberts,MIA,29.0,10,2,8.8,2,3,66.7,66.7,5.9,2,2,100,2.9,0,1,0.0,2016,open
Pat Connaughton,POR,23.0,6,2,60.0,1,3,33.3,50.0,20.0,0,1,0.0,40.0,1,2,50.0,2016,open
Troy Daniels,CHA,24.0,4,3,42.9,1,3,33.3,33.3,42.9,1,3,33.3,0.0,0,0,-,2016,open
Lamar Patterson,ATL,24.0,4,3,50.0,1,3,33.3,50.0,16.7,0,1,0.0,33.3,1,2,50.0,2016,open
Timofey Mozgov,CLE,29.0,13,3,20.0,1,3,33.3,33.3,20.0,1,3,33.3,0.0,0,0,-,2016,open
Joe Young,IND,24.0,4,3,42.9,0,3,0.0,0.0,14.3,0,1,0.0,28.6,0,2,0.0,2016,open
Tyler Zeller,BOS,26.0,3,2,20.0,0,3,0.0,0.0,20.0,0,3,0.0,0.0,0,0,-,2016,open
Jason Thompson,TOR,29.0,10,2,33.3,0,3,0.0,0.0,22.2,0,2,0.0,11.1,0,1,0.0,2016,open
Frank Kaminsky,CHA,23.0,7,2,6.7,0,3,0.0,0.0,4.4,0,2,0.0,2.2,0,1,0.0,2016,open
Tony Allen,MEM,34.0,4,3,10.0,0,3,0.0,0.0,6.7,0,2,0.0,3.3,0,1,0.0,2016,open
DeAndre Jordan,LAC,27.0,6,2,5.4,2,2,100.0,100.0,5.4,2,2,100,0.0,0,0,-,2016,open
Jonathon Simmons,SAS,26.0,3,2,33.3,2,2,100.0,125.0,16.7,1,1,100,16.7,1,1,100,2016,open
Luis Montero,POR,23.0,6,2,66.7,2,2,100.0,125.0,33.3,1,1,100,33.3,1,1,100,2016,open
Glenn Robinson III,IND,22.0,4,2,50.0,1,2,50.0,50.0,50.0,1,2,50.0,0.0,0,0,-,2016,open
RJ Hunter,BOS,22.0,5,2,28.6,1,2,50.0,75.0,14.3,0,1,0.0,14.3,1,1,100,2016,open
Anthony Tolliver,DET,31.0,3,2,50.0,1,2,50.0,50.0,25.0,1,1,100,25.0,0,1,0.0,2016,open
Corey Brewer,HOU,30.0,5,1,8.3,1,2,50.0,50.0,4.2,1,1,100,4.2,0,1,0.0,2016,open
Lucas Nogueira,TOR,23.0,5,2,50.0,1,2,50.0,50.0,50.0,1,2,50.0,0.0,0,0,-,2016,open
Boban Marjanovic,SAS,27.0,7,2,16.7,1,2,50.0,50.0,16.7,1,2,50.0,0.0,0,0,-,2016,open
Lavoy Allen,IND,27.0,6,1,25.0,1,2,50.0,50.0,25.0,1,2,50.0,0.0,0,0,-,2016,open
James Young,BOS,20.0,3,1,66.7,1,2,50.0,50.0,33.3,1,1,100,33.3,0,1,0.0,2016,open
Pablo Prigioni,LAC,39.0,5,2,40.0,0,2,0.0,0.0,20.0,0,1,0.0,20.0,0,1,0.0,2016,open
Aron Baynes,DET,29.0,4,2,28.6,0,2,0.0,0.0,28.6,0,2,0.0,0.0,0,0,-,2016,open
Kelly Olynyk,BOS,25.0,4,2,28.6,0,2,0.0,0.0,28.6,0,2,0.0,0.0,0,0,-,2016,open
Delon Wright,TOR,24.0,9,2,20.0,0,2,0.0,0.0,20.0,0,2,0.0,0.0,0,0,-,2016,open
Noah Vonleh,POR,20.0,6,2,100.0,0,2,0.0,0.0,100.0,0,2,0.0,0.0,0,0,-,2016,open
James Jones,CLE,35.0,12,2,20.0,0,2,0.0,0.0,0.0,0,0,-,20.0,0,2,0.0,2016,open
Andre Miller,SAS,40.0,5,1,16.7,1,1,100.0,150.0,0.0,0,0,-,16.7,1,1,100,2016,open
Jordan Mickey,BOS,21.0,2,1,25.0,1,1,100.0,100.0,25.0,1,1,100,0.0,0,0,-,2016,open
PJ Hairston,MEM,23.0,2,1,16.7,1,1,100.0,100.0,16.7,1,1,100,0.0,0,0,-,2016,open
David Lee,DAL,33.0,2,1,12.5,1,1,100.0,100.0,12.5,1,1,100,0.0,0,0,-,2016,open
Cole Aldrich,LAC,27.0,6,1,6.7,1,1,100.0,100.0,6.7,1,1,100,0.0,0,0,-,2016,open
Andre Drummond,DET,22.0,4,1,1.9,1,1,100.0,100.0,1.9,1,1,100,0.0,0,0,-,2016,open
Salah Mejri,DAL,30.0,4,1,11.1,1,1,100.0,100.0,11.1,1,1,100,0.0,0,0,-,2016,open
Anderson Varejao,GSW,33.0,17,1,8.3,1,1,100.0,100.0,8.3,1,1,100,0.0,0,0,-,2016,open
Jordan Hill,IND,28.0,5,1,33.3,0,1,0.0,0.0,33.3,0,1,0.0,0.0,0,0,-,2016,open
Jorge Gutierrez,CHA,27.0,3,1,33.3,0,1,0.0,0.0,33.3,0,1,0.0,0.0,0,0,-,2016,open
Briante Weber,MIA,23.0,2,1,100.0,0,1,0.0,0.0,100.0,0,1,0.0,0.0,0,0,-,2016,open
John Holland,BOS,27.0,1,1,100.0,0,1,0.0,0.0,0.0,0,0,-,100.0,0,1,0.0,2016,open
Steve Blake,DET,36.0,4,1,20.0,0,1,0.0,0.0,0.0,0,0,-,20.0,0,1,0.0,2016,open
Kevin Durant,OKC,27.0,18,18,55.4,92,219,42.0,44.5,41.0,81,162,50.0,14.4,11,57,19.3,2016,tight
DeMar DeRozan,TOR,26.0,20,20,54.2,86,200,43.0,43.0,52.6,86,194,44.3,1.6,0,6,0.0,2016,tight
Klay Thompson,GSW,26.0,24,24,39.5,72,169,42.6,48.5,25.9,52,111,46.8,13.6,20,58,34.5,2016,tight
Kyrie Irving,CLE,24.0,21,21,39.4,81,158,51.3,53.5,34.4,74,138,53.6,5.0,7,20,35.0,2016,tight
LeBron James,CLE,31.0,21,21,38.8,95,155,61.3,61.6,35.0,94,140,67.1,3.8,1,15,6.7,2016,tight
Dwyane Wade,MIA,34.0,14,14,59.2,67,145,46.2,46.6,56.7,66,139,47.5,2.4,1,6,16.7,2016,tight
Russell Westbrook,OKC,27.0,18,18,34.4,53,129,41.1,41.5,30.7,52,115,45.2,3.7,1,14,7.1,2016,tight
Kyle Lowry,TOR,30.0,20,20,35.2,41,109,37.6,40.4,25.5,35,79,44.3,9.7,6,30,20.0,2016,tight
Stephen Curry,GSW,28.0,18,17,30.0,37,97,38.1,43.3,19.5,27,63,42.9,10.5,10,34,29.4,2016,tight
Goran Dragic,MIA,30.0,14,14,47.2,45,93,48.4,50.0,41.1,42,81,51.9,6.1,3,12,25.0,2016,tight
Damian Lillard,POR,25.0,11,11,41.5,35,93,37.6,42.5,26.8,26,60,43.3,14.7,9,33,27.3,2016,tight
Shaun Livingston,GSW,30.0,24,23,52.8,42,84,50.0,50.0,52.8,42,84,50.0,0.0,0,0,-,2016,tight
CJ McCollum,POR,24.0,11,11,40.5,33,77,42.9,47.4,30.5,26,58,44.8,10.0,7,19,36.8,2016,tight
Draymond Green,GSW,26.0,23,23,29.6,39,76,51.3,52.6,27.6,37,71,52.1,1.9,2,5,40.0,2016,tight
LaMarcus Aldridge,SAS,30.0,10,10,41.6,40,69,58.0,58.0,41.6,40,69,58.0,0.0,0,0,-,2016,tight
Joe Johnson,MIA,35.0,14,14,39.4,32,61,52.5,52.5,36.8,32,57,56.1,2.6,0,4,0.0,2016,tight
Cory Joseph,TOR,24.0,20,19,40.9,27,56,48.2,48.2,40.1,27,55,49.1,0.7,0,1,0.0,2016,tight
JR Smith,CLE,30.0,21,20,30.6,25,55,45.5,64.5,5.0,4,9,44.4,25.6,21,46,45.7,2016,tight
Jonas Valanciunas,TOR,24.0,12,11,47.8,39,54,72.2,72.2,47.8,39,54,72.2,0.0,0,0,-,2016,tight
Harrison Barnes,GSW,24.0,24,21,26.9,18,54,33.3,33.3,26.9,18,54,33.3,0.0,0,0,-,2016,tight
Andre Iguodala,GSW,32.0,24,23,33.1,29,52,55.8,57.7,30.6,27,48,56.3,2.5,2,4,50.0,2016,tight
Isaiah Thomas,BOS,27.0,6,6,49.5,22,51,43.1,47.1,33.0,18,34,52.9,16.5,4,17,23.5,2016,tight
Paul Millsap,ATL,31.0,10,10,39.1,26,50,52.0,52.0,37.5,26,48,54.2,1.6,0,2,0.0,2016,tight
Paul George,IND,26.0,7,7,44.2,22,50,44.0,50.0,31.0,16,35,45.7,13.3,6,15,40.0,2016,tight
Kevin Love,CLE,27.0,20,18,22.3,16,50,32.0,34.0,20.1,14,45,31.1,2.2,2,5,40.0,2016,tight
Dion Waiters,OKC,24.0,18,17,39.2,20,49,40.8,46.9,27.2,14,34,41.2,12.0,6,15,40.0,2016,tight
Kawhi Leonard,SAS,25.0,10,10,31.0,24,48,50.0,52.1,25.8,22,40,55.0,5.2,2,8,25.0,2016,tight
Luol Deng,MIA,31.0,14,13,36.1,20,48,41.7,43.8,29.3,18,39,46.2,6.8,2,9,22.2,2016,tight
Kemba Walker,CHA,26.0,7,6,34.6,21,45,46.7,51.1,25.4,17,33,51.5,9.2,4,12,33.3,2016,tight
DeMarre Carroll,TOR,29.0,20,19,29.4,19,45,42.2,45.6,23.5,16,36,44.4,5.9,3,9,33.3,2016,tight
Dirk Nowitzki,DAL,38.0,5,5,55.0,18,44,40.9,43.2,50.0,16,40,40.0,5.0,2,4,50.0,2016,tight
Jamal Crawford,LAC,36.0,6,6,44.0,15,44,34.1,34.1,35.0,15,35,42.9,9.0,0,9,0.0,2016,tight
Enes Freedom,OKC,24.0,18,15,39.8,27,43,62.8,62.8,39.8,27,43,62.8,0.0,0,0,-,2016,tight
Al Jefferson,CHA,31.0,7,7,56.6,25,43,58.1,58.1,56.6,25,43,58.1,0.0,0,0,-,2016,tight
James Harden,HOU,26.0,5,5,43.3,18,42,42.9,48.8,28.9,13,28,46.4,14.4,5,14,35.7,2016,tight
Terrence Ross,TOR,25.0,20,17,36.8,18,42,42.9,46.4,22.8,15,26,57.7,14.0,3,16,18.8,2016,tight
Andrew Bogut,GSW,31.0,22,15,57.7,27,41,65.9,65.9,57.7,27,41,65.9,0.0,0,0,-,2016,tight
Steven Adams,OKC,22.0,18,17,40.6,24,39,61.5,61.5,40.6,24,39,61.5,0.0,0,0,-,2016,tight
JJ Redick,LAC,32.0,6,6,52.0,17,39,43.6,46.2,37.3,15,28,53.6,14.7,2,11,18.2,2016,tight
Andre Drummond,DET,22.0,4,4,71.7,21,38,55.3,55.3,71.7,21,38,55.3,0.0,0,0,-,2016,tight
Tristan Thompson,CLE,25.0,21,16,47.4,23,37,62.2,62.2,47.4,23,37,62.2,0.0,0,0,-,2016,tight
Serge Ibaka,OKC,26.0,18,17,21.6,21,35,60.0,64.3,17.9,18,29,62.1,3.7,3,6,50.0,2016,tight
Hassan Whiteside,MIA,27.0,10,8,53.1,26,34,76.5,76.5,53.1,26,34,76.5,0.0,0,0,-,2016,tight
Bismack Biyombo,TOR,23.0,20,15,53.2,23,33,69.7,69.7,53.2,23,33,69.7,0.0,0,0,-,2016,tight
Festus Ezeli,GSW,26.0,23,15,55.9,20,33,60.6,60.6,55.9,20,33,60.6,0.0,0,0,-,2016,tight
Jeff Teague,ATL,28.0,10,10,31.1,17,33,51.5,51.5,30.2,17,32,53.1,0.9,0,1,0.0,2016,tight
Al Horford,ATL,30.0,10,10,28.3,16,32,50.0,50.0,27.4,16,31,51.6,0.9,0,1,0.0,2016,tight
Josh Richardson,MIA,22.0,14,14,38.1,10,32,31.3,35.9,22.6,7,19,36.8,15.5,3,13,23.1,2016,tight
Maurice Harkless,POR,23.0,11,11,30.1,16,31,51.6,51.6,30.1,16,31,51.6,0.0,0,0,-,2016,tight
Dennis Schroder,ATL,22.0,10,9,32.6,20,30,66.7,66.7,31.5,20,29,69.0,1.1,0,1,0.0,2016,tight
Tony Parker,SAS,34.0,10,9,33.7,18,30,60.0,60.0,32.6,18,29,62.1,1.1,0,1,0.0,2016,tight
Patrick Patterson,TOR,27.0,20,18,23.1,15,30,50.0,53.3,20.8,13,27,48.1,2.3,2,3,66.7,2016,tight
Michael Beasley,HOU,27.0,5,5,71.4,14,30,46.7,46.7,66.7,14,28,50.0,4.8,0,2,0.0,2016,tight
Evan Turner,BOS,27.0,6,6,39.0,12,30,40.0,40.0,39.0,12,30,40.0,0.0,0,0,-,2016,tight
Leandro Barbosa,GSW,33.0,23,17,36.3,19,29,65.5,67.2,35.0,18,28,64.3,1.3,1,1,100,2016,tight
Mason Plumlee,POR,26.0,11,11,50.0,12,29,41.4,41.4,50.0,12,29,41.4,0.0,0,0,-,2016,tight
Marreese Speights,GSW,28.0,24,16,25.4,10,29,34.5,34.5,23.7,10,27,37.0,1.8,0,2,0.0,2016,tight
Richard Jefferson,CLE,36.0,21,16,36.8,17,28,60.7,60.7,31.6,17,24,70.8,5.3,0,4,0.0,2016,tight
Myles Turner,IND,20.0,7,7,39.1,17,27,63.0,63.0,36.2,17,25,68.0,2.9,0,2,0.0,2016,tight
Kent Bazemore,ATL,26.0,10,10,24.3,13,27,48.1,48.1,21.6,13,24,54.2,2.7,0,3,0.0,2016,tight
Gerald Green,MIA,30.0,12,8,57.4,10,27,37.0,38.9,46.8,9,22,40.9,10.6,1,5,20.0,2016,tight
Andre Roberson,OKC,24.0,18,12,32.5,18,26,69.2,69.2,32.5,18,26,69.2,0.0,0,0,-,2016,tight
Al-Farouq Aminu,POR,25.0,11,9,21.1,12,26,46.2,50.0,17.9,10,22,45.5,3.3,2,4,50.0,2016,tight
Chris Paul,LAC,31.0,4,4,34.7,14,25,56.0,56.0,29.2,14,21,66.7,5.6,0,4,0.0,2016,tight
Monta Ellis,IND,30.0,7,6,34.7,13,25,52.0,56.0,30.6,11,22,50.0,4.2,2,3,66.7,2016,tight
Justise Winslow,MIA,20.0,13,12,37.9,12,25,48.0,48.0,34.8,12,23,52.2,3.0,0,2,0.0,2016,tight
Matthew Dellavedova,CLE,25.0,20,15,34.3,11,24,45.8,45.8,30.0,11,21,52.4,4.3,0,3,0.0,2016,tight
Austin Rivers,LAC,23.0,6,5,38.3,12,23,52.2,54.3,31.7,11,19,57.9,6.7,1,4,25.0,2016,tight
Jeremy Lin,CHA,27.0,7,7,39.0,9,23,39.1,39.1,33.9,9,20,45.0,5.1,0,3,0.0,2016,tight
Ian Mahinmi,IND,29.0,7,7,56.1,8,23,34.8,34.8,56.1,8,23,34.8,0.0,0,0,-,2016,tight
Gerald Henderson,POR,28.0,11,9,29.3,7,22,31.8,31.8,29.3,7,22,31.8,0.0,0,0,-,2016,tight
DeAndre Jordan,LAC,27.0,6,6,56.8,13,21,61.9,61.9,56.8,13,21,61.9,0.0,0,0,-,2016,tight
Kyle Korver,ATL,35.0,10,8,28.8,10,21,47.6,61.9,12.3,4,9,44.4,16.4,6,12,50.0,2016,tight
Allen Crabbe,POR,24.0,11,7,29.2,9,21,42.9,45.2,22.2,8,16,50.0,6.9,1,5,20.0,2016,tight
Dwight Howard,HOU,30.0,5,5,47.7,8,21,38.1,38.1,47.7,8,21,38.1,0.0,0,0,-,2016,tight
Nicolas Batum,CHA,27.0,5,5,47.7,7,21,33.3,38.1,25.0,5,11,45.5,22.7,2,10,20.0,2016,tight
Ian Clark,GSW,25.0,16,11,41.7,13,20,65.0,65.0,41.7,13,20,65.0,0.0,0,0,-,2016,tight
Reggie Jackson,DET,26.0,4,4,37.7,12,20,60.0,60.0,32.1,12,17,70.6,5.7,0,3,0.0,2016,tight
Tim Duncan,SAS,40.0,10,8,45.5,11,20,55.0,55.0,45.5,11,20,55.0,0.0,0,0,-,2016,tight
Jeff Green,LAC,29.0,6,6,43.2,11,19,57.9,57.9,40.9,11,18,61.1,2.3,0,1,0.0,2016,tight
Donatas Motiejunas,HOU,25.0,5,5,54.3,9,19,47.4,47.4,54.3,9,19,47.4,0.0,0,0,-,2016,tight
Ed Davis,POR,27.0,11,8,52.9,13,18,72.2,72.2,52.9,13,18,72.2,0.0,0,0,-,2016,tight
Marcus Smart,BOS,22.0,6,4,35.3,9,18,50.0,58.3,19.6,6,10,60.0,15.7,3,8,37.5,2016,tight
Tobias Harris,DET,23.0,4,4,40.5,12,17,70.6,76.5,35.7,10,15,66.7,4.8,2,2,100,2016,tight
David West,SAS,35.0,10,9,33.3,12,17,70.6,70.6,33.3,12,17,70.6,0.0,0,0,-,2016,tight
Norman Powell,TOR,23.0,18,11,25.0,9,17,52.9,52.9,23.5,9,16,56.3,1.5,0,1,0.0,2016,tight
Marvin Williams,CHA,30.0,7,5,37.8,8,17,47.1,50.0,28.9,7,13,53.8,8.9,1,4,25.0,2016,tight
Zach Randolph,MEM,34.0,4,4,36.2,8,17,47.1,47.1,36.2,8,17,47.1,0.0,0,0,-,2016,tight
Matt Barnes,MEM,36.0,4,4,40.5,8,17,47.1,47.1,31.0,8,13,61.5,9.5,0,4,0.0,2016,tight
Kentavious Caldwell-Pope,DET,23.0,4,4,34.7,6,17,35.3,38.2,24.5,5,12,41.7,10.2,1,5,20.0,2016,tight
Courtney Lee,CHA,30.0,7,6,35.4,5,17,29.4,29.4,35.4,5,17,29.4,0.0,0,0,-,2016,tight
George Hill,IND,30.0,7,7,26.3,9,15,60.0,60.0,24.6,9,14,64.3,1.8,0,1,0.0,2016,tight
Wesley Matthews,DAL,29.0,5,5,26.8,7,15,46.7,46.7,19.6,7,11,63.6,7.1,0,4,0.0,2016,tight
Josh McRoberts,MIA,29.0,10,7,44.1,7,15,46.7,46.7,44.1,7,15,46.7,0.0,0,0,-,2016,tight
Jae Crowder,BOS,25.0,6,5,21.7,5,15,33.3,33.3,18.8,5,13,38.5,2.9,0,2,0.0,2016,tight
Manu Ginobili,SAS,38.0,10,7,30.4,6,14,42.9,42.9,26.1,6,12,50.0,4.3,0,2,0.0,2016,tight
Jared Sullinger,BOS,24.0,6,5,36.8,4,14,28.6,28.6,36.8,4,14,28.6,0.0,0,0,-,2016,tight
Boris Diaw,SAS,34.0,9,7,31.0,8,13,61.5,61.5,31.0,8,13,61.5,0.0,0,0,-,2016,tight
Marcus Morris Sr.,DET,26.0,4,4,27.7,7,13,53.8,53.8,27.7,7,13,53.8,0.0,0,0,-,2016,tight
Frank Kaminsky,CHA,23.0,7,5,28.9,6,13,46.2,50.0,26.7,5,12,41.7,2.2,1,1,100,2016,tight
Danny Green,SAS,29.0,10,8,20.0,6,13,46.2,53.8,12.3,4,8,50.0,7.7,2,5,40.0,2016,tight
Blake Griffin,LAC,27.0,4,4,27.1,5,13,38.5,38.5,27.1,5,13,38.5,0.0,0,0,-,2016,tight
Cody Zeller,CHA,23.0,7,6,36.1,4,13,30.8,30.8,36.1,4,13,30.8,0.0,0,0,-,2016,tight
Mike Scott,ATL,27.0,10,6,30.8,8,12,66.7,66.7,30.8,8,12,66.7,0.0,0,0,-,2016,tight
Trevor Ariza,HOU,31.0,5,4,24.0,5,12,41.7,41.7,20.0,5,10,50.0,4.0,0,2,0.0,2016,tight
Rodney Stuckey,IND,30.0,7,6,30.8,3,12,25.0,29.2,28.2,2,11,18.2,2.6,1,1,100,2016,tight
Amir Johnson,BOS,29.0,6,5,37.9,11,11,100.0,100.0,37.9,11,11,100,0.0,0,0,-,2016,tight
Cole Aldrich,LAC,27.0,6,3,73.3,8,11,72.7,72.7,73.3,8,11,72.7,0.0,0,0,-,2016,tight
Kyle Anderson,SAS,22.0,10,8,45.8,6,11,54.5,54.5,45.8,6,11,54.5,0.0,0,0,-,2016,tight
Timofey Mozgov,CLE,29.0,13,8,73.3,5,11,45.5,45.5,73.3,5,11,45.5,0.0,0,0,-,2016,tight
J.J. Barea,DAL,32.0,4,4,34.4,5,11,45.5,45.5,34.4,5,11,45.5,0.0,0,0,-,2016,tight
Patrick Beverley,HOU,27.0,5,4,33.3,4,11,36.4,36.4,30.3,4,10,40.0,3.0,0,1,0.0,2016,tight
Iman Shumpert,CLE,26.0,21,9,19.3,4,11,36.4,36.4,14.0,4,8,50.0,5.3,0,3,0.0,2016,tight
CJ Miles,IND,29.0,7,4,31.4,3,11,27.3,27.3,20.0,3,7,42.9,11.4,0,4,0.0,2016,tight
Vince Carter,MEM,39.0,4,4,41.7,7,10,70.0,80.0,33.3,5,8,62.5,8.3,2,2,100,2016,tight
Lance Stephenson,MEM,25.0,4,3,24.4,6,10,60.0,60.0,24.4,6,10,60.0,0.0,0,0,-,2016,tight
Jason Terry,HOU,38.0,5,5,27.0,5,10,50.0,55.0,16.2,4,6,66.7,10.8,1,4,25.0,2016,tight
Xavier Munford,MEM,24.0,4,4,35.7,2,10,20.0,20.0,25.0,2,7,28.6,10.7,0,3,0.0,2016,tight
Channing Frye,CLE,33.0,17,7,13.4,8,9,88.9,100.0,9.0,6,6,100,4.5,2,3,66.7,2016,tight
Raymond Felton,DAL,32.0,5,5,14.5,6,9,66.7,66.7,14.5,6,9,66.7,0.0,0,0,-,2016,tight
Devin Harris,DAL,33.0,5,4,31.0,6,9,66.7,66.7,27.6,6,8,75.0,3.4,0,1,0.0,2016,tight
Jordan Farmar,MEM,29.0,4,4,29.0,4,9,44.4,44.4,29.0,4,9,44.4,0.0,0,0,-,2016,tight
Randy Foye,OKC,32.0,16,8,22.5,2,9,22.2,22.2,20.0,2,8,25.0,2.5,0,1,0.0,2016,tight
Justin Anderson,DAL,22.0,5,5,22.2,5,8,62.5,62.5,22.2,5,8,62.5,0.0,0,0,-,2016,tight
Jonas Jerebko,BOS,29.0,6,3,18.6,5,8,62.5,62.5,18.6,5,8,62.5,0.0,0,0,-,2016,tight
Anthony Morrow,OKC,30.0,14,6,33.3,4,8,50.0,56.3,20.8,3,5,60.0,12.5,1,3,33.3,2016,tight
Thabo Sefolosha,ATL,32.0,10,5,17.8,4,8,50.0,50.0,15.6,4,7,57.1,2.2,0,1,0.0,2016,tight
Corey Brewer,HOU,30.0,5,4,33.3,4,8,50.0,50.0,33.3,4,8,50.0,0.0,0,0,-,2016,tight
Dwight Powell,DAL,24.0,4,3,44.4,3,8,37.5,37.5,44.4,3,8,37.5,0.0,0,0,-,2016,tight
Solomon Hill,IND,25.0,7,5,28.6,3,8,37.5,43.8,17.9,2,5,40.0,10.7,1,3,33.3,2016,tight
Mo Williams,CLE,33.0,13,7,28.6,2,8,25.0,25.0,21.4,2,6,33.3,7.1,0,2,0.0,2016,tight
Tony Allen,MEM,34.0,4,4,26.7,1,8,12.5,12.5,26.7,1,8,12.5,0.0,0,0,-,2016,tight
Tim Hardaway Jr.,ATL,24.0,9,5,30.8,1,8,12.5,12.5,23.1,1,6,16.7,7.7,0,2,0.0,2016,tight
Dahntay Jones,CLE,35.0,15,5,53.8,3,7,42.9,42.9,46.2,3,6,50.0,7.7,0,1,0.0,2016,tight
Cameron Payne,OKC,21.0,10,6,29.2,3,7,42.9,42.9,29.2,3,7,42.9,0.0,0,0,-,2016,tight
