PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,year
100363,Adrienne Goodson,Adrienne,1611661319.0,UTA,35.0,2,0,2,0.0,70.55,13,29,0.448,0,4,0.0,5,9,0.556,6,10,16,3,4,3,2,2,7,0,31,-21,65.7,1,0,60.0,55,62,27,62,41,23,29,25,36,29,36,26,25,52,22,27,26,40,37,27,21,56,50,1,26,80,29,4,1,31,2001
100170,Allison Feaster,Allison,1611661314.0,CHA,26.0,8,4,4,0.5,246.13333333333333,26,74,0.351,11,35,0.314,1,1,1.0,8,26,34,14,9,9,4,4,18,0,64,-29,155.8,0,0,149.0,1,8,81,27,5,9,6,50,4,3,23,54,58,1,12,6,7,12,14,4,11,74,80,1,11,84,10,9,1,10,2001
100642,Amanda Lassiter,Amanda,1611661316.0,HOU,23.0,2,0,2,0.0,54.483333333333334,7,16,0.438,3,9,0.333,2,2,1.0,1,8,9,0,2,0,3,1,4,0,19,0,36.8,0,0,37.0,55,62,27,62,48,41,44,27,15,19,18,42,47,1,50,36,42,65,54,59,17,38,35,1,42,30,45,9,1,45,2001
100549,Amy Herrig,Amy,1611661319.0,UTA,25.0,2,0,2,0.0,20.096666666666668,1,5,0.2,0,0,0.0,0,0,0.0,1,1,2,1,1,0,1,0,4,0,2,-2,7.9,0,0,7.0,55,62,27,62,59,60,56,65,36,51,36,59,61,59,50,63,63,53,60,59,34,1,35,1,67,42,63,9,1,64,2001
100353,Andrea Nagy,Andrea,1611661313.0,NYL,30.0,4,2,2,0.5,28.691666666666666,3,4,0.75,0,0,0.0,2,3,0.667,0,4,4,3,3,0,1,1,2,0,8,-1,17.3,0,0,17.0,32,36,27,27,54,50,63,4,36,51,36,42,45,45,64,47,51,40,44,59,34,38,26,1,51,37,54,9,1,53,2001
100059,Andrea Stinson,Andrea,1611661314.0,CHA,34.0,8,4,4,0.5,277.48333333333335,37,95,0.389,5,13,0.385,17,21,0.81,12,37,49,26,18,13,2,10,18,0,96,-38,220.8,0,0,206.0,1,8,81,27,2,3,2,40,12,11,15,3,4,29,6,3,2,7,4,1,21,86,80,1,3,88,2,9,1,2,2001
100445,Ann Wauters,Ann,1611661315.0,CLE,21.0,3,1,2,0.333,86.37,13,19,0.684,0,0,0.0,8,9,0.889,6,4,10,2,4,2,3,0,10,0,34,4,60.0,0,0,56.0,37,39,27,45,33,23,37,5,36,51,36,21,25,18,22,47,39,47,37,33,17,1,60,1,23,24,32,9,1,34,2001
100342,Becky Hammon,Becky,1611661313.0,NYL,25.0,6,3,3,0.5,49.09,6,17,0.353,3,10,0.3,0,0,0.0,0,3,3,2,3,1,0,2,3,0,15,-4,21.6,0,0,25.0,16,17,73,27,49,45,40,48,15,16,24,59,61,59,64,52,56,47,44,44,46,56,30,1,45,49,51,9,1,50,2001
100652,Camille Cooper,Camille,1611661313.0,NYL,23.0,3,3,0,1.0,7.7,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,0,0,-8,1.2,0,0,1.0,37,17,1,1,67,71,70,71,36,51,36,59,61,59,64,63,68,65,74,59,46,38,26,1,75,57,79,9,1,79,2001
100688,Cara Consuegra,Cara,1611661319.0,UTA,23.0,1,0,1,0.0,2.1166666666666667,1,1,1.0,0,0,0.0,1,1,1.0,0,1,1,0,1,1,0,0,0,0,3,-3,6.2,0,0,6.0,79,62,7,62,83,60,76,1,36,51,36,54,58,1,64,63,68,65,60,44,46,1,1,1,66,45,65,9,1,67,2001
100371,Charlotte Smith,Charlotte,1611661314.0,CHA,28.0,8,4,4,0.5,223.59,16,54,0.296,5,20,0.25,10,11,0.909,13,19,32,14,7,6,8,6,24,0,47,-18,141.4,0,0,126.0,1,8,81,27,9,20,12,59,12,9,30,13,18,17,5,9,8,12,20,15,4,77,87,1,17,72,12,9,1,14,2001
