Name,On,Off,On-Off,MinutesOn,MinutesOff,Team,Year,Season
Cameron Oliver,0.778,0.66,0.117,43.0,3898.0,ATL,2022,2021-22
Chris Clemons,0.0,0.662,-0.662,0.0,3941.0,ATL,2022,2021-22
Kevin Knox II,0.73,0.66,0.07,111.0,3830.0,ATL,2022,2021-22
De'Andre Hunter,0.657,0.665,-0.009,1577.0,2364.0,ATL,2022,2021-22
John Collins,0.625,0.688,-0.063,1663.0,2278.0,ATL,2022,2021-22
Clint Capela,0.644,0.682,-0.038,2042.0,1899.0,ATL,2022,2021-22
Bogdan Bogdanovic,0.658,0.665,-0.007,1848.0,2093.0,ATL,2022,2021-22
Trae Young,0.659,0.668,-0.009,2652.0,1289.0,ATL,2022,2021-22
Kevin Huerter,0.668,0.654,0.014,2188.0,1753.0,ATL,2022,2021-22
Cam Reddish,0.705,0.65,0.055,797.0,3144.0,ATL,2022,2021-22
Gorgui Dieng,0.721,0.657,0.064,371.0,3570.0,ATL,2022,2021-22
Solomon Hill,0.672,0.662,0.01,139.0,3802.0,ATL,2022,2021-22
Delon Wright,0.658,0.664,-0.006,1452.0,2489.0,ATL,2022,2021-22
Sharife Cooper,0.81,0.66,0.149,39.0,3902.0,ATL,2022,2021-22
Timothe Luwawu-Cabarrot,0.646,0.665,-0.019,685.0,3256.0,ATL,2022,2021-22
Jalen Johnson,0.62,0.663,-0.044,120.0,3821.0,ATL,2022,2021-22
Skylar Mays,0.705,0.659,0.045,220.0,3721.0,ATL,2022,2021-22
Danilo Gallinari,0.684,0.646,0.038,1672.0,2269.0,ATL,2022,2021-22
Onyeka Okongwu,0.67,0.659,0.01,992.0,2949.0,ATL,2022,2021-22
Lou Williams,0.642,0.667,-0.025,799.0,3142.0,ATL,2022,2021-22
Lance Stephenson,0.684,0.662,0.023,70.0,3872.0,ATL,2022,2021-22
Wes Iwundu,0.707,0.661,0.046,82.0,3859.0,ATL,2022,2021-22
Cat Barber,0.857,0.661,0.196,13.0,3928.0,ATL,2022,2021-22
Malcolm Hill,0.759,0.661,0.098,46.0,3895.0,ATL,2022,2021-22
Malik Ellison,0.0,0.662,-0.662,0.0,3941.0,ATL,2022,2021-22
Chaundee Brown Jr.,0.673,0.662,0.011,83.0,3858.0,ATL,2022,2021-22
Blake Griffin,0.635,0.646,-0.01,958.0,2993.0,BKN,2022,2021-22
Joe Harris,0.618,0.646,-0.029,423.0,3528.0,BKN,2022,2021-22
Paul Millsap,0.602,0.646,-0.044,270.0,3681.0,BKN,2022,2021-22
Jevon Carter,0.657,0.641,0.016,552.0,3399.0,BKN,2022,2021-22
James Johnson,0.646,0.642,0.005,1191.0,2760.0,BKN,2022,2021-22
DeAndre' Bembry,0.642,0.644,-0.002,949.0,3002.0,BKN,2022,2021-22
Nic Claxton,0.648,0.642,0.006,974.0,2977.0,BKN,2022,2021-22
Kevin Durant,0.621,0.666,-0.045,2047.0,1904.0,BKN,2022,2021-22
Patty Mills,0.656,0.624,0.031,2346.0,1605.0,BKN,2022,2021-22
LaMarcus Aldridge,0.649,0.641,0.009,1050.0,2901.0,BKN,2022,2021-22
Bruce Brown,0.633,0.652,-0.02,1774.0,2177.0,BKN,2022,2021-22
James Harden,0.651,0.637,0.014,1627.0,2324.0,BKN,2022,2021-22
Cam Thomas,0.672,0.631,0.041,1176.0,2775.0,BKN,2022,2021-22
David Duke Jr.,0.661,0.642,0.019,341.0,3610.0,BKN,2022,2021-22
Kessler Edwards,0.654,0.639,0.015,987.0,2964.0,BKN,2022,2021-22
Kyrie Irving,0.625,0.649,-0.024,1091.0,2860.0,BKN,2022,2021-22
Day'Ron Sharpe,0.674,0.64,0.034,391.0,3560.0,BKN,2022,2021-22
Andre Drummond,0.632,0.645,-0.013,535.0,3416.0,BKN,2022,2021-22
Seth Curry,0.653,0.642,0.011,569.0,3382.0,BKN,2022,2021-22
Goran Dragic,0.644,0.643,0.002,408.0,3543.0,BKN,2022,2021-22
Wenyen Gabriel,0.5,0.643,-0.143,1.0,3950.0,BKN,2022,2021-22
Langston Galloway,0.5,0.646,-0.146,58.0,3893.0,BKN,2022,2021-22
Shaquille Harrison,0.571,0.644,-0.072,23.0,3928.0,BKN,2022,2021-22
James Ennis III,0.667,0.643,0.024,14.0,3937.0,BKN,2022,2021-22
Juwan Morgan,0.0,0.654,-0.654,4.0,3977.0,BOS,2022,2021-22
Matt Ryan,0.5,0.654,-0.154,5.0,3976.0,BOS,2022,2021-22
Jayson Tatum,0.649,0.665,-0.016,2731.0,1250.0,BOS,2022,2021-22
Grant Williams,0.673,0.635,0.038,1875.0,2106.0,BOS,2022,2021-22
Robert Williams III,0.66,0.648,0.012,1804.0,2177.0,BOS,2022,2021-22
Jaylen Brown,0.651,0.657,-0.006,2220.0,1761.0,BOS,2022,2021-22
Bol Bol,0.0,0.654,-0.654,0.0,3981.0,BOS,2022,2021-22
P.J. Dozier,0.0,0.654,-0.654,0.0,3981.0,BOS,2022,2021-22
Al Horford,0.651,0.656,-0.004,2005.0,1976.0,BOS,2022,2021-22
Romeo Langford,0.647,0.655,-0.009,728.0,3253.0,BOS,2022,2021-22
Marcus Smart,0.655,0.652,0.003,2296.0,1685.0,BOS,2022,2021-22
Payton Pritchard,0.619,0.667,-0.047,1001.0,2980.0,BOS,2022,2021-22
Dennis Schroder,0.682,0.638,0.044,1433.0,2548.0,BOS,2022,2021-22
Juancho Hernangomez,0.625,0.655,-0.03,96.0,3885.0,BOS,2022,2021-22
Derrick White,0.681,0.648,0.034,713.0,3268.0,BOS,2022,2021-22
Luke Kornet,0.615,0.655,-0.039,85.0,3896.0,BOS,2022,2021-22
Daniel Theis,0.667,0.652,0.014,393.0,3588.0,BOS,2022,2021-22
Brodric Thomas,0.571,0.655,-0.084,60.0,3921.0,BOS,2022,2021-22
Sam Hauser,0.647,0.654,-0.007,158.0,3823.0,BOS,2022,2021-22
Kelan Martin,0.667,0.654,0.013,6.0,3975.0,BOS,2022,2021-22
Malik Fitts,0.429,0.655,-0.226,28.0,3953.0,BOS,2022,2021-22
Nik Stauskas,0.75,0.654,0.096,15.0,3966.0,BOS,2022,2021-22
CJ Miles,0.0,0.654,-0.654,2.0,3979.0,BOS,2022,2021-22
Justin Jackson,0.0,0.654,-0.654,2.0,3979.0,BOS,2022,2021-22
Joe Johnson,0.0,0.654,-0.654,2.0,3979.0,BOS,2022,2021-22
Aaron Nesmith,0.623,0.659,-0.036,574.0,3407.0,BOS,2022,2021-22
Josh Richardson,0.655,0.653,0.001,1087.0,2894.0,BOS,2022,2021-22
Enes Freedom,0.652,0.654,-0.002,411.0,3570.0,BOS,2022,2021-22
Jabari Parker,0.571,0.657,-0.086,112.0,3869.0,BOS,2022,2021-22
Bruno Fernando,0.56,0.655,-0.095,58.0,3923.0,BOS,2022,2021-22
Al-Farouq Aminu,0.0,0.654,-0.654,0.0,3981.0,BOS,2022,2021-22
Norvel Pelle,0.0,0.654,-0.654,0.0,3981.0,BOS,2022,2021-22
Gordon Hayward,0.653,0.639,0.013,1564.0,2412.0,CHA,2022,2021-22
Miles Bridges,0.648,0.635,0.013,2837.0,1139.0,CHA,2022,2021-22
Mason Plumlee,0.644,0.645,-0.002,1793.0,2183.0,CHA,2022,2021-22
LaMelo Ball,0.653,0.631,0.021,2422.0,1554.0,CHA,2022,2021-22
Jalen McDaniels,0.61,0.654,-0.044,895.0,3081.0,CHA,2022,2021-22
P.J. Washington,0.651,0.64,0.011,1768.0,2208.0,CHA,2022,2021-22
Ish Smith,0.665,0.642,0.024,511.0,3465.0,CHA,2022,2021-22
Kai Jones,0.649,0.645,0.004,63.0,3913.0,CHA,2022,2021-22
James Bouknight,0.64,0.645,-0.005,304.0,3672.0,CHA,2022,2021-22
JT Thor,0.642,0.645,-0.002,262.0,3714.0,CHA,2022,2021-22
Nick Richards,0.604,0.649,-0.045,367.0,3609.0,CHA,2022,2021-22
Terry Rozier,0.634,0.662,-0.028,2458.0,1518.0,CHA,2022,2021-22
Arnoldas Kulboka,0.667,0.645,0.022,5.0,3971.0,CHA,2022,2021-22
Montrezl Harrell,0.627,0.647,-0.02,524.0,3452.0,CHA,2022,2021-22
Cody Martin,0.655,0.636,0.019,1866.0,2110.0,CHA,2022,2021-22
