TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Toronto Raptors,17,375,19.3,1.16,433,152,286,53.1,58.6,18.1,8.8,16.8,3.2,54.9,79.3
Oklahoma City Thunder,17,387,19.6,1.12,432,163,310,52.6,57.3,14.2,8.5,14.2,2.8,53.0,58.6
New York Knicks,18,399,19.2,1.06,425,154,304,50.7,57.1,13.0,12.3,12.5,1.8,48.9,20.7
Utah Jazz,19,353,16.1,1.18,416,159,277,57.4,66.4,10.2,14.7,9.6,3.4,51.6,82.8
Minnesota Timberwolves,17,364,18.9,1.14,416,157,282,55.7,61.5,13.7,14.0,12.9,5.2,51.4,75.9
Indiana Pacers,16,342,18.6,1.2,409,146,260,56.2,66.5,13.2,13.5,12.6,2.6,53.2,89.7
Atlanta Hawks,17,326,16.5,1.25,407,156,260,60.0,66.2,13.8,11.3,12.9,5.2,55.8,96.6
LA Clippers,18,337,17.5,1.18,398,144,248,58.1,66.3,16.3,13.4,14.5,3.6,54.3,86.2
Memphis Grizzlies,17,349,17.6,1.1,385,148,282,52.5,60.3,10.6,11.2,9.5,2.6,50.1,51.7
Golden State Warriors,18,330,16.3,1.13,374,136,260,52.3,61.3,10.0,13.3,9.4,2.4,48.5,65.5
Chicago Bulls,17,328,17.3,1.12,367,132,247,53.4,60.3,13.7,12.8,11.9,1.8,51.5,62.1
Detroit Pistons,18,340,16.6,1.08,367,128,245,52.2,58.2,18.2,12.9,15.0,3.2,51.8,41.4
Boston Celtics,17,316,17.0,1.14,361,133,251,53.0,60.4,12.0,11.4,11.7,2.8,51.3,72.4
Denver Nuggets,16,278,15.8,1.26,350,133,215,61.9,72.1,9.7,15.8,8.6,2.9,54.7,100.0
Charlotte Hornets,18,338,16.1,1.04,350,133,266,50.0,54.9,13.0,10.9,11.8,2.7,49.1,10.3
New Orleans Pelicans,17,326,16.8,1.07,349,133,265,50.2,57.2,9.8,10.4,8.6,1.5,49.1,27.6
Brooklyn Nets,17,324,17.8,1.07,346,119,250,47.6,55.8,14.8,10.5,13.9,2.8,47.5,24.1
Los Angeles Lakers,15,326,19.0,1.06,346,136,252,54.0,58.1,12.6,13.8,11.0,4.0,50.3,17.2
San Antonio Spurs,18,313,15.1,1.1,344,132,251,52.6,60.2,11.5,11.8,9.9,3.5,49.5,44.8
Sacramento Kings,15,320,19.2,1.07,344,131,250,52.4,59.6,10.9,13.4,10.3,2.8,48.8,34.5
Miami Heat,18,289,14.7,1.14,329,119,226,52.7,59.3,13.5,11.1,11.4,2.8,51.6,69.0
Milwaukee Bucks,16,301,16.4,1.07,323,119,237,50.2,56.8,15.6,10.0,15.0,4.7,48.8,31.0
Washington Wizards,17,298,16.0,1.08,321,121,238,50.8,58.8,10.4,12.8,9.4,3.0,47.7,37.9
Phoenix Suns,16,269,15.1,1.1,297,108,208,51.9,61.3,10.0,12.3,8.2,0.4,49.4,55.2
Cleveland Cavaliers,17,266,14.0,1.1,293,110,204,53.9,60.0,13.9,13.2,12.0,3.8,50.8,48.3
Orlando Magic,18,295,14.8,0.99,292,103,223,46.2,51.1,14.6,12.9,13.2,3.1,46.1,6.9
Portland Trail Blazers,17,296,15.9,0.98,290,107,221,48.4,52.5,15.5,13.2,16.2,4.4,46.6,0.0
Philadelphia 76ers,16,233,13.8,1.2,279,105,188,55.9,62.5,14.6,9.4,13.7,4.7,54.5,93.1
Dallas Mavericks,16,246,14.5,1.06,260,94,195,48.2,53.6,15.0,8.5,14.6,3.3,48.8,13.8
Houston Rockets,17,259,13.2,0.99,256,101,204,49.5,52.9,11.6,12.4,10.8,2.7,47.9,3.4
