TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Dallas Mavericks,15,243,15.2,1.06,258,92,197,46.7,53.6,14.4,9.5,13.2,4.9,46.5,93.1
Philadelphia 76ers,15,180,11.4,1.06,190,65,145,44.8,49.0,17.2,6.1,15.6,3.9,49.4,86.2
Brooklyn Nets,16,150,8.8,1.05,158,57,119,47.9,50.8,14.0,8.7,12.7,2.0,50.0,82.8
Portland Trail Blazers,15,142,8.7,1.06,150,56,109,51.4,55.5,14.8,11.3,14.1,3.5,50.0,89.7
LA Clippers,16,168,9.8,0.88,147,60,139,43.2,46.0,7.7,11.3,7.1,1.8,41.1,34.5
Houston Rockets,16,144,7.8,0.99,142,45,111,40.5,44.6,18.8,9.0,17.4,4.9,45.1,65.5
Atlanta Hawks,15,131,7.5,1.03,135,53,118,44.9,49.6,10.7,3.8,9.2,4.6,46.6,75.9
Los Angeles Lakers,14,138,8.6,0.97,134,53,121,43.8,47.5,10.9,5.8,10.9,4.3,44.2,58.6
Boston Celtics,16,131,7.5,1.0,131,48,109,44.0,50.0,9.2,8.4,9.2,0.8,45.0,69.0
Orlando Magic,16,123,6.9,0.98,121,48,98,49.0,50.0,14.6,11.4,13.8,6.5,47.2,62.1
Oklahoma City Thunder,16,145,7.8,0.83,121,49,124,39.5,41.1,9.0,8.3,8.3,2.8,40.0,24.1
Toronto Raptors,16,165,9.1,0.71,118,47,128,36.7,37.5,9.1,14.5,7.9,1.2,36.4,6.9
Chicago Bulls,16,103,5.8,1.11,114,36,76,47.4,50.0,23.3,7.8,21.4,4.9,53.4,100.0
New York Knicks,16,137,7.4,0.83,114,41,107,38.3,41.6,12.4,11.7,10.9,2.2,40.1,20.7
Miami Heat,16,109,6.3,1.03,112,37,83,44.6,48.2,16.5,9.2,16.5,1.8,48.6,72.4
Minnesota Timberwolves,15,122,7.2,0.9,110,41,96,42.7,48.4,10.7,11.5,8.2,0.8,41.8,37.9
New Orleans Pelicans,16,132,7.2,0.8,106,38,97,39.2,40.2,15.2,15.2,13.6,3.8,39.4,13.8
Utah Jazz,17,109,5.5,0.94,103,38,79,48.1,53.2,11.0,17.4,8.3,0.9,45.0,48.3
Detroit Pistons,17,128,6.6,0.81,103,32,86,37.2,40.7,16.4,16.4,12.5,0.0,39.8,17.2
Cleveland Cavaliers,15,108,6.4,0.91,98,37,89,41.6,47.8,10.2,11.1,10.2,3.7,40.7,41.4
Washington Wizards,16,100,5.7,0.91,91,35,77,45.5,48.1,12.0,13.0,11.0,2.0,45.0,44.8
Golden State Warriors,16,86,4.7,1.05,90,34,70,48.6,54.3,10.5,10.5,10.5,2.3,47.7,79.3
Memphis Grizzlies,16,91,4.9,0.96,87,35,80,43.8,45.6,15.4,3.3,13.2,6.6,45.1,51.7
Sacramento Kings,14,80,5.1,1.06,85,31,63,49.2,52.4,18.8,7.5,17.5,5.0,51.3,96.6
Denver Nuggets,15,95,5.7,0.86,82,30,75,40.0,44.7,12.6,10.5,10.5,2.1,40.0,31.0
Phoenix Suns,15,89,5.3,0.84,75,26,75,34.7,39.3,11.2,6.7,10.1,2.2,38.2,27.6
Charlotte Hornets,17,94,4.8,0.8,75,30,76,39.5,42.1,12.8,10.6,11.7,4.3,39.4,10.3
Milwaukee Bucks,15,98,5.7,0.66,65,25,76,32.9,34.2,12.2,11.2,13.3,2.0,35.7,0.0
Indiana Pacers,14,51,3.2,0.96,49,18,41,43.9,51.2,7.8,13.7,5.9,2.0,41.2,55.2
San Antonio Spurs,16,38,2.1,0.71,27,9,25,36.0,38.0,10.5,23.7,10.5,0.0,34.2,3.4
