,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile,FTFreq%,TOVFreq%,SFFreq%,And OneFreq%,ScoreFreq%
15324,,Paul Millsap,ATL,6,19.3,28,26,0.93,,6,18,33.3,36.1,7.1,25.0,28.6,46.4,2017,iso,0.0,55.6,,,,,
15325,,Jimmy Butler,CHI,6,19.1,27,25,0.93,,10,22,45.5,45.5,11.1,14.8,14.8,44.4,2017,iso,7.4,52.8,,,,,
15326,,Joe Johnson,UTA,11,19.2,29,25,0.86,,12,28,42.9,44.6,3.4,0.0,0.0,41.4,2017,iso,0.0,44.4,,,,,
15327,,Damian Lillard,POR,4,23.0,26,24,0.92,,9,19,47.4,52.6,19.2,7.7,7.7,42.3,2017,iso,0.0,48.6,,,,,
15328,,Paul George,IND,4,27.2,31,24,0.77,,7,25,28.0,32.0,6.5,16.1,16.1,35.5,2017,iso,3.2,30.6,,,,,
15329,,Chris Paul,LAC,7,11.4,19,23,1.21,,8,17,47.1,55.9,0.0,10.5,10.5,52.6,2017,iso,0.0,83.3,,,,,
15330,,CJ McCollum,POR,4,14.7,15,21,1.4,,9,15,60.0,70.0,0.0,0.0,0.0,60.0,2017,iso,0.0,100.0,,,,,
15331,,Mike Conley,MEM,6,12.4,16,20,1.25,,7,12,58.3,66.7,12.5,18.8,12.5,56.3,2017,iso,6.3,88.9,,,,,
15332,,Jonathon Simmons,SAS,15,10.1,16,17,1.06,,8,15,53.3,53.3,6.3,12.5,12.5,50.0,2017,iso,12.5,72.2,,,,,
15333,,LaMarcus Aldridge,SAS,16,7.2,21,16,0.76,,6,15,40.0,40.0,9.5,19.0,14.3,42.9,2017,iso,0.0,27.8,,,,,
15334,,Klay Thompson,GSW,17,9.2,25,16,0.64,,6,21,28.6,31.0,8.0,12.0,12.0,32.0,2017,iso,4.0,13.9,,,,,
15335,,Jamal Crawford,LAC,7,21.6,21,15,0.71,,7,19,36.8,39.5,9.5,0.0,0.0,33.3,2017,iso,0.0,22.2,,,,,
15336,,Markieff Morris,WAS,13,9.5,17,14,0.82,,5,12,41.7,41.7,17.6,17.6,23.5,35.3,2017,iso,11.8,34.3,,,,,
15337,,Bojan Bogdanovic,WAS,13,7.4,8,13,1.63,,3,5,60.0,80.0,12.5,25.0,12.5,62.5,2017,iso,0.0,0.0,,,,,
15338,,Kyle Lowry,TOR,8,8.1,10,13,1.3,,6,9,66.7,72.2,10.0,0.0,0.0,60.0,2017,iso,0.0,94.3,,,,,
15339,,Draymond Green,GSW,17,5.4,12,12,1.0,,5,8,62.5,62.5,25.0,16.7,16.7,50.0,2017,iso,8.3,62.9,,,,,
15340,,Giannis Antetokounmpo,MIL,6,8.5,13,12,0.92,,4,7,57.1,57.1,15.4,30.8,30.8,53.8,2017,iso,0.0,48.6,,,,,
15341,,Zach Randolph,MEM,6,17.9,17,12,0.71,,6,17,35.3,35.3,0.0,0.0,0.0,35.3,2017,iso,0.0,19.4,,,,,
15342,,Brandon Jennings,WAS,13,12.5,6,11,1.83,,4,5,80.0,90.0,0.0,16.7,16.7,83.3,2017,iso,0.0,0.0,,,,,
15343,,Marc Gasol,MEM,6,7.3,8,11,1.38,,5,6,83.3,83.3,25.0,12.5,12.5,62.5,2017,iso,12.5,0.0,,,,,
15344,,Dejounte Murray,SAS,11,14.8,13,11,0.85,,4,10,40.0,40.0,15.4,15.4,15.4,38.5,2017,iso,7.7,41.7,,,,,
15345,,Lou Williams,HOU,11,12.5,18,11,0.61,,4,15,26.7,30.0,11.1,5.6,5.6,27.8,2017,iso,0.0,8.3,,,,,
15346,,Patty Mills,SAS,16,3.6,6,10,1.67,,4,6,66.7,75.0,0.0,16.7,16.7,66.7,2017,iso,16.7,0.0,,,,,
15347,,Patrick Beverley,HOU,11,6.8,9,10,1.11,,3,7,42.9,42.9,11.1,33.3,33.3,44.4,2017,iso,22.2,0.0,,,,,
15348,,Tony Parker,SAS,8,7.8,9,10,1.11,,4,7,57.1,57.1,11.1,11.1,11.1,55.6,2017,iso,0.0,0.0,,,,,
15349,,Manu Ginobili,SAS,16,8.5,10,10,1.0,,3,7,42.9,42.9,0.0,30.0,30.0,60.0,2017,iso,0.0,62.9,,,,,
15350,,Avery Bradley,BOS,18,5.4,17,9,0.53,,4,15,26.7,26.7,5.9,5.9,5.9,29.4,2017,iso,0.0,2.8,,,,,
15351,,Kelly Olynyk,BOS,18,3.1,5,8,1.6,,2,3,66.7,66.7,20.0,60.0,60.0,60.0,2017,iso,40.0,0.0,,,,,
15352,,Jeff Teague,IND,4,13.3,8,8,1.0,,3,7,42.9,57.1,12.5,0.0,0.0,37.5,2017,iso,0.0,0.0,,,,,
15353,,Al Horford,BOS,18,3.4,8,8,1.0,,3,5,60.0,60.0,25.0,12.5,12.5,50.0,2017,iso,0.0,0.0,,,,,
15354,,Eric Gordon,HOU,11,9.1,13,8,0.61,,4,12,33.3,33.3,7.7,0.0,0.0,30.8,2017,iso,0.0,11.1,,,,,
15355,,Monta Ellis,IND,4,14.8,4,7,1.75,,3,3,100.0,116.7,25.0,0.0,0.0,75.0,2017,iso,0.0,0.0,,,,,
15356,,Shaun Livingston,GSW,14,7.0,5,7,1.4,,3,4,75.0,75.0,20.0,20.0,20.0,60.0,2017,iso,20.0,0.0,,,,,
15357,,Kevin Love,CLE,18,2.5,7,7,1.0,,2,6,33.3,50.0,0.0,14.3,14.3,42.9,2017,iso,0.0,0.0,,,,,
15358,,Iman Shumpert,CLE,17,12.2,9,7,0.78,,3,8,37.5,37.5,11.1,11.1,11.1,33.3,2017,iso,11.1,0.0,,,,,
15359,,Marcus Smart,BOS,18,6.3,12,7,0.58,,2,8,25.0,25.0,16.7,16.7,16.7,33.3,2017,iso,0.0,5.6,,,,,
15360,,,CHI,5,13.0,3,6,2.0,,3,3,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15361,,Evan Turner,POR,4,6.3,3,6,2.0,,2,2,100.0,100.0,0.0,33.3,33.3,100.0,2017,iso,0.0,0.0,,,,,
15362,,George Hill,UTA,8,3.3,4,6,1.5,,3,4,75.0,75.0,0.0,0.0,0.0,75.0,2017,iso,0.0,0.0,,,,,
15363,,Kent Bazemore,ATL,6,6.6,5,6,1.2,,2,4,50.0,50.0,0.0,20.0,20.0,60.0,2017,iso,0.0,0.0,,,,,
15364,,Lance Stephenson,IND,4,15.5,9,6,0.67,,3,8,37.5,37.5,11.1,0.0,0.0,33.3,2017,iso,0.0,0.0,,,,,
15365,,Dwyane Wade,CHI,6,8.4,9,6,0.67,,2,8,25.0,31.3,0.0,11.1,11.1,33.3,2017,iso,0.0,0.0,,,,,
15366,,Derrick Williams,CLE,8,21.1,4,5,1.25,,2,3,66.7,83.3,25.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15367,,Andre Iguodala,GSW,16,3.9,5,5,1.0,,1,3,33.3,33.3,0.0,40.0,40.0,60.0,2017,iso,0.0,0.0,,,,,
15368,,Shelvin Mack,UTA,9,9.1,6,5,0.83,,1,4,25.0,37.5,16.7,16.7,16.7,33.3,2017,iso,0.0,0.0,,,,,
15369,,Jaylen Brown,BOS,17,9.9,9,5,0.56,,2,8,25.0,25.0,0.0,11.1,11.1,33.3,2017,iso,0.0,0.0,,,,,
15370,,Delon Wright,TOR,9,7.7,2,4,2.0,,2,2,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15371,,Matthew Dellavedova,MIL,6,5.8,3,4,1.33,,0,1,0.0,0.0,0.0,66.7,66.7,66.7,2017,iso,0.0,0.0,,,,,
15372,,JJ Redick,LAC,7,4.2,3,4,1.33,,2,3,66.7,66.7,0.0,0.0,0.0,66.7,2017,iso,0.0,0.0,,,,,
15373,,Tim Hardaway Jr.,ATL,6,4.0,4,4,1.0,,1,3,33.3,33.3,0.0,25.0,25.0,50.0,2017,iso,0.0,0.0,,,,,
15374,,Cory Joseph,TOR,10,4.5,4,4,1.0,,2,4,50.0,50.0,0.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15375,,Greg Monroe,MIL,6,6.5,5,4,0.8,,1,3,33.3,33.3,20.0,20.0,20.0,40.0,2017,iso,0.0,0.0,,,,,
15376,,Bobby Brown,HOU,5,25.0,5,4,0.8,,2,5,40.0,40.0,0.0,0.0,0.0,40.0,2017,iso,0.0,0.0,,,,,
15377,,Terry Rozier,BOS,17,5.9,6,4,0.67,,2,6,33.3,33.3,0.0,0.0,0.0,33.3,2017,iso,0.0,0.0,,,,,
15378,,JR Smith,CLE,18,6.0,7,4,0.57,,2,6,33.3,33.3,14.3,0.0,0.0,28.6,2017,iso,0.0,0.0,,,,,
15379,,Kyle Anderson,SAS,15,12.0,9,4,0.44,,2,7,28.6,28.6,22.2,0.0,0.0,22.2,2017,iso,0.0,0.0,,,,,
15380,,Ian Clark,GSW,16,1.0,1,3,3.0,,1,1,100.0,150.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15381,,Rudy Gobert,UTA,9,1.1,1,3,3.0,,1,1,100.0,100.0,0.0,100.0,100.0,100.0,2017,iso,100.0,0.0,,,,,
15382,,Richard Jefferson,CLE,14,3.3,2,3,1.5,,1,1,100.0,150.0,50.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15383,,Jae Crowder,BOS,18,2.6,6,3,0.5,,1,6,16.7,25.0,0.0,0.0,0.0,16.7,2017,iso,0.0,0.0,,,,,
15384,,Deron Williams,CLE,18,8.2,7,3,0.43,,1,7,14.3,21.4,0.0,0.0,0.0,14.3,2017,iso,0.0,0.0,,,,,
15385,,Tony Snell,MIL,6,2.2,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15386,,Raul Neto,UTA,9,5.6,1,2,2.0,,0,0,0.0,0.0,0.0,100.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15387,,Malcolm Delaney,ATL,1,25.0,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15388,,Bryn Forbes,SAS,6,3.8,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15389,,Shabazz Napier,POR,4,4.3,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15390,,Jeff Withey,UTA,3,20.0,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15391,,Wayne Selden,MEM,6,3.3,1,2,2.0,,1,1,100.0,100.0,0.0,0.0,0.0,100.0,2017,iso,0.0,0.0,,,,,
15392,,Jerami Grant,OKC,5,5.4,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15393,,Bobby Portis,CHI,6,5.1,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15394,,Patrick McCaw,GSW,15,3.5,2,2,1.0,,0,1,0.0,0.0,0.0,50.0,50.0,50.0,2017,iso,0.0,0.0,,,,,
15395,,Malcolm Brogdon,MIL,6,3.0,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15396,,Taurean Prince,ATL,6,3.3,2,2,1.0,,1,2,50.0,50.0,0.0,0.0,0.0,50.0,2017,iso,0.0,0.0,,,,,
15397,,Ryan Anderson,HOU,11,1.8,2,2,1.0,,0,1,0.0,0.0,0.0,50.0,50.0,50.0,2017,iso,0.0,0.0,,,,,
15398,,David West,GSW,17,4.2,3,2,0.67,,0,2,0.0,0.0,0.0,33.3,33.3,33.3,2017,iso,0.0,0.0,,,,,
15399,,Serge Ibaka,TOR,10,2.1,3,2,0.67,,1,2,50.0,50.0,33.3,0.0,0.0,33.3,2017,iso,0.0,0.0,,,,,
15400,,Paul Zipser,CHI,6,6.8,3,2,0.67,,0,2,0.0,0.0,0.0,33.3,33.3,33.3,2017,iso,0.0,0.0,,,,,
15401,,Vince Carter,MEM,6,7.3,4,2,0.5,,0,3,0.0,0.0,0.0,25.0,25.0,25.0,2017,iso,0.0,0.0,,,,,
15402,,Otto Porter Jr.,WAS,13,2.9,4,2,0.5,,1,3,33.3,33.3,25.0,0.0,0.0,25.0,2017,iso,0.0,0.0,,,,,
15403,,Rodney Hood,UTA,11,3.3,4,2,0.5,,1,3,33.3,33.3,0.0,0.0,25.0,25.0,2017,iso,0.0,0.0,,,,,
15404,,Dante Exum,UTA,7,12.1,4,2,0.5,,1,3,33.3,33.3,25.0,0.0,0.0,25.0,2017,iso,0.0,0.0,,,,,
15405,,Andrew Harrison,MEM,6,11.4,4,2,0.5,,1,4,25.0,25.0,0.0,0.0,0.0,25.0,2017,iso,0.0,0.0,,,,,
15406,,Rajon Rondo,CHI,2,12.9,4,2,0.5,,1,4,25.0,25.0,0.0,0.0,0.0,25.0,2017,iso,0.0,0.0,,,,,
15407,,Danny Green,SAS,16,3.0,4,2,0.5,,1,4,25.0,25.0,0.0,0.0,0.0,25.0,2017,iso,0.0,0.0,,,,,
15408,,James Ennis III,MEM,6,7.8,4,2,0.5,,1,2,50.0,50.0,50.0,0.0,0.0,25.0,2017,iso,0.0,0.0,,,,,
15409,,Raymond Felton,LAC,7,13.5,5,2,0.4,,1,5,20.0,20.0,0.0,0.0,0.0,20.0,2017,iso,0.0,0.0,,,,,
15410,,Austin Rivers,LAC,3,21.9,7,2,0.29,,1,7,14.3,14.3,0.0,0.0,0.0,14.3,2017,iso,0.0,0.0,,,,,
15411,,Khris Middleton,MIL,6,12.4,12,2,0.17,,1,11,9.1,9.1,8.3,0.0,0.0,8.3,2017,iso,0.0,0.0,,,,,
15412,,Montrezl Harrell,HOU,5,12.5,1,1,1.0,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2017,iso,0.0,0.0,,,,,
15413,,Noah Vonleh,POR,4,3.7,1,1,1.0,,0,0,0.0,0.0,0.0,100.0,100.0,100.0,2017,iso,0.0,0.0,,,,,
15414,,Luc Mbah a Moute,LAC,7,3.6,2,1,0.5,,0,1,0.0,0.0,0.0,50.0,50.0,50.0,2017,iso,0.0,0.0,,,,,
15415,,David Lee,SAS,15,1.6,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15416,,Aaron Brooks,IND,1,25.0,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15417,,CJ Miles,IND,4,3.7,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15418,,Clint Capela,HOU,11,0.9,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15419,,Jonas Jerebko,BOS,12,2.4,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15420,,Trevor Ariza,HOU,11,0.9,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15421,,Dahntay Jones,CLE,10,7.7,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15422,,Amir Johnson,BOS,14,2.5,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15423,,Davis Bertans,SAS,13,2.8,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15424,,Paul Pierce,LAC,7,4.3,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15425,,Matt Barnes,GSW,12,5.6,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15426,,Jusuf Nurkic,POR,1,16.7,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15427,,Nene,HOU,9,1.4,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15428,,Anthony Morrow,CHI,3,10.0,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15429,,Tristan Thompson,CLE,18,0.7,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15430,,Norris Cole,OKC,4,10.0,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15431,,Wade Baldwin IV,MEM,3,33.3,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15432,,Troy Daniels,MEM,6,9.1,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15433,,Meyers Leonard,POR,3,11.1,1,0,0.0,,0,0,0.0,0.0,100.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15434,,James Michael McAdoo,GSW,13,4.8,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15435,,Kyle Korver,CLE,18,1.1,1,0,0.0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15436,,,POR,4,3.9,2,0,0.0,,0,1,0.0,0.0,50.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15437,,Zaza Pachulia,GSW,15,2.6,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15438,,Jerian Grant,CHI,5,6.5,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15439,,Troy Williams,HOU,5,16.7,2,0,0.0,,0,1,0.0,0.0,50.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15440,,Taj Gibson,OKC,5,4.3,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15441,,Pat Connaughton,POR,3,20.0,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15442,,Gerald Green,BOS,13,2.4,2,0,0.0,,0,1,0.0,0.0,50.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15443,,Pau Gasol,SAS,16,1.4,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15444,,Myles Turner,IND,4,3.7,2,0,0.0,,0,1,0.0,0.0,50.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15445,,P.J. Tucker,TOR,10,3.2,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15446,,Andre Roberson,OKC,5,3.2,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15447,,Kelly Oubre Jr.,WAS,12,2.8,2,0,0.0,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15448,,Michael Beasley,MIL,4,12.5,3,0,0.0,,0,0,0.0,0.0,66.7,33.3,33.3,0.0,2017,iso,0.0,0.0,,,,,
15449,,Norman Powell,TOR,9,3.7,4,0,0.0,,0,3,0.0,0.0,25.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15450,,Jonas Valanciunas,TOR,10,4.6,5,0,0.0,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15451,,Joe Ingles,UTA,11,6.3,5,0,0.0,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15452,,Victor Oladipo,OKC,5,8.7,6,0,0.0,,0,5,0.0,0.0,16.7,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15453,,Blake Griffin,LAC,3,10.0,6,0,0.0,,0,6,0.0,0.0,0.0,0.0,0.0,0.0,2017,iso,0.0,0.0,,,,,
15454,,LaMarcus Aldridge,SAS,16,39.0,114,112,0.98,,46,95,48.4,48.4,8.8,11.4,9.6,48.2,2017,post,3.5,71.0,,,,,
15455,,Kevin Love,CLE,18,19.7,56,55,0.98,,17,39,43.6,43.6,10.7,21.4,19.6,48.2,2017,post,3.6,67.7,,,,,
15456,,Al Horford,BOS,18,22.3,52,44,0.85,,20,42,47.6,47.6,15.4,3.8,3.8,42.3,2017,post,0.0,41.9,,,,,
15457,,Kevin Durant,GSW,15,9.7,34,41,1.21,,16,26,61.5,61.5,8.8,17.6,17.6,61.8,2017,post,2.9,90.3,,,,,
15458,,LeBron James,CLE,18,8.2,43,41,0.95,,18,32,56.3,56.3,16.3,11.6,7.0,48.8,2017,post,2.3,61.3,,,,,
15459,,Marc Gasol,MEM,6,33.6,37,32,0.86,,8,25,32.0,32.0,10.8,24.3,18.9,43.2,2017,post,2.7,51.6,,,,,
15460,,Zach Randolph,MEM,6,27.4,26,29,1.11,,11,23,47.8,47.8,0.0,19.2,19.2,53.8,2017,post,7.7,83.9,,,,,
15461,,Paul Millsap,ATL,6,17.9,26,24,0.92,,10,17,58.8,58.8,26.9,11.5,7.7,46.2,2017,post,3.8,58.1,,,,,
15462,,Jonas Valanciunas,TOR,10,22.2,24,23,0.96,,9,17,52.9,52.9,20.8,12.5,12.5,45.8,2017,post,4.2,64.5,,,,,
15463,,Kawhi Leonard,SAS,12,4.8,13,19,1.46,,6,10,60.0,60.0,0.0,30.8,15.4,69.2,2017,post,7.7,96.8,,,,,
15464,,Giannis Antetokounmpo,MIL,6,9.8,15,17,1.13,,8,12,66.7,66.7,13.3,20.0,13.3,53.3,2017,post,13.3,87.1,,,,,
15465,,Draymond Green,GSW,17,8.9,20,17,0.85,,6,12,50.0,50.0,30.0,20.0,15.0,40.0,2017,post,10.0,45.2,,,,,
15466,,Khris Middleton,MIL,6,10.3,10,16,1.6,,6,7,85.7,85.7,10.0,20.0,20.0,80.0,2017,post,0.0,100.0,,,,,
15467,,Greg Monroe,MIL,6,23.4,18,16,0.89,,4,10,40.0,40.0,16.7,27.8,22.2,50.0,2017,post,0.0,54.8,,,,,
15468,,Pau Gasol,SAS,16,19.6,28,16,0.57,,8,22,36.4,36.4,17.9,3.6,3.6,28.6,2017,post,0.0,12.9,,,,,
15469,,Dwight Howard,ATL,6,25.5,14,15,1.07,,6,10,60.0,60.0,21.4,14.3,14.3,50.0,2017,post,7.1,80.6,,,,,
15470,,Robin Lopez,CHI,6,15.6,10,14,1.4,,6,8,75.0,75.0,10.0,10.0,10.0,70.0,2017,post,0.0,93.5,,,,,
15471,,David West,GSW,17,19.4,14,14,1.0,,6,11,54.5,54.5,14.3,14.3,14.3,50.0,2017,post,7.1,76.7,,,,,
15472,,Shaun Livingston,GSW,14,19.7,14,14,1.0,,7,14,50.0,50.0,0.0,7.1,7.1,50.0,2017,post,7.1,76.7,,,,,
15473,,Kelly Olynyk,BOS,18,10.1,16,13,0.81,,6,12,50.0,50.0,18.8,12.5,12.5,43.8,2017,post,6.3,38.7,,,,,
15474,,Jimmy Butler,CHI,6,9.9,14,12,0.86,,5,12,41.7,41.7,7.1,14.3,14.3,42.9,2017,post,7.1,48.4,,,,,
15475,,Joe Johnson,UTA,11,10.6,16,12,0.75,,6,14,42.9,42.9,12.5,0.0,0.0,37.5,2017,post,0.0,32.3,,,,,
15476,,Taj Gibson,OKC,5,37.0,17,12,0.71,,4,11,36.4,36.4,23.5,11.8,11.8,35.3,2017,post,0.0,25.8,,,,,
15477,,Boris Diaw,UTA,11,27.3,18,12,0.67,,5,10,50.0,50.0,38.9,5.6,5.6,33.3,2017,post,0.0,19.4,,,,,
15478,,Marcin Gortat,WAS,13,16.1,19,11,0.58,,5,13,38.5,38.5,31.6,5.3,5.3,26.3,2017,post,5.3,16.1,,,,,
15479,,Otto Porter Jr.,WAS,13,5.1,7,10,1.43,,3,5,60.0,60.0,0.0,28.6,14.3,71.4,2017,post,0.0,0.0,,,,,
15480,,Jae Crowder,BOS,18,3.4,8,10,1.25,,4,6,66.7,66.7,0.0,25.0,12.5,75.0,2017,post,0.0,0.0,,,,,
15481,,Klay Thompson,GSW,17,3.3,9,10,1.11,,5,9,55.6,55.6,0.0,0.0,0.0,55.6,2017,post,0.0,0.0,,,,,
15482,,Zaza Pachulia,GSW,15,11.5,9,10,1.11,,4,8,50.0,50.0,0.0,11.1,11.1,55.6,2017,post,0.0,0.0,,,,,
15483,,Dwyane Wade,CHI,6,12.1,13,10,0.77,,4,11,36.4,36.4,7.7,7.7,7.7,38.5,2017,post,0.0,35.5,,,,,
15484,,Blake Griffin,LAC,3,23.3,14,10,0.71,,5,13,38.5,38.5,7.1,0.0,0.0,35.7,2017,post,0.0,29.0,,,,,
15485,,Markieff Morris,WAS,13,14.5,26,10,0.39,,5,19,26.3,26.3,23.1,0.0,3.8,19.2,2017,post,0.0,3.2,,,,,
15486,,Serge Ibaka,TOR,10,6.2,9,9,1.0,,3,8,37.5,37.5,0.0,22.2,22.2,44.4,2017,post,11.1,0.0,,,,,
