TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
San Antonio Spurs,23,23,26.3,229,463,49.5,57.3,17.0,156,299,52.2,9.3,73,164,44.5,open,2014
Miami Heat,20,20,29.3,199,407,48.9,57.4,16.7,130,232,56.0,12.6,69,175,39.4,open,2014
Indiana Pacers,19,19,27.3,173,364,47.5,54.9,17.8,119,238,50.0,9.4,54,126,42.9,open,2014
Oklahoma City Thunder,19,19,24.2,156,358,43.6,50.0,15.0,110,222,49.5,9.2,46,136,33.8,open,2014
Los Angeles Clippers,13,13,29.3,146,307,47.6,55.9,16.6,95,174,54.6,12.7,51,133,38.3,open,2014
Brooklyn Nets,12,12,29.0,111,247,44.9,51.6,16.3,78,139,56.1,12.7,33,108,30.6,open,2014
Portland Trail Blazers,11,11,25.7,106,236,44.9,53.2,15.0,67,138,48.6,10.7,39,98,39.8,open,2014
Washington Wizards,11,11,27.7,88,230,38.3,42.6,19.0,68,158,43.0,8.7,20,72,27.8,open,2014
Atlanta Hawks,7,7,31.6,62,160,38.8,47.5,14.6,34,74,45.9,17.0,28,86,32.6,open,2014
Golden State Warriors,7,7,26.7,70,146,47.9,56.5,14.5,45,79,57.0,12.3,25,67,37.3,open,2014
Dallas Mavericks,7,7,24.2,58,141,41.1,46.8,14.8,42,86,48.8,9.5,16,55,29.1,open,2014
Memphis Grizzlies,7,7,23.0,59,130,45.4,48.1,17.7,52,100,52.0,5.3,7,30,23.3,open,2014
Houston Rockets,6,6,24.8,54,123,43.9,52.4,10.5,33,52,63.5,14.3,21,71,29.6,open,2014
Toronto Raptors,7,7,24.7,50,122,41.0,50.4,11.9,27,59,45.8,12.8,23,63,36.5,open,2014
Chicago Bulls,5,5,27.8,40,100,40.0,47.0,15.6,26,56,46.4,12.2,14,44,31.8,open,2014
Charlotte Bobcats,4,4,25.1,30,71,42.3,51.4,12.4,17,35,48.6,12.7,13,36,36.1,open,2014
Oklahoma City Thunder,19,19,41.0,286,607,47.1,49.6,32.5,256,481,53.2,8.5,30,126,23.8,tight,2014
San Antonio Spurs,23,23,31.1,300,548,54.7,56.8,27.9,278,492,56.5,3.2,22,56,39.3,tight,2014
Miami Heat,20,20,33.1,242,460,52.6,55.2,28.1,218,390,55.9,5.0,24,70,34.3,tight,2014
Indiana Pacers,19,19,31.4,206,419,49.2,51.9,27.1,183,362,50.6,4.3,23,57,40.4,tight,2014
Brooklyn Nets,12,12,38.6,175,329,53.2,56.2,32.0,155,273,56.8,6.6,20,56,35.7,tight,2014
Portland Trail Blazers,11,11,35.5,154,326,47.2,49.4,30.6,140,281,49.8,4.9,14,45,31.1,tight,2014
Los Angeles Clippers,13,13,30.2,150,317,47.3,50.3,24.6,131,258,50.8,5.6,19,59,32.2,tight,2014
Washington Wizards,11,11,31.8,120,264,45.5,46.8,28.9,113,240,47.1,2.9,7,24,29.2,tight,2014
Dallas Mavericks,7,7,40.9,116,238,48.7,51.3,35.6,104,207,50.2,5.3,12,31,38.7,tight,2014
Toronto Raptors,7,7,39.7,102,196,52.0,54.3,34.2,93,169,55.0,5.5,9,27,33.3,tight,2014
Houston Rockets,6,6,36.4,88,180,48.9,51.4,30.7,79,152,52.0,5.7,9,28,32.1,tight,2014
Golden State Warriors,7,7,32.8,89,179,49.7,51.7,26.7,82,146,56.2,6.0,7,33,21.2,tight,2014
Memphis Grizzlies,7,7,31.2,85,176,48.3,48.6,30.5,84,172,48.8,0.7,1,4,25.0,tight,2014
Atlanta Hawks,7,7,28.0,60,142,42.3,46.1,21.1,49,107,45.8,6.9,11,35,31.4,tight,2014
Chicago Bulls,5,5,33.1,68,119,57.1,59.2,29.4,63,106,59.4,3.6,5,13,38.5,tight,2014
Charlotte Bobcats,4,4,40.6,58,115,50.4,53.0,36.4,52,103,50.5,4.2,6,12,50.0,tight,2014
San Antonio Spurs,23,23,18.2,191,320,59.7,59.8,17.8,190,313,60.7,0.4,1,7,14.3,very_tight,2014
Oklahoma City Thunder,19,19,18.5,144,274,52.6,53.8,17.0,137,252,54.4,1.5,7,22,31.8,very_tight,2014
Indiana Pacers,19,19,18.1,131,242,54.1,54.3,17.8,130,237,54.9,0.4,1,5,20.0,very_tight,2014
Miami Heat,20,20,16.9,138,235,58.7,59.4,16.1,135,224,60.3,0.8,3,11,27.3,very_tight,2014
Los Angeles Clippers,13,13,17.0,107,178,60.1,60.1,16.5,107,173,61.8,0.5,0,5,0.0,very_tight,2014
Portland Trail Blazers,11,11,18.4,83,169,49.1,50.6,17.2,78,158,49.4,1.2,5,11,45.5,very_tight,2014
Brooklyn Nets,12,12,16.6,73,142,51.4,52.8,15.6,69,133,51.9,1.1,4,9,44.4,very_tight,2014
Washington Wizards,11,11,15.9,73,132,55.3,55.7,15.8,72,131,55.0,0.1,1,1,100.0,very_tight,2014
Houston Rockets,6,6,24.2,71,120,59.2,60.0,23.2,69,115,60.0,1.0,2,5,40.0,very_tight,2014
Memphis Grizzlies,7,7,20.6,58,116,50.0,50.0,20.4,58,115,50.4,0.2,0,1,0.0,very_tight,2014
Golden State Warriors,7,7,20.0,60,109,55.0,56.4,18.7,57,102,55.9,1.3,3,7,42.9,very_tight,2014
Dallas Mavericks,7,7,18.6,55,108,50.9,50.9,17.7,55,103,53.4,0.9,0,5,0.0,very_tight,2014
Toronto Raptors,7,7,21.7,55,107,51.4,51.9,20.6,54,102,52.9,1.0,1,5,20.0,very_tight,2014
Atlanta Hawks,7,7,15.0,40,76,52.6,53.3,14.8,39,75,52.0,0.2,1,1,100.0,very_tight,2014
Chicago Bulls,5,5,19.4,31,70,44.3,44.3,19.2,31,69,44.9,0.3,0,1,0.0,very_tight,2014
Charlotte Bobcats,4,4,16.6,24,47,51.1,51.1,15.5,24,44,54.5,1.1,0,3,0.0,very_tight,2014
San Antonio Spurs,23,23,24.4,189,430,44.0,56.2,9.8,84,173,48.6,14.6,105,257,40.9,wide_open,2014
Indiana Pacers,19,19,23.2,129,309,41.7,51.6,10.0,68,134,50.7,13.1,61,175,34.9,wide_open,2014
Miami Heat,20,20,20.6,129,286,45.1,60.8,5.3,39,74,52.7,15.3,90,212,42.5,wide_open,2014
Los Angeles Clippers,13,13,23.5,109,246,44.3,54.3,11.1,60,116,51.7,12.4,49,130,37.7,wide_open,2014
Oklahoma City Thunder,19,19,16.3,107,242,44.2,56.6,6.2,47,92,51.1,10.1,60,150,40.0,wide_open,2014
Washington Wizards,11,11,24.6,98,204,48.0,56.4,14.0,64,116,55.2,10.6,34,88,38.6,wide_open,2014
Portland Trail Blazers,11,11,20.4,79,187,42.2,50.0,10.3,50,95,52.6,10.0,29,92,31.5,wide_open,2014
Memphis Grizzlies,7,7,25.2,55,142,38.7,46.8,12.4,32,70,45.7,12.8,23,72,31.9,wide_open,2014
Brooklyn Nets,12,12,15.8,58,135,43.0,56.3,4.6,22,39,56.4,11.3,36,96,37.5,wide_open,2014
Atlanta Hawks,7,7,25.4,50,129,38.8,53.9,4.9,11,25,44.0,20.5,39,104,37.5,wide_open,2014
Golden State Warriors,7,7,20.5,49,112,43.8,58.0,6.4,17,35,48.6,14.1,32,77,41.6,wide_open,2014
Dallas Mavericks,7,7,16.3,45,95,47.4,63.7,5.0,14,29,48.3,11.3,31,66,47.0,wide_open,2014
Houston Rockets,6,6,14.5,32,72,44.4,56.3,4.8,15,24,62.5,9.7,17,48,35.4,wide_open,2014
Chicago Bulls,5,5,19.7,27,71,38.0,47.2,9.7,14,35,40.0,10.0,13,36,36.1,wide_open,2014
Toronto Raptors,7,7,14.0,22,69,31.9,41.3,3.8,9,19,47.4,10.1,13,50,26.0,wide_open,2014
Charlotte Bobcats,4,4,17.7,23,50,46.0,58.0,5.7,11,16,68.8,12.0,12,34,35.3,wide_open,2014
