TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
San Antonio Spurs,23,23,26.3,229,463,49.5,57.3,17.0,156,299,52.2,9.3,73,164,44.5
Miami Heat,20,20,29.3,199,407,48.9,57.4,16.7,130,232,56.0,12.6,69,175,39.4
Indiana Pacers,19,19,27.3,173,364,47.5,54.9,17.8,119,238,50.0,9.4,54,126,42.9
Oklahoma City Thunder,19,19,24.2,156,358,43.6,50.0,15.0,110,222,49.5,9.2,46,136,33.8
Los Angeles Clippers,13,13,29.3,146,307,47.6,55.9,16.6,95,174,54.6,12.7,51,133,38.3
Brooklyn Nets,12,12,29.0,111,247,44.9,51.6,16.3,78,139,56.1,12.7,33,108,30.6
Portland Trail Blazers,11,11,25.7,106,236,44.9,53.2,15.0,67,138,48.6,10.7,39,98,39.8
Washington Wizards,11,11,27.7,88,230,38.3,42.6,19.0,68,158,43.0,8.7,20,72,27.8
Atlanta Hawks,7,7,31.6,62,160,38.8,47.5,14.6,34,74,45.9,17.0,28,86,32.6
Golden State Warriors,7,7,26.7,70,146,47.9,56.5,14.5,45,79,57.0,12.3,25,67,37.3
Dallas Mavericks,7,7,24.2,58,141,41.1,46.8,14.8,42,86,48.8,9.5,16,55,29.1
Memphis Grizzlies,7,7,23.0,59,130,45.4,48.1,17.7,52,100,52.0,5.3,7,30,23.3
Houston Rockets,6,6,24.8,54,123,43.9,52.4,10.5,33,52,63.5,14.3,21,71,29.6
Toronto Raptors,7,7,24.7,50,122,41.0,50.4,11.9,27,59,45.8,12.8,23,63,36.5
Chicago Bulls,5,5,27.8,40,100,40.0,47.0,15.6,26,56,46.4,12.2,14,44,31.8
Charlotte Bobcats,4,4,25.1,30,71,42.3,51.4,12.4,17,35,48.6,12.7,13,36,36.1
