TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Phoenix Suns,5,92,16.6,1.4,129,45,70,64.3,70.0,20.7,8.7,15.2,5.4,64.1,93.3
Memphis Grizzlies,5,105,18.1,1.14,120,50,93,53.8,59.0,7.6,6.7,5.7,2.9,52.4,80.0
Sacramento Kings,5,127,21.0,0.92,117,44,95,46.3,52.0,9.4,16.5,8.7,0.8,43.3,0.0
Los Angeles Lakers,5,115,20.1,1.01,116,44,84,52.4,57.0,12.2,16.5,11.3,2.6,47.8,26.7
Denver Nuggets,5,94,17.2,1.21,114,44,82,53.7,61.0,10.6,6.4,8.5,4.3,53.2,86.7
LA Clippers,5,103,18.1,1.09,112,39,81,48.1,55.0,14.6,10.7,11.7,3.9,48.5,66.7
Boston Celtics,5,104,18.9,1.05,109,42,82,51.2,57.0,9.6,11.5,9.6,0.0,50.0,60.0
Miami Heat,5,65,11.6,1.48,96,37,52,71.2,80.0,18.5,7.7,18.5,7.7,66.2,100.0
New York Knicks,5,100,18.5,0.96,96,35,70,50.0,52.0,16.0,17.0,16.0,3.0,47.0,6.7
Golden State Warriors,5,88,15.2,1.02,90,33,67,49.3,57.0,11.4,12.5,10.2,1.1,46.6,33.3
Milwaukee Bucks,5,91,15.7,0.99,90,33,73,45.2,53.0,11.0,9.9,11.0,1.1,46.2,13.3
Atlanta Hawks,5,85,14.6,1.05,89,37,78,47.4,53.0,4.7,5.9,3.5,2.4,45.9,53.3
Minnesota Timberwolves,5,81,15.3,1.04,84,32,68,47.1,53.0,9.9,6.2,9.9,1.2,48.1,40.0
Cleveland Cavaliers,5,77,15.1,1.04,80,29,61,47.5,52.0,14.3,7.8,13.0,1.3,49.4,46.7
Brooklyn Nets,4,65,16.8,1.09,71,26,54,48.1,60.0,6.2,10.8,6.2,0.0,44.6,73.3
Philadelphia 76ers,4,61,14.6,1.0,61,22,49,44.9,53.0,9.8,13.1,9.8,3.3,42.6,20.0
