TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Milwaukee Bucks,7,7,8.9,18,56,32.1,32.1,8.8,18,55,32.7,0.2,0,1,0.0,very_tight,2,2022
Memphis Grizzlies,6,6,7.6,10,43,23.3,23.3,7.4,10,42,23.8,0.2,0,1,0.0,very_tight,2,2022
Phoenix Suns,7,7,7.3,21,42,50.0,50.0,7.3,21,42,50.0,0.0,0,0,-,very_tight,2,2022
Golden State Warriors,6,6,6.4,13,35,37.1,37.1,6.2,13,34,38.2,0.2,0,1,0.0,very_tight,2,2022
Philadelphia 76ers,6,6,6.4,13,30,43.3,43.3,6.4,13,30,43.3,0.0,0,0,-,very_tight,2,2022
Boston Celtics,7,7,4.7,10,28,35.7,37.5,4.6,9,27,33.3,0.2,1,1,100,very_tight,2,2022
Dallas Mavericks,7,7,4.2,13,24,54.2,54.2,4.2,13,24,54.2,0.0,0,0,-,very_tight,2,2022
Miami Heat,6,6,4.4,11,22,50.0,50.0,4.0,11,20,55.0,0.4,0,2,0.0,very_tight,2,2022
Milwaukee Bucks,7,7,41.9,123,262,46.9,47.9,38.2,118,239,49.4,3.7,5,23,21.7,tight,2,2022
Phoenix Suns,7,7,43.2,120,250,48.0,50.4,38.5,108,223,48.4,4.7,12,27,44.4,tight,2,2022
Memphis Grizzlies,6,6,40.1,110,228,48.2,50.4,37.1,100,211,47.4,3.0,10,17,58.8,tight,2,2022
Boston Celtics,7,7,38.0,95,225,42.2,44.7,30.6,84,181,46.4,7.4,11,44,25.0,tight,2,2022
Miami Heat,6,6,43.8,116,219,53.0,55.0,37.0,107,185,57.8,6.8,9,34,26.5,tight,2,2022
Philadelphia 76ers,6,6,44.3,95,208,45.7,50.0,34.3,77,161,47.8,10.0,18,47,38.3,tight,2,2022
Golden State Warriors,6,6,37.2,97,203,47.8,49.8,30.4,89,166,53.6,6.8,8,37,21.6,tight,2,2022
Dallas Mavericks,7,7,34.5,93,196,47.4,49.7,29.9,84,170,49.4,4.6,9,26,34.6,tight,2,2022
Dallas Mavericks,7,7,35.4,91,201,45.3,55.5,16.0,50,91,54.9,19.4,41,110,37.3,open,2,2022
Milwaukee Bucks,7,7,29.9,69,187,36.9,42.0,16.0,50,100,50.0,13.9,19,87,21.8,open,2,2022
Phoenix Suns,7,7,31.1,88,180,48.9,57.2,17.6,58,102,56.9,13.5,30,78,38.5,open,2,2022
Boston Celtics,7,7,30.2,87,179,48.6,61.2,12.2,42,72,58.3,18.1,45,107,42.1,open,2,2022
Golden State Warriors,6,6,31.5,75,172,43.6,51.2,15.4,49,84,58.3,16.1,26,88,29.5,open,2,2022
Memphis Grizzlies,6,6,30.1,66,171,38.6,48.2,11.2,33,64,51.6,18.8,33,107,30.8,open,2,2022
Miami Heat,6,6,30.8,63,154,40.9,47.7,15.6,42,78,53.8,15.2,21,76,27.6,open,2,2022
Philadelphia 76ers,6,6,31.5,73,148,49.3,59.5,13.8,43,65,66.2,17.7,30,83,36.1,open,2,2022
Boston Celtics,7,7,27.0,65,160,40.6,57.2,3.4,12,20,60.0,23.6,53,140,37.9,wide_open,2,2022
Dallas Mavericks,7,7,25.9,65,147,44.2,64.3,1.8,6,10,60.0,24.1,59,137,43.1,wide_open,2,2022
Golden State Warriors,6,6,24.9,66,136,48.5,65.8,4.6,19,25,76.0,20.3,47,111,42.3,wide_open,2,2022
Memphis Grizzlies,6,6,22.3,52,127,40.9,58.7,2.1,7,12,58.3,20.2,45,115,39.1,wide_open,2,2022
Milwaukee Bucks,7,7,19.3,49,121,40.5,54.1,4.5,16,28,57.1,14.9,33,93,35.5,wide_open,2,2022
Phoenix Suns,7,7,18.5,46,107,43.0,58.9,3.8,12,22,54.5,14.7,34,85,40.0,wide_open,2,2022
Miami Heat,6,6,21.0,42,105,40.0,52.9,5.2,15,26,57.7,15.8,27,79,34.2,wide_open,2,2022
Philadelphia 76ers,6,6,17.9,27,84,32.1,43.5,3.2,8,15,53.3,14.7,19,69,27.5,wide_open,2,2022
