PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT,Season,year
1631260,AJ Green,1610612749,MIL,5,1,4,135.0,170,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-25,2025
203932,Aaron Gordon,1610612743,DEN,9,5,4,338.0,412,68,24,45,0.533,8,8,1.0,57,0.838,14,0.206,3,0.044,1,0.015,3,0.044,2024-25,2025
1628988,Aaron Holiday,1610612745,HOU,3,3,0,27.0,54,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-25,2025
1630174,Aaron Nesmith,1610612754,IND,7,6,1,208.0,311,12,5,8,0.625,0,0,0.0,10,0.833,4,0.333,0,0.0,0,0.0,0,0.0,2024-25,2025
1630598,Aaron Wiggins,1610612760,OKC,6,5,1,83.0,117,4,2,3,0.667,0,0,0.0,4,1.0,1,0.25,0,0.0,0,0.0,0,0.0,2024-25,2025
1642349,Ajay Mitchell,1610612760,OKC,3,3,0,30.0,47,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2024-25,2025
201143,Al Horford,1610612738,BOS,7,4,3,225.0,281,23,7,12,0.583,0,0,0.0,12,0.522,10,0.435,2,0.087,0,0.0,0,0.0,2024-25,2025
202692,Alec Burks,1610612748,MIA,1,0,1,15.0,24,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2024-25,2025
1627936,Alex Caruso,1610612760,OKC,6,5,1,119.0,198,12,2,5,0.4,1,2,0.5,5,0.417,6,0.5,2,0.167,0,0.0,1,0.083,2024-25,2025
203458,Alex Len,1610612747,LAL,2,0,2,4.0,11,4,0,1,0.0,0,0,0.0,0,0.0,3,0.75,0,0.0,0,0.0,0,0.0,2024-25,2025
