PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Draymond Green,GSW,29,F,22,22,100,169,385,43.9,46.9,-3.0,2019
Nikola Jokic,DEN,24,C,14,14,100,153,355,43.1,48.8,-5.7,2019
Pascal Siakam,TOR,25,F,24,24,100,160,348,46.0,47.4,-1.4,2019
Marc Gasol,TOR,34,C,24,24,100,138,341,40.5,48.2,-7.7,2019
Kyle Lowry,TOR,33,G,24,24,100,144,322,44.7,46.5,-1.8,2019
Danny Green,TOR,32,G-F,24,24,100,126,292,43.2,47.1,-3.9,2019
Brook Lopez,MIL,31,C,15,15,100,112,289,38.8,47.2,-8.4,2019
Serge Ibaka,TOR,29,C-F,24,24,100,109,284,38.4,47.5,-9.2,2019
Klay Thompson,GSW,29,G,21,21,100,129,280,46.1,45.1,0.9,2019
Kawhi Leonard,TOR,28,F,24,24,100,114,277,41.2,48.0,-6.8,2019
Kevon Looney,GSW,23,C-F,21,21,100,115,271,42.4,46.3,-3.9,2019
Stephen Curry,GSW,31,G,22,22,100,114,255,44.7,44.6,0.1,2019
Enes Freedom,POR,27,C,16,16,100,113,247,45.7,48.7,-2.9,2019
Joel Embiid,PHI,25,F-C,11,11,100,95,240,39.6,48.1,-8.5,2019
Andre Iguodala,GSW,35,F-G,21,21,100,99,237,41.8,46.2,-4.4,2019
CJ McCollum,POR,27,G,16,16,100,88,224,39.3,44.7,-5.4,2019
Damian Lillard,POR,28,G,16,16,100,93,218,42.7,45.1,-2.4,2019
Fred VanVleet,TOR,25,G,23,23,100,78,210,37.1,46.4,-9.2,2019
Paul Millsap,DEN,34,F,14,14,100,94,202,46.5,47.9,-1.3,2019
Giannis Antetokounmpo,MIL,24,F,15,15,100,72,195,36.9,46.7,-9.8,2019
Ben Simmons,PHI,22,G-F,12,12,100,76,191,39.8,46.5,-6.7,2019
Al Horford,BOS,33,C-F,9,9,100,84,190,44.2,48.6,-4.4,2019
P.J. Tucker,HOU,34,F,11,11,100,84,177,47.5,47.6,-0.2,2019
Jamal Murray,DEN,22,G,14,14,100,87,172,50.6,46.8,3.8,2019
