Team,Year,Season,Name,On,Off,On-Off,MinutesOn,MinutesOff
BKN,2019,2018-19,Joe Harris,0.344,0.308,0.035,149.0,91.0
BKN,2019,2018-19,Jared Dudley,0.277,0.355,-0.078,82.0,158.0
BKN,2019,2018-19,Caris LeVert,0.361,0.286,0.075,144.0,96.0
BKN,2019,2018-19,Shabazz Napier,0.309,0.333,-0.024,28.0,212.0
BKN,2019,2018-19,Rondae Hollis-Jefferson,0.302,0.34,-0.038,62.0,178.0
BKN,2019,2018-19,Dzanan Musa,0.179,0.34,-0.162,15.0,225.0
BKN,2019,2018-19,D'Angelo Russell,0.371,0.263,0.108,148.0,92.0
BKN,2019,2018-19,Rodions Kurucs,0.326,0.332,-0.006,68.0,172.0
BKN,2019,2018-19,Jarrett Allen,0.327,0.333,-0.006,110.0,130.0
BKN,2019,2018-19,Spencer Dinwiddie,0.337,0.322,0.015,131.0,109.0
BKN,2019,2018-19,DeMarre Carroll,0.322,0.339,-0.017,119.0,121.0
BKN,2019,2018-19,Ed Davis,0.321,0.332,-0.011,41.0,199.0
BKN,2019,2018-19,Theo Pinson,0.209,0.343,-0.133,22.0,218.0
BKN,2019,2018-19,Treveon Graham,0.331,0.33,0.001,79.0,161.0
BOS,2019,2018-19,Jayson Tatum,0.305,0.371,-0.066,295.0,137.0
BOS,2019,2018-19,Marcus Smart,0.377,0.323,0.054,32.0,400.0
BOS,2019,2018-19,Jaylen Brown,0.306,0.366,-0.061,274.0,158.0
BOS,2019,2018-19,Kyrie Irving,0.313,0.375,-0.062,330.0,102.0
BOS,2019,2018-19,Marcus Morris,0.364,0.274,0.09,254.0,178.0
BOS,2019,2018-19,Aron Baynes,0.243,0.358,-0.115,115.0,317.0
BOS,2019,2018-19,Gordon Hayward,0.353,0.286,0.067,267.0,165.0
BOS,2019,2018-19,Terry Rozier,0.357,0.309,0.047,162.0,270.0
BOS,2019,2018-19,Daniel Theis,0.373,0.323,0.051,42.0,390.0
BOS,2019,2018-19,Semi Ojeleye,0.373,0.323,0.05,34.0,398.0
BOS,2019,2018-19,Brad Wanamaker,0.432,0.322,0.11,17.0,415.0
BOS,2019,2018-19,Robert Williams III,0.407,0.325,0.083,13.0,419.0
BOS,2019,2018-19,Guerschon Yabusele,0.357,0.326,0.031,14.0,418.0
BOS,2019,2018-19,Al Horford,0.317,0.352,-0.035,310.0,122.0
DEN,2019,2018-19,Trey Lyles,0.118,0.299,-0.182,8.0,684.0
DEN,2019,2018-19,Jarred Vanderbilt,0.0,0.299,-0.299,5.0,687.0
DEN,2019,2018-19,Juancho Hernangomez,0.074,0.302,-0.228,15.0,677.0
DEN,2019,2018-19,Gary Harris,0.302,0.283,0.019,517.0,175.0
DEN,2019,2018-19,Nikola Jokic,0.296,0.299,-0.003,557.0,135.0
DEN,2019,2018-19,Mason Plumlee,0.312,0.29,0.022,218.0,474.0
DEN,2019,2018-19,Torrey Craig,0.309,0.285,0.024,330.0,362.0
DEN,2019,2018-19,Jamal Murray,0.293,0.309,-0.016,508.0,184.0
DEN,2019,2018-19,Monte Morris,0.299,0.296,0.002,224.0,468.0
DEN,2019,2018-19,Paul Millsap,0.295,0.301,-0.006,469.0,223.0
DEN,2019,2018-19,Will Barton,0.296,0.298,-0.002,328.0,364.0
DEN,2019,2018-19,Malik Beasley,0.296,0.298,-0.002,281.0,411.0
DET,2019,2018-19,Wayne Ellington,0.365,0.376,-0.011,131.0,61.0
DET,2019,2018-19,Reggie Jackson,0.373,0.361,0.012,108.0,84.0
DET,2019,2018-19,Thon Maker,0.389,0.356,0.033,69.0,123.0
DET,2019,2018-19,Bruce Brown,0.38,0.363,0.017,57.0,135.0
DET,2019,2018-19,Andre Drummond,0.366,0.372,-0.005,127.0,65.0
DET,2019,2018-19,Blake Griffin,0.362,0.371,-0.009,58.0,134.0
DET,2019,2018-19,Langston Galloway,0.37,0.366,0.004,110.0,82.0
DET,2019,2018-19,Zaza Pachulia,0.3,0.377,-0.077,22.0,170.0
DET,2019,2018-19,Jon Leuer,0.5,0.364,0.136,5.0,187.0
DET,2019,2018-19,Glenn Robinson III,0.365,0.369,-0.004,36.0,156.0
DET,2019,2018-19,Ish Smith,0.353,0.379,-0.026,81.0,111.0
DET,2019,2018-19,Khyri Thomas,0.381,0.367,0.014,15.0,177.0
DET,2019,2018-19,Luke Kennard,0.361,0.383,-0.022,133.0,59.0
DET,2019,2018-19,Jose Calderon,0.5,0.363,0.137,10.0,182.0
GSW,2019,2018-19,Quinn Cook,0.295,0.239,0.056,193.0,873.0
GSW,2019,2018-19,Draymond Green,0.237,0.296,-0.058,851.0,215.0
GSW,2019,2018-19,Damian Jones,0.2,0.25,-0.05,8.0,1058.0
GSW,2019,2018-19,Shaun Livingston,0.265,0.242,0.023,322.0,744.0
GSW,2019,2018-19,Jacob Evans,0.349,0.247,0.102,18.0,1048.0
GSW,2019,2018-19,DeMarcus Cousins,0.207,0.255,-0.048,133.0,933.0
