,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile
61312,,James Harden,HOU,68,45.0,956,1075,1.12,,312,766,40.7,52.3,7.3,16.1,14.7,44.8,2020,iso,3.7,91.5
61313,,Russell Westbrook,HOU,57,25.0,424,367,0.87,,147,351,41.9,43.3,8.5,12.0,11.1,42.9,2020,iso,3.3,52.2
61314,,Damian Lillard,POR,66,17.9,314,337,1.07,,114,248,46.0,53.0,8.6,15.0,11.1,47.8,2020,iso,2.5,87.0
61315,,LeBron James,LAL,67,17.5,300,270,0.9,,97,247,39.3,45.7,8.7,13.3,11.3,40.0,2020,iso,4.3,59.3
61316,,Luka Doncic,DAL,61,15.0,262,267,1.02,,82,199,41.2,50.0,10.7,17.2,15.3,43.5,2020,iso,3.8,81.8
61317,,Jayson Tatum,BOS,66,15.8,240,239,1.0,,84,206,40.8,50.7,6.7,7.9,8.3,41.7,2020,iso,1.3,75.7
61318,,Giannis Antetokounmpo,MIL,63,14.9,258,231,0.9,,89,205,43.4,48.0,11.6,14.0,11.6,40.7,2020,iso,5.0,58.3
61319,,Kawhi Leonard,LAC,57,14.7,213,224,1.05,,81,172,47.1,52.0,7.5,13.1,9.9,49.8,2020,iso,1.4,84.6
61320,,DeMar DeRozan,SAS,68,13.9,195,221,1.13,,79,154,51.3,51.9,6.7,21.5,21.5,54.4,2020,iso,7.2,92.3
61321,,Pascal Siakam,TOR,60,17.6,242,213,0.88,,73,188,38.8,43.4,10.3,14.9,12.4,42.1,2020,iso,2.9,56.7
61322,,Chris Paul,OKC,70,17.9,209,207,0.99,,79,190,41.6,49.2,4.8,6.7,4.3,42.1,2020,iso,2.4,75.3
61323,,Spencer Dinwiddie,BKN,64,14.8,205,195,0.95,,56,153,36.6,41.2,5.4,23.9,23.4,45.9,2020,iso,3.9,68.8
61324,,Devin Booker,PHX,71,11.4,201,190,0.94,,66,156,42.3,46.2,11.4,13.9,12.9,43.8,2020,iso,3.0,68.0
61325,,,OKC,70,14.2,186,186,1.0,,61,143,42.7,46.9,6.5,17.7,14.5,48.4,2020,iso,1.1,80.0
61326,,Brandon Ingram,NOP,62,13.4,191,183,0.96,,62,137,45.3,46.7,13.1,17.8,16.2,47.1,2020,iso,2.6,70.9
61327,,CJ McCollum,POR,70,13.3,208,183,0.88,,74,179,41.3,45.3,7.7,7.2,6.3,41.8,2020,iso,1.0,56.3
61328,,Zach LaVine,CHI,60,11.4,175,160,0.91,,52,148,35.1,42.6,6.3,11.4,10.3,38.9,2020,iso,2.3,61.9
61329,,Julius Randle,NYK,64,15.1,204,154,0.76,,62,164,37.8,39.0,13.7,8.8,7.8,36.3,2020,iso,2.9,26.3
61330,,Khris Middleton,MIL,62,12.9,151,148,0.98,,51,126,40.5,45.2,5.3,12.6,11.9,44.4,2020,iso,1.3,73.7
61331,,Trae Young,ATL,60,8.5,150,146,0.97,,46,115,40.0,46.5,10.0,15.3,14.0,44.0,2020,iso,2.0,73.3
61332,,Austin Rivers,HOU,68,22.8,136,141,1.04,,51,117,43.6,51.3,5.1,14.0,12.5,45.6,2020,iso,5.1,83.4
61333,,Bradley Beal,WAS,57,9.2,156,140,0.9,,50,123,40.7,42.3,10.9,15.4,14.7,42.3,2020,iso,5.1,58.7
61334,,Jrue Holiday,NOP,61,9.8,124,134,1.08,,52,105,49.5,57.6,8.9,8.1,6.5,47.6,2020,iso,1.6,88.3
61335,,Malcolm Brogdon,IND,54,15.1,144,132,0.92,,50,116,43.1,47.0,11.1,9.0,9.0,43.1,2020,iso,0.7,62.9
61336,,Caris LeVert,BKN,45,18.2,169,131,0.78,,41,134,30.6,33.6,5.3,18.3,16.6,38.5,2020,iso,3.6,31.2
61337,,Dennis Schroder,OKC,65,10.0,123,124,1.01,,43,90,47.8,51.1,13.8,15.4,14.6,47.2,2020,iso,2.4,81.4
61338,,Collin Sexton,CLE,65,9.1,123,123,1.0,,47,106,44.3,47.2,5.7,12.2,11.4,46.3,2020,iso,4.1,80.0
61339,,De'Aaron Fox,SAC,51,11.1,125,119,0.95,,38,81,46.9,48.8,16.8,20.8,20.0,48.0,2020,iso,2.4,69.2
61340,,Donovan Mitchell,UTA,69,7.7,128,118,0.92,,40,105,38.1,43.8,7.8,11.7,10.9,41.4,2020,iso,1.6,64.4
61341,,Anthony Davis,LAL,63,8.2,120,115,0.96,,38,96,39.6,40.1,5.0,18.3,16.7,46.7,2020,iso,3.3,71.3
61342,,Tobias Harris,PHI,72,10.2,139,113,0.81,,45,121,37.2,38.8,5.8,8.6,7.9,39.6,2020,iso,1.4,41.3
