PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Aaron Gordon,DEN,10,4,6,299,366,13,5,8,62.5,0,0,0.0,10,76.9,5,38.5,1,20.0,0,0.0,0,0.0
Aaron Nesmith,BOS,5,1,4,75,96,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Abdel Nader,PHX,5,3,2,29,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Alec Burks,NYK,5,1,4,128,205,4,1,3,33.3,2,2,100.0,4,100.0,0,0.0,0,0.0,0,0.0,1,25.0
Alex Caruso,LAL,6,2,4,121,223,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Alex Len,WAS,5,1,4,42,60,7,4,4,100.0,1,2,50.0,10,142.9,2,28.6,0,0.0,0,0.0,1,14.3
Alfonzo McKinnie,LAL,2,0,2,12,6,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Alize Johnson,BKN,5,3,2,23,36,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Amir Coffey,LAC,10,9,1,16,10,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Andre Drummond,LAL,5,2,3,105,159,17,1,3,33.3,2,2,100.0,4,23.5,11,64.7,0,0.0,1,5.9,1,5.9
Andre Iguodala,MIA,4,0,4,71,114,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Anfernee Simons,POR,6,2,4,107,142,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Anthony Davis,LAL,5,2,3,144,262,22,6,11,54.5,2,2,100.0,15,68.2,8,36.4,0,0.0,2,9.1,1,4.5
Anthony Gill,WAS,4,1,3,33,38,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Anthony Tolliver,PHI,1,1,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Austin Rivers,DEN,10,4,6,305,259,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Axel Toupane,MIL,4,4,0,10,13,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bam Adebayo,MIA,4,0,4,136,244,32,7,15,46.7,2,2,100.0,17,53.1,14,43.8,1,7.1,2,6.3,1,3.1
Ben McLemore,LAL,4,1,3,36,46,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Ben Simmons,PHI,12,7,5,402,993,17,2,5,40.0,1,2,50.0,5,29.4,10,58.8,2,20.0,1,5.9,1,5.9
Blake Griffin,BKN,12,7,5,318,500,13,1,2,50.0,2,2,100.0,4,30.8,10,76.9,1,10.0,0,0.0,1,7.7
Boban Marjanovic,DAL,4,1,3,83,140,13,4,4,100.0,0,0,0.0,8,61.5,9,69.2,3,33.3,0,0.0,0,0.0
Bobby Portis,MIL,20,14,6,366,515,13,3,6,50.0,2,2,100.0,8,61.5,4,30.8,0,0.0,1,7.7,1,7.7
Bogdan Bogdanovic,ATL,18,10,8,598,885,15,3,8,37.5,0,0,0.0,6,40.0,7,46.7,2,28.6,0,0.0,0,0.0
Bojan Bogdanovic,UTA,11,6,5,390,431,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bol Bol,DEN,3,1,2,6,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bradley Beal,WAS,5,1,4,195,367,5,1,3,33.3,0,0,0.0,2,40.0,1,20.0,0,0.0,1,20.0,0,0.0
Brandon Clarke,MEM,2,0,2,9,9,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brook Lopez,MIL,23,16,7,667,576,24,14,17,82.4,2,2,100.0,30,125.0,5,20.8,0,0.0,0,0.0,1,4.2
Bruce Brown,BKN,12,7,5,277,400,44,11,18,61.1,4,4,100.0,26,59.1,20,45.5,5,25.0,3,6.8,2,4.5
Bruno Fernando,ATL,6,1,5,12,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bryn Forbes,MIL,20,13,7,273,242,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
CJ Elleby,POR,2,1,1,8,11,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CJ McCollum,POR,6,2,4,240,391,4,0,2,0.0,2,2,100.0,2,50.0,1,25.0,0,0.0,0,0.0,1,25.0
Cam Reddish,ATL,4,1,3,92,110,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Cameron Johnson,PHX,21,13,8,443,472,14,3,4,75.0,3,4,75.0,9,64.3,6,42.9,2,33.3,2,14.3,2,14.3
Cameron Payne,PHX,22,14,8,418,893,3,0,0,0.0,0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0
Carmelo Anthony,POR,6,2,4,143,172,4,1,2,50.0,0,0,0.0,3,75.0,2,50.0,0,0.0,0,0.0,0,0.0
Carsen Edwards,BOS,2,0,2,5,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Cassius Winston,WAS,1,0,1,5,23,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Chandler Hutchison,WAS,2,0,2,18,25,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Chris Chiozza,BKN,6,4,2,19,41,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Chris Paul,PHX,20,12,8,683,1560,4,1,2,50.0,0,0,0.0,2,50.0,2,50.0,0,0.0,0,0.0,0,0.0
Clint Capela,ATL,18,10,8,569,677,44,9,18,50.0,3,8,37.5,21,47.7,15,34.1,1,6.7,4,9.1,4,9.1
Damian Lillard,POR,6,2,4,248,538,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Daniel Gafford,WAS,5,1,4,117,143,6,2,2,100.0,1,2,50.0,5,83.3,0,0.0,0,0.0,2,33.3,1,16.7
