PLAYER,TEAM,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,PLAYER_ID,TEAM_ID,FT_AST
Aaron Gordon,DEN,10,4,6,299.0,235,244,20,1,30,54,22,0.085,0.094,203932,1610612743,1.0
Aaron Nesmith,BOS,5,1,4,75.0,71,40,1,0,5,2,1,0.014,0.014,1630174,1610612738,0.0
Abdel Nader,PHX,5,3,2,29.0,15,15,0,0,2,0,0,0.0,0.0,1627846,1610612756,0.0
Alec Burks,NYK,5,1,4,128.0,128,135,13,2,14,31,15,0.102,0.117,202692,1610612752,0.0
Alex Caruso,LAL,6,2,4,121.0,170,160,3,3,19,11,9,0.018,0.053,1627936,1610612747,3.0
Alex Len,WAS,5,1,4,42.0,40,34,2,0,3,5,2,0.05,0.05,203458,1610612764,0.0
Alfonzo McKinnie,LAL,2,0,2,12.0,3,3,0,0,0,0,0,0.0,0.0,1628035,1610612747,0.0
Alize Johnson,BKN,5,3,2,23.0,24,10,0,1,3,0,1,0.0,0.042,1628993,1610612751,0.0
Amir Coffey,LAC,10,9,1,16.0,5,7,1,0,0,2,1,0.2,0.2,1629599,1610612746,0.0
Andre Drummond,LAL,5,2,3,105.0,112,56,0,0,4,0,0,0.0,0.0,203083,1610612747,0.0
Andre Iguodala,MIA,4,0,4,71.0,94,60,5,0,14,14,6,0.053,0.064,2738,1610612748,1.0
Anfernee Simons,POR,6,2,4,107.0,114,86,5,2,12,13,7,0.044,0.061,1629014,1610612757,0.0
Anthony Davis,LAL,5,2,3,144.0,169,180,13,1,30,35,15,0.077,0.089,203076,1610612747,1.0
Anthony Gill,WAS,4,1,3,33.0,33,17,0,0,1,3,1,0.0,0.03,1630264,1610612764,1.0
Anthony Tolliver,PHI,1,1,0,2.0,0,0,0,0,0,0,0,0.0,0.0,201229,1610612755,
Austin Rivers,DEN,10,4,6,305.0,160,208,21,1,33,55,23,0.131,0.144,203085,1610612743,1.0
Axel Toupane,MIL,4,4,0,10.0,7,7,0,0,1,0,0,0.0,0.0,1626253,1610612749,0.0
Bam Adebayo,MIA,4,0,4,136.0,166,183,17,0,42,44,18,0.102,0.108,1628389,1610612748,1.0
Ben McLemore,LAL,4,1,3,36.0,34,28,1,0,1,3,1,0.029,0.029,203463,1610612747,0.0
Ben Simmons,PHI,12,7,5,402.0,825,780,106,5,160,278,122,0.128,0.148,1627732,1610612755,12.0
Blake Griffin,BKN,12,7,5,318.0,396,315,21,3,47,54,26,0.053,0.066,201933,1610612751,2.0
Boban Marjanović,DAL,4,1,3,83.0,88,75,4,0,8,11,5,0.045,0.057,1626246,1610612742,1.0
Bobby Portis,MIL,20,14,6,366.0,330,243,12,3,21,31,15,0.036,0.045,1626171,1610612749,0.0
Bogdan Bogdanović,ATL,18,10,8,598.0,581,615,52,4,93,137,62,0.09,0.107,203992,1610612737,6.0
Bojan Bogdanović,UTA,11,6,5,390.0,239,307,16,4,36,47,23,0.067,0.096,202711,1610612762,3.0
Bol Bol,DEN,3,1,2,6.0,8,6,2,0,3,6,2,0.25,0.25,1629626,1610612743,0.0
Bradley Beal,WAS,5,1,4,195.0,201,247,21,3,34,51,24,0.104,0.119,203078,1610612764,0.0
Brandon Clarke,MEM,2,0,2,9.0,7,6,0,0,2,0,0,0.0,0.0,1629634,1610612763,0.0
Brook Lopez,MIL,23,16,7,667.0,304,332,6,1,13,14,7,0.02,0.023,201572,1610612749,0.0
Bruce Brown,BKN,12,7,5,277.0,300,260,25,3,33,62,29,0.083,0.097,1628971,1610612751,1.0
Bruno Fernando,ATL,6,1,5,12.0,17,15,0,0,1,2,1,0.0,0.059,1628981,1610612737,1.0
Bryn Forbes,MIL,20,13,7,273.0,119,190,6,0,10,15,6,0.05,0.05,1627854,1610612749,0.0
CJ Elleby,POR,2,1,1,8.0,9,6,1,0,1,2,1,0.111,0.111,1629604,1610612757,0.0
CJ McCollum,POR,6,2,4,240.0,244,305,26,0,46,66,27,0.107,0.111,203468,1610612757,1.0
Cam Reddish,ATL,4,1,3,92.0,63,78,7,0,9,17,7,0.111,0.111,1629629,1610612737,0.0
Cameron Johnson,PHX,21,13,8,443.0,323,280,16,1,31,42,19,0.05,0.059,1629661,1610612756,2.0
Cameron Payne,PHX,22,14,8,418.0,647,699,70,11,115,183,89,0.108,0.138,1626166,1610612756,8.0
Carmelo Anthony,POR,6,2,4,143.0,97,125,9,1,16,23,10,0.093,0.103,2546,1610612757,0.0
Carsen Edwards,BOS,2,0,2,5.0,4,4,0,0,1,0,0,0.0,0.0,1629035,1610612738,0.0
Cassius Winston,WAS,1,0,1,5.0,18,16,1,0,7,4,2,0.056,0.111,1630216,1610612764,1.0
Chandler Hutchison,WAS,2,0,2,18.0,17,18,1,0,2,2,1,0.059,0.059,1628990,1610612764,0.0
Chris Chiozza,BKN,6,4,2,19.0,30,36,1,1,8,3,2,0.033,0.067,1629185,1610612751,0.0
Chris Paul,PHX,20,12,8,683.0,1114,1304,171,14,313,438,202,0.154,0.181,101108,1610612756,18.0
Clint Capela,ATL,18,10,8,569.0,493,295,17,3,21,37,19,0.034,0.039,203991,1610612737,0.0
Damian Lillard,POR,6,2,4,248.0,348,459,61,7,97,164,78,0.175,0.224,203081,1610612757,11.0
Daniel Gafford,WAS,5,1,4,117.0,103,56,3,0,7,7,3,0.029,0.029,1629655,1610612764,0.0
Daniel Oturu,LAC,8,7,1,15.0,16,11,0,1,0,0,1,0.0,0.063,1630187,1610612746,0.0
Danilo Gallinari,ATL,18,10,8,442.0,403,370,14,2,36,39,18,0.035,0.045,201568,1610612737,2.0
Danny Green,PHI,8,6,2,199.0,186,130,21,1,20,48,22,0.113,0.118,201980,1610612755,0.0
Dario Šarić,PHX,14,11,3,147.0,186,160,14,1,25,35,16,0.075,0.086,203967,1610612756,1.0
De'Andre Hunter,ATL,5,4,1,152.0,76,95,3,0,14,9,4,0.039,0.053,1629631,1610612737,1.0
De'Anthony Melton,MEM,5,1,4,83.0,70,62,5,3,12,12,8,0.071,0.114,1629001,1610612763,0.0
DeMarcus Cousins,LAC,7,1,6,58.0,60,75,5,1,6,12,6,0.083,0.1,202326,1610612746,0.0
Deandre Ayton,PHX,22,14,8,801.0,661,510,25,4,54,62,30,0.038,0.045,1629028,1610612756,1.0
Dennis Schröder,LAL,6,2,4,196.0,301,346,17,6,50,44,26,0.056,0.086,203471,1610612747,3.0
Derrick Favors,UTA,11,6,5,145.0,63,43,3,0,5,9,3,0.048,0.048,202324,1610612762,0.0
Derrick Jones Jr.,POR,2,1,1,10.0,5,8,0,0,1,0,0,0.0,0.0,1627884,1610612757,0.0
Derrick Rose,NYK,5,1,4,175.0,269,332,25,1,54,62,29,0.093,0.108,201565,1610612752,2.0
Desmond Bane,MEM,5,1,4,99.0,83,51,10,0,11,24,10,0.12,0.12,1630217,1610612763,0.0
Devin Booker,PHX,22,14,8,888.0,685,1164,100,19,205,264,127,0.146,0.185,1626164,1610612756,8.0
Dewayne Dedmon,MIA,4,0,4,57.0,73,45,3,2,5,7,5,0.041,0.068,203473,1610612748,0.0
Dillon Brooks,MEM,5,1,4,175.0,98,165,11,3,15,30,16,0.112,0.163,1628415,1610612763,2.0
Donovan Mitchell,UTA,10,6,4,346.0,403,639,55,12,109,155,75,0.136,0.186,1628378,1610612762,8.0
Donte DiVincenzo,MIL,3,3,0,70.0,79,65,8,0,13,21,10,0.101,0.127,1628978,1610612749,2.0
Dorian Finney-Smith,DAL,7,3,4,271.0,247,191,15,3,31,40,21,0.061,0.085,1627827,1610612742,3.0
Duncan Robinson,MIA,4,0,4,100.0,70,73,3,0,10,7,3,0.043,0.043,1629130,1610612748,0.0
Dwight Howard,PHI,12,7,5,149.0,183,110,8,0,8,18,8,0.044,0.044,2730,1610612755,0.0
Dwight Powell,DAL,7,3,4,52.0,57,36,6,0,2,16,6,0.105,0.105,203939,1610612742,0.0
