PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID
Aaron Gordon,DEN,10,299.0,8,18,44.4,6.0,15.0,40.0,61.1,22,203932
Aaron Nesmith,BOS,5,75.0,5,11,45.5,4.0,10.0,40.0,63.6,14,1630174
Abdel Nader,PHX,5,29.0,0,2,0.0,0.0,2.0,0.0,0.0,0,1627846
Alec Burks,NYK,5,128.0,8,13,61.5,5.0,10.0,50.0,80.80000000000001,21,202692
Alex Caruso,LAL,6,121.0,5,16,31.3,5.0,16.0,31.3,46.9,15,1627936
Alex Len,WAS,5,42.0,1,2,50.0,,,,50.0,2,203458
Alfonzo McKinnie,LAL,2,12.0,0,2,0.0,0.0,2.0,0.0,0.0,0,1628035
Alize Johnson,BKN,5,23.0,0,0,,,,,,0,1628993
Amir Coffey,LAC,10,16.0,1,2,50.0,1.0,1.0,100.0,75.0,3,1629599
Andre Drummond,LAL,5,105.0,0,0,,,,,,0,203083
Andre Iguodala,MIA,4,71.0,3,5,60.0,3.0,5.0,60.0,90.0,9,2738
Anfernee Simons,POR,6,107.0,9,15,60.0,9.0,15.0,60.0,90.0,27,1629014
Anthony Davis,LAL,5,144.0,3,19,15.8,2.0,10.0,20.0,21.099999999999998,8,203076
Anthony Gill,WAS,4,33.0,0,1,0.0,0.0,1.0,0.0,0.0,0,1630264
Anthony Tolliver,PHI,1,2.0,0,0,,,,,,0,201229
Austin Rivers,DEN,10,305.0,14,32,43.8,14.0,32.0,43.8,65.60000000000001,42,203085
Axel Toupane,MIL,4,10.0,1,2,50.0,1.0,2.0,50.0,75.0,3,1626253
Bam Adebayo,MIA,4,136.0,6,12,50.0,,,,50.0,12,1628389
Ben McLemore,LAL,4,36.0,2,6,33.300000000000004,2.0,6.0,33.300000000000004,50.0,6,203463
Ben Simmons,PHI,12,402.0,0,0,,0.0,0.0,,,0,1627732
Blake Griffin,BKN,12,318.0,11,29,37.9,11.0,29.0,37.9,56.89999999999999,33,201933
Boban Marjanović,DAL,4,83.0,0,0,,,,,,0,1626246
Bobby Portis,MIL,20,366.0,19,57,33.300000000000004,18.0,51.0,35.3,49.1,56,1626171
Bogdan Bogdanović,ATL,18,598.0,34,107,31.8,31.0,96.0,32.300000000000004,46.300000000000004,99,203992
Bojan Bogdanović,UTA,11,390.0,24,55,43.6,24.0,54.0,44.4,65.5,72,202711
Bol Bol,DEN,3,6.0,0,0,,0.0,0.0,,,0,1629626
Bradley Beal,WAS,5,195.0,6,22,27.3,4.0,19.0,21.099999999999998,36.4,16,203078
Brandon Clarke,MEM,2,9.0,0,0,,,,,,0,1629634
Brook Lopez,MIL,23,667.0,27,81,33.300000000000004,20.0,67.0,29.9,45.7,74,201572
Bruce Brown,BKN,12,277.0,5,18,27.800000000000004,2.0,11.0,18.2,33.300000000000004,12,1628971
Bruno Fernando,ATL,6,12.0,0,0,,,,,,0,1628981
Bryn Forbes,MIL,20,273.0,30,76,39.5,30.0,76.0,39.5,59.199999999999996,90,1627854
CJ Elleby,POR,2,8.0,0,0,,,,,,0,1629604
CJ McCollum,POR,6,240.0,11,25,44.0,9.0,22.0,40.9,62.0,31,203468
Cam Reddish,ATL,4,92.0,5,5,100.0,5.0,5.0,100.0,150.0,15,1629629
Cameron Johnson,PHX,21,443.0,37,71,52.1,33.0,67.0,49.3,75.4,107,1629661
