,player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
6,Quincy Acy,acyqu01,2015,2517,1287,-2.014956419,-1.268439856,-3.283396275,-3.855207449,2.803841564,-1.051365885,-2.456064586,-0.420948055,-2.877012641,-0.083312615,-0.083312615,0.0,-2.797224029,-1.648024182,-4.44524821,-0.100453505
14,Jordan Adams,adamsjo01,2015,518,258,2.311410333,-0.266177815,2.045232519,0.583714711,3.816983209,4.40069792,2.095889849,0.518037995,2.613927843,0.715004586,0.591480559,0.123524027,0.717085441,1.240286579,1.95737202,0.689145957
17,Steven Adams,adamsst01,2015,3537,1771,-1.655476528,2.431648472,0.776171945,-1.978635702,-0.444894746,-2.423530448,-1.859905727,1.972597164,0.112691438,2.569431836,2.569431836,0.0,-2.254183977,1.950513493,-0.303670484,-0.637424446
32,Jeff Adrien,adrieje01,2015,442,215,-1.16445614,0.021467033,-1.142989107,-0.346551833,3.75203925,3.405487417,-1.041614438,0.917083263,-0.124531175,0.288294064,0.288294064,0.0,-1.667230294,-0.439532817,-2.106763111,0.099396392
34,Arron Afflalo,afflaar01,2015,5125,2562,-0.98833756,-1.912809655,-2.901147215,-0.696763769,-0.268122947,-0.964886716,-0.985917143,-1.673151448,-2.659068591,0.097940159,0.519802548,-0.421862388,-1.442768212,-1.319810011,-2.762578223,-0.674047569
39,Alexis Ajinca,ajincal01,2015,1865,967,-0.198962082,1.440856434,1.241894352,-0.898852406,0.573944188,-0.324908217,-0.397201369,1.375576424,0.978375055,1.837508138,1.793286482,0.044221656,-1.056940092,1.216471195,0.159531102,-0.057111061
44,Furkan Aldemir,aldemfu01,2015,1087,540,-0.693620987,-1.21572487,-1.909345857,1.24350321,-3.04160303,-1.79809982,-0.318228362,-1.661918132,-1.980146495,0.21216464,0.21216464,0.0,-1.756878546,-1.101017437,-2.857895983,0.028863509
46,Cole Aldrich,aldrico01,2015,1915,976,-1.873628032,1.653066949,-0.220561084,-6.127859893,-0.102463994,-6.230323887,-2.78804587,1.459642861,-1.328403009,0.709716538,0.709716538,0.0,-2.373581826,0.637865935,-1.735715892,0.247213254
51,LaMarcus Aldridge,aldrila01,2015,5385,2720,1.937757171,2.111619556,4.049376726,3.350103971,-0.665405246,2.684698725,2.278443308,1.637708536,3.916151844,9.152786751,8.937972946,0.214813805,2.261604978,1.658809376,3.920414354,-0.937202974
79,Lavoy Allen,allenla01,2015,2116,1070,-1.092471863,1.607812096,0.515340233,2.44717761,1.473124351,3.920301961,-0.407116554,1.648250636,1.241134083,2.164894374,2.164894374,0.0,-0.811942573,0.623960007,-0.187982566,-0.612720494
