PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,5,1,4,164.0,254,13,3,5,60.0,0,0,0.0,6,46.2,4,30.8,2,15.4,3,23.1,0,0.0,203932,1610612753
Aaron Holiday,IND,3,0,3,13.0,19,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628988,1610612754
Abdel Nader,OKC,3,1,2,5.0,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627846,1610612760
Al Horford,BOS,9,5,4,310.0,654,39,4,11,36.4,5,5,100.0,13,33.300000000000004,17,43.6,1,2.6,7,17.9,2,5.1,201143,1610612738
Al-Farouq Aminu,POR,16,8,8,399.0,566,4,0,3,0.0,0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,202329,1610612757
Alfonzo McKinnie,GSW,22,14,8,235.0,279,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,1628035,1610612744
Amir Johnson,PHI,4,3,1,20.0,39,4,1,1,100.0,0,0,0.0,2,50.0,3,75.0,1,25.0,0,0.0,0,0.0,101161,1610612755
Andre Drummond,DET,4,0,4,127.0,221,10,1,3,33.300000000000004,0,0,0.0,2,20.0,5,50.0,2,20.0,1,10.0,0,0.0,203083,1610612765
Andre Iguodala,GSW,21,13,8,629.0,1033,13,0,2,0.0,0,0,0.0,0,0.0,11,84.6,3,23.1,0,0.0,0,0.0,2738,1610612744
Andrew Bogut,GSW,19,13,6,179.0,328,16,1,3,33.300000000000004,0,0,0.0,2,12.5,12,75.0,0,0.0,0,0.0,0,0.0,101106,1610612744
Anfernee Simons,POR,5,2,3,12.0,24,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629014,1610612757
Aron Baynes,BOS,9,5,4,115.0,130,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0,203382,1610612738
Austin Rivers,HOU,10,6,4,215.0,254,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203085,1610612745
Ben Simmons,PHI,12,7,5,421.0,935,23,3,7,42.9,2,2,100.0,8,34.8,14,60.9,7,30.4,0,0.0,1,4.3,1627732,1610612755
Blake Griffin,DET,2,0,2,58.0,137,8,1,5,20.0,1,1,100.0,3,37.5,2,25.0,2,25.0,1,12.5,0,0.0,201933,1610612765
Boban Marjanović,PHI,11,7,4,105.0,169,22,4,7,57.099999999999994,2,2,100.0,10,45.5,9,40.9,2,9.1,4,18.2,1,4.5,1626246,1610612755
Bojan Bogdanović,IND,4,0,4,148.0,205,3,1,1,100.0,2,2,100.0,4,133.29999999999998,1,33.300000000000004,0,0.0,0,0.0,1,33.300000000000004,202711,1610612754
Brad Wanamaker,BOS,4,2,2,17.0,37,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,202954,1610612738
Brook Lopez,MIL,15,10,5,438.0,525,13,4,5,80.0,3,4,75.0,11,84.6,4,30.8,1,7.7,1,7.7,1,7.7,201572,1610612749
Bruce Brown,DET,4,0,4,57.0,60,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628971,1610612765
Bryn Forbes,SAS,7,3,4,212.0,206,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627854,1610612759
CJ McCollum,POR,16,8,8,635.0,909,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,203468,1610612757
Caris LeVert,BKN,5,1,4,144.0,239,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627747,1610612751
Chris Boucher,TOR,2,1,1,4.0,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628449,1610612761
Chris Paul,HOU,11,6,5,397.0,772,5,2,3,66.7,0,0,0.0,4,80.0,1,20.0,0,0.0,0,0.0,0,0.0,101108,1610612745
Clint Capela,HOU,11,6,5,331.0,543,4,0,2,0.0,0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,203991,1610612745
Cory Joseph,IND,4,0,4,85.0,165,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0,202709,1610612754
D'Angelo Russell,BKN,5,1,4,148.0,333,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1626156,1610612751
D.J. Augustin,ORL,5,1,4,141.0,330,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201571,1610612753
D.J. Wilson,MIL,8,6,2,43.0,76,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628391,1610612749
Damian Jones,GSW,4,3,1,8.0,9,3,1,1,100.0,1,2,50.0,3,100.0,1,33.300000000000004,0,0.0,0,0.0,1,33.300000000000004,1627745,1610612744
Damian Lillard,POR,16,8,8,650.0,1399,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,203081,1610612757
Daniel Theis,BOS,7,5,2,42.0,50,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628464,1610612738
Danilo Gallinari,LAC,6,2,4,201.0,437,24,2,8,25.0,5,5,100.0,9,37.5,8,33.300000000000004,3,12.5,4,16.7,2,8.3,201568,1610612746
Danny Green,TOR,24,16,8,684.0,812,13,0,3,0.0,5,5,100.0,4,30.8,6,46.2,0,0.0,2,15.4,2,15.4,201980,1610612761
Dante Cunningham,SAS,5,2,3,13.0,25,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201967,1610612759
Danuel House Jr.,HOU,7,4,3,141.0,166,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627863,1610612745
Darren Collison,IND,4,0,4,117.0,260,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,201954,1610612754
DeMar DeRozan,SAS,7,3,4,251.0,395,11,0,3,0.0,0,0,0.0,0,0.0,7,63.6,2,18.2,0,0.0,0,0.0,201942,1610612759
DeMarcus Cousins,GSW,8,3,5,133.0,285,39,3,8,37.5,3,4,75.0,9,23.1,20,51.300000000000004,5,12.8,5,12.8,2,5.1,202326,1610612744
DeMarre Carroll,BKN,5,1,4,119.0,161,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201960,1610612751
