PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID
Aaron Gordon,ORL,5,164.0,6,15,40.0,5.0,13.0,38.5,56.699999999999996,17,203932
Aaron Holiday,IND,3,13.0,0,1,0.0,0.0,1.0,0.0,0.0,0,1628988
Abdel Nader,OKC,3,5.0,0,0,,,,,,0,1627846
Al Horford,BOS,9,310.0,26,65,40.0,17.0,42.0,40.5,53.1,69,201143
Al-Farouq Aminu,POR,16,399.0,15,51,29.4,15.0,50.0,30.0,44.1,45,202329
Alfonzo McKinnie,GSW,22,235.0,10,32,31.3,10.0,32.0,31.3,46.9,30,1628035
Amir Johnson,PHI,4,20.0,0,0,,,,,,0,101161
Andre Drummond,DET,4,127.0,0,1,0.0,0.0,0.0,,0.0,0,203083
Andre Iguodala,GSW,21,629.0,25,74,33.800000000000004,24.0,70.0,34.300000000000004,50.0,74,2738
Andrew Bogut,GSW,19,179.0,1,1,100.0,,,,100.0,2,101106
Anfernee Simons,POR,5,12.0,0,0,,0.0,0.0,,,0,1629014
Aron Baynes,BOS,9,115.0,3,8,37.5,2.0,6.0,33.300000000000004,50.0,8,203382
Austin Rivers,HOU,10,215.0,9,21,42.9,9.0,20.0,45.0,64.3,27,203085
Ben Simmons,PHI,12,421.0,0,0,,,,,,0,1627732
Blake Griffin,DET,2,58.0,3,5,60.0,3.0,5.0,60.0,90.0,9,201933
Boban Marjanović,PHI,11,105.0,3,8,37.5,0.0,3.0,0.0,37.5,6,1626246
Bojan Bogdanović,IND,4,148.0,7,13,53.800000000000004,6.0,12.0,50.0,76.9,20,202711
Brad Wanamaker,BOS,4,17.0,1,1,100.0,1.0,1.0,100.0,150.0,3,202954
Brook Lopez,MIL,15,438.0,21,70,30.0,20.0,69.0,28.999999999999996,44.3,62,201572
Bruce Brown,DET,4,57.0,1,5,20.0,1.0,5.0,20.0,30.0,3,1628971
Bryn Forbes,SAS,7,212.0,14,29,48.3,14.0,29.0,48.3,72.39999999999999,42,1627854
CJ McCollum,POR,16,635.0,22,44,50.0,21.0,42.0,50.0,73.9,65,203468
Caris LeVert,BKN,5,144.0,4,5,80.0,4.0,5.0,80.0,120.0,12,1627747
Chris Boucher,TOR,2,4.0,1,2,50.0,1.0,2.0,50.0,75.0,3,1628449
Chris Paul,HOU,11,397.0,0,7,0.0,0.0,7.0,0.0,0.0,0,101108
Clint Capela,HOU,11,331.0,0,0,,,,,,0,203991
Cory Joseph,IND,4,85.0,3,7,42.9,3.0,7.0,42.9,64.3,9,202709
D'Angelo Russell,BKN,5,148.0,3,12,25.0,3.0,12.0,25.0,37.5,9,1626156
D.J. Augustin,ORL,5,141.0,6,13,46.2,6.0,13.0,46.2,69.19999999999999,18,201571
D.J. Wilson,MIL,8,43.0,1,7,14.299999999999999,1.0,5.0,20.0,21.4,3,1628391
Damian Jones,GSW,4,8.0,0,0,,,,,,0,1627745
Damian Lillard,POR,16,650.0,17,46,37.0,16.0,43.0,37.2,54.300000000000004,50,203081
Daniel Theis,BOS,7,42.0,1,4,25.0,0.0,2.0,0.0,25.0,2,1628464
Danilo Gallinari,LAC,6,201.0,13,35,37.1,10.0,29.0,34.5,51.4,36,201568
Danny Green,TOR,24,684.0,36,106,34.0,35.0,104.0,33.7,50.5,107,201980
Dante Cunningham,SAS,5,13.0,2,2,100.0,2.0,2.0,100.0,150.0,6,201967
Danuel House Jr.,HOU,7,141.0,7,24,29.2,7.0,24.0,29.2,43.8,21,1627863
Darren Collison,IND,4,117.0,1,7,14.299999999999999,1.0,7.0,14.299999999999999,21.4,3,201954
DeMar DeRozan,SAS,7,251.0,2,4,50.0,0.0,0.0,,50.0,4,201942
DeMarcus Cousins,GSW,8,133.0,3,16,18.8,3.0,12.0,25.0,28.1,9,202326
DeMarre Carroll,BKN,5,119.0,5,22,22.7,5.0,21.0,23.799999999999997,34.1,15,201960
Dennis Schröder,OKC,5,151.0,4,14,28.599999999999998,4.0,14.0,28.599999999999998,42.9,12,203471
Deonte Burton,OKC,3,4.0,0,1,0.0,0.0,1.0,0.0,0.0,0,1629126
Derrick Favors,UTA,5,103.0,0,3,0.0,0.0,3.0,0.0,0.0,0,202324
Derrick White,SAS,7,191.0,5,11,45.5,3.0,9.0,33.300000000000004,59.099999999999994,13,1628401
Domantas Sabonis,IND,4,96.0,4,14,28.599999999999998,1.0,4.0,25.0,32.1,9,1627734
Donatas Motiejunas,SAS,5,18.0,0,1,0.0,0.0,1.0,0.0,0.0,0,202700
Donovan Mitchell,UTA,5,193.0,8,24,33.300000000000004,7.0,23.0,30.4,47.9,23,1628378
Doug McDermott,IND,3,29.0,0,6,0.0,0.0,6.0,0.0,0.0,0,203926
Draymond Green,GSW,22,850.0,17,62,27.400000000000002,12.0,51.0,23.5,37.1,46,203110
Dzanan Musa,BKN,2,15.0,0,1,0.0,0.0,1.0,0.0,0.0,0,1629058
Dāvis Bertāns,SAS,5,79.0,3,11,27.3,3.0,11.0,27.3,40.9,9,202722
Ed Davis,BKN,3,41.0,0,0,,,,,,0,202334
Edmond Sumner,IND,1,2.0,0,0,,,,,,0,1628410
Ekpe Udoh,UTA,2,6.0,0,0,,,,,,0,202327
Enes Freedom,POR,16,461.0,7,22,31.8,1.0,4.0,25.0,34.1,15,202683
Eric Bledsoe,MIL,15,423.0,10,40,25.0,9.0,35.0,25.7,36.3,29,202339
Eric Gordon,HOU,11,410.0,30,69,43.5,30.0,69.0,43.5,65.2,90,201569
Eric Moreland,TOR,8,28.0,0,0,,,,,,0,203961
Ersan Ilyasova,MIL,15,272.0,14,41,34.1,11.0,34.0,32.4,47.599999999999994,39,101141
